up_hydrosequence,down_hydrosequence,up_id3dhp,down_id3dhp,from_huc12,to_huc12,up_feature_type,down_feature_type,up_physicality,down_physicality,up_source_generation,down_source_generation,transition_class,transition_id
11924010,11913296,5BLNA,3UCPL,041000030702,041000030604,Hydro Unenforced Connector,Hydro Unenforced Connector,authoritative_network_connector,authoritative_network_connector,migrated_nhd,migrated_nhd,authoritative_network_connector,11924010->11913296
12921857,12911914,5BLXJ,D0RU1,041000030502,041000030406,Channel Line,Channel Line,physical_channel,physical_channel,migrated_nhd,migrated_nhd,physical_hydrography,12921857->12911914
13708471,13699819,5BM4W,6T1WH,041000030603,041000030404,Drainageway,Channel Line,drainageway,physical_channel,migrated_nhd,migrated_nhd,physical_hydrography,13708471->13699819
11719080,11708238,5BMJ8,9N78X,041000030703,041000030705,Drainageway,Channel Line,drainageway,physical_channel,migrated_nhd,migrated_nhd,physical_hydrography,11719080->11708238
3720039,3694725,5EB8T,1WGDT,041000090504,041000090506,Channel Line,Channel Line,physical_channel,physical_channel,migrated_nhd,migrated_nhd,physical_hydrography,3720039->3694725
7094401,7075775,5EBP4,9URRK,041000080201,041000080203,Waterbody Connector,Waterbody Connector,authoritative_network_connector,authoritative_network_connector,migrated_nhd,migrated_nhd,authoritative_network_connector,7094401->7075775
5265999,5245009,5EBPR,GVQDZ,041000070905,041000070907,Waterbody Connector,Waterbody Connector,authoritative_network_connector,authoritative_network_connector,migrated_nhd,migrated_nhd,authoritative_network_connector,5265999->5245009
13964327,13956018,5G5ZF,6E6EG,041000040406,041000040403,Drainageway,Channel Line,drainageway,physical_channel,migrated_nhd,migrated_nhd,physical_hydrography,13964327->13956018
8453660,8436938,5G5ZS,2RC1B,041000040605,041000040606,Waterbody Connector,Waterbody Connector,authoritative_network_connector,authoritative_network_connector,migrated_nhd,migrated_nhd,authoritative_network_connector,8453660->8436938
11495327,11484186,5GGSB,VW0Y,041000030803,041000030801,Drainageway,Channel Line,drainageway,physical_channel,migrated_nhd,migrated_nhd,physical_hydrography,11495327->11484186
12381534,12370776,5GHCV,FUZA7,041000030602,041000030702,Drainageway,Channel Line,drainageway,physical_channel,migrated_nhd,migrated_nhd,physical_hydrography,12381534->12370776
3943120,3918850,5IRY,4Q47O,041000090502,041000090503,Channel Line,Channel Line,physical_channel,physical_channel,migrated_nhd,migrated_nhd,physical_hydrography,3943120->3918850
6658425,6639286,5J6DU,A4HYF,041000060104,041000060106,Channel Line,Channel Line,physical_channel,physical_channel,migrated_nhd,migrated_nhd,physical_hydrography,6658425->6639286
4180019,4156573,5J6EQ,298M1,041000071207,041000071209,Canal,Canal,canal,canal,migrated_nhd,migrated_nhd,physical_hydrography,4180019->4156573
13121076,13111188,5J6FA,DI2R7,041000040106,041000040205,Waterbody Connector,Waterbody Connector,authoritative_network_connector,authoritative_network_connector,migrated_nhd,migrated_nhd,authoritative_network_connector,13121076->13111188
5431310,5410649,5J6X,CK0CF,041000070906,041000080605,Canal,Channel Line,canal,physical_channel,migrated_nhd,migrated_nhd,physical_hydrography,5431310->5410649
4226458,4203363,5J9T,62MCD,041000071004,041000071206,Canal,Hydro Unenforced Connector,canal,authoritative_network_connector,migrated_nhd,migrated_nhd,authoritative_network_connector,4226458->4203363
7700880,7683518,5KZ38,27WU3,041000071002,041000071205,Drainageway,Channel Line,drainageway,physical_channel,migrated_nhd,migrated_nhd,physical_hydrography,7700880->7683518
12073275,12062670,5KZSP,9WL7P,041000040501,041000040407,Drainageway,Channel Line,drainageway,physical_channel,migrated_nhd,migrated_nhd,physical_hydrography,12073275->12062670
11945183,11934584,5L0DR,FKX09,041000040408,041000040406,Drainageway,Channel Line,drainageway,physical_channel,migrated_nhd,migrated_nhd,physical_hydrography,11945183->11934584
8470364,8453604,5L7I3,43XD1,041000050103,041000050102,Drainageway,Channel Line,drainageway,physical_channel,migrated_nhd,migrated_nhd,physical_hydrography,8470364->8453604
7700936,7683574,5L7IM,1JYQR,041000050102,041000050103,Channel Line,Channel Line,physical_channel,physical_channel,migrated_nhd,migrated_nhd,physical_hydrography,7700936->7683574
8907664,8892352,5L7MT,FL44L,041000040601,041000050101,Drainageway,Hydro Unenforced Connector,drainageway,authoritative_network_connector,migrated_nhd,migrated_nhd,authoritative_network_connector,8907664->8892352
12190578,12179970,5LB4S,BSZ9D,041000030504,041000030505,Drainageway,Channel Line,drainageway,physical_channel,migrated_nhd,migrated_nhd,physical_hydrography,12190578->12179970
12981442,12971435,5LBGZ,4S91B,041000030301,041000030203,Channel Line,Channel Line,physical_channel,physical_channel,migrated_nhd,migrated_nhd,physical_hydrography,12981442->12971435
3429135,3401323,5O17E,7TTA2,041000090202,041000090203,Channel Line,Waterbody Connector,physical_channel,authoritative_network_connector,migrated_nhd,migrated_nhd,authoritative_network_connector,3429135->3401323
5307596,5286805,5O1AM,2EFXD,041000050201,041000071206,Channel Line,Channel Line,physical_channel,physical_channel,migrated_nhd,migrated_nhd,physical_hydrography,5307596->5286805
12722414,12712589,5O1B1,COVRP,041000030103,041000030106,Channel Line,Channel Line,physical_channel,physical_channel,migrated_nhd,migrated_nhd,physical_hydrography,12722414->12712589
12622712,12612590,5PUBF,3YWCI,041000040406,041000040407,Drainageway,Channel Line,drainageway,physical_channel,migrated_nhd,migrated_nhd,physical_hydrography,12622712->12612590
12811384,12801524,5PV47,56GJR,041000040407,041000040406,Drainageway,Channel Line,drainageway,physical_channel,migrated_nhd,migrated_nhd,physical_hydrography,12811384->12801524
6192517,6172823,5Q260,6J80T,041000050106,041000050201,Canal,Canal,canal,canal,migrated_nhd,migrated_nhd,physical_hydrography,6192517->6172823
13160675,13150675,5Q665,9WWOG,041000030405,041000030406,Drainageway,Channel Line,drainageway,physical_channel,migrated_nhd,migrated_nhd,physical_hydrography,13160675->13150675
3590728,3537273,5SVMU,6VRID,041000090508,041000090501,Canal,Canal,canal,canal,migrated_nhd,migrated_nhd,physical_hydrography,3590728->3537273
7525090,7507598,5UOBO,D0F1S,041000071205,041000071204,Drainageway,Channel Line,drainageway,physical_channel,migrated_nhd,migrated_nhd,physical_hydrography,7525090->7507598
13603286,13594381,5UPKY,BSOKH,041000040404,041000040402,Drainageway,Channel Line,drainageway,physical_channel,migrated_nhd,migrated_nhd,physical_hydrography,13603286->13594381
6735517,6716296,5UWQV,9N3LT,041000050105,041000050106,Channel Line,Channel Line,physical_channel,physical_channel,migrated_nhd,migrated_nhd,physical_hydrography,6735517->6716296
5954761,5934775,5UWUB,CF5J,041000050106,041000050203,Channel Line,Channel Line,physical_channel,physical_channel,migrated_nhd,migrated_nhd,physical_hydrography,5954761->5934775
12062777,12052077,5V0DI,FL7ND,041000030704,041000030706,Drainageway,Channel Line,drainageway,physical_channel,migrated_nhd,migrated_nhd,physical_hydrography,12062777->12052077
13378521,13368777,5W3NP,3LRA2,041000040104,041000040106,Waterbody Connector,Waterbody Connector,authoritative_network_connector,authoritative_network_connector,migrated_nhd,migrated_nhd,authoritative_network_connector,13378521->13368777
6271188,6251540,5WCA7,GO0YU,041000050201,041000050106,Canal,Canal,canal,canal,migrated_nhd,migrated_nhd,physical_hydrography,6271188->6251540
3259201,3229693,5XQKO,E6D1J,041000090206,041000090207,Waterbody Connector,Waterbody Connector,authoritative_network_connector,authoritative_network_connector,migrated_nhd,migrated_nhd,authoritative_network_connector,3259201->3229693
7112966,7094446,5ZJZP,2IBL,041000071205,041000071204,Drainageway,Channel Line,drainageway,physical_channel,migrated_nhd,migrated_nhd,physical_hydrography,7112966->7094446
11848784,11837969,5ZKQL,ERON1,041000040408,041000040406,Drainageway,Channel Line,drainageway,physical_channel,migrated_nhd,migrated_nhd,physical_hydrography,11848784->11837969
13210317,13200252,5ZLDO,G4FC6,041000040402,041000040405,Channel Line,Channel Line,physical_channel,physical_channel,migrated_nhd,migrated_nhd,physical_hydrography,13210317->13200252
3720055,3694747,618ZD,BVP0Z,041000090103,041000090203,Channel Line,Channel Line,physical_channel,physical_channel,migrated_nhd,migrated_nhd,physical_hydrography,3720055->3694747
5009331,4987699,62MBI,7TTBE,041000070906,041000070907,Channel Line,Waterbody Connector,physical_channel,authoritative_network_connector,migrated_nhd,migrated_nhd,authoritative_network_connector,5009331->4987699
12722415,12712589,62MBZ,COVRP,041000030104,041000030106,Channel Line,Channel Line,physical_channel,physical_channel,migrated_nhd,migrated_nhd,physical_hydrography,12722415->12712589
4203363,4180020,62MCD,WW1Q,041000071206,041000071207,Hydro Unenforced Connector,Canal,authoritative_network_connector,canal,migrated_nhd,migrated_nhd,authoritative_network_connector,4203363->4180020
9106419,9091091,64FAJ,FG10J,041000071204,041000071203,Drainageway,Channel Line,drainageway,physical_channel,migrated_nhd,migrated_nhd,physical_hydrography,9106419->9091091
12359935,12349291,64G0T,C7E1,041000040408,041000040406,Channel Line,Channel Line,physical_channel,physical_channel,migrated_nhd,migrated_nhd,physical_hydrography,12359935->12349291
11175988,11164625,64GNA,F1GLV,041000040504,041000040502,Channel Line,Channel Line,physical_channel,physical_channel,migrated_nhd,migrated_nhd,physical_hydrography,11175988->11164625
11267435,11255937,64GP2,69B8L,041000040408,041000040502,Waterbody Connector,Waterbody Connector,authoritative_network_connector,authoritative_network_connector,migrated_nhd,migrated_nhd,authoritative_network_connector,11267435->11255937
6310431,6290853,64NXB,H2OVP,041000050106,041000050105,Channel Line,Channel Line,physical_channel,physical_channel,migrated_nhd,migrated_nhd,physical_hydrography,6310431->6290853
12722268,12712449,64S2X,7CINU,041000030603,041000030604,Channel Line,Channel Line,physical_channel,physical_channel,migrated_nhd,migrated_nhd,physical_hydrography,12722268->12712449
13071533,13061496,64S3U,8FEGL,041000030405,041000030404,Surface Connector,Channel Line,authoritative_network_connector,physical_channel,migrated_nhd,migrated_nhd,authoritative_network_connector,13071533->13061496
5431305,5410645,67HIJ,GC9ZE,041000070801,041000070604,Channel Line,Channel Line,physical_channel,physical_channel,migrated_nhd,migrated_nhd,physical_hydrography,5431305->5410645
7577715,7560117,699XC,3P6L4,041000071202,041000071203,Canal,Canal,canal,canal,migrated_nhd,migrated_nhd,physical_hydrography,7577715->7560117
8369961,8353353,69IN9,G4MJI,041000050102,041000050101,Channel Line,Canal,physical_channel,canal,migrated_nhd,migrated_nhd,physical_hydrography,8369961->8353353
12094532,12083838,69M3L,6T1WX,041000030703,041000030705,Canal,Channel Line,canal,physical_channel,migrated_nhd,migrated_nhd,physical_hydrography,12094532->12083838
11381785,11370370,69M3Y,EWVOI,041000030707,041000030705,Channel Line,Channel Line,physical_channel,physical_channel,migrated_nhd,migrated_nhd,physical_hydrography,11381785->11370370
11998589,11987910,69MD0,B9JMO,041000030506,041000030802,Waterbody Connector,Channel Line,authoritative_network_connector,physical_channel,migrated_nhd,migrated_nhd,authoritative_network_connector,11998589->11987910
10975187,10963073,69MOL,CHB8X,041000030802,041000030803,Drainageway,Channel Line,drainageway,physical_channel,migrated_nhd,migrated_nhd,physical_hydrography,10975187->10963073
7277448,7259120,6E544,1JQEF,041000071204,041000071205,Channel Line,Channel Line,physical_channel,physical_channel,migrated_nhd,migrated_nhd,physical_hydrography,7277448->7259120
10339321,10325945,6E5QY,8F2BA,041000040601,041000040602,Surface Connector,Surface Connector,authoritative_network_connector,authoritative_network_connector,migrated_nhd,migrated_nhd,authoritative_network_connector,10339321->10325945
12530477,12519917,6E6DG,AUOIJ,041000040405,041000040304,Drainageway,Channel Line,drainageway,physical_channel,migrated_nhd,migrated_nhd,physical_hydrography,12530477->12519917
12211628,12200970,6E6LD,1OL2B,041000040305,041000040401,Drainageway,Channel Line,drainageway,physical_channel,migrated_nhd,migrated_nhd,physical_hydrography,12211628->12200970
7020336,7001721,6EDRJ,FL45X,041000050106,041000050105,Drainageway,Canal,drainageway,canal,migrated_nhd,migrated_nhd,physical_hydrography,7020336->7001721
10999389,10987211,6EHCE,5LB5J,041000030804,041000030803,Canal,Canal,canal,canal,migrated_nhd,migrated_nhd,physical_hydrography,10999389->10987211
11773547,11762646,6EHE8,7CI3D,041000030506,041000030802,Waterbody Connector,Waterbody Connector,authoritative_network_connector,authoritative_network_connector,migrated_nhd,migrated_nhd,authoritative_network_connector,11773547->11762646
11998560,11987885,6EI83,FQ3WY,041000030504,041000030506,Channel Line,Channel Line,physical_channel,physical_channel,migrated_nhd,migrated_nhd,physical_hydrography,11998560->11987885
3456494,3429135,6H6RG,5O17E,041000090203,041000090202,Canal,Channel Line,canal,physical_channel,migrated_nhd,migrated_nhd,physical_hydrography,3456494->3429135
6113947,6094184,6H6XR,B7EUQ,041000060202,041000060205,Channel Line,Channel Line,physical_channel,physical_channel,migrated_nhd,migrated_nhd,physical_hydrography,6113947->6094184
5138583,5117048,6H6Y9,7RGB5,041000060501,041000060503,Channel Line,Waterbody Connector,physical_channel,authoritative_network_connector,migrated_nhd,migrated_nhd,authoritative_network_connector,5138583->5117048
8303383,8286748,6IZ9W,6XKPN,041000071204,041000071203,Channel Line,Channel Line,physical_channel,physical_channel,migrated_nhd,migrated_nhd,physical_hydrography,8303383->8286748
11495328,11484186,6JBHW,VW0Y,041000030803,041000030801,Drainageway,Channel Line,drainageway,physical_channel,migrated_nhd,migrated_nhd,physical_hydrography,11495328->11484186
10890242,10878037,6JBTP,98LQZ,041000030804,041000030803,Canal,Canal,canal,canal,migrated_nhd,migrated_nhd,physical_hydrography,10890242->10878037
11730042,11719079,6JCF0,DYSGX,041000030703,041000030705,Channel Line,Channel Line,physical_channel,physical_channel,migrated_nhd,migrated_nhd,physical_hydrography,11730042->11719079
5159968,5138517,6M1GZ,3NE28,041000070604,041000070806,Waterbody Connector,Waterbody Connector,authoritative_network_connector,authoritative_network_connector,migrated_nhd,migrated_nhd,authoritative_network_connector,5159968->5138517
7075810,7057280,6NU7G,E3BJ5,041000071204,041000071205,Drainageway,Channel Line,drainageway,physical_channel,migrated_nhd,migrated_nhd,physical_hydrography,7075810->7057280
12169128,12158458,6NVIO,5BATT,041000040305,041000040408,Waterbody Connector,Waterbody Connector,authoritative_network_connector,authoritative_network_connector,migrated_nhd,migrated_nhd,authoritative_network_connector,12169128->12158458
11141622,11130046,6O6K3,23EQS,041000030707,041000030705,Channel Line,Channel Line,physical_channel,physical_channel,migrated_nhd,migrated_nhd,physical_hydrography,11141622->11130046
2924314,2891985,6QWML,8MYK5,041000090702,041000090703,Channel Line,Channel Line,physical_channel,physical_channel,migrated_nhd,migrated_nhd,physical_hydrography,2924314->2891985
6620114,6600821,6QWO8,2FTKL,041000060104,041000060106,Waterbody Connector,Canal,authoritative_network_connector,canal,migrated_nhd,migrated_nhd,authoritative_network_connector,6620114->6600821
12712593,12702776,6QWOP,54MUJ,041000030105,041000030106,Waterbody Connector,Channel Line,authoritative_network_connector,physical_channel,migrated_nhd,migrated_nhd,authoritative_network_connector,12712593->12702776
4790592,4768598,6QWP2,2AYXF,041000060503,041000060504,Waterbody Connector,Waterbody Connector,authoritative_network_connector,authoritative_network_connector,migrated_nhd,migrated_nhd,authoritative_network_connector,4790592->4768598
10753958,10741291,6SQNY,B4DDQ,041000040504,041000040503,Channel Line,Channel Line,physical_channel,physical_channel,migrated_nhd,migrated_nhd,physical_hydrography,10753958->10741291
12571827,12561642,6T1TT,3UCZB,041000030603,041000030604,Canal,Channel Line,canal,physical_channel,migrated_nhd,migrated_nhd,physical_hydrography,12571827->12561642
11198794,11187391,6T1TX,DAI6R,041000030707,041000030705,Channel Line,Channel Line,physical_channel,physical_channel,migrated_nhd,migrated_nhd,physical_hydrography,11198794->11187391
11998576,11987901,6T1VV,4X30Q,041000030504,041000030506,Channel Line,Waterbody Connector,physical_channel,authoritative_network_connector,migrated_nhd,migrated_nhd,authoritative_network_connector,11998576->11987901
12434916,12424222,6T1WK,AUZ14,041000030705,041000030704,Drainageway,Channel Line,drainageway,physical_channel,migrated_nhd,migrated_nhd,physical_hydrography,12434916->12424222
10950944,10938801,6T27K,9DGJE,041000030802,041000030803,Waterbody Connector,Waterbody Connector,authoritative_network_connector,authoritative_network_connector,migrated_nhd,migrated_nhd,authoritative_network_connector,10950944->10938801
13091569,13081565,6T27Y,FUYMI,041000030305,041000030406,Drainageway,Channel Line,drainageway,physical_channel,migrated_nhd,migrated_nhd,physical_hydrography,13091569->13081565
12712554,12702742,6T29I,B4OIE,041000030406,041000030502,Channel Line,Channel Line,physical_channel,physical_channel,migrated_nhd,migrated_nhd,physical_hydrography,12712554->12702742
6034267,6014358,6U140,49UJ1,041000060203,041000060205,Channel Line,Waterbody Connector,physical_channel,authoritative_network_connector,migrated_nhd,migrated_nhd,authoritative_network_connector,6034267->6014358
6192478,6172776,6VS07,54MTO,041000070402,041000070406,Waterbody Connector,Waterbody Connector,authoritative_network_connector,authoritative_network_connector,migrated_nhd,migrated_nhd,authoritative_network_connector,6192478->6172776
4295432,4272306,6VS16,7K3S5,041000070604,041000070806,Channel Line,Canal,physical_channel,canal,migrated_nhd,migrated_nhd,physical_hydrography,4295432->4272306
7094479,7075856,6XTI4,G9G0T,041000050103,041000050105,Waterbody Connector,Waterbody Connector,authoritative_network_connector,authoritative_network_connector,migrated_nhd,migrated_nhd,authoritative_network_connector,7094479->7075856
11596841,11585442,6XWV5,48VJ0,041000030801,041000030802,Drainageway,Channel Line,drainageway,physical_channel,migrated_nhd,migrated_nhd,physical_hydrography,11596841->11585442
12751670,12741785,6XXFL,F1RPZ,041000030603,041000030602,Drainageway,Channel Line,drainageway,physical_channel,migrated_nhd,migrated_nhd,physical_hydrography,12751670->12741785
6926650,6907637,70NDU,DD7RQ,041000080204,041000080205,Channel Line,Waterbody Connector,physical_channel,authoritative_network_connector,migrated_nhd,migrated_nhd,authoritative_network_connector,6926650->6907637
4680416,4658282,70NGL,9BC4T,041000050205,041000050207,Waterbody Connector,Waterbody Connector,authoritative_network_connector,authoritative_network_connector,migrated_nhd,migrated_nhd,authoritative_network_connector,4680416->4658282
8968849,8953569,72FQH,1TESW,041000071201,041000071204,Channel Line,Channel Line,physical_channel,physical_channel,migrated_nhd,migrated_nhd,physical_hydrography,8968849->8953569
7437862,7420471,72FRH,GXJPD,041000071203,041000071205,Drainageway,Channel Line,drainageway,physical_channel,migrated_nhd,migrated_nhd,physical_hydrography,7437862->7420471
9137086,9121763,72GFR,FKWF9,041000040606,041000040605,Hydro Unenforced Connector,Hydro Unenforced Connector,authoritative_network_connector,authoritative_network_connector,migrated_nhd,migrated_nhd,authoritative_network_connector,9137086->9121763
9766450,9752448,72GFS,10ERW,041000050101,041000040604,Hydro Unenforced Connector,Hydro Unenforced Connector,authoritative_network_connector,authoritative_network_connector,migrated_nhd,migrated_nhd,authoritative_network_connector,9766450->9752448
11562329,11551007,72GGN,E86QS,041000040502,041000040601,Channel Line,Channel Line,physical_channel,physical_channel,migrated_nhd,migrated_nhd,physical_hydrography,11562329->11551007
13210318,13200252,72H3M,G4FC6,041000040403,041000040405,Channel Line,Channel Line,physical_channel,physical_channel,migrated_nhd,migrated_nhd,physical_hydrography,13210318->13200252
13279975,13270074,72H5D,BE45C,041000040403,041000040402,Channel Line,Channel Line,physical_channel,physical_channel,migrated_nhd,migrated_nhd,physical_hydrography,13279975->13270074
10877978,10865701,72HB5,6XM9S,041000040602,041000040603,Channel Line,Channel Line,physical_channel,physical_channel,migrated_nhd,migrated_nhd,physical_hydrography,10877978->10865701
11987902,11977188,72S2J,4NEJO,041000030505,041000030506,Waterbody Connector,Waterbody Connector,authoritative_network_connector,authoritative_network_connector,migrated_nhd,migrated_nhd,authoritative_network_connector,11987902->11977188
9988328,9974613,72S45,CJ36,041000030805,041000030707,Drainageway,Channel Line,drainageway,physical_channel,migrated_nhd,migrated_nhd,physical_hydrography,9988328->9974613
12467049,12456327,72S4Q,8K9X9,041000030602,041000030702,Channel Line,Canal,physical_channel,canal,migrated_nhd,migrated_nhd,physical_hydrography,12467049->12456327
5595028,5574725,75HVV,7OYEC,041000080603,041000080605,Channel Line,Waterbody Connector,physical_channel,authoritative_network_connector,migrated_nhd,migrated_nhd,authoritative_network_connector,5595028->5574725
10069823,10056158,77BFG,EMTK0,041000040603,041000040604,Channel Line,Channel Line,physical_channel,physical_channel,migrated_nhd,migrated_nhd,physical_hydrography,10069823->10056158
13549194,13539947,77BYT,1OLMX,041000040406,041000040403,Drainageway,Channel Line,drainageway,physical_channel,migrated_nhd,migrated_nhd,physical_hydrography,13549194->13539947
12692697,12682655,77BZF,5BB18,041000040403,041000040501,Drainageway,Channel Line,drainageway,physical_channel,migrated_nhd,migrated_nhd,physical_hydrography,12692697->12682655
8984300,8968926,77MPP,EWW3J,041000040605,041000030806,Hydro Unenforced Connector,Hydro Unenforced Connector,authoritative_network_connector,authoritative_network_connector,migrated_nhd,migrated_nhd,authoritative_network_connector,8984300->8968926
12722269,12712449,77NBV,7CINU,041000030603,041000030604,Drainageway,Channel Line,drainageway,physical_channel,migrated_nhd,migrated_nhd,physical_hydrography,12722269->12712449
12731996,12722278,77NQM,A6NOO,041000030602,041000030601,Drainageway,Channel Line,drainageway,physical_channel,migrated_nhd,migrated_nhd,physical_hydrography,12731996->12722278
1760359,1702570,7ACOR,88E8R,041000090901,041000090903,Channel Line,Waterbody Connector,physical_channel,authoritative_network_connector,migrated_nhd,migrated_nhd,authoritative_network_connector,1760359->1702570
6212313,6192479,7AD3Q,CMIDA,041000070403,041000070406,Channel Line,Waterbody Connector,physical_channel,authoritative_network_connector,migrated_nhd,migrated_nhd,authoritative_network_connector,6212313->6192479
4746610,4724651,7AD4G,K2PL,041000071102,041000071101,Channel Line,Channel Line,physical_channel,physical_channel,migrated_nhd,migrated_nhd,physical_hydrography,4746610->4724651
12801653,12791743,7AD5A,6CCCA,041000030102,041000030104,Channel Line,Channel Line,physical_channel,physical_channel,migrated_nhd,migrated_nhd,physical_hydrography,12801653->12791743
9362420,9347857,7BUP,FKVQE,041000071202,041000071203,Canal,Canal,canal,canal,migrated_nhd,migrated_nhd,physical_hydrography,9362420->9347857
13464001,13454485,7C799,EMU0Z,041000040402,041000040404,Drainageway,Channel Line,drainageway,physical_channel,migrated_nhd,migrated_nhd,physical_hydrography,13464001->13454485
13539945,13530571,7C79H,98ALD,041000040406,041000040403,Drainageway,Channel Line,drainageway,physical_channel,migrated_nhd,migrated_nhd,physical_hydrography,13539945->13530571
5452018,5431357,7CEHY,6O35O,041000050203,041000050202,Channel Line,Channel Line,physical_channel,physical_channel,migrated_nhd,migrated_nhd,physical_hydrography,5452018->5431357
7402934,7385183,7CEIO,B9FUF,041000050105,041000050103,Channel Line,Canal,physical_channel,canal,migrated_nhd,migrated_nhd,physical_hydrography,7402934->7385183
11697354,11686391,7CI2M,BEEX6,041000030705,041000030703,Drainageway,Channel Line,drainageway,physical_channel,migrated_nhd,migrated_nhd,physical_hydrography,11697354->11686391
9974549,9960648,7CS4,3U1JH,041000040602,041000040604,Channel Line,Channel Line,physical_channel,physical_channel,migrated_nhd,migrated_nhd,physical_hydrography,9974549->9960648
13914002,13905566,7D7U,F6BX6,041000040406,041000040403,Drainageway,Channel Line,drainageway,physical_channel,migrated_nhd,migrated_nhd,physical_hydrography,13914002->13905566
8119943,8103441,7DUHV,S14P,041000050102,041000071202,Channel Line,Waterbody Connector,physical_channel,authoritative_network_connector,migrated_nhd,migrated_nhd,authoritative_network_connector,8119943->8103441
2252414,2208571,7F7MN,F9C8E,041000090703,041000090804,Channel Line,Channel Line,physical_channel,physical_channel,migrated_nhd,migrated_nhd,physical_hydrography,2252414->2208571
9780379,9766448,7H0V3,5B9IE,041000040502,041000071201,Drainageway,Channel Line,drainageway,physical_channel,migrated_nhd,migrated_nhd,physical_hydrography,9780379->9766448
8236803,8220085,7H991,FG9NP,041000071203,041000050103,Drainageway,Channel Line,drainageway,physical_channel,migrated_nhd,migrated_nhd,physical_hydrography,8236803->8220085
9198753,9183422,7HCSZ,9DHJG,041000030805,041000030806,Waterbody Connector,Waterbody Connector,authoritative_network_connector,authoritative_network_connector,migrated_nhd,migrated_nhd,authoritative_network_connector,9198753->9183422
12083835,12073304,7HD4R,CJ24,041000030704,041000030705,Drainageway,Waterbody Connector,drainageway,authoritative_network_connector,migrated_nhd,migrated_nhd,authoritative_network_connector,12083835->12073304
12030514,12019882,7HDR6,H2TEM,041000030703,041000030707,Hydro Unenforced Connector,Hydro Unenforced Connector,authoritative_network_connector,authoritative_network_connector,migrated_nhd,migrated_nhd,authoritative_network_connector,12030514->12019882
3720056,3694747,7K39U,BVP0Z,041000090103,041000090203,Canal,Channel Line,canal,physical_channel,migrated_nhd,migrated_nhd,physical_hydrography,3720056->3694747
5534014,5513689,7K3RQ,3NE2L,041000071001,041000071003,Channel Line,Channel Line,physical_channel,physical_channel,migrated_nhd,migrated_nhd,physical_hydrography,5534014->5513689
6907699,6888595,7K9A,FPZM4,041000050106,041000050105,Drainageway,Channel Line,drainageway,physical_channel,migrated_nhd,migrated_nhd,physical_hydrography,6907699->6888595
11130008,11118484,7LWSI,6J00T,041000040502,041000040504,Drainageway,Canal,drainageway,canal,migrated_nhd,migrated_nhd,physical_hydrography,11130008->11118484
9738581,9724717,7LWTK,8F2DN,041000040603,041000040604,Drainageway,Channel Line,drainageway,physical_channel,migrated_nhd,migrated_nhd,physical_hydrography,9738581->9724717
9288809,9273829,7LWTX,48K8R,041000050102,041000040606,Hydro Unenforced Connector,Hydro Unenforced Connector,authoritative_network_connector,authoritative_network_connector,migrated_nhd,migrated_nhd,authoritative_network_connector,9288809->9273829
5974680,5954756,7M4YZ,6SYE3,041000050104,041000050106,Channel Line,Waterbody Connector,physical_channel,authoritative_network_connector,migrated_nhd,migrated_nhd,authoritative_network_connector,5974680->5954756
11393318,11381857,7M8VD,3667G,041000030704,041000030706,Channel Line,Waterbody Connector,physical_channel,authoritative_network_connector,migrated_nhd,migrated_nhd,authoritative_network_connector,11393318->11381857
12211703,12201048,7NRY,M7K5,041000030707,041000030703,Drainageway,Channel Line,drainageway,physical_channel,migrated_nhd,migrated_nhd,physical_hydrography,12211703->12201048
13041483,13031515,7NUS,BSZ85,041000030404,041000030406,Drainageway,Channel Line,drainageway,physical_channel,migrated_nhd,migrated_nhd,physical_hydrography,13041483->13031515
12622827,12612710,7O5F,GEERU,041000030506,041000030504,Channel Line,Waterbody Connector,physical_channel,authoritative_network_connector,migrated_nhd,migrated_nhd,authoritative_network_connector,12622827->12612710
2023109,1973602,7OYAL,7AD45,041000090901,041000090902,Canal,Canal,canal,canal,migrated_nhd,migrated_nhd,physical_hydrography,2023109->1973602
3943121,3918850,7OYE1,4Q47O,041000090502,041000090503,Channel Line,Channel Line,physical_channel,physical_channel,migrated_nhd,migrated_nhd,physical_hydrography,3943121->3918850
10365671,10352573,7QRMZ,AKWYL,041000040604,041000040602,Drainageway,Channel Line,drainageway,physical_channel,migrated_nhd,migrated_nhd,physical_hydrography,10365671->10352573
7786350,7769521,7QZDC,DF93K,041000050103,041000050105,Canal,Canal,canal,canal,migrated_nhd,migrated_nhd,physical_hydrography,7786350->7769521
8087027,8070585,7QZJF,362EI,041000050103,041000050102,Canal,Canal,canal,canal,migrated_nhd,migrated_nhd,physical_hydrography,8087027->8070585
2538951,2500180,7TSST,DMWKZ,041000090801,041000090802,Channel Line,Channel Line,physical_channel,physical_channel,migrated_nhd,migrated_nhd,physical_hydrography,2538951->2500180
2576853,2538977,7TSUR,38V1M,041000090509,041000090602,Waterbody Connector,Waterbody Connector,authoritative_network_connector,authoritative_network_connector,migrated_nhd,migrated_nhd,authoritative_network_connector,2576853->2538977
7038768,7020269,7TT9I,9ZN17,041000080202,041000080203,Channel Line,Waterbody Connector,physical_channel,authoritative_network_connector,migrated_nhd,migrated_nhd,authoritative_network_connector,7038768->7020269
