old_connector_id,from_huc12,to_huc12,old_length_km,qa_status,replacement_source,replacement_ids,replacement_feature_types,physical_channel_present,network_connector_present,authoritative_transition_count,released_physical_transition_count,source_generation,confidence,routing_basis,source_method,physical_geometry,source_authority,unresolved_category,observed_3dhp_downstream_huc12,explanation,notes
WTR-HUC-ROUTE-041000090702,041000090702,041000090703,12.492603,ALREADY_REDUNDANT,USGS 3DHP Flowline layer 50 / native hydrosequence derivatives,6QWML;8MYK5,Channel Line,True,False,1,1,migrated_nhd,high,physical_nhdplus_hr_existing,released_nhdplus_hr_topology,True,USGS,,,Released NHDPlus HR order >=3 topology already contains this HUC transition.,Released NHDPlus HR order >=3 topology already contains this HUC transition.
WTR-HUC-ROUTE-041000090801,041000090801,041000090802,7.967464,ALREADY_REDUNDANT,USGS 3DHP Flowline layer 50 / native hydrosequence derivatives,7TSST;DMWKZ;GLYNV,Channel Line,True,False,2,1,migrated_nhd,high,physical_nhdplus_hr_existing,released_nhdplus_hr_topology,True,USGS,,,Released NHDPlus HR order >=3 topology already contains this HUC transition.,Released NHDPlus HR order >=3 topology already contains this HUC transition.
WTR-HUC-ROUTE-041000090802,041000090802,041000090804,11.110771,ALREADY_REDUNDANT,USGS 3DHP Flowline layer 50 / native hydrosequence derivatives,A4HUG;F9C8E,Channel Line,True,False,1,1,migrated_nhd,high,physical_nhdplus_hr_existing,released_nhdplus_hr_topology,True,USGS,,,Released NHDPlus HR order >=3 topology already contains this HUC transition.,Released NHDPlus HR order >=3 topology already contains this HUC transition.
WTR-HUC-ROUTE-041000090803,041000090803,041000090804,4.668885,ALREADY_REDUNDANT,USGS 3DHP Flowline layer 50 / native hydrosequence derivatives,3X26Q;5EBLM,Channel Line,True,False,1,1,migrated_nhd,high,physical_nhdplus_hr_existing,released_nhdplus_hr_topology,True,USGS,,,Released NHDPlus HR order >=3 topology already contains this HUC transition.,Released NHDPlus HR order >=3 topology already contains this HUC transition.
WTR-HUC-ROUTE-041000090804,041000090804,041000090904,16.417511,ALREADY_REDUNDANT,USGS 3DHP Flowline layer 50 / native hydrosequence derivatives,8RUIQ;9BC33,Waterbody Connector,False,True,1,1,migrated_nhd,high,physical_nhdplus_hr_existing,released_nhdplus_hr_topology,True,USGS,,,Released NHDPlus HR order >=3 topology already contains this HUC transition.,Released NHDPlus HR order >=3 topology already contains this HUC transition.
WTR-HUC-ROUTE-041000090901,041000090901,041000090903,8.476975,ALREADY_REDUNDANT,USGS 3DHP Flowline layer 50 / native hydrosequence derivatives,7ACOR;88E8R,Channel Line;Waterbody Connector,False,True,1,1,migrated_nhd,high,physical_nhdplus_hr_existing,released_nhdplus_hr_topology,True,USGS,,,Released NHDPlus HR order >=3 topology already contains this HUC transition.,Released NHDPlus HR order >=3 topology already contains this HUC transition.
WTR-HUC-ROUTE-041000030201,041000030201,041000030202,9.678161,REPLACED_AUTHORITATIVE_CONNECTOR,USGS 3DHP Flowline layer 50 / native hydrosequence derivatives,1WGLH;EG4EX,Channel Line;Waterbody Connector,False,True,1,0,migrated_nhd,high,official_3dhp_connector,authoritative_3dhp,False,USGS,,,Authoritative 3DHP topology or a forward-directed same-feature crossing uses a non-watercourse connector class.,Authoritative 3DHP topology or a forward-directed same-feature crossing uses a non-watercourse connector class.
WTR-HUC-ROUTE-041000030104,041000030104,041000030106,10.573862,REPLACED_PHYSICAL,USGS 3DHP Flowline layer 50 / native hydrosequence derivatives,62MBZ;COVRP,Channel Line,True,False,1,0,migrated_nhd,high,physical_3dhp,authoritative_3dhp,True,USGS,,,Authoritative 3DHP topology or a forward-directed same-feature HUC crossing provides physical geometry.,Authoritative 3DHP topology or a forward-directed same-feature HUC crossing provides physical geometry.
WTR-HUC-ROUTE-041000030106,041000030106,041000030302,8.139075,REPLACED_AUTHORITATIVE_CONNECTOR,USGS 3DHP Flowline layer 50 / native hydrosequence derivatives,46RC5;EUQPQ;F9CQP,Waterbody Connector,False,True,2,0,migrated_nhd,high,official_3dhp_connector,authoritative_3dhp,False,USGS,,,Authoritative 3DHP topology or a forward-directed same-feature crossing uses a non-watercourse connector class.,Authoritative 3DHP topology or a forward-directed same-feature crossing uses a non-watercourse connector class.
WTR-HUC-ROUTE-041000030204,041000030204,041000030302,7.80551,UNRESOLVED,none,,,False,False,0,0,,low,project_inference,project_inference,False,project / USGS WBD tohuc,complex_divergence,041000030106,The source HUC contains 2 native divergent flowline records and observed 3DHP transitions lead to 041000030106 rather than WBD target 041000030302. Retain the WBD relationship as abstract pending outlet-scale review.,The source HUC contains 2 native divergent flowline records and observed 3DHP transitions lead to 041000030106 rather than WBD target 041000030302. Retain the WBD relationship as abstract pending outlet-scale review.
WTR-HUC-ROUTE-041000060201,041000060201,041000060202,10.271459,REPLACED_PHYSICAL,USGS 3DHP Flowline layer 50 / native hydrosequence derivatives,AJ39Q;BH507;DRSBV,Channel Line,True,False,2,0,migrated_nhd,high,physical_3dhp,authoritative_3dhp,True,USGS,,,Authoritative 3DHP topology or a forward-directed same-feature HUC crossing provides physical geometry.,Authoritative 3DHP topology or a forward-directed same-feature HUC crossing provides physical geometry.
WTR-HUC-ROUTE-041000060202,041000060202,041000060205,5.836631,REPLACED_PHYSICAL,USGS 3DHP Flowline layer 50 / native hydrosequence derivatives,6H6XR;852ZV;B7EUQ,Channel Line,True,False,2,0,migrated_nhd,high,physical_3dhp,authoritative_3dhp,True,USGS,,,Authoritative 3DHP topology or a forward-directed same-feature HUC crossing provides physical geometry.,Authoritative 3DHP topology or a forward-directed same-feature HUC crossing provides physical geometry.
WTR-HUC-ROUTE-041000060204,041000060204,041000060205,10.513179,UNRESOLVED,none,,,False,False,0,0,,low,project_inference,project_inference,False,project / USGS WBD tohuc,ambiguous_huc_outlet,041000060301,"Native 3DHP transitions assigned from 041000060204 lead to 041000060301 rather than WBD target 041000060205, and no forward same-feature crossing confirms the WBD pair. Retain it as an abstract routing relationship pending local outlet review.","Native 3DHP transitions assigned from 041000060204 lead to 041000060301 rather than WBD target 041000060205, and no forward same-feature crossing confirms the WBD pair. Retain it as an abstract routing relationship pending local outlet review."
WTR-HUC-ROUTE-041000030101,041000030101,041000030102,7.907857,REPLACED_AUTHORITATIVE_CONNECTOR,USGS 3DHP Flowline layer 50 / native hydrosequence derivatives,1D4H0;9ZN3L,Channel Line;Waterbody Connector,False,True,1,0,migrated_nhd,high,official_3dhp_connector,authoritative_3dhp,False,USGS,,,Authoritative 3DHP topology or a forward-directed same-feature crossing uses a non-watercourse connector class.,Authoritative 3DHP topology or a forward-directed same-feature crossing uses a non-watercourse connector class.
WTR-HUC-ROUTE-041000030102,041000030102,041000030104,5.945909,REPLACED_PHYSICAL,USGS 3DHP Flowline layer 50 / native hydrosequence derivatives,6CCCA;7AD5A;91LF0,Channel Line,True,False,2,0,migrated_nhd,high,physical_3dhp,authoritative_3dhp,True,USGS,,,Authoritative 3DHP topology or a forward-directed same-feature HUC crossing provides physical geometry.,Authoritative 3DHP topology or a forward-directed same-feature HUC crossing provides physical geometry.
WTR-HUC-ROUTE-041000030103,041000030103,041000030104,4.720162,UNRESOLVED,none,,,False,False,0,0,,low,project_inference,project_inference,False,project / USGS WBD tohuc,direction_conflict,041000030106,"A 3DHP feature intersects both 041000030103 (Laird Creek) and 041000030104 (Bird Creek-East Branch Saint Joseph River), but its documented digitized direction runs opposite the WBD tohuc relationship. The WBD edge is retained as abstract pending local outlet review.","A 3DHP feature intersects both 041000030103 (Laird Creek) and 041000030104 (Bird Creek-East Branch Saint Joseph River), but its documented digitized direction runs opposite the WBD tohuc relationship. The WBD edge is retained as abstract pending local outlet review."
WTR-HUC-ROUTE-041000030105,041000030105,041000030106,10.286323,REPLACED_AUTHORITATIVE_CONNECTOR,USGS 3DHP Flowline layer 50 / native hydrosequence derivatives,54MUJ;6QWOP,Channel Line;Waterbody Connector,False,True,1,0,migrated_nhd,high,official_3dhp_connector,authoritative_3dhp,False,USGS,,,Authoritative 3DHP topology or a forward-directed same-feature crossing uses a non-watercourse connector class.,Authoritative 3DHP topology or a forward-directed same-feature crossing uses a non-watercourse connector class.
WTR-HUC-ROUTE-041000030202,041000030202,041000030204,10.427768,REPLACED_PHYSICAL,USGS 3DHP Flowline layer 50 / native hydrosequence derivatives,3NE65;5EBTB,Channel Line,True,False,1,0,migrated_nhd,high,physical_3dhp,authoritative_3dhp,True,USGS,,,Authoritative 3DHP topology or a forward-directed same-feature HUC crossing provides physical geometry.,Authoritative 3DHP topology or a forward-directed same-feature HUC crossing provides physical geometry.
WTR-HUC-ROUTE-041000060101,041000060101,041000060102,8.688407,REPLACED_PHYSICAL,USGS 3DHP Flowline layer 50 / native hydrosequence derivatives,8WQ4W;CF5S2,Channel Line,True,False,1,0,migrated_nhd,high,physical_3dhp,authoritative_3dhp,True,USGS,,,Authoritative 3DHP topology or a forward-directed same-feature HUC crossing provides physical geometry.,Authoritative 3DHP topology or a forward-directed same-feature HUC crossing provides physical geometry.
WTR-HUC-ROUTE-041000060102,041000060102,041000060103,6.857212,REPLACED_PHYSICAL,USGS 3DHP Flowline layer 50 / native hydrosequence derivatives,2KNX7;3DP9V;8WQ4W,Channel Line,True,False,2,0,migrated_nhd,high,physical_3dhp,authoritative_3dhp,True,USGS,,,Authoritative 3DHP topology or a forward-directed same-feature HUC crossing provides physical geometry.,Authoritative 3DHP topology or a forward-directed same-feature HUC crossing provides physical geometry.
WTR-HUC-ROUTE-041000060103,041000060103,041000060104,6.854305,REPLACED_PHYSICAL,USGS 3DHP Flowline layer 50 / native hydrosequence derivatives,7TTCR;EZMG8,Channel Line,True,False,1,0,migrated_nhd,high,physical_3dhp,authoritative_3dhp,True,USGS,,,Authoritative 3DHP topology or a forward-directed same-feature HUC crossing provides physical geometry.,Authoritative 3DHP topology or a forward-directed same-feature HUC crossing provides physical geometry.
WTR-HUC-ROUTE-041000060104,041000060104,041000060106,11.020177,REPLACED_PHYSICAL,USGS 3DHP Flowline layer 50 / native hydrosequence derivatives,2FTKL;5J6DU;6QWO8;7TTCR;A4HYF,Canal;Channel Line;Waterbody Connector,True,True,3,0,migrated_nhd,high,physical_3dhp,authoritative_3dhp,True,USGS,,,Authoritative 3DHP topology or a forward-directed same-feature HUC crossing provides physical geometry.,Authoritative 3DHP topology or a forward-directed same-feature HUC crossing provides physical geometry.
WTR-HUC-ROUTE-041000060105,041000060105,041000060106,5.374471,REPLACED_PHYSICAL,USGS 3DHP Flowline layer 50 / native hydrosequence derivatives,F9CQ3,Channel Line,True,False,1,0,migrated_nhd,high,physical_3dhp,authoritative_3dhp,True,USGS,,,Authoritative 3DHP topology or a forward-directed same-feature HUC crossing provides physical geometry.,Authoritative 3DHP topology or a forward-directed same-feature HUC crossing provides physical geometry.
WTR-HUC-ROUTE-041000060106,041000060106,041000060201,16.217579,REPLACED_PHYSICAL,USGS 3DHP Flowline layer 50 / native hydrosequence derivatives,EG4FP;YLRR,Channel Line,True,False,1,0,migrated_nhd,high,physical_3dhp,authoritative_3dhp,True,USGS,,,Authoritative 3DHP topology or a forward-directed same-feature HUC crossing provides physical geometry.,Authoritative 3DHP topology or a forward-directed same-feature HUC crossing provides physical geometry.
WTR-HUC-ROUTE-041000030303,041000030303,041000030304,10.499171,UNRESOLVED,none,,,False,False,0,0,,low,project_inference,project_inference,False,project / USGS WBD tohuc,ambiguous_huc_outlet,041000030306,"Native 3DHP transitions assigned from 041000030303 lead to 041000030306 rather than WBD target 041000030304, and no forward same-feature crossing confirms the WBD pair. Retain it as an abstract routing relationship pending local outlet review.","Native 3DHP transitions assigned from 041000030303 lead to 041000030306 rather than WBD target 041000030304, and no forward same-feature crossing confirms the WBD pair. Retain it as an abstract routing relationship pending local outlet review."
WTR-HUC-ROUTE-041000040104,041000040104,041000040106,11.940612,REPLACED_AUTHORITATIVE_CONNECTOR,USGS 3DHP Flowline layer 50 / native hydrosequence derivatives,264LP;3LRA2;5W3NP;8RUOX,Waterbody Connector,False,True,2,0,migrated_nhd,high,official_3dhp_connector,authoritative_3dhp,False,USGS,,,Authoritative 3DHP topology or a forward-directed same-feature crossing uses a non-watercourse connector class.,Authoritative 3DHP topology or a forward-directed same-feature crossing uses a non-watercourse connector class.
WTR-HUC-ROUTE-041000030302,041000030302,041000030304,7.284506,REPLACED_AUTHORITATIVE_CONNECTOR,USGS 3DHP Flowline layer 50 / native hydrosequence derivatives,7F86I;9BC4K,Waterbody Connector,False,True,1,0,migrated_nhd,high,official_3dhp_connector,authoritative_3dhp,False,USGS,,,Authoritative 3DHP topology or a forward-directed same-feature crossing uses a non-watercourse connector class.,Authoritative 3DHP topology or a forward-directed same-feature crossing uses a non-watercourse connector class.
WTR-HUC-ROUTE-041000030304,041000030304,041000030306,8.018091,REPLACED_AUTHORITATIVE_CONNECTOR,USGS 3DHP Flowline layer 50 / native hydrosequence derivatives,CYLO4;FST3I,Waterbody Connector,False,True,1,0,migrated_nhd,high,official_3dhp_connector,authoritative_3dhp,False,USGS,,,Authoritative 3DHP topology or a forward-directed same-feature crossing uses a non-watercourse connector class.,Authoritative 3DHP topology or a forward-directed same-feature crossing uses a non-watercourse connector class.
WTR-HUC-ROUTE-041000030306,041000030306,041000030501,5.928339,REPLACED_AUTHORITATIVE_CONNECTOR,USGS 3DHP Flowline layer 50 / native hydrosequence derivatives,2AYVE;83JNB;FXPE5,Waterbody Connector,False,True,2,0,migrated_nhd,high,official_3dhp_connector,authoritative_3dhp,False,USGS,,,Authoritative 3DHP topology or a forward-directed same-feature crossing uses a non-watercourse connector class.,Authoritative 3DHP topology or a forward-directed same-feature crossing uses a non-watercourse connector class.
WTR-HUC-ROUTE-041000030501,041000030501,041000030503,6.993234,REPLACED_AUTHORITATIVE_CONNECTOR,USGS 3DHP Flowline layer 50 / native hydrosequence derivatives,A4HX6;CF5QU,Waterbody Connector,False,True,1,0,migrated_nhd,high,official_3dhp_connector,authoritative_3dhp,False,USGS,,,Authoritative 3DHP topology or a forward-directed same-feature crossing uses a non-watercourse connector class.,Authoritative 3DHP topology or a forward-directed same-feature crossing uses a non-watercourse connector class.
WTR-HUC-ROUTE-041000030503,041000030503,041000030505,7.337533,REPLACED_AUTHORITATIVE_CONNECTOR,USGS 3DHP Flowline layer 50 / native hydrosequence derivatives,1D4FE;3PJMA;G2L3J,Waterbody Connector,False,True,2,0,migrated_nhd,high,official_3dhp_connector,authoritative_3dhp,False,USGS,,,Authoritative 3DHP topology or a forward-directed same-feature crossing uses a non-watercourse connector class.,Authoritative 3DHP topology or a forward-directed same-feature crossing uses a non-watercourse connector class.
WTR-HUC-ROUTE-041000040101,041000040101,041000040103,3.628944,REPLACED_PHYSICAL,USGS 3DHP Flowline layer 50 / native hydrosequence derivatives,DI2QI;K2QV,Channel Line,True,False,1,0,migrated_nhd,high,physical_3dhp,authoritative_3dhp,True,USGS,,,Authoritative 3DHP topology or a forward-directed same-feature HUC crossing provides physical geometry.,Authoritative 3DHP topology or a forward-directed same-feature HUC crossing provides physical geometry.
WTR-HUC-ROUTE-041000040102,041000040102,041000040103,8.238461,UNRESOLVED,none,,,False,False,0,0,,low,project_inference,project_inference,False,project / USGS WBD tohuc,ambiguous_huc_outlet,041000040106,"Native 3DHP transitions assigned from 041000040102 lead to 041000040106 rather than WBD target 041000040103, and no forward same-feature crossing confirms the WBD pair. Retain it as an abstract routing relationship pending local outlet review.","Native 3DHP transitions assigned from 041000040102 lead to 041000040106 rather than WBD target 041000040103, and no forward same-feature crossing confirms the WBD pair. Retain it as an abstract routing relationship pending local outlet review."
WTR-HUC-ROUTE-041000040103,041000040103,041000040106,15.040892,REPLACED_PHYSICAL,USGS 3DHP Flowline layer 50 / native hydrosequence derivatives,A9DCF;F2U9V,Channel Line,True,False,1,0,migrated_nhd,high,physical_3dhp,authoritative_3dhp,True,USGS,,,Authoritative 3DHP topology or a forward-directed same-feature HUC crossing provides physical geometry.,Authoritative 3DHP topology or a forward-directed same-feature HUC crossing provides physical geometry.
WTR-HUC-ROUTE-041000040202,041000040202,041000040205,12.874072,REPLACED_AUTHORITATIVE_CONNECTOR,USGS 3DHP Flowline layer 50 / native hydrosequence derivatives,B2JYP;EG4E2,Waterbody Connector,False,True,1,0,migrated_nhd,high,official_3dhp_connector,authoritative_3dhp,False,USGS,,,Authoritative 3DHP topology or a forward-directed same-feature crossing uses a non-watercourse connector class.,Authoritative 3DHP topology or a forward-directed same-feature crossing uses a non-watercourse connector class.
WTR-HUC-ROUTE-041000040105,041000040105,041000040106,6.490507,REPLACED_AUTHORITATIVE_CONNECTOR,USGS 3DHP Flowline layer 50 / native hydrosequence derivatives,8I4AG;DWNVA,Channel Line;Waterbody Connector,False,True,1,0,migrated_nhd,high,official_3dhp_connector,authoritative_3dhp,False,USGS,,,Authoritative 3DHP topology or a forward-directed same-feature crossing uses a non-watercourse connector class.,Authoritative 3DHP topology or a forward-directed same-feature crossing uses a non-watercourse connector class.
WTR-HUC-ROUTE-041000040106,041000040106,041000040205,7.888737,REPLACED_AUTHORITATIVE_CONNECTOR,USGS 3DHP Flowline layer 50 / native hydrosequence derivatives,5J6FA;8I4AG;DI2R7,Waterbody Connector,False,True,2,0,migrated_nhd,high,official_3dhp_connector,authoritative_3dhp,False,USGS,,,Authoritative 3DHP topology or a forward-directed same-feature crossing uses a non-watercourse connector class.,Authoritative 3DHP topology or a forward-directed same-feature crossing uses a non-watercourse connector class.
WTR-HUC-ROUTE-041000040201,041000040201,041000040205,7.911885,REPLACED_AUTHORITATIVE_CONNECTOR,USGS 3DHP Flowline layer 50 / native hydrosequence derivatives,FE88F;G2L2Z,Waterbody Connector,False,True,1,0,migrated_nhd,high,official_3dhp_connector,authoritative_3dhp,False,USGS,,,Authoritative 3DHP topology or a forward-directed same-feature crossing uses a non-watercourse connector class.,Authoritative 3DHP topology or a forward-directed same-feature crossing uses a non-watercourse connector class.
WTR-HUC-ROUTE-041000040203,041000040203,041000040204,3.498542,REPLACED_PHYSICAL,USGS 3DHP Flowline layer 50 / native hydrosequence derivatives,C5GEX;FNYDV,Channel Line,True,False,1,0,migrated_nhd,high,physical_3dhp,authoritative_3dhp,True,USGS,,,Authoritative 3DHP topology or a forward-directed same-feature HUC crossing provides physical geometry.,Authoritative 3DHP topology or a forward-directed same-feature HUC crossing provides physical geometry.
WTR-HUC-ROUTE-041000040204,041000040204,041000040205,20.874961,REPLACED_AUTHORITATIVE_CONNECTOR,USGS 3DHP Flowline layer 50 / native hydrosequence derivatives,BQUCY,Waterbody Connector,False,True,1,0,migrated_nhd,high,official_3dhp_connector,authoritative_3dhp,False,USGS,,,Authoritative 3DHP topology or a forward-directed same-feature crossing uses a non-watercourse connector class.,Authoritative 3DHP topology or a forward-directed same-feature crossing uses a non-watercourse connector class.
WTR-HUC-ROUTE-041000040205,041000040205,041000040303,20.321752,REPLACED_AUTHORITATIVE_CONNECTOR,USGS 3DHP Flowline layer 50 / native hydrosequence derivatives,BVP2N;H0N9C,Waterbody Connector,False,True,1,0,migrated_nhd,high,official_3dhp_connector,authoritative_3dhp,False,USGS,,,Authoritative 3DHP topology or a forward-directed same-feature crossing uses a non-watercourse connector class.,Authoritative 3DHP topology or a forward-directed same-feature crossing uses a non-watercourse connector class.
WTR-HUC-ROUTE-041000040301,041000040301,041000040302,4.388083,REPLACED_PHYSICAL,USGS 3DHP Flowline layer 50 / native hydrosequence derivatives,13G4G;FJ341,Channel Line,True,False,1,0,migrated_nhd,high,physical_3dhp,authoritative_3dhp,True,USGS,,,Authoritative 3DHP topology or a forward-directed same-feature HUC crossing provides physical geometry.,Authoritative 3DHP topology or a forward-directed same-feature HUC crossing provides physical geometry.
WTR-HUC-ROUTE-041000040303,041000040303,041000040305,17.778257,REPLACED_AUTHORITATIVE_CONNECTOR,USGS 3DHP Flowline layer 50 / native hydrosequence derivatives,8WQ5U;DI2RA,Waterbody Connector,False,True,1,0,migrated_nhd,high,official_3dhp_connector,authoritative_3dhp,False,USGS,,,Authoritative 3DHP topology or a forward-directed same-feature crossing uses a non-watercourse connector class.,Authoritative 3DHP topology or a forward-directed same-feature crossing uses a non-watercourse connector class.
WTR-HUC-ROUTE-041000050205,041000050205,041000050207,9.269719,REPLACED_AUTHORITATIVE_CONNECTOR,USGS 3DHP Flowline layer 50 / native hydrosequence derivatives,70NGL;9BC4T;FXPEE,Waterbody Connector,False,True,2,0,migrated_nhd,high,official_3dhp_connector,authoritative_3dhp,False,USGS,,,Authoritative 3DHP topology or a forward-directed same-feature crossing uses a non-watercourse connector class.,Authoritative 3DHP topology or a forward-directed same-feature crossing uses a non-watercourse connector class.
WTR-HUC-ROUTE-041000050206,041000050206,041000050207,11.241014,REPLACED_AUTHORITATIVE_CONNECTOR,USGS 3DHP Flowline layer 50 / native hydrosequence derivatives,3X2CO;88ESD,Channel Line;Waterbody Connector,False,True,1,0,migrated_nhd,high,official_3dhp_connector,authoritative_3dhp,False,USGS,,,Authoritative 3DHP topology or a forward-directed same-feature crossing uses a non-watercourse connector class.,Authoritative 3DHP topology or a forward-directed same-feature crossing uses a non-watercourse connector class.
WTR-HUC-ROUTE-041000050207,041000050207,041000050208,6.640675,REPLACED_AUTHORITATIVE_CONNECTOR,USGS 3DHP Flowline layer 50 / native hydrosequence derivatives,1WGLG;DRSBP;EPUXI,Waterbody Connector,False,True,2,0,migrated_nhd,high,official_3dhp_connector,authoritative_3dhp,False,USGS,,,Authoritative 3DHP topology or a forward-directed same-feature crossing uses a non-watercourse connector class.,Authoritative 3DHP topology or a forward-directed same-feature crossing uses a non-watercourse connector class.
WTR-HUC-ROUTE-041000050208,041000050208,041000090201,11.890185,REPLACED_AUTHORITATIVE_CONNECTOR,USGS 3DHP Flowline layer 50 / native hydrosequence derivatives,1Q8LK;91L72,Waterbody Connector,False,True,1,0,migrated_nhd,high,official_3dhp_connector,authoritative_3dhp,False,USGS,,,Authoritative 3DHP topology or a forward-directed same-feature crossing uses a non-watercourse connector class.,Authoritative 3DHP topology or a forward-directed same-feature crossing uses a non-watercourse connector class.
WTR-HUC-ROUTE-041000060203,041000060203,041000060205,8.670665,REPLACED_AUTHORITATIVE_CONNECTOR,USGS 3DHP Flowline layer 50 / native hydrosequence derivatives,49UJ1;6U140;B7EUI;D8CZP,Channel Line;Waterbody Connector,False,True,2,0,migrated_nhd,high,official_3dhp_connector,authoritative_3dhp,False,USGS,,,Authoritative 3DHP topology or a forward-directed same-feature crossing uses a non-watercourse connector class.,Authoritative 3DHP topology or a forward-directed same-feature crossing uses a non-watercourse connector class.
WTR-HUC-ROUTE-041000060205,041000060205,041000060301,5.963048,REPLACED_AUTHORITATIVE_CONNECTOR,USGS 3DHP Flowline layer 50 / native hydrosequence derivatives,FJ34B;GC9ZC,Waterbody Connector,False,True,1,0,migrated_nhd,high,official_3dhp_connector,authoritative_3dhp,False,USGS,,,Authoritative 3DHP topology or a forward-directed same-feature crossing uses a non-watercourse connector class.,Authoritative 3DHP topology or a forward-directed same-feature crossing uses a non-watercourse connector class.
WTR-HUC-ROUTE-041000060301,041000060301,041000060303,5.88935,REPLACED_AUTHORITATIVE_CONNECTOR,USGS 3DHP Flowline layer 50 / native hydrosequence derivatives,AE7F;B7EU5;FST1W;H0N8T,Channel Line;Waterbody Connector,False,True,2,0,migrated_nhd,high,official_3dhp_connector,authoritative_3dhp,False,USGS,,,Authoritative 3DHP topology or a forward-directed same-feature crossing uses a non-watercourse connector class.,Authoritative 3DHP topology or a forward-directed same-feature crossing uses a non-watercourse connector class.
WTR-HUC-ROUTE-041000060603,041000060603,041000060604,9.921357,REPLACED_AUTHORITATIVE_CONNECTOR,USGS 3DHP Flowline layer 50 / native hydrosequence derivatives,BH50L;CTR5U,Channel Line;Waterbody Connector,False,True,1,0,migrated_nhd,high,official_3dhp_connector,authoritative_3dhp,False,USGS,,,Authoritative 3DHP topology or a forward-directed same-feature crossing uses a non-watercourse connector class.,Authoritative 3DHP topology or a forward-directed same-feature crossing uses a non-watercourse connector class.
WTR-HUC-ROUTE-041000070102,041000070102,041000070103,8.331666,UNRESOLVED,none,,,False,False,0,0,,low,project_inference,project_inference,False,project / USGS WBD tohuc,ambiguous_huc_outlet,041000070105,"Native 3DHP transitions assigned from 041000070102 lead to 041000070105 rather than WBD target 041000070103, and no forward same-feature crossing confirms the WBD pair. Retain it as an abstract routing relationship pending local outlet review.","Native 3DHP transitions assigned from 041000070102 lead to 041000070105 rather than WBD target 041000070103, and no forward same-feature crossing confirms the WBD pair. Retain it as an abstract routing relationship pending local outlet review."
WTR-HUC-ROUTE-041000060604,041000060604,041000090201,13.470251,REPLACED_AUTHORITATIVE_CONNECTOR,USGS 3DHP Flowline layer 50 / native hydrosequence derivatives,1WGKP;FST1Z,Waterbody Connector,False,True,1,0,migrated_nhd,high,official_3dhp_connector,authoritative_3dhp,False,USGS,,,Authoritative 3DHP topology or a forward-directed same-feature crossing uses a non-watercourse connector class.,Authoritative 3DHP topology or a forward-directed same-feature crossing uses a non-watercourse connector class.
WTR-HUC-ROUTE-041000070101,041000070101,041000070103,9.864985,REPLACED_PHYSICAL,USGS 3DHP Flowline layer 50 / native hydrosequence derivatives,1D4EJ;46RAU;7OYE5,Channel Line,True,False,2,0,migrated_nhd,high,physical_3dhp,authoritative_3dhp,True,USGS,,,Authoritative 3DHP topology or a forward-directed same-feature HUC crossing provides physical geometry.,Authoritative 3DHP topology or a forward-directed same-feature HUC crossing provides physical geometry.
WTR-HUC-ROUTE-041000070103,041000070103,041000070105,10.814549,REPLACED_AUTHORITATIVE_CONNECTOR,USGS 3DHP Flowline layer 50 / native hydrosequence derivatives,7K3OB;GH4P4,Waterbody Connector,False,True,1,0,migrated_nhd,high,official_3dhp_connector,authoritative_3dhp,False,USGS,,,Authoritative 3DHP topology or a forward-directed same-feature crossing uses a non-watercourse connector class.,Authoritative 3DHP topology or a forward-directed same-feature crossing uses a non-watercourse connector class.
WTR-HUC-ROUTE-041000070104,041000070104,041000070105,6.11524,REPLACED_AUTHORITATIVE_CONNECTOR,USGS 3DHP Flowline layer 50 / native hydrosequence derivatives,21AC5;2AYX0,Channel Line;Waterbody Connector,False,True,1,0,migrated_nhd,high,official_3dhp_connector,authoritative_3dhp,False,USGS,,,Authoritative 3DHP topology or a forward-directed same-feature crossing uses a non-watercourse connector class.,Authoritative 3DHP topology or a forward-directed same-feature crossing uses a non-watercourse connector class.
WTR-HUC-ROUTE-041000070105,041000070105,041000070202,8.179161,REPLACED_AUTHORITATIVE_CONNECTOR,USGS 3DHP Flowline layer 50 / native hydrosequence derivatives,21AC5;7OYG6;OX3B,Waterbody Connector,False,True,2,0,migrated_nhd,high,official_3dhp_connector,authoritative_3dhp,False,USGS,,,Authoritative 3DHP topology or a forward-directed same-feature crossing uses a non-watercourse connector class.,Authoritative 3DHP topology or a forward-directed same-feature crossing uses a non-watercourse connector class.
WTR-HUC-ROUTE-041000070201,041000070201,041000070202,5.415125,REPLACED_AUTHORITATIVE_CONNECTOR,USGS 3DHP Flowline layer 50 / native hydrosequence derivatives,FST2U,Waterbody Connector,False,True,1,0,migrated_nhd,high,official_3dhp_connector,authoritative_3dhp,False,USGS,,,Authoritative 3DHP topology or a forward-directed same-feature crossing uses a non-watercourse connector class.,Authoritative 3DHP topology or a forward-directed same-feature crossing uses a non-watercourse connector class.
WTR-HUC-ROUTE-041000070202,041000070202,041000070203,5.310067,REPLACED_AUTHORITATIVE_CONNECTOR,USGS 3DHP Flowline layer 50 / native hydrosequence derivatives,COVR4;D3H86,Waterbody Connector,False,True,1,0,migrated_nhd,high,official_3dhp_connector,authoritative_3dhp,False,USGS,,,Authoritative 3DHP topology or a forward-directed same-feature crossing uses a non-watercourse connector class.,Authoritative 3DHP topology or a forward-directed same-feature crossing uses a non-watercourse connector class.
