atlas_normalization_id,local_taxonomy_id,local_term,local_field,local_term_count,source_phase,source_artifact,normalized_relationship_class,directionality,causal_semantics,flow_semantics,Atlas_join_role,mapping_status,information_loss_or_caveat
RN-RT-0096,RT-0096,woodland_habitat,relationship_type,1,12,data/processed/networks/vector_system_dependency_edges.csv,ecological relationship,directed_local_record,ecological function/interface; not deterministic causation or disease,ecological process/interface; not abundance or disease flow,ecological join,normalized_shared_class,"Ecological relationships retain native scale and do not imply abundance, establishment, contact, infection, or risk."
RN-RT-0097,RT-0097,ecological mediator,dependency_type,4,13,data/processed/analysis/infectious_disease_dependency_register.csv,ecological relationship,directed_local_record,ecological function/interface; not deterministic causation or disease,ecological process/interface; not abundance or disease flow,ecological join,normalized_shared_class,"Ecological relationships retain native scale and do not imply abundance, establishment, contact, infection, or risk."
RN-RT-0098,RT-0098,environmental driver,dependency_type,3,13,data/processed/analysis/infectious_disease_dependency_register.csv,ecological relationship,directed_local_record,environmental context is not deterministic causation,environmental/ecological context; not physical flow,context join,normalized_shared_class,"Environmental driver terminology is retained as contextual relationship semantics, not a mapped physical flow."
RN-RT-0099,RT-0099,food/freight interface,dependency_type,3,13,data/processed/analysis/infectious_disease_dependency_register.csv,material flow,directed_local_record,documented or inferred material/logistics relation; not causal quantity,material/logistics interface; route and quantity remain local,material-flow join,normalized_shared_class,"Material or freight relationships do not imply shipment quantity, exact route, capacity, or continuous flow."
RN-RT-0100,RT-0100,healthcare interface,dependency_type,2,13,data/processed/analysis/infectious_disease_dependency_register.csv,operational dependency,directed_local_record,functional dependency/interface; direction is not automatically causation or risk,operational interface; no common flow unit,dependency join,normalized_shared_class,"Dependency is not risk, failure probability, control proof, or causal effect."
RN-RT-0101,RT-0101,infrastructure dependency,dependency_type,2,13,data/processed/analysis/infectious_disease_dependency_register.csv,operational dependency,directed_local_record,functional dependency/interface; direction is not automatically causation or risk,operational interface; no common flow unit,dependency join,normalized_shared_class,"Dependency is not risk, failure probability, control proof, or causal effect."
RN-RT-0102,RT-0102,institutional response dependency,dependency_type,5,13,data/processed/analysis/infectious_disease_dependency_register.csv,operational dependency,directed_local_record,functional dependency/interface; direction is not automatically causation or risk,operational interface; no common flow unit,dependency join,normalized_shared_class,"Dependency is not risk, failure probability, control proof, or causal effect."
RN-RT-0103,RT-0103,mobility interface,dependency_type,1,13,data/processed/analysis/infectious_disease_dependency_register.csv,population / mobility interface,directed_local_record,aggregate population or mobility relation; not individual movement or transmission,population/mobility interface; not transmission,population-interface join,normalized_shared_class,"Mobility is not migration, individual movement, transmission, or disease risk."
RN-RT-0104,RT-0104,population/contact interface,dependency_type,6,13,data/processed/analysis/infectious_disease_dependency_register.csv,population / mobility interface,directed_local_record,aggregate population or mobility relation; not individual movement or transmission,population/mobility interface; not transmission,population-interface join,normalized_shared_class,"Mobility is not migration, individual movement, transmission, or disease risk."
RN-RT-0105,RT-0105,surveillance dependency,dependency_type,10,13,data/processed/analysis/infectious_disease_dependency_register.csv,surveillance / detection,directed_local_record,observation/detection is not incidence or authority,information/detection interface,surveillance join,normalized_shared_class,"Surveillance or detection does not establish incidence, absence, transmission, or disease burden."
RN-RT-0106,RT-0106,complements_detection,relationship_type,1,13,data/processed/analysis/infectious_disease_dependency_register.csv,surveillance / detection,directed_local_record,observation/detection is not incidence or authority,information/detection interface,surveillance join,normalized_shared_class,"Surveillance or detection does not establish incidence, absence, transmission, or disease burden."
RN-RT-0107,RT-0107,conditions_exposure_opportunity,relationship_type,1,13,data/processed/analysis/infectious_disease_dependency_register.csv,exposure pathway,directed_local_record,"potential pathway or contact interface; not dose, illness, or risk",exposure/context interface; not confirmed exposure,exposure-interface join,normalized_shared_class,"Exposure pathway is not documented exposure, dose, illness, or a risk score."
RN-RT-0108,RT-0108,connects_contact_opportunity,relationship_type,1,13,data/processed/analysis/infectious_disease_dependency_register.csv,exposure pathway,directed_local_record,"potential pathway or contact interface; not dose, illness, or risk",exposure/context interface; not confirmed exposure,exposure-interface join,normalized_shared_class,"Exposure pathway is not documented exposure, dose, illness, or a risk score."
RN-RT-0109,RT-0109,connects_distribution,relationship_type,1,13,data/processed/analysis/infectious_disease_dependency_register.csv,unresolved / unclassified,unspecified_or_associative,not interpreted as causal,no flow semantics,source-local only,unresolved_term,No defensible shared class is asserted; retain the local term and source lineage for later review.
RN-RT-0110,RT-0110,connects_food_system,relationship_type,1,13,data/processed/analysis/infectious_disease_dependency_register.csv,material flow,directed_local_record,documented or inferred material/logistics relation; not causal quantity,material/logistics interface; route and quantity remain local,material-flow join,normalized_shared_class,"Material or freight relationships do not imply shipment quantity, exact route, capacity, or continuous flow."
RN-RT-0111,RT-0111,creates_habitat_opportunity,relationship_type,1,13,data/processed/analysis/infectious_disease_dependency_register.csv,ecological relationship,directed_local_record,ecological function/interface; not deterministic causation or disease,ecological process/interface; not abundance or disease flow,ecological join,normalized_shared_class,"Ecological relationships retain native scale and do not imply abundance, establishment, contact, infection, or risk."
RN-RT-0112,RT-0112,creates_propagation_opportunity,relationship_type,1,13,data/processed/analysis/infectious_disease_dependency_register.csv,high-level association,unspecified_or_associative,association or context only; causation is not asserted,no flow semantics,context-only join,retained_local_semantics,"Generic association remains local and must not be upgraded to dependency, causation, or risk."
RN-RT-0113,RT-0113,depends_on_system_condition,relationship_type,1,13,data/processed/analysis/infectious_disease_dependency_register.csv,ecological relationship,directed_local_record,ecological function/interface; not deterministic causation or disease,ecological process/interface; not abundance or disease flow,ecological join,normalized_shared_class,"Ecological relationships retain native scale and do not imply abundance, establishment, contact, infection, or risk."
RN-RT-0114,RT-0114,disrupts_or_connects_pathway,relationship_type,1,13,data/processed/analysis/infectious_disease_dependency_register.csv,exposure pathway,directed_local_record,"potential pathway or contact interface; not dose, illness, or risk",exposure/context interface; not confirmed exposure,exposure-interface join,normalized_shared_class,"Exposure pathway is not documented exposure, dose, illness, or a risk score."
RN-RT-0115,RT-0115,feeds_observation,relationship_type,1,13,data/processed/analysis/infectious_disease_dependency_register.csv,information / observation,directed_local_record,documented observation or information relation; not causal by itself,information signal or observation; not physical flow,information join,normalized_shared_class,"Observation, reporting, and decision support are not authority, control, or incidence."
RN-RT-0116,RT-0116,frames_animal_human_opportunity,relationship_type,1,13,data/processed/analysis/infectious_disease_dependency_register.csv,high-level association,unspecified_or_associative,association or context only; causation is not asserted,no flow semantics,context-only join,retained_local_semantics,"Generic association remains local and must not be upgraded to dependency, causation, or risk."
RN-RT-0117,RT-0117,frames_care_detection_interface,relationship_type,1,13,data/processed/analysis/infectious_disease_dependency_register.csv,surveillance / detection,directed_local_record,observation/detection is not incidence or authority,information/detection interface,surveillance join,normalized_shared_class,"Surveillance or detection does not establish incidence, absence, transmission, or disease burden."
RN-RT-0118,RT-0118,frames_contact_opportunity,relationship_type,2,13,data/processed/analysis/infectious_disease_dependency_register.csv,exposure pathway,directed_local_record,"potential pathway or contact interface; not dose, illness, or risk",exposure/context interface; not confirmed exposure,exposure-interface join,normalized_shared_class,"Exposure pathway is not documented exposure, dose, illness, or a risk score."
RN-RT-0119,RT-0119,frames_exposure_opportunity,relationship_type,1,13,data/processed/analysis/infectious_disease_dependency_register.csv,exposure pathway,directed_local_record,"potential pathway or contact interface; not dose, illness, or risk",exposure/context interface; not confirmed exposure,exposure-interface join,normalized_shared_class,"Exposure pathway is not documented exposure, dose, illness, or a risk score."
RN-RT-0120,RT-0120,frames_resistance_detection_interface,relationship_type,1,13,data/processed/analysis/infectious_disease_dependency_register.csv,surveillance / detection,directed_local_record,observation/detection is not incidence or authority,information/detection interface,surveillance join,normalized_shared_class,"Surveillance or detection does not establish incidence, absence, transmission, or disease burden."
RN-RT-0121,RT-0121,frames_seasonality,relationship_type,1,13,data/processed/analysis/infectious_disease_dependency_register.csv,high-level association,unspecified_or_associative,association or context only; causation is not asserted,no flow semantics,context-only join,retained_local_semantics,"Generic association remains local and must not be upgraded to dependency, causation, or risk."
RN-RT-0122,RT-0122,frames_transmission_opportunity,relationship_type,2,13,data/processed/analysis/infectious_disease_dependency_register.csv,high-level association,unspecified_or_associative,association or context only; causation is not asserted,no flow semantics,context-only join,retained_local_semantics,"Generic association remains local and must not be upgraded to dependency, causation, or risk."
RN-RT-0123,RT-0123,is_observed_by,relationship_type,5,13,data/processed/analysis/infectious_disease_dependency_register.csv,information / observation,directed_local_record,documented observation or information relation; not causal by itself,information signal or observation; not physical flow,information join,normalized_shared_class,"Observation, reporting, and decision support are not authority, control, or incidence."
RN-RT-0124,RT-0124,mediates_host_habitat,relationship_type,1,13,data/processed/analysis/infectious_disease_dependency_register.csv,ecological relationship,directed_local_record,ecological function/interface; not deterministic causation or disease,ecological process/interface; not abundance or disease flow,ecological join,normalized_shared_class,"Ecological relationships retain native scale and do not imply abundance, establishment, contact, infection, or risk."
RN-RT-0125,RT-0125,mediates_host_interface,relationship_type,1,13,data/processed/analysis/infectious_disease_dependency_register.csv,ecological relationship,directed_local_record,ecological function/interface; not deterministic causation or disease,ecological process/interface; not abundance or disease flow,ecological join,normalized_shared_class,"Ecological relationships retain native scale and do not imply abundance, establishment, contact, infection, or risk."
RN-RT-0126,RT-0126,structures_contact_opportunity,relationship_type,1,13,data/processed/analysis/infectious_disease_dependency_register.csv,exposure pathway,directed_local_record,"potential pathway or contact interface; not dose, illness, or risk",exposure/context interface; not confirmed exposure,exposure-interface join,normalized_shared_class,"Exposure pathway is not documented exposure, dose, illness, or a risk score."
RN-RT-0127,RT-0127,supplies_animal_observations,relationship_type,1,13,data/processed/analysis/infectious_disease_dependency_register.csv,information / observation,directed_local_record,documented observation or information relation; not causal by itself,information signal or observation; not physical flow,information join,normalized_shared_class,"Observation, reporting, and decision support are not authority, control, or incidence."
RN-RT-0128,RT-0128,supplies_case_observation,relationship_type,1,13,data/processed/analysis/infectious_disease_dependency_register.csv,information / observation,directed_local_record,documented observation or information relation; not causal by itself,information signal or observation; not physical flow,information join,normalized_shared_class,"Observation, reporting, and decision support are not authority, control, or incidence."
RN-RT-0129,RT-0129,supplies_surveillance_data,relationship_type,1,13,data/processed/analysis/infectious_disease_dependency_register.csv,surveillance / detection,directed_local_record,observation/detection is not incidence or authority,information/detection interface,surveillance join,normalized_shared_class,"Surveillance or detection does not establish incidence, absence, transmission, or disease burden."
RN-RT-0130,RT-0130,supports_infection_control_coordination,relationship_type,1,13,data/processed/analysis/infectious_disease_dependency_register.csv,governance / authority,role_assignment,"role, mandate, or coordination relation; not automatic operational control",governance role/interface; no physical flow,governance role join,normalized_shared_class,"Governance, monitoring, funding, advice, ownership, and coordination remain distinct from operational control."
RN-RT-0131,RT-0131,supports_investigation_response,relationship_type,1,13,data/processed/analysis/infectious_disease_dependency_register.csv,operational dependency,directed_local_record,functional dependency/interface; direction is not automatically causation or risk,operational interface; no common flow unit,dependency join,normalized_shared_class,"Dependency is not risk, failure probability, control proof, or causal effect."
RN-RT-0132,RT-0132,supports_response_coordination,relationship_type,3,13,data/processed/analysis/infectious_disease_dependency_register.csv,governance / authority,role_assignment,"role, mandate, or coordination relation; not automatic operational control",governance role/interface; no physical flow,governance role join,normalized_shared_class,"Governance, monitoring, funding, advice, ownership, and coordination remain distinct from operational control."
RN-RT-0133,RT-0133,supports_service_continuity,relationship_type,1,13,data/processed/analysis/infectious_disease_dependency_register.csv,operational dependency,directed_local_record,functional dependency/interface; direction is not automatically causation or risk,operational interface; no common flow unit,dependency join,normalized_shared_class,"Dependency is not risk, failure probability, control proof, or causal effect."
RN-RT-0134,RT-0134,ecological mediator,dependency_type,4,13,data/processed/networks/infectious_disease_dependency_edges.csv,ecological relationship,directed_local_record,ecological function/interface; not deterministic causation or disease,ecological process/interface; not abundance or disease flow,ecological join,normalized_shared_class,"Ecological relationships retain native scale and do not imply abundance, establishment, contact, infection, or risk."
RN-RT-0135,RT-0135,environmental driver,dependency_type,3,13,data/processed/networks/infectious_disease_dependency_edges.csv,ecological relationship,directed_local_record,environmental context is not deterministic causation,environmental/ecological context; not physical flow,context join,normalized_shared_class,"Environmental driver terminology is retained as contextual relationship semantics, not a mapped physical flow."
RN-RT-0136,RT-0136,food/freight interface,dependency_type,3,13,data/processed/networks/infectious_disease_dependency_edges.csv,material flow,directed_local_record,documented or inferred material/logistics relation; not causal quantity,material/logistics interface; route and quantity remain local,material-flow join,normalized_shared_class,"Material or freight relationships do not imply shipment quantity, exact route, capacity, or continuous flow."
RN-RT-0137,RT-0137,healthcare interface,dependency_type,2,13,data/processed/networks/infectious_disease_dependency_edges.csv,operational dependency,directed_local_record,functional dependency/interface; direction is not automatically causation or risk,operational interface; no common flow unit,dependency join,normalized_shared_class,"Dependency is not risk, failure probability, control proof, or causal effect."
RN-RT-0138,RT-0138,infrastructure dependency,dependency_type,2,13,data/processed/networks/infectious_disease_dependency_edges.csv,operational dependency,directed_local_record,functional dependency/interface; direction is not automatically causation or risk,operational interface; no common flow unit,dependency join,normalized_shared_class,"Dependency is not risk, failure probability, control proof, or causal effect."
RN-RT-0139,RT-0139,institutional response dependency,dependency_type,5,13,data/processed/networks/infectious_disease_dependency_edges.csv,operational dependency,directed_local_record,functional dependency/interface; direction is not automatically causation or risk,operational interface; no common flow unit,dependency join,normalized_shared_class,"Dependency is not risk, failure probability, control proof, or causal effect."
RN-RT-0140,RT-0140,mobility interface,dependency_type,1,13,data/processed/networks/infectious_disease_dependency_edges.csv,population / mobility interface,directed_local_record,aggregate population or mobility relation; not individual movement or transmission,population/mobility interface; not transmission,population-interface join,normalized_shared_class,"Mobility is not migration, individual movement, transmission, or disease risk."
RN-RT-0141,RT-0141,population/contact interface,dependency_type,6,13,data/processed/networks/infectious_disease_dependency_edges.csv,population / mobility interface,directed_local_record,aggregate population or mobility relation; not individual movement or transmission,population/mobility interface; not transmission,population-interface join,normalized_shared_class,"Mobility is not migration, individual movement, transmission, or disease risk."
RN-RT-0142,RT-0142,surveillance dependency,dependency_type,10,13,data/processed/networks/infectious_disease_dependency_edges.csv,surveillance / detection,directed_local_record,observation/detection is not incidence or authority,information/detection interface,surveillance join,normalized_shared_class,"Surveillance or detection does not establish incidence, absence, transmission, or disease burden."
RN-RT-0143,RT-0143,complements_detection,relationship_type,1,13,data/processed/networks/infectious_disease_dependency_edges.csv,surveillance / detection,directed_local_record,observation/detection is not incidence or authority,information/detection interface,surveillance join,normalized_shared_class,"Surveillance or detection does not establish incidence, absence, transmission, or disease burden."
RN-RT-0144,RT-0144,conditions_exposure_opportunity,relationship_type,1,13,data/processed/networks/infectious_disease_dependency_edges.csv,exposure pathway,directed_local_record,"potential pathway or contact interface; not dose, illness, or risk",exposure/context interface; not confirmed exposure,exposure-interface join,normalized_shared_class,"Exposure pathway is not documented exposure, dose, illness, or a risk score."
RN-RT-0145,RT-0145,connects_contact_opportunity,relationship_type,1,13,data/processed/networks/infectious_disease_dependency_edges.csv,exposure pathway,directed_local_record,"potential pathway or contact interface; not dose, illness, or risk",exposure/context interface; not confirmed exposure,exposure-interface join,normalized_shared_class,"Exposure pathway is not documented exposure, dose, illness, or a risk score."
RN-RT-0146,RT-0146,connects_distribution,relationship_type,1,13,data/processed/networks/infectious_disease_dependency_edges.csv,unresolved / unclassified,unspecified_or_associative,not interpreted as causal,no flow semantics,source-local only,unresolved_term,No defensible shared class is asserted; retain the local term and source lineage for later review.
RN-RT-0147,RT-0147,connects_food_system,relationship_type,1,13,data/processed/networks/infectious_disease_dependency_edges.csv,material flow,directed_local_record,documented or inferred material/logistics relation; not causal quantity,material/logistics interface; route and quantity remain local,material-flow join,normalized_shared_class,"Material or freight relationships do not imply shipment quantity, exact route, capacity, or continuous flow."
RN-RT-0148,RT-0148,creates_habitat_opportunity,relationship_type,1,13,data/processed/networks/infectious_disease_dependency_edges.csv,ecological relationship,directed_local_record,ecological function/interface; not deterministic causation or disease,ecological process/interface; not abundance or disease flow,ecological join,normalized_shared_class,"Ecological relationships retain native scale and do not imply abundance, establishment, contact, infection, or risk."
RN-RT-0149,RT-0149,creates_propagation_opportunity,relationship_type,1,13,data/processed/networks/infectious_disease_dependency_edges.csv,high-level association,unspecified_or_associative,association or context only; causation is not asserted,no flow semantics,context-only join,retained_local_semantics,"Generic association remains local and must not be upgraded to dependency, causation, or risk."
RN-RT-0150,RT-0150,depends_on_system_condition,relationship_type,1,13,data/processed/networks/infectious_disease_dependency_edges.csv,ecological relationship,directed_local_record,ecological function/interface; not deterministic causation or disease,ecological process/interface; not abundance or disease flow,ecological join,normalized_shared_class,"Ecological relationships retain native scale and do not imply abundance, establishment, contact, infection, or risk."
RN-RT-0151,RT-0151,disrupts_or_connects_pathway,relationship_type,1,13,data/processed/networks/infectious_disease_dependency_edges.csv,exposure pathway,directed_local_record,"potential pathway or contact interface; not dose, illness, or risk",exposure/context interface; not confirmed exposure,exposure-interface join,normalized_shared_class,"Exposure pathway is not documented exposure, dose, illness, or a risk score."
RN-RT-0152,RT-0152,feeds_observation,relationship_type,1,13,data/processed/networks/infectious_disease_dependency_edges.csv,information / observation,directed_local_record,documented observation or information relation; not causal by itself,information signal or observation; not physical flow,information join,normalized_shared_class,"Observation, reporting, and decision support are not authority, control, or incidence."
RN-RT-0153,RT-0153,frames_animal_human_opportunity,relationship_type,1,13,data/processed/networks/infectious_disease_dependency_edges.csv,high-level association,unspecified_or_associative,association or context only; causation is not asserted,no flow semantics,context-only join,retained_local_semantics,"Generic association remains local and must not be upgraded to dependency, causation, or risk."
RN-RT-0154,RT-0154,frames_care_detection_interface,relationship_type,1,13,data/processed/networks/infectious_disease_dependency_edges.csv,surveillance / detection,directed_local_record,observation/detection is not incidence or authority,information/detection interface,surveillance join,normalized_shared_class,"Surveillance or detection does not establish incidence, absence, transmission, or disease burden."
RN-RT-0155,RT-0155,frames_contact_opportunity,relationship_type,2,13,data/processed/networks/infectious_disease_dependency_edges.csv,exposure pathway,directed_local_record,"potential pathway or contact interface; not dose, illness, or risk",exposure/context interface; not confirmed exposure,exposure-interface join,normalized_shared_class,"Exposure pathway is not documented exposure, dose, illness, or a risk score."
RN-RT-0156,RT-0156,frames_exposure_opportunity,relationship_type,1,13,data/processed/networks/infectious_disease_dependency_edges.csv,exposure pathway,directed_local_record,"potential pathway or contact interface; not dose, illness, or risk",exposure/context interface; not confirmed exposure,exposure-interface join,normalized_shared_class,"Exposure pathway is not documented exposure, dose, illness, or a risk score."
RN-RT-0157,RT-0157,frames_resistance_detection_interface,relationship_type,1,13,data/processed/networks/infectious_disease_dependency_edges.csv,surveillance / detection,directed_local_record,observation/detection is not incidence or authority,information/detection interface,surveillance join,normalized_shared_class,"Surveillance or detection does not establish incidence, absence, transmission, or disease burden."
RN-RT-0158,RT-0158,frames_seasonality,relationship_type,1,13,data/processed/networks/infectious_disease_dependency_edges.csv,high-level association,unspecified_or_associative,association or context only; causation is not asserted,no flow semantics,context-only join,retained_local_semantics,"Generic association remains local and must not be upgraded to dependency, causation, or risk."
RN-RT-0159,RT-0159,frames_transmission_opportunity,relationship_type,2,13,data/processed/networks/infectious_disease_dependency_edges.csv,high-level association,unspecified_or_associative,association or context only; causation is not asserted,no flow semantics,context-only join,retained_local_semantics,"Generic association remains local and must not be upgraded to dependency, causation, or risk."
RN-RT-0160,RT-0160,is_observed_by,relationship_type,5,13,data/processed/networks/infectious_disease_dependency_edges.csv,information / observation,directed_local_record,documented observation or information relation; not causal by itself,information signal or observation; not physical flow,information join,normalized_shared_class,"Observation, reporting, and decision support are not authority, control, or incidence."
RN-RT-0161,RT-0161,mediates_host_habitat,relationship_type,1,13,data/processed/networks/infectious_disease_dependency_edges.csv,ecological relationship,directed_local_record,ecological function/interface; not deterministic causation or disease,ecological process/interface; not abundance or disease flow,ecological join,normalized_shared_class,"Ecological relationships retain native scale and do not imply abundance, establishment, contact, infection, or risk."
RN-RT-0162,RT-0162,mediates_host_interface,relationship_type,1,13,data/processed/networks/infectious_disease_dependency_edges.csv,ecological relationship,directed_local_record,ecological function/interface; not deterministic causation or disease,ecological process/interface; not abundance or disease flow,ecological join,normalized_shared_class,"Ecological relationships retain native scale and do not imply abundance, establishment, contact, infection, or risk."
RN-RT-0163,RT-0163,structures_contact_opportunity,relationship_type,1,13,data/processed/networks/infectious_disease_dependency_edges.csv,exposure pathway,directed_local_record,"potential pathway or contact interface; not dose, illness, or risk",exposure/context interface; not confirmed exposure,exposure-interface join,normalized_shared_class,"Exposure pathway is not documented exposure, dose, illness, or a risk score."
RN-RT-0164,RT-0164,supplies_animal_observations,relationship_type,1,13,data/processed/networks/infectious_disease_dependency_edges.csv,information / observation,directed_local_record,documented observation or information relation; not causal by itself,information signal or observation; not physical flow,information join,normalized_shared_class,"Observation, reporting, and decision support are not authority, control, or incidence."
RN-RT-0165,RT-0165,supplies_case_observation,relationship_type,1,13,data/processed/networks/infectious_disease_dependency_edges.csv,information / observation,directed_local_record,documented observation or information relation; not causal by itself,information signal or observation; not physical flow,information join,normalized_shared_class,"Observation, reporting, and decision support are not authority, control, or incidence."
RN-RT-0166,RT-0166,supplies_surveillance_data,relationship_type,1,13,data/processed/networks/infectious_disease_dependency_edges.csv,surveillance / detection,directed_local_record,observation/detection is not incidence or authority,information/detection interface,surveillance join,normalized_shared_class,"Surveillance or detection does not establish incidence, absence, transmission, or disease burden."
RN-RT-0167,RT-0167,supports_infection_control_coordination,relationship_type,1,13,data/processed/networks/infectious_disease_dependency_edges.csv,governance / authority,role_assignment,"role, mandate, or coordination relation; not automatic operational control",governance role/interface; no physical flow,governance role join,normalized_shared_class,"Governance, monitoring, funding, advice, ownership, and coordination remain distinct from operational control."
RN-RT-0168,RT-0168,supports_investigation_response,relationship_type,1,13,data/processed/networks/infectious_disease_dependency_edges.csv,operational dependency,directed_local_record,functional dependency/interface; direction is not automatically causation or risk,operational interface; no common flow unit,dependency join,normalized_shared_class,"Dependency is not risk, failure probability, control proof, or causal effect."
RN-RT-0169,RT-0169,supports_response_coordination,relationship_type,3,13,data/processed/networks/infectious_disease_dependency_edges.csv,governance / authority,role_assignment,"role, mandate, or coordination relation; not automatic operational control",governance role/interface; no physical flow,governance role join,normalized_shared_class,"Governance, monitoring, funding, advice, ownership, and coordination remain distinct from operational control."
RN-RT-0170,RT-0170,supports_service_continuity,relationship_type,1,13,data/processed/networks/infectious_disease_dependency_edges.csv,operational dependency,directed_local_record,functional dependency/interface; direction is not automatically causation or risk,operational interface; no common flow unit,dependency join,normalized_shared_class,"Dependency is not risk, failure probability, control proof, or causal effect."
RN-RT-0171,RT-0171,active_surveillance_context,relationship_type,3,13,data/processed/networks/infectious_disease_transmission_relationships.csv,surveillance / detection,directed_local_record,observation/detection is not incidence or authority,information/detection interface,surveillance join,normalized_shared_class,"Surveillance or detection does not establish incidence, absence, transmission, or disease burden."
RN-RT-0172,RT-0172,animal_human_interface,relationship_type,1,13,data/processed/networks/infectious_disease_transmission_relationships.csv,operational dependency,directed_local_record,functional dependency/interface; direction is not automatically causation or risk,operational interface; no common flow unit,dependency join,normalized_shared_class,"Dependency is not risk, failure probability, control proof, or causal effect."
RN-RT-0173,RT-0173,animal_response_observed_by,relationship_type,1,13,data/processed/networks/infectious_disease_transmission_relationships.csv,information / observation,directed_local_record,documented observation or information relation; not causal by itself,information signal or observation; not physical flow,information join,normalized_shared_class,"Observation, reporting, and decision support are not authority, control, or incidence."
RN-RT-0174,RT-0174,community_interface,relationship_type,2,13,data/processed/networks/infectious_disease_transmission_relationships.csv,operational dependency,directed_local_record,functional dependency/interface; direction is not automatically causation or risk,operational interface; no common flow unit,dependency join,normalized_shared_class,"Dependency is not risk, failure probability, control proof, or causal effect."
RN-RT-0175,RT-0175,environmental_context,relationship_type,1,13,data/processed/networks/infectious_disease_transmission_relationships.csv,unresolved / unclassified,unspecified_or_associative,not interpreted as causal,no flow semantics,source-local only,unresolved_term,No defensible shared class is asserted; retain the local term and source lineage for later review.
RN-RT-0176,RT-0176,environmental_interface,relationship_type,2,13,data/processed/networks/infectious_disease_transmission_relationships.csv,operational dependency,directed_local_record,functional dependency/interface; direction is not automatically causation or risk,operational interface; no common flow unit,dependency join,normalized_shared_class,"Dependency is not risk, failure probability, control proof, or causal effect."
RN-RT-0177,RT-0177,exposure_boundary_context,relationship_type,1,13,data/processed/networks/infectious_disease_transmission_relationships.csv,exposure pathway,directed_local_record,"potential pathway or contact interface; not dose, illness, or risk",exposure/context interface; not confirmed exposure,exposure-interface join,normalized_shared_class,"Exposure pathway is not documented exposure, dose, illness, or a risk score."
RN-RT-0178,RT-0178,exposure_context,relationship_type,1,13,data/processed/networks/infectious_disease_transmission_relationships.csv,exposure pathway,directed_local_record,"potential pathway or contact interface; not dose, illness, or risk",exposure/context interface; not confirmed exposure,exposure-interface join,normalized_shared_class,"Exposure pathway is not documented exposure, dose, illness, or a risk score."
RN-RT-0179,RT-0179,governance_context,relationship_type,1,13,data/processed/networks/infectious_disease_transmission_relationships.csv,unresolved / unclassified,unspecified_or_associative,not interpreted as causal,no flow semantics,source-local only,unresolved_term,No defensible shared class is asserted; retain the local term and source lineage for later review.
RN-RT-0180,RT-0180,informs_response,relationship_type,2,13,data/processed/networks/infectious_disease_transmission_relationships.csv,unresolved / unclassified,unspecified_or_associative,not interpreted as causal,no flow semantics,source-local only,unresolved_term,No defensible shared class is asserted; retain the local term and source lineage for later review.
RN-RT-0181,RT-0181,institutional_context,relationship_type,1,13,data/processed/networks/infectious_disease_transmission_relationships.csv,unresolved / unclassified,unspecified_or_associative,not interpreted as causal,no flow semantics,source-local only,unresolved_term,No defensible shared class is asserted; retain the local term and source lineage for later review.
RN-RT-0182,RT-0182,laboratory_context,relationship_type,1,13,data/processed/networks/infectious_disease_transmission_relationships.csv,surveillance / detection,directed_local_record,observation/detection is not incidence or authority,information/detection interface,surveillance join,normalized_shared_class,"Surveillance or detection does not establish incidence, absence, transmission, or disease burden."
RN-RT-0183,RT-0183,laboratory_surveillance,relationship_type,3,13,data/processed/networks/infectious_disease_transmission_relationships.csv,surveillance / detection,directed_local_record,observation/detection is not incidence or authority,information/detection interface,surveillance join,normalized_shared_class,"Surveillance or detection does not establish incidence, absence, transmission, or disease burden."
RN-RT-0184,RT-0184,noninfectious_boundary,relationship_type,1,13,data/processed/networks/infectious_disease_transmission_relationships.csv,high-level association,unspecified_or_associative,association or context only; causation is not asserted,no flow semantics,context-only join,retained_local_semantics,"Generic association remains local and must not be upgraded to dependency, causation, or risk."
RN-RT-0185,RT-0185,observation_context,relationship_type,1,13,data/processed/networks/infectious_disease_transmission_relationships.csv,information / observation,directed_local_record,documented observation or information relation; not causal by itself,information signal or observation; not physical flow,information join,normalized_shared_class,"Observation, reporting, and decision support are not authority, control, or incidence."
RN-RT-0186,RT-0186,observed_by,relationship_type,6,13,data/processed/networks/infectious_disease_transmission_relationships.csv,information / observation,directed_local_record,documented observation or information relation; not causal by itself,information signal or observation; not physical flow,information join,normalized_shared_class,"Observation, reporting, and decision support are not authority, control, or incidence."
RN-RT-0187,RT-0187,outbreak_observed_by,relationship_type,1,13,data/processed/networks/infectious_disease_transmission_relationships.csv,information / observation,directed_local_record,documented observation or information relation; not causal by itself,information signal or observation; not physical flow,information join,normalized_shared_class,"Observation, reporting, and decision support are not authority, control, or incidence."
RN-RT-0188,RT-0188,population_context,relationship_type,1,13,data/processed/networks/infectious_disease_transmission_relationships.csv,population / mobility interface,directed_local_record,aggregate population or mobility relation; not individual movement or transmission,population/mobility interface; not transmission,population-interface join,normalized_shared_class,"Mobility is not migration, individual movement, transmission, or disease risk."
RN-RT-0189,RT-0189,receives_environmental_observations,relationship_type,1,13,data/processed/networks/infectious_disease_transmission_relationships.csv,information / observation,directed_local_record,documented observation or information relation; not causal by itself,information signal or observation; not physical flow,information join,normalized_shared_class,"Observation, reporting, and decision support are not authority, control, or incidence."
