taxonomy_id,source_phase,source_artifact,local_field,local_term,local_term_count,proposed_high_level_class,normalization_status,semantic_compatibility,information_preserved,information_lost_or_caveat
RT-0114,13,data/processed/analysis/infectious_disease_dependency_register.csv,relationship_type,disrupts_or_connects_pathway,1,exposure pathway,inventory_only_14A,semantically distinct,"Local term, field, artifact, and count remain visible; no local value is rewritten.","Exposure or contact interface; not dose, illness, or risk."
RT-0115,13,data/processed/analysis/infectious_disease_dependency_register.csv,relationship_type,feeds_observation,1,information / observation,inventory_only_14A,candidate-compatible,"Local term, field, artifact, and count remain visible; no local value is rewritten.",Observation or detection relation; not a physical or causal edge.
RT-0116,13,data/processed/analysis/infectious_disease_dependency_register.csv,relationship_type,frames_animal_human_opportunity,1,high-level interface / association,inventory_only_14A,ambiguous,"Local term, field, artifact, and count remain visible; no local value is rewritten.",Generic or boundary term; semantic direction and strength require local interpretation.
RT-0117,13,data/processed/analysis/infectious_disease_dependency_register.csv,relationship_type,frames_care_detection_interface,1,information / observation,inventory_only_14A,candidate-compatible,"Local term, field, artifact, and count remain visible; no local value is rewritten.",Observation or detection relation; not a physical or causal edge.
RT-0118,13,data/processed/analysis/infectious_disease_dependency_register.csv,relationship_type,frames_contact_opportunity,2,exposure pathway,inventory_only_14A,semantically distinct,"Local term, field, artifact, and count remain visible; no local value is rewritten.","Exposure or contact interface; not dose, illness, or risk."
RT-0119,13,data/processed/analysis/infectious_disease_dependency_register.csv,relationship_type,frames_exposure_opportunity,1,exposure pathway,inventory_only_14A,semantically distinct,"Local term, field, artifact, and count remain visible; no local value is rewritten.","Exposure or contact interface; not dose, illness, or risk."
RT-0120,13,data/processed/analysis/infectious_disease_dependency_register.csv,relationship_type,frames_resistance_detection_interface,1,information / observation,inventory_only_14A,candidate-compatible,"Local term, field, artifact, and count remain visible; no local value is rewritten.",Observation or detection relation; not a physical or causal edge.
RT-0121,13,data/processed/analysis/infectious_disease_dependency_register.csv,relationship_type,frames_seasonality,1,high-level interface / association,inventory_only_14A,ambiguous,"Local term, field, artifact, and count remain visible; no local value is rewritten.",Generic or boundary term; semantic direction and strength require local interpretation.
RT-0122,13,data/processed/analysis/infectious_disease_dependency_register.csv,relationship_type,frames_transmission_opportunity,2,high-level interface / association,inventory_only_14A,ambiguous,"Local term, field, artifact, and count remain visible; no local value is rewritten.",Generic or boundary term; semantic direction and strength require local interpretation.
RT-0123,13,data/processed/analysis/infectious_disease_dependency_register.csv,relationship_type,is_observed_by,5,information / observation,inventory_only_14A,candidate-compatible,"Local term, field, artifact, and count remain visible; no local value is rewritten.",Observation or detection relation; not a physical or causal edge.
RT-0124,13,data/processed/analysis/infectious_disease_dependency_register.csv,relationship_type,mediates_host_habitat,1,ecological relationship,inventory_only_14A,candidate-compatible,"Local term, field, artifact, and count remain visible; no local value is rewritten.","Ecological or habitat interface; not abundance, disease, or health risk."
RT-0125,13,data/processed/analysis/infectious_disease_dependency_register.csv,relationship_type,mediates_host_interface,1,ecological relationship,inventory_only_14A,candidate-compatible,"Local term, field, artifact, and count remain visible; no local value is rewritten.","Ecological or habitat interface; not abundance, disease, or health risk."
RT-0126,13,data/processed/analysis/infectious_disease_dependency_register.csv,relationship_type,structures_contact_opportunity,1,exposure pathway,inventory_only_14A,semantically distinct,"Local term, field, artifact, and count remain visible; no local value is rewritten.","Exposure or contact interface; not dose, illness, or risk."
RT-0127,13,data/processed/analysis/infectious_disease_dependency_register.csv,relationship_type,supplies_animal_observations,1,information / observation,inventory_only_14A,candidate-compatible,"Local term, field, artifact, and count remain visible; no local value is rewritten.",Observation or detection relation; not a physical or causal edge.
RT-0128,13,data/processed/analysis/infectious_disease_dependency_register.csv,relationship_type,supplies_case_observation,1,information / observation,inventory_only_14A,candidate-compatible,"Local term, field, artifact, and count remain visible; no local value is rewritten.",Observation or detection relation; not a physical or causal edge.
RT-0129,13,data/processed/analysis/infectious_disease_dependency_register.csv,relationship_type,supplies_surveillance_data,1,information / observation,inventory_only_14A,candidate-compatible,"Local term, field, artifact, and count remain visible; no local value is rewritten.",Observation or detection relation; not a physical or causal edge.
RT-0130,13,data/processed/analysis/infectious_disease_dependency_register.csv,relationship_type,supports_infection_control_coordination,1,governance / authority,inventory_only_14A,semantically distinct,"Local term, field, artifact, and count remain visible; no local value is rewritten.","Role, mandate, or coordination relation; monitoring or funding is not automatically control."
RT-0131,13,data/processed/analysis/infectious_disease_dependency_register.csv,relationship_type,supports_investigation_response,1,operational dependency,inventory_only_14A,ambiguous,"Local term, field, artifact, and count remain visible; no local value is rewritten.",Functional dependency/interface; direction is not automatically causation or risk.
RT-0132,13,data/processed/analysis/infectious_disease_dependency_register.csv,relationship_type,supports_response_coordination,3,governance / authority,inventory_only_14A,semantically distinct,"Local term, field, artifact, and count remain visible; no local value is rewritten.","Role, mandate, or coordination relation; monitoring or funding is not automatically control."
RT-0133,13,data/processed/analysis/infectious_disease_dependency_register.csv,relationship_type,supports_service_continuity,1,operational dependency,inventory_only_14A,ambiguous,"Local term, field, artifact, and count remain visible; no local value is rewritten.",Functional dependency/interface; direction is not automatically causation or risk.
RT-0134,13,data/processed/networks/infectious_disease_dependency_edges.csv,dependency_type,ecological mediator,4,ecological relationship,inventory_only_14A,candidate-compatible,"Local term, field, artifact, and count remain visible; no local value is rewritten.","Ecological or habitat interface; not abundance, disease, or health risk."
RT-0135,13,data/processed/networks/infectious_disease_dependency_edges.csv,dependency_type,environmental driver,3,physical flow,inventory_only_14A,candidate-compatible,"Local term, field, artifact, and count remain visible; no local value is rewritten.",Physical or hydrologic relation; geometry and quantity remain native to the source.
RT-0136,13,data/processed/networks/infectious_disease_dependency_edges.csv,dependency_type,food/freight interface,3,material flow,inventory_only_14A,candidate-compatible,"Local term, field, artifact, and count remain visible; no local value is rewritten.",Material/logistics relation; route or quantity is not implied.
RT-0137,13,data/processed/networks/infectious_disease_dependency_edges.csv,dependency_type,healthcare interface,2,operational dependency,inventory_only_14A,ambiguous,"Local term, field, artifact, and count remain visible; no local value is rewritten.",Functional dependency/interface; direction is not automatically causation or risk.
RT-0138,13,data/processed/networks/infectious_disease_dependency_edges.csv,dependency_type,infrastructure dependency,2,operational dependency,inventory_only_14A,ambiguous,"Local term, field, artifact, and count remain visible; no local value is rewritten.",Functional dependency/interface; direction is not automatically causation or risk.
RT-0139,13,data/processed/networks/infectious_disease_dependency_edges.csv,dependency_type,institutional response dependency,5,operational dependency,inventory_only_14A,ambiguous,"Local term, field, artifact, and count remain visible; no local value is rewritten.",Functional dependency/interface; direction is not automatically causation or risk.
RT-0140,13,data/processed/networks/infectious_disease_dependency_edges.csv,dependency_type,mobility interface,1,population / mobility interface,inventory_only_14A,semantically distinct,"Local term, field, artifact, and count remain visible; no local value is rewritten.",Aggregate population or mobility relation; not individual movement or transmission.
RT-0141,13,data/processed/networks/infectious_disease_dependency_edges.csv,dependency_type,population/contact interface,6,population / mobility interface,inventory_only_14A,semantically distinct,"Local term, field, artifact, and count remain visible; no local value is rewritten.",Aggregate population or mobility relation; not individual movement or transmission.
RT-0142,13,data/processed/networks/infectious_disease_dependency_edges.csv,dependency_type,surveillance dependency,10,information / observation,inventory_only_14A,candidate-compatible,"Local term, field, artifact, and count remain visible; no local value is rewritten.",Observation or detection relation; not a physical or causal edge.
RT-0143,13,data/processed/networks/infectious_disease_dependency_edges.csv,relationship_type,complements_detection,1,information / observation,inventory_only_14A,candidate-compatible,"Local term, field, artifact, and count remain visible; no local value is rewritten.",Observation or detection relation; not a physical or causal edge.
RT-0144,13,data/processed/networks/infectious_disease_dependency_edges.csv,relationship_type,conditions_exposure_opportunity,1,exposure pathway,inventory_only_14A,semantically distinct,"Local term, field, artifact, and count remain visible; no local value is rewritten.","Exposure or contact interface; not dose, illness, or risk."
RT-0145,13,data/processed/networks/infectious_disease_dependency_edges.csv,relationship_type,connects_contact_opportunity,1,exposure pathway,inventory_only_14A,semantically distinct,"Local term, field, artifact, and count remain visible; no local value is rewritten.","Exposure or contact interface; not dose, illness, or risk."
RT-0146,13,data/processed/networks/infectious_disease_dependency_edges.csv,relationship_type,connects_distribution,1,unclassified candidate,inventory_only_14A,ambiguous,"Local term, field, artifact, and count remain visible; no local value is rewritten.",No 14A normalization asserted; retain the local term for Phase 14B review.
RT-0147,13,data/processed/networks/infectious_disease_dependency_edges.csv,relationship_type,connects_food_system,1,material flow,inventory_only_14A,candidate-compatible,"Local term, field, artifact, and count remain visible; no local value is rewritten.",Material/logistics relation; route or quantity is not implied.
RT-0148,13,data/processed/networks/infectious_disease_dependency_edges.csv,relationship_type,creates_habitat_opportunity,1,ecological relationship,inventory_only_14A,candidate-compatible,"Local term, field, artifact, and count remain visible; no local value is rewritten.","Ecological or habitat interface; not abundance, disease, or health risk."
RT-0149,13,data/processed/networks/infectious_disease_dependency_edges.csv,relationship_type,creates_propagation_opportunity,1,high-level interface / association,inventory_only_14A,ambiguous,"Local term, field, artifact, and count remain visible; no local value is rewritten.",Generic or boundary term; semantic direction and strength require local interpretation.
RT-0150,13,data/processed/networks/infectious_disease_dependency_edges.csv,relationship_type,depends_on_system_condition,1,operational dependency,inventory_only_14A,ambiguous,"Local term, field, artifact, and count remain visible; no local value is rewritten.",Functional dependency/interface; direction is not automatically causation or risk.
RT-0151,13,data/processed/networks/infectious_disease_dependency_edges.csv,relationship_type,disrupts_or_connects_pathway,1,exposure pathway,inventory_only_14A,semantically distinct,"Local term, field, artifact, and count remain visible; no local value is rewritten.","Exposure or contact interface; not dose, illness, or risk."
RT-0152,13,data/processed/networks/infectious_disease_dependency_edges.csv,relationship_type,feeds_observation,1,information / observation,inventory_only_14A,candidate-compatible,"Local term, field, artifact, and count remain visible; no local value is rewritten.",Observation or detection relation; not a physical or causal edge.
RT-0153,13,data/processed/networks/infectious_disease_dependency_edges.csv,relationship_type,frames_animal_human_opportunity,1,high-level interface / association,inventory_only_14A,ambiguous,"Local term, field, artifact, and count remain visible; no local value is rewritten.",Generic or boundary term; semantic direction and strength require local interpretation.
RT-0154,13,data/processed/networks/infectious_disease_dependency_edges.csv,relationship_type,frames_care_detection_interface,1,information / observation,inventory_only_14A,candidate-compatible,"Local term, field, artifact, and count remain visible; no local value is rewritten.",Observation or detection relation; not a physical or causal edge.
RT-0155,13,data/processed/networks/infectious_disease_dependency_edges.csv,relationship_type,frames_contact_opportunity,2,exposure pathway,inventory_only_14A,semantically distinct,"Local term, field, artifact, and count remain visible; no local value is rewritten.","Exposure or contact interface; not dose, illness, or risk."
RT-0156,13,data/processed/networks/infectious_disease_dependency_edges.csv,relationship_type,frames_exposure_opportunity,1,exposure pathway,inventory_only_14A,semantically distinct,"Local term, field, artifact, and count remain visible; no local value is rewritten.","Exposure or contact interface; not dose, illness, or risk."
RT-0157,13,data/processed/networks/infectious_disease_dependency_edges.csv,relationship_type,frames_resistance_detection_interface,1,information / observation,inventory_only_14A,candidate-compatible,"Local term, field, artifact, and count remain visible; no local value is rewritten.",Observation or detection relation; not a physical or causal edge.
RT-0158,13,data/processed/networks/infectious_disease_dependency_edges.csv,relationship_type,frames_seasonality,1,high-level interface / association,inventory_only_14A,ambiguous,"Local term, field, artifact, and count remain visible; no local value is rewritten.",Generic or boundary term; semantic direction and strength require local interpretation.
RT-0159,13,data/processed/networks/infectious_disease_dependency_edges.csv,relationship_type,frames_transmission_opportunity,2,high-level interface / association,inventory_only_14A,ambiguous,"Local term, field, artifact, and count remain visible; no local value is rewritten.",Generic or boundary term; semantic direction and strength require local interpretation.
RT-0160,13,data/processed/networks/infectious_disease_dependency_edges.csv,relationship_type,is_observed_by,5,information / observation,inventory_only_14A,candidate-compatible,"Local term, field, artifact, and count remain visible; no local value is rewritten.",Observation or detection relation; not a physical or causal edge.
RT-0161,13,data/processed/networks/infectious_disease_dependency_edges.csv,relationship_type,mediates_host_habitat,1,ecological relationship,inventory_only_14A,candidate-compatible,"Local term, field, artifact, and count remain visible; no local value is rewritten.","Ecological or habitat interface; not abundance, disease, or health risk."
RT-0162,13,data/processed/networks/infectious_disease_dependency_edges.csv,relationship_type,mediates_host_interface,1,ecological relationship,inventory_only_14A,candidate-compatible,"Local term, field, artifact, and count remain visible; no local value is rewritten.","Ecological or habitat interface; not abundance, disease, or health risk."
RT-0163,13,data/processed/networks/infectious_disease_dependency_edges.csv,relationship_type,structures_contact_opportunity,1,exposure pathway,inventory_only_14A,semantically distinct,"Local term, field, artifact, and count remain visible; no local value is rewritten.","Exposure or contact interface; not dose, illness, or risk."
RT-0164,13,data/processed/networks/infectious_disease_dependency_edges.csv,relationship_type,supplies_animal_observations,1,information / observation,inventory_only_14A,candidate-compatible,"Local term, field, artifact, and count remain visible; no local value is rewritten.",Observation or detection relation; not a physical or causal edge.
RT-0165,13,data/processed/networks/infectious_disease_dependency_edges.csv,relationship_type,supplies_case_observation,1,information / observation,inventory_only_14A,candidate-compatible,"Local term, field, artifact, and count remain visible; no local value is rewritten.",Observation or detection relation; not a physical or causal edge.
RT-0166,13,data/processed/networks/infectious_disease_dependency_edges.csv,relationship_type,supplies_surveillance_data,1,information / observation,inventory_only_14A,candidate-compatible,"Local term, field, artifact, and count remain visible; no local value is rewritten.",Observation or detection relation; not a physical or causal edge.
RT-0167,13,data/processed/networks/infectious_disease_dependency_edges.csv,relationship_type,supports_infection_control_coordination,1,governance / authority,inventory_only_14A,semantically distinct,"Local term, field, artifact, and count remain visible; no local value is rewritten.","Role, mandate, or coordination relation; monitoring or funding is not automatically control."
RT-0168,13,data/processed/networks/infectious_disease_dependency_edges.csv,relationship_type,supports_investigation_response,1,operational dependency,inventory_only_14A,ambiguous,"Local term, field, artifact, and count remain visible; no local value is rewritten.",Functional dependency/interface; direction is not automatically causation or risk.
RT-0169,13,data/processed/networks/infectious_disease_dependency_edges.csv,relationship_type,supports_response_coordination,3,governance / authority,inventory_only_14A,semantically distinct,"Local term, field, artifact, and count remain visible; no local value is rewritten.","Role, mandate, or coordination relation; monitoring or funding is not automatically control."
RT-0170,13,data/processed/networks/infectious_disease_dependency_edges.csv,relationship_type,supports_service_continuity,1,operational dependency,inventory_only_14A,ambiguous,"Local term, field, artifact, and count remain visible; no local value is rewritten.",Functional dependency/interface; direction is not automatically causation or risk.
RT-0171,13,data/processed/networks/infectious_disease_transmission_relationships.csv,relationship_type,active_surveillance_context,3,information / observation,inventory_only_14A,candidate-compatible,"Local term, field, artifact, and count remain visible; no local value is rewritten.",Observation or detection relation; not a physical or causal edge.
RT-0172,13,data/processed/networks/infectious_disease_transmission_relationships.csv,relationship_type,animal_human_interface,1,operational dependency,inventory_only_14A,ambiguous,"Local term, field, artifact, and count remain visible; no local value is rewritten.",Functional dependency/interface; direction is not automatically causation or risk.
RT-0173,13,data/processed/networks/infectious_disease_transmission_relationships.csv,relationship_type,animal_response_observed_by,1,information / observation,inventory_only_14A,candidate-compatible,"Local term, field, artifact, and count remain visible; no local value is rewritten.",Observation or detection relation; not a physical or causal edge.
RT-0174,13,data/processed/networks/infectious_disease_transmission_relationships.csv,relationship_type,community_interface,2,operational dependency,inventory_only_14A,ambiguous,"Local term, field, artifact, and count remain visible; no local value is rewritten.",Functional dependency/interface; direction is not automatically causation or risk.
RT-0175,13,data/processed/networks/infectious_disease_transmission_relationships.csv,relationship_type,environmental_context,1,unclassified candidate,inventory_only_14A,ambiguous,"Local term, field, artifact, and count remain visible; no local value is rewritten.",No 14A normalization asserted; retain the local term for Phase 14B review.
RT-0176,13,data/processed/networks/infectious_disease_transmission_relationships.csv,relationship_type,environmental_interface,2,operational dependency,inventory_only_14A,ambiguous,"Local term, field, artifact, and count remain visible; no local value is rewritten.",Functional dependency/interface; direction is not automatically causation or risk.
RT-0177,13,data/processed/networks/infectious_disease_transmission_relationships.csv,relationship_type,exposure_boundary_context,1,exposure pathway,inventory_only_14A,semantically distinct,"Local term, field, artifact, and count remain visible; no local value is rewritten.","Exposure or contact interface; not dose, illness, or risk."
RT-0178,13,data/processed/networks/infectious_disease_transmission_relationships.csv,relationship_type,exposure_context,1,exposure pathway,inventory_only_14A,semantically distinct,"Local term, field, artifact, and count remain visible; no local value is rewritten.","Exposure or contact interface; not dose, illness, or risk."
RT-0179,13,data/processed/networks/infectious_disease_transmission_relationships.csv,relationship_type,governance_context,1,governance / authority,inventory_only_14A,semantically distinct,"Local term, field, artifact, and count remain visible; no local value is rewritten.","Role, mandate, or coordination relation; monitoring or funding is not automatically control."
RT-0180,13,data/processed/networks/infectious_disease_transmission_relationships.csv,relationship_type,informs_response,2,unclassified candidate,inventory_only_14A,ambiguous,"Local term, field, artifact, and count remain visible; no local value is rewritten.",No 14A normalization asserted; retain the local term for Phase 14B review.
RT-0181,13,data/processed/networks/infectious_disease_transmission_relationships.csv,relationship_type,institutional_context,1,unclassified candidate,inventory_only_14A,ambiguous,"Local term, field, artifact, and count remain visible; no local value is rewritten.",No 14A normalization asserted; retain the local term for Phase 14B review.
RT-0182,13,data/processed/networks/infectious_disease_transmission_relationships.csv,relationship_type,laboratory_context,1,information / observation,inventory_only_14A,candidate-compatible,"Local term, field, artifact, and count remain visible; no local value is rewritten.",Observation or detection relation; not a physical or causal edge.
RT-0183,13,data/processed/networks/infectious_disease_transmission_relationships.csv,relationship_type,laboratory_surveillance,3,information / observation,inventory_only_14A,candidate-compatible,"Local term, field, artifact, and count remain visible; no local value is rewritten.",Observation or detection relation; not a physical or causal edge.
RT-0184,13,data/processed/networks/infectious_disease_transmission_relationships.csv,relationship_type,noninfectious_boundary,1,high-level interface / association,inventory_only_14A,ambiguous,"Local term, field, artifact, and count remain visible; no local value is rewritten.",Generic or boundary term; semantic direction and strength require local interpretation.
RT-0185,13,data/processed/networks/infectious_disease_transmission_relationships.csv,relationship_type,observation_context,1,information / observation,inventory_only_14A,candidate-compatible,"Local term, field, artifact, and count remain visible; no local value is rewritten.",Observation or detection relation; not a physical or causal edge.
RT-0186,13,data/processed/networks/infectious_disease_transmission_relationships.csv,relationship_type,observed_by,6,information / observation,inventory_only_14A,candidate-compatible,"Local term, field, artifact, and count remain visible; no local value is rewritten.",Observation or detection relation; not a physical or causal edge.
RT-0187,13,data/processed/networks/infectious_disease_transmission_relationships.csv,relationship_type,outbreak_observed_by,1,information / observation,inventory_only_14A,candidate-compatible,"Local term, field, artifact, and count remain visible; no local value is rewritten.",Observation or detection relation; not a physical or causal edge.
RT-0188,13,data/processed/networks/infectious_disease_transmission_relationships.csv,relationship_type,population_context,1,population / mobility interface,inventory_only_14A,semantically distinct,"Local term, field, artifact, and count remain visible; no local value is rewritten.",Aggregate population or mobility relation; not individual movement or transmission.
RT-0189,13,data/processed/networks/infectious_disease_transmission_relationships.csv,relationship_type,receives_environmental_observations,1,information / observation,inventory_only_14A,candidate-compatible,"Local term, field, artifact, and count remain visible; no local value is rewritten.",Observation or detection relation; not a physical or causal edge.
RT-0190,13,data/processed/networks/infectious_disease_transmission_relationships.csv,relationship_type,receives_laboratory_data,1,information / observation,inventory_only_14A,candidate-compatible,"Local term, field, artifact, and count remain visible; no local value is rewritten.",Observation or detection relation; not a physical or causal edge.
RT-0191,13,data/processed/networks/infectious_disease_transmission_relationships.csv,relationship_type,receives_reports,1,information / observation,inventory_only_14A,candidate-compatible,"Local term, field, artifact, and count remain visible; no local value is rewritten.",Observation or detection relation; not a physical or causal edge.
RT-0192,13,data/processed/networks/infectious_disease_transmission_relationships.csv,relationship_type,receives_surveillance_data,1,information / observation,inventory_only_14A,candidate-compatible,"Local term, field, artifact, and count remain visible; no local value is rewritten.",Observation or detection relation; not a physical or causal edge.
RT-0193,13,data/processed/networks/infectious_disease_transmission_relationships.csv,relationship_type,reported_through,3,information / observation,inventory_only_14A,candidate-compatible,"Local term, field, artifact, and count remain visible; no local value is rewritten.",Observation or detection relation; not a physical or causal edge.
RT-0194,13,data/processed/networks/infectious_disease_transmission_relationships.csv,relationship_type,seasonal_environment_context,1,unclassified candidate,inventory_only_14A,ambiguous,"Local term, field, artifact, and count remain visible; no local value is rewritten.",No 14A normalization asserted; retain the local term for Phase 14B review.
RT-0195,13,data/processed/networks/infectious_disease_transmission_relationships.csv,relationship_type,vector_ecology_context,2,ecological relationship,inventory_only_14A,candidate-compatible,"Local term, field, artifact, and count remain visible; no local value is rewritten.","Ecological or habitat interface; not abundance, disease, or health risk."
RT-0196,13,data/processed/scenarios/infectious_disease_dependency_states_scenario.csv,relationship_type,connects_contact_opportunity,6,scenario influence,inventory_only_14A,semantically distinct,"Local term, field, artifact, and count remain visible; no local value is rewritten.",Scenario term; never merge with a factual relationship or treat as a forecast.
RT-0197,13,data/processed/scenarios/infectious_disease_dependency_states_scenario.csv,relationship_type,connects_food_system,6,scenario influence,inventory_only_14A,semantically distinct,"Local term, field, artifact, and count remain visible; no local value is rewritten.",Scenario term; never merge with a factual relationship or treat as a forecast.
RT-0198,13,data/processed/scenarios/infectious_disease_dependency_states_scenario.csv,relationship_type,frames_animal_human_opportunity,6,scenario influence,inventory_only_14A,semantically distinct,"Local term, field, artifact, and count remain visible; no local value is rewritten.",Scenario term; never merge with a factual relationship or treat as a forecast.
RT-0199,13,data/processed/scenarios/infectious_disease_dependency_states_scenario.csv,relationship_type,frames_exposure_opportunity,6,scenario influence,inventory_only_14A,semantically distinct,"Local term, field, artifact, and count remain visible; no local value is rewritten.",Scenario term; never merge with a factual relationship or treat as a forecast.
RT-0200,13,data/processed/scenarios/infectious_disease_dependency_states_scenario.csv,relationship_type,frames_transmission_opportunity,6,scenario influence,inventory_only_14A,semantically distinct,"Local term, field, artifact, and count remain visible; no local value is rewritten.",Scenario term; never merge with a factual relationship or treat as a forecast.
RT-0201,13,data/processed/scenarios/infectious_disease_dependency_states_scenario.csv,relationship_type,supports_service_continuity,6,scenario influence,inventory_only_14A,semantically distinct,"Local term, field, artifact, and count remain visible; no local value is rewritten.",Scenario term; never merge with a factual relationship or treat as a forecast.
RT-0202,3,data/processed/networks/energy_dependency_edges.csv,dependency_type,communications,2,unclassified candidate,inventory_only_14A,ambiguous,"Local term, field, artifact, and count remain visible; no local value is rewritten.",No 14A normalization asserted; retain the local term for Phase 14B review.
RT-0203,3,data/processed/networks/energy_dependency_edges.csv,dependency_type,cooling_water,6,energy flow,inventory_only_14A,candidate-compatible,"Local term, field, artifact, and count remain visible; no local value is rewritten.","Energy dependency/interface; not power flow, capacity, or outage probability."
RT-0204,3,data/processed/networks/energy_dependency_edges.csv,dependency_type,electricity,11,energy flow,inventory_only_14A,candidate-compatible,"Local term, field, artifact, and count remain visible; no local value is rewritten.","Energy dependency/interface; not power flow, capacity, or outage probability."
RT-0205,3,data/processed/networks/energy_dependency_edges.csv,dependency_type,fuel,4,energy flow,inventory_only_14A,candidate-compatible,"Local term, field, artifact, and count remain visible; no local value is rewritten.","Energy dependency/interface; not power flow, capacity, or outage probability."
RT-0206,3,data/processed/networks/energy_dependency_edges.csv,dependency_type,storage_support,2,energy flow,inventory_only_14A,candidate-compatible,"Local term, field, artifact, and count remain visible; no local value is rewritten.","Energy dependency/interface; not power flow, capacity, or outage probability."
RT-0207,3,data/processed/networks/energy_dependency_edges.csv,dependency_type,weather,3,unclassified candidate,inventory_only_14A,ambiguous,"Local term, field, artifact, and count remain visible; no local value is rewritten.",No 14A normalization asserted; retain the local term for Phase 14B review.
RT-0208,3,data/processed/networks/energy_system_edges.csv,relationship_type,bidirectional_storage_interface,2,energy flow,inventory_only_14A,candidate-compatible,"Local term, field, artifact, and count remain visible; no local value is rewritten.","Energy dependency/interface; not power flow, capacity, or outage probability."
RT-0209,3,data/processed/networks/energy_system_edges.csv,relationship_type,generation_grid_interface,9,energy flow,inventory_only_14A,candidate-compatible,"Local term, field, artifact, and count remain visible; no local value is rewritten.","Energy dependency/interface; not power flow, capacity, or outage probability."
RT-0210,3,data/processed/networks/energy_system_edges.csv,relationship_type,grid_serves_load,4,energy flow,inventory_only_14A,candidate-compatible,"Local term, field, artifact, and count remain visible; no local value is rewritten.","Energy dependency/interface; not power flow, capacity, or outage probability."
RT-0211,3,data/processed/networks/energy_system_edges.csv,relationship_type,grid_serves_planned_compute,1,energy flow,inventory_only_14A,candidate-compatible,"Local term, field, artifact, and count remain visible; no local value is rewritten.","Energy dependency/interface; not power flow, capacity, or outage probability."
RT-0212,3,data/processed/networks/energy_system_edges.csv,relationship_type,regional_grid_interface,1,energy flow,inventory_only_14A,candidate-compatible,"Local term, field, artifact, and count remain visible; no local value is rewritten.","Energy dependency/interface; not power flow, capacity, or outage probability."
RT-0213,4,data/processed/networks/observation_system_edges.csv,relationship_type,feeds,2,physical flow,inventory_only_14A,candidate-compatible,"Local term, field, artifact, and count remain visible; no local value is rewritten.",Physical or hydrologic relation; geometry and quantity remain native to the source.
RT-0214,4,data/processed/networks/observation_system_edges.csv,relationship_type,observes,6,information / observation,inventory_only_14A,candidate-compatible,"Local term, field, artifact, and count remain visible; no local value is rewritten.",Observation or detection relation; not a physical or causal edge.
RT-0215,4,data/processed/networks/observation_system_edges.csv,relationship_type,operates,1,unclassified candidate,inventory_only_14A,ambiguous,"Local term, field, artifact, and count remain visible; no local value is rewritten.",No 14A normalization asserted; retain the local term for Phase 14B review.
RT-0216,4,data/processed/networks/observation_system_edges.csv,relationship_type,publishes,4,information / observation,inventory_only_14A,candidate-compatible,"Local term, field, artifact, and count remain visible; no local value is rewritten.",Observation or detection relation; not a physical or causal edge.
RT-0217,4,data/processed/networks/observation_system_edges.csv,relationship_type,reports_to,1,information / observation,inventory_only_14A,candidate-compatible,"Local term, field, artifact, and count remain visible; no local value is rewritten.",Observation or detection relation; not a physical or causal edge.
RT-0218,4,data/processed/networks/observation_system_edges.csv,relationship_type,supports_decision,4,information / observation,inventory_only_14A,candidate-compatible,"Local term, field, artifact, and count remain visible; no local value is rewritten.",Observation or detection relation; not a physical or causal edge.
RT-0219,4,data/processed/networks/observation_system_edges.csv,relationship_type,used_by,3,unclassified candidate,inventory_only_14A,ambiguous,"Local term, field, artifact, and count remain visible; no local value is rewritten.",No 14A normalization asserted; retain the local term for Phase 14B review.
RT-0220,4,data/processed/scenarios/information_edges_scenario.csv,relationship_type,feeds,6,scenario influence,inventory_only_14A,semantically distinct,"Local term, field, artifact, and count remain visible; no local value is rewritten.",Scenario term; never merge with a factual relationship or treat as a forecast.
RT-0221,4,data/processed/scenarios/information_edges_scenario.csv,relationship_type,supports_decision,30,scenario influence,inventory_only_14A,semantically distinct,"Local term, field, artifact, and count remain visible; no local value is rewritten.",Scenario term; never merge with a factual relationship or treat as a forecast.
RT-0222,4,data/processed/scenarios/information_edges_scenario.csv,relationship_type,used_by,12,scenario influence,inventory_only_14A,semantically distinct,"Local term, field, artifact, and count remain visible; no local value is rewritten.",Scenario term; never merge with a factual relationship or treat as a forecast.
RT-0223,5,data/processed/networks/freight_dependency_edges.csv,dependency_type,external_market_dependency,8,operational dependency,inventory_only_14A,ambiguous,"Local term, field, artifact, and count remain visible; no local value is rewritten.",Functional dependency/interface; direction is not automatically causation or risk.
RT-0224,5,data/processed/networks/freight_dependency_edges.csv,dependency_type,fuel_logistics_dependency,1,energy flow,inventory_only_14A,candidate-compatible,"Local term, field, artifact, and count remain visible; no local value is rewritten.","Energy dependency/interface; not power flow, capacity, or outage probability."
RT-0225,5,data/processed/networks/freight_dependency_edges.csv,dependency_type,highway_dependency,3,operational dependency,inventory_only_14A,ambiguous,"Local term, field, artifact, and count remain visible; no local value is rewritten.",Functional dependency/interface; direction is not automatically causation or risk.
RT-0226,5,data/processed/networks/freight_dependency_edges.csv,dependency_type,interchange_dependency,4,material flow,inventory_only_14A,candidate-compatible,"Local term, field, artifact, and count remain visible; no local value is rewritten.",Material/logistics relation; route or quantity is not implied.
