relationship_id,module,source_node_id,target_node_id,relationship_type,value,units,reference_year,release_year,estimate_period,origin_geography,destination_geography,geographic_scale,source_product,observed_estimated_modeled,source_id,evidence_strength,relationship_basis,confidence,reality_status,canon_status,notes
MREL-0095,11B,POP-ZONE-39063,POP-ZONE-39123,commuting_interface_with,127,jobs,2023,2025,2023,39063,39123,county_pair,LODES 8.4 OD 2023,modeled,s11b_lodes_oh_od,high,generalized residence-to-workplace relationship,high,real,verified,"Commuting is not migration, passenger surveillance, or a route model."
MREL-0096,11B,POP-ZONE-39161,POP-ZONE-39173,commuting_interface_with,122,jobs,2023,2025,2023,39161,39173,county_pair,LODES 8.4 OD 2023,modeled,s11b_lodes_oh_od,high,generalized residence-to-workplace relationship,high,real,verified,"Commuting is not migration, passenger surveillance, or a route model."
MREL-0097,11B,POP-ZONE-39125,POP-ZONE-39063,commuting_interface_with,108,jobs,2023,2025,2023,39125,39063,county_pair,LODES 8.4 OD 2023,modeled,s11b_lodes_oh_od,high,generalized residence-to-workplace relationship,high,real,verified,"Commuting is not migration, passenger surveillance, or a route model."
MREL-0098,11B,POP-ZONE-39063,POP-ZONE-39069,commuting_interface_with,104,jobs,2023,2025,2023,39063,39069,county_pair,LODES 8.4 OD 2023,modeled,s11b_lodes_oh_od,high,generalized residence-to-workplace relationship,high,real,verified,"Commuting is not migration, passenger surveillance, or a route model."
MREL-0099,11B,POP-ZONE-39173,POP-ZONE-39171,commuting_interface_with,102,jobs,2023,2025,2023,39173,39171,county_pair,LODES 8.4 OD 2023,modeled,s11b_lodes_oh_od,high,generalized residence-to-workplace relationship,high,real,verified,"Commuting is not migration, passenger surveillance, or a route model."
MREL-0100,11B,POP-ZONE-39039,POP-ZONE-39161,commuting_interface_with,101,jobs,2023,2025,2023,39039,39161,county_pair,LODES 8.4 OD 2023,modeled,s11b_lodes_oh_od,high,generalized residence-to-workplace relationship,high,real,verified,"Commuting is not migration, passenger surveillance, or a route model."
MREL-0101,11B,POP-ZONE-39161,POP-ZONE-39171,commuting_interface_with,96,jobs,2023,2025,2023,39161,39171,county_pair,LODES 8.4 OD 2023,modeled,s11b_lodes_oh_od,high,generalized residence-to-workplace relationship,high,real,verified,"Commuting is not migration, passenger surveillance, or a route model."
MREL-0102,11B,POP-ZONE-39171,POP-ZONE-39125,commuting_interface_with,95,jobs,2023,2025,2023,39171,39125,county_pair,LODES 8.4 OD 2023,modeled,s11b_lodes_oh_od,high,generalized residence-to-workplace relationship,high,real,verified,"Commuting is not migration, passenger surveillance, or a route model."
MREL-0103,11B,POP-ZONE-39137,POP-ZONE-39171,commuting_interface_with,91,jobs,2023,2025,2023,39137,39171,county_pair,LODES 8.4 OD 2023,modeled,s11b_lodes_oh_od,high,generalized residence-to-workplace relationship,high,real,verified,"Commuting is not migration, passenger surveillance, or a route model."
MREL-0104,11B,POP-ZONE-39051,POP-ZONE-39143,commuting_interface_with,90,jobs,2023,2025,2023,39051,39143,county_pair,LODES 8.4 OD 2023,modeled,s11b_lodes_oh_od,high,generalized residence-to-workplace relationship,high,real,verified,"Commuting is not migration, passenger surveillance, or a route model."
MREL-0105,11B,POP-ZONE-39171,POP-ZONE-39161,commuting_interface_with,89,jobs,2023,2025,2023,39171,39161,county_pair,LODES 8.4 OD 2023,modeled,s11b_lodes_oh_od,high,generalized residence-to-workplace relationship,high,real,verified,"Commuting is not migration, passenger surveillance, or a route model."
MREL-0106,11B,POP-ZONE-39137,POP-ZONE-39051,commuting_interface_with,88,jobs,2023,2025,2023,39137,39051,county_pair,LODES 8.4 OD 2023,modeled,s11b_lodes_oh_od,high,generalized residence-to-workplace relationship,high,real,verified,"Commuting is not migration, passenger surveillance, or a route model."
MREL-0107,11B,POP-ZONE-39063,POP-ZONE-39039,commuting_interface_with,80,jobs,2023,2025,2023,39063,39039,county_pair,LODES 8.4 OD 2023,modeled,s11b_lodes_oh_od,high,generalized residence-to-workplace relationship,high,real,verified,"Commuting is not migration, passenger surveillance, or a route model."
MREL-0108,11B,POP-ZONE-39063,POP-ZONE-39161,commuting_interface_with,77,jobs,2023,2025,2023,39063,39161,county_pair,LODES 8.4 OD 2023,modeled,s11b_lodes_oh_od,high,generalized residence-to-workplace relationship,high,real,verified,"Commuting is not migration, passenger surveillance, or a route model."
MREL-0109,11B,POP-ZONE-39125,POP-ZONE-39173,commuting_interface_with,71,jobs,2023,2025,2023,39125,39173,county_pair,LODES 8.4 OD 2023,modeled,s11b_lodes_oh_od,high,generalized residence-to-workplace relationship,high,real,verified,"Commuting is not migration, passenger surveillance, or a route model."
MREL-0110,11B,POP-ZONE-39069,POP-ZONE-39125,commuting_interface_with,70,jobs,2023,2025,2023,39069,39125,county_pair,LODES 8.4 OD 2023,modeled,s11b_lodes_oh_od,high,generalized residence-to-workplace relationship,high,real,verified,"Commuting is not migration, passenger surveillance, or a route model."
MREL-0111,11B,POP-ZONE-39125,POP-ZONE-39051,commuting_interface_with,70,jobs,2023,2025,2023,39125,39051,county_pair,LODES 8.4 OD 2023,modeled,s11b_lodes_oh_od,high,generalized residence-to-workplace relationship,high,real,verified,"Commuting is not migration, passenger surveillance, or a route model."
MREL-0112,11B,POP-ZONE-39137,POP-ZONE-39143,commuting_interface_with,69,jobs,2023,2025,2023,39137,39143,county_pair,LODES 8.4 OD 2023,modeled,s11b_lodes_oh_od,high,generalized residence-to-workplace relationship,high,real,verified,"Commuting is not migration, passenger surveillance, or a route model."
MREL-0113,11B,POP-ZONE-39147,POP-ZONE-39039,commuting_interface_with,69,jobs,2023,2025,2023,39147,39039,county_pair,LODES 8.4 OD 2023,modeled,s11b_lodes_oh_od,high,generalized residence-to-workplace relationship,high,real,verified,"Commuting is not migration, passenger surveillance, or a route model."
MREL-0114,11B,POP-ZONE-39161,POP-ZONE-39143,commuting_interface_with,58,jobs,2023,2025,2023,39161,39143,county_pair,LODES 8.4 OD 2023,modeled,s11b_lodes_oh_od,high,generalized residence-to-workplace relationship,high,real,verified,"Commuting is not migration, passenger surveillance, or a route model."
MREL-0115,11B,POP-ZONE-39095,POP-ZONE-39125,commuting_interface_with,58,jobs,2023,2025,2023,39095,39125,county_pair,LODES 8.4 OD 2023,modeled,s11b_lodes_oh_od,high,generalized residence-to-workplace relationship,high,real,verified,"Commuting is not migration, passenger surveillance, or a route model."
MREL-0116,11B,POP-ZONE-39063,POP-ZONE-39051,commuting_interface_with,56,jobs,2023,2025,2023,39063,39051,county_pair,LODES 8.4 OD 2023,modeled,s11b_lodes_oh_od,high,generalized residence-to-workplace relationship,high,real,verified,"Commuting is not migration, passenger surveillance, or a route model."
MREL-0117,11B,POP-ZONE-39147,POP-ZONE-39069,commuting_interface_with,56,jobs,2023,2025,2023,39147,39069,county_pair,LODES 8.4 OD 2023,modeled,s11b_lodes_oh_od,high,generalized residence-to-workplace relationship,high,real,verified,"Commuting is not migration, passenger surveillance, or a route model."
MREL-0118,11B,POP-ZONE-39161,POP-ZONE-39051,commuting_interface_with,56,jobs,2023,2025,2023,39161,39051,county_pair,LODES 8.4 OD 2023,modeled,s11b_lodes_oh_od,high,generalized residence-to-workplace relationship,high,real,verified,"Commuting is not migration, passenger surveillance, or a route model."
MREL-0119,11B,POP-ZONE-39147,POP-ZONE-39161,commuting_interface_with,53,jobs,2023,2025,2023,39147,39161,county_pair,LODES 8.4 OD 2023,modeled,s11b_lodes_oh_od,high,generalized residence-to-workplace relationship,high,real,verified,"Commuting is not migration, passenger surveillance, or a route model."
MREL-0120,11B,POP-ZONE-39069,POP-ZONE-39161,commuting_interface_with,52,jobs,2023,2025,2023,39069,39161,county_pair,LODES 8.4 OD 2023,modeled,s11b_lodes_oh_od,high,generalized residence-to-workplace relationship,high,real,verified,"Commuting is not migration, passenger surveillance, or a route model."
MREL-0121,11B,POP-ZONE-39051,POP-ZONE-39123,commuting_interface_with,52,jobs,2023,2025,2023,39051,39123,county_pair,LODES 8.4 OD 2023,modeled,s11b_lodes_oh_od,high,generalized residence-to-workplace relationship,high,real,verified,"Commuting is not migration, passenger surveillance, or a route model."
MREL-0122,11B,POP-ZONE-39161,POP-ZONE-39069,commuting_interface_with,50,jobs,2023,2025,2023,39161,39069,county_pair,LODES 8.4 OD 2023,modeled,s11b_lodes_oh_od,high,generalized residence-to-workplace relationship,high,real,verified,"Commuting is not migration, passenger surveillance, or a route model."
MREL-0123,11B,POP-ZONE-39171,POP-ZONE-39137,commuting_interface_with,49,jobs,2023,2025,2023,39171,39137,county_pair,LODES 8.4 OD 2023,modeled,s11b_lodes_oh_od,high,generalized residence-to-workplace relationship,high,real,verified,"Commuting is not migration, passenger surveillance, or a route model."
MREL-0124,11B,POP-ZONE-39039,POP-ZONE-39143,commuting_interface_with,49,jobs,2023,2025,2023,39039,39143,county_pair,LODES 8.4 OD 2023,modeled,s11b_lodes_oh_od,high,generalized residence-to-workplace relationship,high,real,verified,"Commuting is not migration, passenger surveillance, or a route model."
MREL-0125,11B,POP-ZONE-39039,POP-ZONE-39147,commuting_interface_with,48,jobs,2023,2025,2023,39039,39147,county_pair,LODES 8.4 OD 2023,modeled,s11b_lodes_oh_od,high,generalized residence-to-workplace relationship,high,real,verified,"Commuting is not migration, passenger surveillance, or a route model."
MREL-0126,11B,POP-ZONE-39171,POP-ZONE-39143,commuting_interface_with,44,jobs,2023,2025,2023,39171,39143,county_pair,LODES 8.4 OD 2023,modeled,s11b_lodes_oh_od,high,generalized residence-to-workplace relationship,high,real,verified,"Commuting is not migration, passenger surveillance, or a route model."
MREL-0127,11B,POP-ZONE-39137,POP-ZONE-39147,commuting_interface_with,44,jobs,2023,2025,2023,39137,39147,county_pair,LODES 8.4 OD 2023,modeled,s11b_lodes_oh_od,high,generalized residence-to-workplace relationship,high,real,verified,"Commuting is not migration, passenger surveillance, or a route model."
MREL-0128,11B,POP-ZONE-39173,POP-ZONE-39161,commuting_interface_with,43,jobs,2023,2025,2023,39173,39161,county_pair,LODES 8.4 OD 2023,modeled,s11b_lodes_oh_od,high,generalized residence-to-workplace relationship,high,real,verified,"Commuting is not migration, passenger surveillance, or a route model."
MREL-0129,11B,POP-ZONE-39147,POP-ZONE-39051,commuting_interface_with,42,jobs,2023,2025,2023,39147,39051,county_pair,LODES 8.4 OD 2023,modeled,s11b_lodes_oh_od,high,generalized residence-to-workplace relationship,high,real,verified,"Commuting is not migration, passenger surveillance, or a route model."
MREL-0130,11B,POP-ZONE-39143,POP-ZONE-39051,commuting_interface_with,40,jobs,2023,2025,2023,39143,39051,county_pair,LODES 8.4 OD 2023,modeled,s11b_lodes_oh_od,high,generalized residence-to-workplace relationship,high,real,verified,"Commuting is not migration, passenger surveillance, or a route model."
MREL-0131,11B,POP-ZONE-39125,POP-ZONE-39143,commuting_interface_with,40,jobs,2023,2025,2023,39125,39143,county_pair,LODES 8.4 OD 2023,modeled,s11b_lodes_oh_od,high,generalized residence-to-workplace relationship,high,real,verified,"Commuting is not migration, passenger surveillance, or a route model."
MREL-0132,11B,POP-ZONE-39171,POP-ZONE-39147,commuting_interface_with,38,jobs,2023,2025,2023,39171,39147,county_pair,LODES 8.4 OD 2023,modeled,s11b_lodes_oh_od,high,generalized residence-to-workplace relationship,high,real,verified,"Commuting is not migration, passenger surveillance, or a route model."
MREL-0133,11B,POP-ZONE-39051,POP-ZONE-39147,commuting_interface_with,36,jobs,2023,2025,2023,39051,39147,county_pair,LODES 8.4 OD 2023,modeled,s11b_lodes_oh_od,high,generalized residence-to-workplace relationship,high,real,verified,"Commuting is not migration, passenger surveillance, or a route model."
MREL-0134,11B,POP-ZONE-39143,POP-ZONE-39171,commuting_interface_with,35,jobs,2023,2025,2023,39143,39171,county_pair,LODES 8.4 OD 2023,modeled,s11b_lodes_oh_od,high,generalized residence-to-workplace relationship,high,real,verified,"Commuting is not migration, passenger surveillance, or a route model."
MREL-0135,11B,POP-ZONE-39123,POP-ZONE-39137,commuting_interface_with,35,jobs,2023,2025,2023,39123,39137,county_pair,LODES 8.4 OD 2023,modeled,s11b_lodes_oh_od,high,generalized residence-to-workplace relationship,high,real,verified,"Commuting is not migration, passenger surveillance, or a route model."
MREL-0136,11B,POP-ZONE-39069,POP-ZONE-39143,commuting_interface_with,35,jobs,2023,2025,2023,39069,39143,county_pair,LODES 8.4 OD 2023,modeled,s11b_lodes_oh_od,high,generalized residence-to-workplace relationship,high,real,verified,"Commuting is not migration, passenger surveillance, or a route model."
MREL-0137,11B,POP-ZONE-39143,POP-ZONE-39137,commuting_interface_with,35,jobs,2023,2025,2023,39143,39137,county_pair,LODES 8.4 OD 2023,modeled,s11b_lodes_oh_od,high,generalized residence-to-workplace relationship,high,real,verified,"Commuting is not migration, passenger surveillance, or a route model."
MREL-0138,11B,POP-ZONE-39143,POP-ZONE-39039,commuting_interface_with,31,jobs,2023,2025,2023,39143,39039,county_pair,LODES 8.4 OD 2023,modeled,s11b_lodes_oh_od,high,generalized residence-to-workplace relationship,high,real,verified,"Commuting is not migration, passenger surveillance, or a route model."
MREL-0139,11B,POP-ZONE-39147,POP-ZONE-39171,commuting_interface_with,31,jobs,2023,2025,2023,39147,39171,county_pair,LODES 8.4 OD 2023,modeled,s11b_lodes_oh_od,high,generalized residence-to-workplace relationship,high,real,verified,"Commuting is not migration, passenger surveillance, or a route model."
MREL-0140,11B,POP-ZONE-39161,POP-ZONE-39147,commuting_interface_with,30,jobs,2023,2025,2023,39161,39147,county_pair,LODES 8.4 OD 2023,modeled,s11b_lodes_oh_od,high,generalized residence-to-workplace relationship,high,real,verified,"Commuting is not migration, passenger surveillance, or a route model."
MREL-0141,11B,POP-ZONE-39063,POP-ZONE-39171,commuting_interface_with,29,jobs,2023,2025,2023,39063,39171,county_pair,LODES 8.4 OD 2023,modeled,s11b_lodes_oh_od,high,generalized residence-to-workplace relationship,high,real,verified,"Commuting is not migration, passenger surveillance, or a route model."
MREL-0142,11B,POP-ZONE-39051,POP-ZONE-39137,commuting_interface_with,27,jobs,2023,2025,2023,39051,39137,county_pair,LODES 8.4 OD 2023,modeled,s11b_lodes_oh_od,high,generalized residence-to-workplace relationship,high,real,verified,"Commuting is not migration, passenger surveillance, or a route model."
