relationship_id,scenario_id,scenario,horizon,source_node_id,target_node_id,relationship_type,spatial_scale,current_fact,scenario_assumption,scenario_consequence,commuting_migration_boundary,source_or_basis,assumption_id,evidence_strength,reality_status,canon_status,relationship_basis,numeric_future_value_adopted,notes
PFR-A2075-17,A2075,Connected Reconcentration,2075,POP-ZONE-39161,POP-ZONE-39173,connected_reconcentration_interface,county_pair,CURRENT FACT (2026 baseline): Phase 11B provides generalized county-scale residence/workplace and dependency context; it does not establish a future flow.,SCENARIO ASSUMPTION: 2075 matured or diverged state relationship among existing settlement and employment interfaces; no exact movement or service-territory assignment.,"SCENARIO CONSEQUENCE: selected anchor and secondary-center interfaces become more connected without a predicted route, volume, or residential relocation flow.","Commuting is not migration; this relationship is not an individual movement path, migration count, or freight route.",S11C-BASELINE-11B;S11C-NETWORK,S11C-A2075-01,limited,fictional,scenario,explicit qualitative scenario interface; not a documented future route or flow,false,"Spatial scale is a generalized county pair. No population total, household total, housing-unit total, worker count, job count, commuter count, probability, or vulnerability score is assigned."
PFR-A2075-18,A2075,Connected Reconcentration,2075,POP-ZONE-39171,POP-ZONE-39039,connected_reconcentration_interface,county_pair,CURRENT FACT (2026 baseline): Phase 11B provides generalized county-scale residence/workplace and dependency context; it does not establish a future flow.,SCENARIO ASSUMPTION: 2075 matured or diverged state relationship among existing settlement and employment interfaces; no exact movement or service-territory assignment.,"SCENARIO CONSEQUENCE: selected anchor and secondary-center interfaces become more connected without a predicted route, volume, or residential relocation flow.","Commuting is not migration; this relationship is not an individual movement path, migration count, or freight route.",S11C-BASELINE-11B;S11C-NETWORK,S11C-A2075-01,limited,fictional,scenario,explicit qualitative scenario interface; not a documented future route or flow,false,"Spatial scale is a generalized county pair. No population total, household total, housing-unit total, worker count, job count, commuter count, probability, or vulnerability score is assigned."
PFR-B2050-01,B2050,Polycentric Adaptive Basin,2050,POP-ZONE-39095,POP-ZONE-39173,polycentric_adaptive_interface,county_pair,CURRENT FACT (2026 baseline): Phase 11B provides generalized county-scale residence/workplace and dependency context; it does not establish a future flow.,SCENARIO ASSUMPTION: 2050 intermediate trajectory relationship among existing settlement and employment interfaces; no exact movement or service-territory assignment.,"SCENARIO CONSEQUENCE: multiple centers exchange functions through adaptive, nonuniform interfaces; redundancy and local variation remain.","Commuting is not migration; this relationship is not an individual movement path, migration count, or freight route.",S11C-BASELINE-11B;S11C-NETWORK,S11C-B2050-01,limited,fictional,scenario,explicit qualitative scenario interface; not a documented future route or flow,false,"Spatial scale is a generalized county pair. No population total, household total, housing-unit total, worker count, job count, commuter count, probability, or vulnerability score is assigned."
PFR-B2050-02,B2050,Polycentric Adaptive Basin,2050,POP-ZONE-39095,POP-ZONE-39063,polycentric_adaptive_interface,county_pair,CURRENT FACT (2026 baseline): Phase 11B provides generalized county-scale residence/workplace and dependency context; it does not establish a future flow.,SCENARIO ASSUMPTION: 2050 intermediate trajectory relationship among existing settlement and employment interfaces; no exact movement or service-territory assignment.,"SCENARIO CONSEQUENCE: multiple centers exchange functions through adaptive, nonuniform interfaces; redundancy and local variation remain.","Commuting is not migration; this relationship is not an individual movement path, migration count, or freight route.",S11C-BASELINE-11B;S11C-NETWORK,S11C-B2050-01,limited,fictional,scenario,explicit qualitative scenario interface; not a documented future route or flow,false,"Spatial scale is a generalized county pair. No population total, household total, housing-unit total, worker count, job count, commuter count, probability, or vulnerability score is assigned."
PFR-B2050-03,B2050,Polycentric Adaptive Basin,2050,POP-ZONE-39095,POP-ZONE-26115,polycentric_adaptive_interface,county_pair,CURRENT FACT (2026 baseline): Phase 11B provides generalized county-scale residence/workplace and dependency context; it does not establish a future flow.,SCENARIO ASSUMPTION: 2050 intermediate trajectory relationship among existing settlement and employment interfaces; no exact movement or service-territory assignment.,"SCENARIO CONSEQUENCE: multiple centers exchange functions through adaptive, nonuniform interfaces; redundancy and local variation remain.","Commuting is not migration; this relationship is not an individual movement path, migration count, or freight route.",S11C-BASELINE-11B;S11C-NETWORK,S11C-B2050-01,limited,fictional,scenario,explicit qualitative scenario interface; not a documented future route or flow,false,"Spatial scale is a generalized county pair. No population total, household total, housing-unit total, worker count, job count, commuter count, probability, or vulnerability score is assigned."
PFR-B2050-04,B2050,Polycentric Adaptive Basin,2050,POP-ZONE-39095,POP-ZONE-18003,polycentric_adaptive_interface,county_pair,CURRENT FACT (2026 baseline): Phase 11B provides generalized county-scale residence/workplace and dependency context; it does not establish a future flow.,SCENARIO ASSUMPTION: 2050 intermediate trajectory relationship among existing settlement and employment interfaces; no exact movement or service-territory assignment.,"SCENARIO CONSEQUENCE: multiple centers exchange functions through adaptive, nonuniform interfaces; redundancy and local variation remain.","Commuting is not migration; this relationship is not an individual movement path, migration count, or freight route.",S11C-BASELINE-11B;S11C-NETWORK,S11C-B2050-01,limited,fictional,scenario,explicit qualitative scenario interface; not a documented future route or flow,false,"Spatial scale is a generalized county pair. No population total, household total, housing-unit total, worker count, job count, commuter count, probability, or vulnerability score is assigned."
PFR-B2050-05,B2050,Polycentric Adaptive Basin,2050,POP-ZONE-39095,POP-ZONE-39069,polycentric_adaptive_interface,county_pair,CURRENT FACT (2026 baseline): Phase 11B provides generalized county-scale residence/workplace and dependency context; it does not establish a future flow.,SCENARIO ASSUMPTION: 2050 intermediate trajectory relationship among existing settlement and employment interfaces; no exact movement or service-territory assignment.,"SCENARIO CONSEQUENCE: multiple centers exchange functions through adaptive, nonuniform interfaces; redundancy and local variation remain.","Commuting is not migration; this relationship is not an individual movement path, migration count, or freight route.",S11C-BASELINE-11B;S11C-NETWORK,S11C-B2050-01,limited,fictional,scenario,explicit qualitative scenario interface; not a documented future route or flow,false,"Spatial scale is a generalized county pair. No population total, household total, housing-unit total, worker count, job count, commuter count, probability, or vulnerability score is assigned."
PFR-B2050-06,B2050,Polycentric Adaptive Basin,2050,POP-ZONE-39095,POP-ZONE-39123,polycentric_adaptive_interface,county_pair,CURRENT FACT (2026 baseline): Phase 11B provides generalized county-scale residence/workplace and dependency context; it does not establish a future flow.,SCENARIO ASSUMPTION: 2050 intermediate trajectory relationship among existing settlement and employment interfaces; no exact movement or service-territory assignment.,"SCENARIO CONSEQUENCE: multiple centers exchange functions through adaptive, nonuniform interfaces; redundancy and local variation remain.","Commuting is not migration; this relationship is not an individual movement path, migration count, or freight route.",S11C-BASELINE-11B;S11C-NETWORK,S11C-B2050-01,limited,fictional,scenario,explicit qualitative scenario interface; not a documented future route or flow,false,"Spatial scale is a generalized county pair. No population total, household total, housing-unit total, worker count, job count, commuter count, probability, or vulnerability score is assigned."
PFR-B2050-07,B2050,Polycentric Adaptive Basin,2050,POP-ZONE-39173,POP-ZONE-39143,polycentric_adaptive_interface,county_pair,CURRENT FACT (2026 baseline): Phase 11B provides generalized county-scale residence/workplace and dependency context; it does not establish a future flow.,SCENARIO ASSUMPTION: 2050 intermediate trajectory relationship among existing settlement and employment interfaces; no exact movement or service-territory assignment.,"SCENARIO CONSEQUENCE: multiple centers exchange functions through adaptive, nonuniform interfaces; redundancy and local variation remain.","Commuting is not migration; this relationship is not an individual movement path, migration count, or freight route.",S11C-BASELINE-11B;S11C-NETWORK,S11C-B2050-01,limited,fictional,scenario,explicit qualitative scenario interface; not a documented future route or flow,false,"Spatial scale is a generalized county pair. No population total, household total, housing-unit total, worker count, job count, commuter count, probability, or vulnerability score is assigned."
PFR-B2050-08,B2050,Polycentric Adaptive Basin,2050,POP-ZONE-39173,POP-ZONE-39063,polycentric_adaptive_interface,county_pair,CURRENT FACT (2026 baseline): Phase 11B provides generalized county-scale residence/workplace and dependency context; it does not establish a future flow.,SCENARIO ASSUMPTION: 2050 intermediate trajectory relationship among existing settlement and employment interfaces; no exact movement or service-territory assignment.,"SCENARIO CONSEQUENCE: multiple centers exchange functions through adaptive, nonuniform interfaces; redundancy and local variation remain.","Commuting is not migration; this relationship is not an individual movement path, migration count, or freight route.",S11C-BASELINE-11B;S11C-NETWORK,S11C-B2050-01,limited,fictional,scenario,explicit qualitative scenario interface; not a documented future route or flow,false,"Spatial scale is a generalized county pair. No population total, household total, housing-unit total, worker count, job count, commuter count, probability, or vulnerability score is assigned."
PFR-B2050-09,B2050,Polycentric Adaptive Basin,2050,POP-ZONE-39063,POP-ZONE-39147,polycentric_adaptive_interface,county_pair,CURRENT FACT (2026 baseline): Phase 11B provides generalized county-scale residence/workplace and dependency context; it does not establish a future flow.,SCENARIO ASSUMPTION: 2050 intermediate trajectory relationship among existing settlement and employment interfaces; no exact movement or service-territory assignment.,"SCENARIO CONSEQUENCE: multiple centers exchange functions through adaptive, nonuniform interfaces; redundancy and local variation remain.","Commuting is not migration; this relationship is not an individual movement path, migration count, or freight route.",S11C-BASELINE-11B;S11C-NETWORK,S11C-B2050-01,limited,fictional,scenario,explicit qualitative scenario interface; not a documented future route or flow,false,"Spatial scale is a generalized county pair. No population total, household total, housing-unit total, worker count, job count, commuter count, probability, or vulnerability score is assigned."
PFR-B2050-10,B2050,Polycentric Adaptive Basin,2050,POP-ZONE-39063,POP-ZONE-39137,polycentric_adaptive_interface,county_pair,CURRENT FACT (2026 baseline): Phase 11B provides generalized county-scale residence/workplace and dependency context; it does not establish a future flow.,SCENARIO ASSUMPTION: 2050 intermediate trajectory relationship among existing settlement and employment interfaces; no exact movement or service-territory assignment.,"SCENARIO CONSEQUENCE: multiple centers exchange functions through adaptive, nonuniform interfaces; redundancy and local variation remain.","Commuting is not migration; this relationship is not an individual movement path, migration count, or freight route.",S11C-BASELINE-11B;S11C-NETWORK,S11C-B2050-01,limited,fictional,scenario,explicit qualitative scenario interface; not a documented future route or flow,false,"Spatial scale is a generalized county pair. No population total, household total, housing-unit total, worker count, job count, commuter count, probability, or vulnerability score is assigned."
PFR-B2050-11,B2050,Polycentric Adaptive Basin,2050,POP-ZONE-26115,POP-ZONE-26091,polycentric_adaptive_interface,county_pair,CURRENT FACT (2026 baseline): Phase 11B provides generalized county-scale residence/workplace and dependency context; it does not establish a future flow.,SCENARIO ASSUMPTION: 2050 intermediate trajectory relationship among existing settlement and employment interfaces; no exact movement or service-territory assignment.,"SCENARIO CONSEQUENCE: multiple centers exchange functions through adaptive, nonuniform interfaces; redundancy and local variation remain.","Commuting is not migration; this relationship is not an individual movement path, migration count, or freight route.",S11C-BASELINE-11B;S11C-NETWORK,S11C-B2050-01,limited,fictional,scenario,explicit qualitative scenario interface; not a documented future route or flow,false,"Spatial scale is a generalized county pair. No population total, household total, housing-unit total, worker count, job count, commuter count, probability, or vulnerability score is assigned."
PFR-B2050-12,B2050,Polycentric Adaptive Basin,2050,POP-ZONE-18003,POP-ZONE-18033,polycentric_adaptive_interface,county_pair,CURRENT FACT (2026 baseline): Phase 11B provides generalized county-scale residence/workplace and dependency context; it does not establish a future flow.,SCENARIO ASSUMPTION: 2050 intermediate trajectory relationship among existing settlement and employment interfaces; no exact movement or service-territory assignment.,"SCENARIO CONSEQUENCE: multiple centers exchange functions through adaptive, nonuniform interfaces; redundancy and local variation remain.","Commuting is not migration; this relationship is not an individual movement path, migration count, or freight route.",S11C-BASELINE-11B;S11C-NETWORK,S11C-B2050-01,limited,fictional,scenario,explicit qualitative scenario interface; not a documented future route or flow,false,"Spatial scale is a generalized county pair. No population total, household total, housing-unit total, worker count, job count, commuter count, probability, or vulnerability score is assigned."
PFR-B2050-13,B2050,Polycentric Adaptive Basin,2050,POP-ZONE-18003,POP-ZONE-18151,polycentric_adaptive_interface,county_pair,CURRENT FACT (2026 baseline): Phase 11B provides generalized county-scale residence/workplace and dependency context; it does not establish a future flow.,SCENARIO ASSUMPTION: 2050 intermediate trajectory relationship among existing settlement and employment interfaces; no exact movement or service-territory assignment.,"SCENARIO CONSEQUENCE: multiple centers exchange functions through adaptive, nonuniform interfaces; redundancy and local variation remain.","Commuting is not migration; this relationship is not an individual movement path, migration count, or freight route.",S11C-BASELINE-11B;S11C-NETWORK,S11C-B2050-01,limited,fictional,scenario,explicit qualitative scenario interface; not a documented future route or flow,false,"Spatial scale is a generalized county pair. No population total, household total, housing-unit total, worker count, job count, commuter count, probability, or vulnerability score is assigned."
PFR-B2050-14,B2050,Polycentric Adaptive Basin,2050,POP-ZONE-39051,POP-ZONE-39039,polycentric_adaptive_interface,county_pair,CURRENT FACT (2026 baseline): Phase 11B provides generalized county-scale residence/workplace and dependency context; it does not establish a future flow.,SCENARIO ASSUMPTION: 2050 intermediate trajectory relationship among existing settlement and employment interfaces; no exact movement or service-territory assignment.,"SCENARIO CONSEQUENCE: multiple centers exchange functions through adaptive, nonuniform interfaces; redundancy and local variation remain.","Commuting is not migration; this relationship is not an individual movement path, migration count, or freight route.",S11C-BASELINE-11B;S11C-NETWORK,S11C-B2050-01,limited,fictional,scenario,explicit qualitative scenario interface; not a documented future route or flow,false,"Spatial scale is a generalized county pair. No population total, household total, housing-unit total, worker count, job count, commuter count, probability, or vulnerability score is assigned."
PFR-B2050-15,B2050,Polycentric Adaptive Basin,2050,POP-ZONE-39051,POP-ZONE-39095,polycentric_adaptive_interface,county_pair,CURRENT FACT (2026 baseline): Phase 11B provides generalized county-scale residence/workplace and dependency context; it does not establish a future flow.,SCENARIO ASSUMPTION: 2050 intermediate trajectory relationship among existing settlement and employment interfaces; no exact movement or service-territory assignment.,"SCENARIO CONSEQUENCE: multiple centers exchange functions through adaptive, nonuniform interfaces; redundancy and local variation remain.","Commuting is not migration; this relationship is not an individual movement path, migration count, or freight route.",S11C-BASELINE-11B;S11C-NETWORK,S11C-B2050-01,limited,fictional,scenario,explicit qualitative scenario interface; not a documented future route or flow,false,"Spatial scale is a generalized county pair. No population total, household total, housing-unit total, worker count, job count, commuter count, probability, or vulnerability score is assigned."
PFR-B2050-16,B2050,Polycentric Adaptive Basin,2050,POP-ZONE-39143,POP-ZONE-39123,polycentric_adaptive_interface,county_pair,CURRENT FACT (2026 baseline): Phase 11B provides generalized county-scale residence/workplace and dependency context; it does not establish a future flow.,SCENARIO ASSUMPTION: 2050 intermediate trajectory relationship among existing settlement and employment interfaces; no exact movement or service-territory assignment.,"SCENARIO CONSEQUENCE: multiple centers exchange functions through adaptive, nonuniform interfaces; redundancy and local variation remain.","Commuting is not migration; this relationship is not an individual movement path, migration count, or freight route.",S11C-BASELINE-11B;S11C-NETWORK,S11C-B2050-01,limited,fictional,scenario,explicit qualitative scenario interface; not a documented future route or flow,false,"Spatial scale is a generalized county pair. No population total, household total, housing-unit total, worker count, job count, commuter count, probability, or vulnerability score is assigned."
PFR-B2050-17,B2050,Polycentric Adaptive Basin,2050,POP-ZONE-39161,POP-ZONE-39173,polycentric_adaptive_interface,county_pair,CURRENT FACT (2026 baseline): Phase 11B provides generalized county-scale residence/workplace and dependency context; it does not establish a future flow.,SCENARIO ASSUMPTION: 2050 intermediate trajectory relationship among existing settlement and employment interfaces; no exact movement or service-territory assignment.,"SCENARIO CONSEQUENCE: multiple centers exchange functions through adaptive, nonuniform interfaces; redundancy and local variation remain.","Commuting is not migration; this relationship is not an individual movement path, migration count, or freight route.",S11C-BASELINE-11B;S11C-NETWORK,S11C-B2050-01,limited,fictional,scenario,explicit qualitative scenario interface; not a documented future route or flow,false,"Spatial scale is a generalized county pair. No population total, household total, housing-unit total, worker count, job count, commuter count, probability, or vulnerability score is assigned."
PFR-B2050-18,B2050,Polycentric Adaptive Basin,2050,POP-ZONE-39171,POP-ZONE-39039,polycentric_adaptive_interface,county_pair,CURRENT FACT (2026 baseline): Phase 11B provides generalized county-scale residence/workplace and dependency context; it does not establish a future flow.,SCENARIO ASSUMPTION: 2050 intermediate trajectory relationship among existing settlement and employment interfaces; no exact movement or service-territory assignment.,"SCENARIO CONSEQUENCE: multiple centers exchange functions through adaptive, nonuniform interfaces; redundancy and local variation remain.","Commuting is not migration; this relationship is not an individual movement path, migration count, or freight route.",S11C-BASELINE-11B;S11C-NETWORK,S11C-B2050-01,limited,fictional,scenario,explicit qualitative scenario interface; not a documented future route or flow,false,"Spatial scale is a generalized county pair. No population total, household total, housing-unit total, worker count, job count, commuter count, probability, or vulnerability score is assigned."
PFR-B2075-01,B2075,Polycentric Adaptive Basin,2075,POP-ZONE-39095,POP-ZONE-39173,polycentric_adaptive_interface,county_pair,CURRENT FACT (2026 baseline): Phase 11B provides generalized county-scale residence/workplace and dependency context; it does not establish a future flow.,SCENARIO ASSUMPTION: 2075 matured or diverged state relationship among existing settlement and employment interfaces; no exact movement or service-territory assignment.,"SCENARIO CONSEQUENCE: multiple centers exchange functions through adaptive, nonuniform interfaces; redundancy and local variation remain.","Commuting is not migration; this relationship is not an individual movement path, migration count, or freight route.",S11C-BASELINE-11B;S11C-NETWORK,S11C-B2075-01,limited,fictional,scenario,explicit qualitative scenario interface; not a documented future route or flow,false,"Spatial scale is a generalized county pair. No population total, household total, housing-unit total, worker count, job count, commuter count, probability, or vulnerability score is assigned."
PFR-B2075-02,B2075,Polycentric Adaptive Basin,2075,POP-ZONE-39095,POP-ZONE-39063,polycentric_adaptive_interface,county_pair,CURRENT FACT (2026 baseline): Phase 11B provides generalized county-scale residence/workplace and dependency context; it does not establish a future flow.,SCENARIO ASSUMPTION: 2075 matured or diverged state relationship among existing settlement and employment interfaces; no exact movement or service-territory assignment.,"SCENARIO CONSEQUENCE: multiple centers exchange functions through adaptive, nonuniform interfaces; redundancy and local variation remain.","Commuting is not migration; this relationship is not an individual movement path, migration count, or freight route.",S11C-BASELINE-11B;S11C-NETWORK,S11C-B2075-01,limited,fictional,scenario,explicit qualitative scenario interface; not a documented future route or flow,false,"Spatial scale is a generalized county pair. No population total, household total, housing-unit total, worker count, job count, commuter count, probability, or vulnerability score is assigned."
PFR-B2075-03,B2075,Polycentric Adaptive Basin,2075,POP-ZONE-39095,POP-ZONE-26115,polycentric_adaptive_interface,county_pair,CURRENT FACT (2026 baseline): Phase 11B provides generalized county-scale residence/workplace and dependency context; it does not establish a future flow.,SCENARIO ASSUMPTION: 2075 matured or diverged state relationship among existing settlement and employment interfaces; no exact movement or service-territory assignment.,"SCENARIO CONSEQUENCE: multiple centers exchange functions through adaptive, nonuniform interfaces; redundancy and local variation remain.","Commuting is not migration; this relationship is not an individual movement path, migration count, or freight route.",S11C-BASELINE-11B;S11C-NETWORK,S11C-B2075-01,limited,fictional,scenario,explicit qualitative scenario interface; not a documented future route or flow,false,"Spatial scale is a generalized county pair. No population total, household total, housing-unit total, worker count, job count, commuter count, probability, or vulnerability score is assigned."
PFR-B2075-04,B2075,Polycentric Adaptive Basin,2075,POP-ZONE-39095,POP-ZONE-18003,polycentric_adaptive_interface,county_pair,CURRENT FACT (2026 baseline): Phase 11B provides generalized county-scale residence/workplace and dependency context; it does not establish a future flow.,SCENARIO ASSUMPTION: 2075 matured or diverged state relationship among existing settlement and employment interfaces; no exact movement or service-territory assignment.,"SCENARIO CONSEQUENCE: multiple centers exchange functions through adaptive, nonuniform interfaces; redundancy and local variation remain.","Commuting is not migration; this relationship is not an individual movement path, migration count, or freight route.",S11C-BASELINE-11B;S11C-NETWORK,S11C-B2075-01,limited,fictional,scenario,explicit qualitative scenario interface; not a documented future route or flow,false,"Spatial scale is a generalized county pair. No population total, household total, housing-unit total, worker count, job count, commuter count, probability, or vulnerability score is assigned."
PFR-B2075-05,B2075,Polycentric Adaptive Basin,2075,POP-ZONE-39095,POP-ZONE-39069,polycentric_adaptive_interface,county_pair,CURRENT FACT (2026 baseline): Phase 11B provides generalized county-scale residence/workplace and dependency context; it does not establish a future flow.,SCENARIO ASSUMPTION: 2075 matured or diverged state relationship among existing settlement and employment interfaces; no exact movement or service-territory assignment.,"SCENARIO CONSEQUENCE: multiple centers exchange functions through adaptive, nonuniform interfaces; redundancy and local variation remain.","Commuting is not migration; this relationship is not an individual movement path, migration count, or freight route.",S11C-BASELINE-11B;S11C-NETWORK,S11C-B2075-01,limited,fictional,scenario,explicit qualitative scenario interface; not a documented future route or flow,false,"Spatial scale is a generalized county pair. No population total, household total, housing-unit total, worker count, job count, commuter count, probability, or vulnerability score is assigned."
PFR-B2075-06,B2075,Polycentric Adaptive Basin,2075,POP-ZONE-39095,POP-ZONE-39123,polycentric_adaptive_interface,county_pair,CURRENT FACT (2026 baseline): Phase 11B provides generalized county-scale residence/workplace and dependency context; it does not establish a future flow.,SCENARIO ASSUMPTION: 2075 matured or diverged state relationship among existing settlement and employment interfaces; no exact movement or service-territory assignment.,"SCENARIO CONSEQUENCE: multiple centers exchange functions through adaptive, nonuniform interfaces; redundancy and local variation remain.","Commuting is not migration; this relationship is not an individual movement path, migration count, or freight route.",S11C-BASELINE-11B;S11C-NETWORK,S11C-B2075-01,limited,fictional,scenario,explicit qualitative scenario interface; not a documented future route or flow,false,"Spatial scale is a generalized county pair. No population total, household total, housing-unit total, worker count, job count, commuter count, probability, or vulnerability score is assigned."
PFR-B2075-07,B2075,Polycentric Adaptive Basin,2075,POP-ZONE-39173,POP-ZONE-39143,polycentric_adaptive_interface,county_pair,CURRENT FACT (2026 baseline): Phase 11B provides generalized county-scale residence/workplace and dependency context; it does not establish a future flow.,SCENARIO ASSUMPTION: 2075 matured or diverged state relationship among existing settlement and employment interfaces; no exact movement or service-territory assignment.,"SCENARIO CONSEQUENCE: multiple centers exchange functions through adaptive, nonuniform interfaces; redundancy and local variation remain.","Commuting is not migration; this relationship is not an individual movement path, migration count, or freight route.",S11C-BASELINE-11B;S11C-NETWORK,S11C-B2075-01,limited,fictional,scenario,explicit qualitative scenario interface; not a documented future route or flow,false,"Spatial scale is a generalized county pair. No population total, household total, housing-unit total, worker count, job count, commuter count, probability, or vulnerability score is assigned."
PFR-B2075-08,B2075,Polycentric Adaptive Basin,2075,POP-ZONE-39173,POP-ZONE-39063,polycentric_adaptive_interface,county_pair,CURRENT FACT (2026 baseline): Phase 11B provides generalized county-scale residence/workplace and dependency context; it does not establish a future flow.,SCENARIO ASSUMPTION: 2075 matured or diverged state relationship among existing settlement and employment interfaces; no exact movement or service-territory assignment.,"SCENARIO CONSEQUENCE: multiple centers exchange functions through adaptive, nonuniform interfaces; redundancy and local variation remain.","Commuting is not migration; this relationship is not an individual movement path, migration count, or freight route.",S11C-BASELINE-11B;S11C-NETWORK,S11C-B2075-01,limited,fictional,scenario,explicit qualitative scenario interface; not a documented future route or flow,false,"Spatial scale is a generalized county pair. No population total, household total, housing-unit total, worker count, job count, commuter count, probability, or vulnerability score is assigned."
PFR-B2075-09,B2075,Polycentric Adaptive Basin,2075,POP-ZONE-39063,POP-ZONE-39147,polycentric_adaptive_interface,county_pair,CURRENT FACT (2026 baseline): Phase 11B provides generalized county-scale residence/workplace and dependency context; it does not establish a future flow.,SCENARIO ASSUMPTION: 2075 matured or diverged state relationship among existing settlement and employment interfaces; no exact movement or service-territory assignment.,"SCENARIO CONSEQUENCE: multiple centers exchange functions through adaptive, nonuniform interfaces; redundancy and local variation remain.","Commuting is not migration; this relationship is not an individual movement path, migration count, or freight route.",S11C-BASELINE-11B;S11C-NETWORK,S11C-B2075-01,limited,fictional,scenario,explicit qualitative scenario interface; not a documented future route or flow,false,"Spatial scale is a generalized county pair. No population total, household total, housing-unit total, worker count, job count, commuter count, probability, or vulnerability score is assigned."
PFR-B2075-10,B2075,Polycentric Adaptive Basin,2075,POP-ZONE-39063,POP-ZONE-39137,polycentric_adaptive_interface,county_pair,CURRENT FACT (2026 baseline): Phase 11B provides generalized county-scale residence/workplace and dependency context; it does not establish a future flow.,SCENARIO ASSUMPTION: 2075 matured or diverged state relationship among existing settlement and employment interfaces; no exact movement or service-territory assignment.,"SCENARIO CONSEQUENCE: multiple centers exchange functions through adaptive, nonuniform interfaces; redundancy and local variation remain.","Commuting is not migration; this relationship is not an individual movement path, migration count, or freight route.",S11C-BASELINE-11B;S11C-NETWORK,S11C-B2075-01,limited,fictional,scenario,explicit qualitative scenario interface; not a documented future route or flow,false,"Spatial scale is a generalized county pair. No population total, household total, housing-unit total, worker count, job count, commuter count, probability, or vulnerability score is assigned."
PFR-B2075-11,B2075,Polycentric Adaptive Basin,2075,POP-ZONE-26115,POP-ZONE-26091,polycentric_adaptive_interface,county_pair,CURRENT FACT (2026 baseline): Phase 11B provides generalized county-scale residence/workplace and dependency context; it does not establish a future flow.,SCENARIO ASSUMPTION: 2075 matured or diverged state relationship among existing settlement and employment interfaces; no exact movement or service-territory assignment.,"SCENARIO CONSEQUENCE: multiple centers exchange functions through adaptive, nonuniform interfaces; redundancy and local variation remain.","Commuting is not migration; this relationship is not an individual movement path, migration count, or freight route.",S11C-BASELINE-11B;S11C-NETWORK,S11C-B2075-01,limited,fictional,scenario,explicit qualitative scenario interface; not a documented future route or flow,false,"Spatial scale is a generalized county pair. No population total, household total, housing-unit total, worker count, job count, commuter count, probability, or vulnerability score is assigned."
PFR-B2075-12,B2075,Polycentric Adaptive Basin,2075,POP-ZONE-18003,POP-ZONE-18033,polycentric_adaptive_interface,county_pair,CURRENT FACT (2026 baseline): Phase 11B provides generalized county-scale residence/workplace and dependency context; it does not establish a future flow.,SCENARIO ASSUMPTION: 2075 matured or diverged state relationship among existing settlement and employment interfaces; no exact movement or service-territory assignment.,"SCENARIO CONSEQUENCE: multiple centers exchange functions through adaptive, nonuniform interfaces; redundancy and local variation remain.","Commuting is not migration; this relationship is not an individual movement path, migration count, or freight route.",S11C-BASELINE-11B;S11C-NETWORK,S11C-B2075-01,limited,fictional,scenario,explicit qualitative scenario interface; not a documented future route or flow,false,"Spatial scale is a generalized county pair. No population total, household total, housing-unit total, worker count, job count, commuter count, probability, or vulnerability score is assigned."
PFR-B2075-13,B2075,Polycentric Adaptive Basin,2075,POP-ZONE-18003,POP-ZONE-18151,polycentric_adaptive_interface,county_pair,CURRENT FACT (2026 baseline): Phase 11B provides generalized county-scale residence/workplace and dependency context; it does not establish a future flow.,SCENARIO ASSUMPTION: 2075 matured or diverged state relationship among existing settlement and employment interfaces; no exact movement or service-territory assignment.,"SCENARIO CONSEQUENCE: multiple centers exchange functions through adaptive, nonuniform interfaces; redundancy and local variation remain.","Commuting is not migration; this relationship is not an individual movement path, migration count, or freight route.",S11C-BASELINE-11B;S11C-NETWORK,S11C-B2075-01,limited,fictional,scenario,explicit qualitative scenario interface; not a documented future route or flow,false,"Spatial scale is a generalized county pair. No population total, household total, housing-unit total, worker count, job count, commuter count, probability, or vulnerability score is assigned."
PFR-B2075-14,B2075,Polycentric Adaptive Basin,2075,POP-ZONE-39051,POP-ZONE-39039,polycentric_adaptive_interface,county_pair,CURRENT FACT (2026 baseline): Phase 11B provides generalized county-scale residence/workplace and dependency context; it does not establish a future flow.,SCENARIO ASSUMPTION: 2075 matured or diverged state relationship among existing settlement and employment interfaces; no exact movement or service-territory assignment.,"SCENARIO CONSEQUENCE: multiple centers exchange functions through adaptive, nonuniform interfaces; redundancy and local variation remain.","Commuting is not migration; this relationship is not an individual movement path, migration count, or freight route.",S11C-BASELINE-11B;S11C-NETWORK,S11C-B2075-01,limited,fictional,scenario,explicit qualitative scenario interface; not a documented future route or flow,false,"Spatial scale is a generalized county pair. No population total, household total, housing-unit total, worker count, job count, commuter count, probability, or vulnerability score is assigned."
