routing_id,from_huc12,to_huc12,routing_precedence,routing_basis,physical_geometry,source_authority,source_generation,confidence,qa_status,replacement_ids,replacement_feature_types,unresolved_category,observed_3dhp_downstream_huc12,explanation
WTR-HUC-ROUTE-041000040105,041000040105,041000040106,2,official_3dhp_connector,False,USGS,migrated_nhd,high,REPLACED_AUTHORITATIVE_CONNECTOR,8I4AG;DWNVA,Channel Line;Waterbody Connector,,,Authoritative 3DHP topology or a forward-directed same-feature crossing uses a non-watercourse connector class.
WTR-HUC-ROUTE-041000040106,041000040106,041000040205,2,official_3dhp_connector,False,USGS,migrated_nhd,high,REPLACED_AUTHORITATIVE_CONNECTOR,5J6FA;8I4AG;DI2R7,Waterbody Connector,,,Authoritative 3DHP topology or a forward-directed same-feature crossing uses a non-watercourse connector class.
WTR-HUC-ROUTE-041000040201,041000040201,041000040205,2,official_3dhp_connector,False,USGS,migrated_nhd,high,REPLACED_AUTHORITATIVE_CONNECTOR,FE88F;G2L2Z,Waterbody Connector,,,Authoritative 3DHP topology or a forward-directed same-feature crossing uses a non-watercourse connector class.
WTR-HUC-ROUTE-041000040203,041000040203,041000040204,1,physical_3dhp,True,USGS,migrated_nhd,high,REPLACED_PHYSICAL,C5GEX;FNYDV,Channel Line,,,Authoritative 3DHP topology or a forward-directed same-feature HUC crossing provides physical geometry.
WTR-HUC-ROUTE-041000040204,041000040204,041000040205,2,official_3dhp_connector,False,USGS,migrated_nhd,high,REPLACED_AUTHORITATIVE_CONNECTOR,BQUCY,Waterbody Connector,,,Authoritative 3DHP topology or a forward-directed same-feature crossing uses a non-watercourse connector class.
WTR-HUC-ROUTE-041000040205,041000040205,041000040303,2,official_3dhp_connector,False,USGS,migrated_nhd,high,REPLACED_AUTHORITATIVE_CONNECTOR,BVP2N;H0N9C,Waterbody Connector,,,Authoritative 3DHP topology or a forward-directed same-feature crossing uses a non-watercourse connector class.
WTR-HUC-ROUTE-041000040301,041000040301,041000040302,1,physical_3dhp,True,USGS,migrated_nhd,high,REPLACED_PHYSICAL,13G4G;FJ341,Channel Line,,,Authoritative 3DHP topology or a forward-directed same-feature HUC crossing provides physical geometry.
WTR-HUC-ROUTE-041000040303,041000040303,041000040305,2,official_3dhp_connector,False,USGS,migrated_nhd,high,REPLACED_AUTHORITATIVE_CONNECTOR,8WQ5U;DI2RA,Waterbody Connector,,,Authoritative 3DHP topology or a forward-directed same-feature crossing uses a non-watercourse connector class.
WTR-HUC-ROUTE-041000050205,041000050205,041000050207,2,official_3dhp_connector,False,USGS,migrated_nhd,high,REPLACED_AUTHORITATIVE_CONNECTOR,70NGL;9BC4T;FXPEE,Waterbody Connector,,,Authoritative 3DHP topology or a forward-directed same-feature crossing uses a non-watercourse connector class.
WTR-HUC-ROUTE-041000050206,041000050206,041000050207,2,official_3dhp_connector,False,USGS,migrated_nhd,high,REPLACED_AUTHORITATIVE_CONNECTOR,3X2CO;88ESD,Channel Line;Waterbody Connector,,,Authoritative 3DHP topology or a forward-directed same-feature crossing uses a non-watercourse connector class.
WTR-HUC-ROUTE-041000050207,041000050207,041000050208,2,official_3dhp_connector,False,USGS,migrated_nhd,high,REPLACED_AUTHORITATIVE_CONNECTOR,1WGLG;DRSBP;EPUXI,Waterbody Connector,,,Authoritative 3DHP topology or a forward-directed same-feature crossing uses a non-watercourse connector class.
WTR-HUC-ROUTE-041000050208,041000050208,041000090201,2,official_3dhp_connector,False,USGS,migrated_nhd,high,REPLACED_AUTHORITATIVE_CONNECTOR,1Q8LK;91L72,Waterbody Connector,,,Authoritative 3DHP topology or a forward-directed same-feature crossing uses a non-watercourse connector class.
WTR-HUC-ROUTE-041000060203,041000060203,041000060205,2,official_3dhp_connector,False,USGS,migrated_nhd,high,REPLACED_AUTHORITATIVE_CONNECTOR,49UJ1;6U140;B7EUI;D8CZP,Channel Line;Waterbody Connector,,,Authoritative 3DHP topology or a forward-directed same-feature crossing uses a non-watercourse connector class.
WTR-HUC-ROUTE-041000060205,041000060205,041000060301,2,official_3dhp_connector,False,USGS,migrated_nhd,high,REPLACED_AUTHORITATIVE_CONNECTOR,FJ34B;GC9ZC,Waterbody Connector,,,Authoritative 3DHP topology or a forward-directed same-feature crossing uses a non-watercourse connector class.
WTR-HUC-ROUTE-041000060301,041000060301,041000060303,2,official_3dhp_connector,False,USGS,migrated_nhd,high,REPLACED_AUTHORITATIVE_CONNECTOR,AE7F;B7EU5;FST1W;H0N8T,Channel Line;Waterbody Connector,,,Authoritative 3DHP topology or a forward-directed same-feature crossing uses a non-watercourse connector class.
WTR-HUC-ROUTE-041000060603,041000060603,041000060604,2,official_3dhp_connector,False,USGS,migrated_nhd,high,REPLACED_AUTHORITATIVE_CONNECTOR,BH50L;CTR5U,Channel Line;Waterbody Connector,,,Authoritative 3DHP topology or a forward-directed same-feature crossing uses a non-watercourse connector class.
WTR-HUC-ROUTE-041000070102,041000070102,041000070103,3,project_inference,False,project / USGS WBD tohuc,,low,UNRESOLVED,,,ambiguous_huc_outlet,41000070105.0,"Native 3DHP transitions assigned from 041000070102 lead to 041000070105 rather than WBD target 041000070103, and no forward same-feature crossing confirms the WBD pair. Retain it as an abstract routing relationship pending local outlet review."
WTR-HUC-ROUTE-041000060604,041000060604,041000090201,2,official_3dhp_connector,False,USGS,migrated_nhd,high,REPLACED_AUTHORITATIVE_CONNECTOR,1WGKP;FST1Z,Waterbody Connector,,,Authoritative 3DHP topology or a forward-directed same-feature crossing uses a non-watercourse connector class.
WTR-HUC-ROUTE-041000070101,041000070101,041000070103,1,physical_3dhp,True,USGS,migrated_nhd,high,REPLACED_PHYSICAL,1D4EJ;46RAU;7OYE5,Channel Line,,,Authoritative 3DHP topology or a forward-directed same-feature HUC crossing provides physical geometry.
WTR-HUC-ROUTE-041000070103,041000070103,041000070105,2,official_3dhp_connector,False,USGS,migrated_nhd,high,REPLACED_AUTHORITATIVE_CONNECTOR,7K3OB;GH4P4,Waterbody Connector,,,Authoritative 3DHP topology or a forward-directed same-feature crossing uses a non-watercourse connector class.
WTR-HUC-ROUTE-041000070104,041000070104,041000070105,2,official_3dhp_connector,False,USGS,migrated_nhd,high,REPLACED_AUTHORITATIVE_CONNECTOR,21AC5;2AYX0,Channel Line;Waterbody Connector,,,Authoritative 3DHP topology or a forward-directed same-feature crossing uses a non-watercourse connector class.
WTR-HUC-ROUTE-041000070105,041000070105,041000070202,2,official_3dhp_connector,False,USGS,migrated_nhd,high,REPLACED_AUTHORITATIVE_CONNECTOR,21AC5;7OYG6;OX3B,Waterbody Connector,,,Authoritative 3DHP topology or a forward-directed same-feature crossing uses a non-watercourse connector class.
WTR-HUC-ROUTE-041000070201,041000070201,041000070202,2,official_3dhp_connector,False,USGS,migrated_nhd,high,REPLACED_AUTHORITATIVE_CONNECTOR,FST2U,Waterbody Connector,,,Authoritative 3DHP topology or a forward-directed same-feature crossing uses a non-watercourse connector class.
WTR-HUC-ROUTE-041000070202,041000070202,041000070203,2,official_3dhp_connector,False,USGS,migrated_nhd,high,REPLACED_AUTHORITATIVE_CONNECTOR,COVR4;D3H86,Waterbody Connector,,,Authoritative 3DHP topology or a forward-directed same-feature crossing uses a non-watercourse connector class.
WTR-HUC-ROUTE-041000070203,041000070203,041000070204,2,official_3dhp_connector,False,USGS,migrated_nhd,high,REPLACED_AUTHORITATIVE_CONNECTOR,18AC6;9PXCD;C0KXU;F4HCZ,Channel Line;Waterbody Connector,,,Authoritative 3DHP topology or a forward-directed same-feature crossing uses a non-watercourse connector class.
WTR-HUC-ROUTE-041000070204,041000070204,041000070904,2,official_3dhp_connector,False,USGS,migrated_nhd,high,REPLACED_AUTHORITATIVE_CONNECTOR,54MSV;9BC1M;F9CQQ;FE856,Channel Line;Waterbody Connector,,,Authoritative 3DHP topology or a forward-directed same-feature crossing uses a non-watercourse connector class.
WTR-HUC-ROUTE-041000070306,041000070306,041000070402,2,official_3dhp_connector,False,USGS,migrated_nhd,high,REPLACED_AUTHORITATIVE_CONNECTOR,2AYUY;3DPAF;8WQ5W,Waterbody Connector,,,Authoritative 3DHP topology or a forward-directed same-feature crossing uses a non-watercourse connector class.
WTR-HUC-ROUTE-041000070501,041000070501,041000070503,2,official_3dhp_connector,False,USGS,migrated_nhd,high,REPLACED_AUTHORITATIVE_CONNECTOR,5SVUS;AXP3E,Channel Line;Waterbody Connector,,,Authoritative 3DHP topology or a forward-directed same-feature crossing uses a non-watercourse connector class.
WTR-HUC-ROUTE-041000070304,041000070304,041000070306,2,official_3dhp_connector,False,USGS,migrated_nhd,high,REPLACED_AUTHORITATIVE_CONNECTOR,41WUQ;GC9VP,Waterbody Connector,,,Authoritative 3DHP topology or a forward-directed same-feature crossing uses a non-watercourse connector class.
WTR-HUC-ROUTE-041000070301,041000070301,041000070302,1,physical_3dhp,True,USGS,migrated_nhd,high,REPLACED_PHYSICAL,4ZSPT;ASU8Q;D8CY3,Channel Line,,,Authoritative 3DHP topology or a forward-directed same-feature HUC crossing provides physical geometry.
WTR-HUC-ROUTE-041000070302,041000070302,041000070304,1,physical_3dhp,True,USGS,migrated_nhd,high,REPLACED_PHYSICAL,8RUNS;9L2DR;BVP19,Channel Line,,,Authoritative 3DHP topology or a forward-directed same-feature HUC crossing provides physical geometry.
WTR-HUC-ROUTE-041000070303,041000070303,041000070304,1,physical_3dhp,True,USGS,migrated_nhd,high,REPLACED_PHYSICAL,ANYVV,Channel Line,,,Authoritative 3DHP topology or a forward-directed same-feature HUC crossing provides physical geometry.
WTR-HUC-ROUTE-041000070305,041000070305,041000070306,2,official_3dhp_connector,False,USGS,migrated_nhd,high,REPLACED_AUTHORITATIVE_CONNECTOR,2PIHL;C5GGJ,Channel Line;Waterbody Connector,,,Authoritative 3DHP topology or a forward-directed same-feature crossing uses a non-watercourse connector class.
WTR-HUC-ROUTE-041000070401,041000070401,041000070402,3,project_inference,False,project / USGS WBD tohuc,,low,UNRESOLVED,,,ambiguous_huc_outlet,41000070306.0,"Native 3DHP transitions assigned from 041000070401 lead to 041000070306 rather than WBD target 041000070402, and no forward same-feature crossing confirms the WBD pair. Retain it as an abstract routing relationship pending local outlet review."
WTR-HUC-ROUTE-041000070402,041000070402,041000070406,2,official_3dhp_connector,False,USGS,migrated_nhd,high,REPLACED_AUTHORITATIVE_CONNECTOR,54MTO;6VS07,Waterbody Connector,,,Authoritative 3DHP topology or a forward-directed same-feature crossing uses a non-watercourse connector class.
WTR-HUC-ROUTE-041000070403,041000070403,041000070406,2,official_3dhp_connector,False,USGS,migrated_nhd,high,REPLACED_AUTHORITATIVE_CONNECTOR,7AD3Q;CMIDA,Channel Line;Waterbody Connector,,,Authoritative 3DHP topology or a forward-directed same-feature crossing uses a non-watercourse connector class.
WTR-HUC-ROUTE-041000070404,041000070404,041000070406,2,official_3dhp_connector,False,USGS,migrated_nhd,high,REPLACED_AUTHORITATIVE_CONNECTOR,4LA92;9PXET,Channel Line;Waterbody Connector,,,Authoritative 3DHP topology or a forward-directed same-feature crossing uses a non-watercourse connector class.
WTR-HUC-ROUTE-041000070405,041000070405,041000070406,2,official_3dhp_connector,False,USGS,migrated_nhd,high,REPLACED_AUTHORITATIVE_CONNECTOR,EL03K;GJMDE,Channel Line;Waterbody Connector,,,Authoritative 3DHP topology or a forward-directed same-feature crossing uses a non-watercourse connector class.
WTR-HUC-ROUTE-041000070406,041000070406,041000070503,2,official_3dhp_connector,False,USGS,migrated_nhd,high,REPLACED_AUTHORITATIVE_CONNECTOR,4LA7P;F9CQN,Waterbody Connector,,,Authoritative 3DHP topology or a forward-directed same-feature crossing uses a non-watercourse connector class.
WTR-HUC-ROUTE-041000070502,041000070502,041000070503,2,official_3dhp_connector,False,USGS,migrated_nhd,high,REPLACED_AUTHORITATIVE_CONNECTOR,2PIFZ;2UCWY,Channel Line;Waterbody Connector,,,Authoritative 3DHP topology or a forward-directed same-feature crossing uses a non-watercourse connector class.
WTR-HUC-ROUTE-041000070905,041000070905,041000070907,2,official_3dhp_connector,False,USGS,migrated_nhd,high,REPLACED_AUTHORITATIVE_CONNECTOR,5EBPR;FST3V;GVQDZ,Waterbody Connector,,,Authoritative 3DHP topology or a forward-directed same-feature crossing uses a non-watercourse connector class.
WTR-HUC-ROUTE-041000070906,041000070906,041000070907,1,physical_3dhp,True,USGS,migrated_nhd,high,REPLACED_PHYSICAL,62MBI;7TTBE;DWNR6;FNYDT,Channel Line;Waterbody Connector,,,Authoritative 3DHP topology or a forward-directed same-feature HUC crossing provides physical geometry.
WTR-HUC-ROUTE-041000080501,041000080501,041000080502,2,official_3dhp_connector,False,USGS,migrated_nhd,high,REPLACED_AUTHORITATIVE_CONNECTOR,BH4YF;D8CXH,Waterbody Connector,,,Authoritative 3DHP topology or a forward-directed same-feature crossing uses a non-watercourse connector class.
WTR-HUC-ROUTE-041000080502,041000080502,041000080506,2,official_3dhp_connector,False,USGS,migrated_nhd,high,REPLACED_AUTHORITATIVE_CONNECTOR,2AYSI;7F82J,Channel Line;Waterbody Connector,,,Authoritative 3DHP topology or a forward-directed same-feature crossing uses a non-watercourse connector class.
WTR-HUC-ROUTE-041000080503,041000080503,041000080506,2,official_3dhp_connector,False,USGS,migrated_nhd,high,REPLACED_AUTHORITATIVE_CONNECTOR,88EQV;EUQMZ,Channel Line;Waterbody Connector,,,Authoritative 3DHP topology or a forward-directed same-feature crossing uses a non-watercourse connector class.
WTR-HUC-ROUTE-041000070804,041000070804,041000070805,1,physical_3dhp,True,USGS,migrated_nhd,high,REPLACED_PHYSICAL,1RMKG;GVQDG,Channel Line,,,Authoritative 3DHP topology or a forward-directed same-feature HUC crossing provides physical geometry.
WTR-HUC-ROUTE-041000070805,041000070805,041000070806,2,official_3dhp_connector,False,USGS,migrated_nhd,high,REPLACED_AUTHORITATIVE_CONNECTOR,EZMG1;F4HCM,Waterbody Connector,,,Authoritative 3DHP topology or a forward-directed same-feature crossing uses a non-watercourse connector class.
WTR-HUC-ROUTE-041000060402,041000060402,041000060404,1,physical_3dhp,True,USGS,migrated_nhd,high,REPLACED_PHYSICAL,BH51X;CAB00;CTR5V,Channel Line,,,Authoritative 3DHP topology or a forward-directed same-feature HUC crossing provides physical geometry.
WTR-HUC-ROUTE-041000060302,041000060302,041000060303,2,official_3dhp_connector,False,USGS,migrated_nhd,high,REPLACED_AUTHORITATIVE_CONNECTOR,GH4NP,Waterbody Connector,,,Authoritative 3DHP topology or a forward-directed same-feature crossing uses a non-watercourse connector class.
WTR-HUC-ROUTE-041000060303,041000060303,041000060503,2,official_3dhp_connector,False,USGS,migrated_nhd,high,REPLACED_AUTHORITATIVE_CONNECTOR,4Q4FN;96GLB,Waterbody Connector,,,Authoritative 3DHP topology or a forward-directed same-feature crossing uses a non-watercourse connector class.
WTR-HUC-ROUTE-041000060401,041000060401,041000060402,1,physical_3dhp,True,USGS,migrated_nhd,high,REPLACED_PHYSICAL,264LR;5J6EO;C0KXB,Channel Line,,,Authoritative 3DHP topology or a forward-directed same-feature HUC crossing provides physical geometry.
WTR-HUC-ROUTE-041000060403,041000060403,041000060404,1,physical_3dhp,True,USGS,migrated_nhd,high,REPLACED_PHYSICAL,1RMJV;59HKU,Channel Line,,,Authoritative 3DHP topology or a forward-directed same-feature HUC crossing provides physical geometry.
WTR-HUC-ROUTE-041000060404,041000060404,041000060504,2,official_3dhp_connector,False,USGS,migrated_nhd,high,REPLACED_AUTHORITATIVE_CONNECTOR,1MSDM;21AG6,Channel Line;Waterbody Connector,,,Authoritative 3DHP topology or a forward-directed same-feature crossing uses a non-watercourse connector class.
WTR-HUC-ROUTE-041000060501,041000060501,041000060503,2,official_3dhp_connector,False,USGS,migrated_nhd,high,REPLACED_AUTHORITATIVE_CONNECTOR,6H6Y9;7RGB5,Channel Line;Waterbody Connector,,,Authoritative 3DHP topology or a forward-directed same-feature crossing uses a non-watercourse connector class.
WTR-HUC-ROUTE-041000060502,041000060502,041000060503,2,official_3dhp_connector,False,USGS,migrated_nhd,high,REPLACED_AUTHORITATIVE_CONNECTOR,41WYW;83JOM,Channel Line;Waterbody Connector,,,Authoritative 3DHP topology or a forward-directed same-feature crossing uses a non-watercourse connector class.
WTR-HUC-ROUTE-041000060503,041000060503,041000060504,2,official_3dhp_connector,False,USGS,migrated_nhd,high,REPLACED_AUTHORITATIVE_CONNECTOR,2AYXF;41WYW;6QWP2,Waterbody Connector,,,Authoritative 3DHP topology or a forward-directed same-feature crossing uses a non-watercourse connector class.
WTR-HUC-ROUTE-041000060504,041000060504,041000060604,2,official_3dhp_connector,False,USGS,migrated_nhd,high,REPLACED_AUTHORITATIVE_CONNECTOR,1MSDM;9BC4J;D8CYC,Waterbody Connector,,,Authoritative 3DHP topology or a forward-directed same-feature crossing uses a non-watercourse connector class.
WTR-HUC-ROUTE-041000060601,041000060601,041000060602,1,physical_3dhp,True,USGS,migrated_nhd,high,REPLACED_PHYSICAL,3S8AH;F9CQ1,Channel Line,,,Authoritative 3DHP topology or a forward-directed same-feature HUC crossing provides physical geometry.
WTR-HUC-ROUTE-041000070603,041000070603,041000070604,2,official_3dhp_connector,False,USGS,migrated_nhd,high,REPLACED_AUTHORITATIVE_CONNECTOR,2PIHO;9BC5B;K2Q4,Waterbody Connector,,,Authoritative 3DHP topology or a forward-directed same-feature crossing uses a non-watercourse connector class.
WTR-HUC-ROUTE-041000070503,041000070503,041000070904,2,official_3dhp_connector,False,USGS,migrated_nhd,high,REPLACED_AUTHORITATIVE_CONNECTOR,H0N5G,Waterbody Connector,,,Authoritative 3DHP topology or a forward-directed same-feature crossing uses a non-watercourse connector class.
WTR-HUC-ROUTE-041000070601,041000070601,041000070602,1,physical_3dhp,True,USGS,migrated_nhd,high,REPLACED_PHYSICAL,5J6FE;AXP1V;H5IWK,Channel Line,,,Authoritative 3DHP topology or a forward-directed same-feature HUC crossing provides physical geometry.
WTR-HUC-ROUTE-041000070602,041000070602,041000070603,1,physical_3dhp,True,USGS,migrated_nhd,high,REPLACED_PHYSICAL,BVP0H;DMX2E;EPUYB,Channel Line,,,Authoritative 3DHP topology or a forward-directed same-feature HUC crossing provides physical geometry.
WTR-HUC-ROUTE-041000070604,041000070604,041000070806,1,physical_3dhp,True,USGS,migrated_nhd,high,REPLACED_PHYSICAL,3NE28;6M1GZ;6VS16;7K3S5,Canal;Channel Line;Waterbody Connector,,,Authoritative 3DHP topology or a forward-directed same-feature HUC crossing provides physical geometry.
WTR-HUC-ROUTE-041000071003,041000071003,041000071004,1,physical_3dhp,True,USGS,migrated_nhd,high,REPLACED_PHYSICAL,2KNU1;8MZ1X;B2JYQ,Channel Line,,,Authoritative 3DHP topology or a forward-directed same-feature HUC crossing provides physical geometry.
WTR-HUC-ROUTE-041000070701,041000070701,041000070703,1,physical_3dhp,True,USGS,migrated_nhd,high,REPLACED_PHYSICAL,8D92J;CAAZT,Channel Line,,,Authoritative 3DHP topology or a forward-directed same-feature HUC crossing provides physical geometry.
WTR-HUC-ROUTE-041000070702,041000070702,041000070703,1,physical_3dhp,True,USGS,migrated_nhd,high,REPLACED_PHYSICAL,BVP0G;H0N94,Channel Line,,,Authoritative 3DHP topology or a forward-directed same-feature HUC crossing provides physical geometry.
WTR-HUC-ROUTE-041000070703,041000070703,041000070806,2,official_3dhp_connector,False,USGS,migrated_nhd,high,REPLACED_AUTHORITATIVE_CONNECTOR,7YOJP;8MZ0Z,Channel Line;Waterbody Connector,,,Authoritative 3DHP topology or a forward-directed same-feature crossing uses a non-watercourse connector class.
WTR-HUC-ROUTE-041000070801,041000070801,041000070806,2,official_3dhp_connector,False,USGS,migrated_nhd,high,REPLACED_AUTHORITATIVE_CONNECTOR,2UCUD;3NE28,Waterbody Connector,,,Authoritative 3DHP topology or a forward-directed same-feature crossing uses a non-watercourse connector class.
WTR-HUC-ROUTE-041000070802,041000070802,041000070804,1,physical_3dhp,True,USGS,migrated_nhd,high,REPLACED_PHYSICAL,9ZN3O;A9DA7;FNYAR,Channel Line,,,Authoritative 3DHP topology or a forward-directed same-feature HUC crossing provides physical geometry.
WTR-HUC-ROUTE-041000071004,041000071004,041000071005,1,physical_3dhp,True,USGS,migrated_nhd,high,REPLACED_PHYSICAL,1WGKS;9G6RV;G2L2M;GLZ3P;OX39,Channel Line;Waterbody Connector,,,Authoritative 3DHP topology or a forward-directed same-feature HUC crossing provides physical geometry.
WTR-HUC-ROUTE-041000070907,041000070907,041000071005,2,official_3dhp_connector,False,USGS,migrated_nhd,high,REPLACED_AUTHORITATIVE_CONNECTOR,F4HBN;G7F76,Waterbody Connector,,,Authoritative 3DHP topology or a forward-directed same-feature crossing uses a non-watercourse connector class.
WTR-HUC-ROUTE-041000071001,041000071001,041000071002,3,project_inference,False,project / USGS WBD tohuc,,low,UNRESOLVED,,,complex_divergence,41000071003.0,The source HUC contains 1 native divergent flowline record and observed 3DHP transitions lead to 041000071003 rather than WBD target 041000071002. Retain the WBD relationship as abstract pending outlet-scale review.
WTR-HUC-ROUTE-041000071005,041000071005,041000071209,2,official_3dhp_connector,False,USGS,migrated_nhd,high,REPLACED_AUTHORITATIVE_CONNECTOR,8RUON;CK0EX,Waterbody Connector,,,Authoritative 3DHP topology or a forward-directed same-feature crossing uses a non-watercourse connector class.
WTR-HUC-ROUTE-041000071101,041000071101,041000071102,1,physical_3dhp,True,USGS,migrated_nhd,high,REPLACED_PHYSICAL,9G6RQ,Channel Line,,,Authoritative 3DHP topology or a forward-directed same-feature HUC crossing provides physical geometry.
WTR-HUC-ROUTE-041000080506,041000080506,041000080602,2,official_3dhp_connector,False,USGS,migrated_nhd,high,REPLACED_AUTHORITATIVE_CONNECTOR,8RUKP;BCA8N,Waterbody Connector,,,Authoritative 3DHP topology or a forward-directed same-feature crossing uses a non-watercourse connector class.
WTR-HUC-ROUTE-041000080504,041000080504,041000080506,2,official_3dhp_connector,False,USGS,migrated_nhd,high,REPLACED_AUTHORITATIVE_CONNECTOR,9L29Z;EG4CY,Channel Line;Waterbody Connector,,,Authoritative 3DHP topology or a forward-directed same-feature crossing uses a non-watercourse connector class.
WTR-HUC-ROUTE-041000080505,041000080505,041000080506,2,official_3dhp_connector,False,USGS,migrated_nhd,high,REPLACED_AUTHORITATIVE_CONNECTOR,9ZN00;GVQCK,Channel Line;Waterbody Connector,,,Authoritative 3DHP topology or a forward-directed same-feature crossing uses a non-watercourse connector class.
WTR-HUC-ROUTE-041000080601,041000080601,041000080602,2,official_3dhp_connector,False,USGS,migrated_nhd,high,REPLACED_AUTHORITATIVE_CONNECTOR,2KNUQ;3X2BG,Channel Line;Waterbody Connector,,,Authoritative 3DHP topology or a forward-directed same-feature crossing uses a non-watercourse connector class.
WTR-HUC-ROUTE-041000080602,041000080602,041000080605,2,official_3dhp_connector,False,USGS,migrated_nhd,high,REPLACED_AUTHORITATIVE_CONNECTOR,3X2BG;DD7QU;E6DIF,Waterbody Connector,,,Authoritative 3DHP topology or a forward-directed same-feature crossing uses a non-watercourse connector class.
WTR-HUC-ROUTE-041000060602,041000060602,041000060604,2,official_3dhp_connector,False,USGS,migrated_nhd,high,REPLACED_AUTHORITATIVE_CONNECTOR,9PXE8;DWNSZ,Channel Line;Waterbody Connector,,,Authoritative 3DHP topology or a forward-directed same-feature crossing uses a non-watercourse connector class.
WTR-HUC-ROUTE-041000070806,041000070806,041000071005,2,official_3dhp_connector,False,USGS,migrated_nhd,high,REPLACED_AUTHORITATIVE_CONNECTOR,BH4YX;G7F76,Waterbody Connector,,,Authoritative 3DHP topology or a forward-directed same-feature crossing uses a non-watercourse connector class.
WTR-HUC-ROUTE-041000070803,041000070803,041000070805,1,physical_3dhp,True,USGS,migrated_nhd,high,REPLACED_PHYSICAL,1RMKG;EZMC4,Channel Line,,,Authoritative 3DHP topology or a forward-directed same-feature HUC crossing provides physical geometry.
WTR-HUC-ROUTE-041000070901,041000070901,041000070903,1,physical_3dhp,True,USGS,migrated_nhd,high,REPLACED_PHYSICAL,7AD2V;8WQ60;H0N6T,Channel Line,,,Authoritative 3DHP topology or a forward-directed same-feature HUC crossing provides physical geometry.
WTR-HUC-ROUTE-041000070902,041000070902,041000070903,1,physical_3dhp,True,USGS,migrated_nhd,high,REPLACED_PHYSICAL,C0KXO;CTR3S,Channel Line,,,Authoritative 3DHP topology or a forward-directed same-feature HUC crossing provides physical geometry.
WTR-HUC-ROUTE-041000070903,041000070903,041000070904,2,official_3dhp_connector,False,USGS,migrated_nhd,high,REPLACED_AUTHORITATIVE_CONNECTOR,4Q4FD;F9CQQ,Waterbody Connector,,,Authoritative 3DHP topology or a forward-directed same-feature crossing uses a non-watercourse connector class.
WTR-HUC-ROUTE-041000071103,041000071103,041000071209,2,official_3dhp_connector,False,USGS,migrated_nhd,high,REPLACED_AUTHORITATIVE_CONNECTOR,1MSAV;1MSEJ,Channel Line;Waterbody Connector,,,Authoritative 3DHP topology or a forward-directed same-feature crossing uses a non-watercourse connector class.
WTR-HUC-ROUTE-041000071102,041000071102,041000071103,1,physical_3dhp,True,USGS,migrated_nhd,high,REPLACED_PHYSICAL,6QWNB;9G6QJ,Channel Line,,,Authoritative 3DHP topology or a forward-directed same-feature HUC crossing provides physical geometry.
WTR-HUC-ROUTE-041000071206,041000071206,041000071209,2,official_3dhp_connector,False,USGS,migrated_nhd,high,REPLACED_AUTHORITATIVE_CONNECTOR,CK0EX;GVQFT,Waterbody Connector,,,Authoritative 3DHP topology or a forward-directed same-feature crossing uses a non-watercourse connector class.
WTR-HUC-ROUTE-041000080603,041000080603,041000080605,2,official_3dhp_connector,False,USGS,migrated_nhd,high,REPLACED_AUTHORITATIVE_CONNECTOR,75HVV;7OYEC,Channel Line;Waterbody Connector,,,Authoritative 3DHP topology or a forward-directed same-feature crossing uses a non-watercourse connector class.
WTR-HUC-ROUTE-041000080604,041000080604,041000080605,2,official_3dhp_connector,False,USGS,migrated_nhd,high,REPLACED_AUTHORITATIVE_CONNECTOR,9PXCP;EB8TB,Waterbody Connector,,,Authoritative 3DHP topology or a forward-directed same-feature crossing uses a non-watercourse connector class.
WTR-HUC-ROUTE-041000080605,041000080605,041000070905,2,official_3dhp_connector,False,USGS,migrated_nhd,high,REPLACED_AUTHORITATIVE_CONNECTOR,5EBPR;8RUL2,Waterbody Connector,,,Authoritative 3DHP topology or a forward-directed same-feature crossing uses a non-watercourse connector class.
WTR-HUC-ROUTE-041000070904,041000070904,041000070905,2,official_3dhp_connector,False,USGS,migrated_nhd,high,REPLACED_AUTHORITATIVE_CONNECTOR,5O19Q;EB8VC,Waterbody Connector,,,Authoritative 3DHP topology or a forward-directed same-feature crossing uses a non-watercourse connector class.
WTR-HUC-ROUTE-041000090102,041000090102,041000090104,1,physical_nhdplus_hr_existing,True,USGS,migrated_nhd,high,ALREADY_REDUNDANT,7OY0O;CK0B4,Channel Line,,,Released NHDPlus HR order >=3 topology already contains this HUC transition.
WTR-HUC-ROUTE-041000080102,041000080102,041000080103,1,physical_3dhp,True,USGS,migrated_nhd,high,REPLACED_PHYSICAL,C5GCH;C5GDP,Channel Line,,,Authoritative 3DHP topology or a forward-directed same-feature HUC crossing provides physical geometry.
WTR-HUC-ROUTE-041000071207,041000071207,041000071209,1,physical_3dhp,True,USGS,migrated_nhd,high,REPLACED_PHYSICAL,298M1;5J6EQ;AXP34;D8CVT;WW1Q,Canal;Waterbody Connector,,,Authoritative 3DHP topology or a forward-directed same-feature HUC crossing provides physical geometry.
WTR-HUC-ROUTE-041000071208,041000071208,041000071209,2,official_3dhp_connector,False,USGS,migrated_nhd,high,REPLACED_AUTHORITATIVE_CONNECTOR,38V1E;4ZSQK,Waterbody Connector,,,Authoritative 3DHP topology or a forward-directed same-feature crossing uses a non-watercourse connector class.
