state_id,scenario_id,scenario,horizon,baseline_node_id,baseline_name,baseline_geographic_scale,baseline_settlement_class,current_fact,population_distribution_state,settlement_form_state,housing_form_state,employment_geography_state,mobility_interface_state,service_dependency_state,projection_relation,climate_migration_role,assumption_id,source_or_basis,plausibility,reality_status,canon_status,relationship_basis,numeric_future_value_adopted,notes
PFS-A2075-39123,A2075,Connected Reconcentration,2075,POP-ZONE-39123,"Ottawa County, OH",county,county_population_zone,"CURRENT FACT (2026 baseline): Ottawa County, OH is represented as a Census county-scale population-zone node with a generalized settlement context; no future value is implied.",mature connected reconcentration with selected infill and secondary-center continuity,"connected hub network with durable infill, reuse, and linked smaller centers",infill and reuse are established alongside selected new housing at connected secondary centers,"employment anchors and linked secondary centers form a connected, nonuniform geography",commuting and service interfaces are mature across connected centers; commuting remains distinct from migration,selected service investments follow the connected network while operator and territory boundaries remain unknown,EXPLICIT SCENARIO HORIZON; no official local 2075 projection and no mechanical extrapolation,"higher-uncertainty long-horizon scenario mechanism; not a migration count, causal claim, or population-growth assumption",S11C-A2075-01,S11C-BASELINE-11A;S11C-POP-PROJ-TABLES;S11C-CLIMATE,moderate,fictional,scenario,qualitative scenario delta over accepted 2026 baseline,false,"County geography is a statistical/cartographic frame, not a jurisdiction or utility service territory. Population ≠ household ≠ housing unit ≠ worker ≠ job ≠ commuter; this row carries no numeric future value. No vulnerability/EJ score or protected-class ranking is represented."
PFS-A2075-39125,A2075,Connected Reconcentration,2075,POP-ZONE-39125,"Paulding County, OH",county,county_population_zone,"CURRENT FACT (2026 baseline): Paulding County, OH is represented as a Census county-scale population-zone node with a generalized settlement context; no future value is implied.",mature connected reconcentration with selected infill and secondary-center continuity,"connected hub network with durable infill, reuse, and linked smaller centers",infill and reuse are established alongside selected new housing at connected secondary centers,"employment anchors and linked secondary centers form a connected, nonuniform geography",commuting and service interfaces are mature across connected centers; commuting remains distinct from migration,selected service investments follow the connected network while operator and territory boundaries remain unknown,EXPLICIT SCENARIO HORIZON; no official local 2075 projection and no mechanical extrapolation,"higher-uncertainty long-horizon scenario mechanism; not a migration count, causal claim, or population-growth assumption",S11C-A2075-01,S11C-BASELINE-11A;S11C-POP-PROJ-TABLES;S11C-CLIMATE,moderate,fictional,scenario,qualitative scenario delta over accepted 2026 baseline,false,"County geography is a statistical/cartographic frame, not a jurisdiction or utility service territory. Population ≠ household ≠ housing unit ≠ worker ≠ job ≠ commuter; this row carries no numeric future value. No vulnerability/EJ score or protected-class ranking is represented."
PFS-A2075-39137,A2075,Connected Reconcentration,2075,POP-ZONE-39137,"Putnam County, OH",county,county_population_zone,"CURRENT FACT (2026 baseline): Putnam County, OH is represented as a Census county-scale population-zone node with a generalized settlement context; no future value is implied.",mature connected reconcentration with selected infill and secondary-center continuity,"connected hub network with durable infill, reuse, and linked smaller centers",infill and reuse are established alongside selected new housing at connected secondary centers,"employment anchors and linked secondary centers form a connected, nonuniform geography",commuting and service interfaces are mature across connected centers; commuting remains distinct from migration,selected service investments follow the connected network while operator and territory boundaries remain unknown,EXPLICIT SCENARIO HORIZON; no official local 2075 projection and no mechanical extrapolation,"higher-uncertainty long-horizon scenario mechanism; not a migration count, causal claim, or population-growth assumption",S11C-A2075-01,S11C-BASELINE-11A;S11C-POP-PROJ-TABLES;S11C-CLIMATE,moderate,fictional,scenario,qualitative scenario delta over accepted 2026 baseline,false,"County geography is a statistical/cartographic frame, not a jurisdiction or utility service territory. Population ≠ household ≠ housing unit ≠ worker ≠ job ≠ commuter; this row carries no numeric future value. No vulnerability/EJ score or protected-class ranking is represented."
PFS-A2075-39143,A2075,Connected Reconcentration,2075,POP-ZONE-39143,"Sandusky County, OH",county,county_population_zone,"CURRENT FACT (2026 baseline): Sandusky County, OH is represented as a Census county-scale population-zone node with a generalized settlement context; no future value is implied.",mature connected reconcentration with selected infill and secondary-center continuity,"connected hub network with durable infill, reuse, and linked smaller centers",infill and reuse are established alongside selected new housing at connected secondary centers,"employment anchors and linked secondary centers form a connected, nonuniform geography",commuting and service interfaces are mature across connected centers; commuting remains distinct from migration,selected service investments follow the connected network while operator and territory boundaries remain unknown,EXPLICIT SCENARIO HORIZON; no official local 2075 projection and no mechanical extrapolation,"higher-uncertainty long-horizon scenario mechanism; not a migration count, causal claim, or population-growth assumption",S11C-A2075-01,S11C-BASELINE-11A;S11C-POP-PROJ-TABLES;S11C-CLIMATE,moderate,fictional,scenario,qualitative scenario delta over accepted 2026 baseline,false,"County geography is a statistical/cartographic frame, not a jurisdiction or utility service territory. Population ≠ household ≠ housing unit ≠ worker ≠ job ≠ commuter; this row carries no numeric future value. No vulnerability/EJ score or protected-class ranking is represented."
PFS-A2075-39147,A2075,Connected Reconcentration,2075,POP-ZONE-39147,"Seneca County, OH",county,county_population_zone,"CURRENT FACT (2026 baseline): Seneca County, OH is represented as a Census county-scale population-zone node with a generalized settlement context; no future value is implied.",mature connected reconcentration with selected infill and secondary-center continuity,"connected hub network with durable infill, reuse, and linked smaller centers",infill and reuse are established alongside selected new housing at connected secondary centers,"employment anchors and linked secondary centers form a connected, nonuniform geography",commuting and service interfaces are mature across connected centers; commuting remains distinct from migration,selected service investments follow the connected network while operator and territory boundaries remain unknown,EXPLICIT SCENARIO HORIZON; no official local 2075 projection and no mechanical extrapolation,"higher-uncertainty long-horizon scenario mechanism; not a migration count, causal claim, or population-growth assumption",S11C-A2075-01,S11C-BASELINE-11A;S11C-POP-PROJ-TABLES;S11C-CLIMATE,moderate,fictional,scenario,qualitative scenario delta over accepted 2026 baseline,false,"County geography is a statistical/cartographic frame, not a jurisdiction or utility service territory. Population ≠ household ≠ housing unit ≠ worker ≠ job ≠ commuter; this row carries no numeric future value. No vulnerability/EJ score or protected-class ranking is represented."
PFS-A2075-39161,A2075,Connected Reconcentration,2075,POP-ZONE-39161,"Van Wert County, OH",county,county_population_zone,"CURRENT FACT (2026 baseline): Van Wert County, OH is represented as a Census county-scale population-zone node with a generalized settlement context; no future value is implied.",mature connected reconcentration with selected infill and secondary-center continuity,"connected hub network with durable infill, reuse, and linked smaller centers",infill and reuse are established alongside selected new housing at connected secondary centers,"employment anchors and linked secondary centers form a connected, nonuniform geography",commuting and service interfaces are mature across connected centers; commuting remains distinct from migration,selected service investments follow the connected network while operator and territory boundaries remain unknown,EXPLICIT SCENARIO HORIZON; no official local 2075 projection and no mechanical extrapolation,"higher-uncertainty long-horizon scenario mechanism; not a migration count, causal claim, or population-growth assumption",S11C-A2075-01,S11C-BASELINE-11A;S11C-POP-PROJ-TABLES;S11C-CLIMATE,moderate,fictional,scenario,qualitative scenario delta over accepted 2026 baseline,false,"County geography is a statistical/cartographic frame, not a jurisdiction or utility service territory. Population ≠ household ≠ housing unit ≠ worker ≠ job ≠ commuter; this row carries no numeric future value. No vulnerability/EJ score or protected-class ranking is represented."
PFS-A2075-39171,A2075,Connected Reconcentration,2075,POP-ZONE-39171,"Williams County, OH",county,county_population_zone,"CURRENT FACT (2026 baseline): Williams County, OH is represented as a Census county-scale population-zone node with a generalized settlement context; no future value is implied.",mature connected reconcentration with selected infill and secondary-center continuity,"connected hub network with durable infill, reuse, and linked smaller centers",infill and reuse are established alongside selected new housing at connected secondary centers,"employment anchors and linked secondary centers form a connected, nonuniform geography",commuting and service interfaces are mature across connected centers; commuting remains distinct from migration,selected service investments follow the connected network while operator and territory boundaries remain unknown,EXPLICIT SCENARIO HORIZON; no official local 2075 projection and no mechanical extrapolation,"higher-uncertainty long-horizon scenario mechanism; not a migration count, causal claim, or population-growth assumption",S11C-A2075-01,S11C-BASELINE-11A;S11C-POP-PROJ-TABLES;S11C-CLIMATE,moderate,fictional,scenario,qualitative scenario delta over accepted 2026 baseline,false,"County geography is a statistical/cartographic frame, not a jurisdiction or utility service territory. Population ≠ household ≠ housing unit ≠ worker ≠ job ≠ commuter; this row carries no numeric future value. No vulnerability/EJ score or protected-class ranking is represented."
PFS-A2075-39173,A2075,Connected Reconcentration,2075,POP-ZONE-39173,"Wood County, OH",county,county_population_zone,"CURRENT FACT (2026 baseline): Wood County, OH is represented as a Census county-scale population-zone node with a generalized settlement context; no future value is implied.",mature connected reconcentration with selected infill and secondary-center continuity,"connected hub network with durable infill, reuse, and linked smaller centers",infill and reuse are established alongside selected new housing at connected secondary centers,"employment anchors and linked secondary centers form a connected, nonuniform geography",commuting and service interfaces are mature across connected centers; commuting remains distinct from migration,selected service investments follow the connected network while operator and territory boundaries remain unknown,EXPLICIT SCENARIO HORIZON; no official local 2075 projection and no mechanical extrapolation,"higher-uncertainty long-horizon scenario mechanism; not a migration count, causal claim, or population-growth assumption",S11C-A2075-01,S11C-BASELINE-11A;S11C-POP-PROJ-TABLES;S11C-CLIMATE,moderate,fictional,scenario,qualitative scenario delta over accepted 2026 baseline,false,"County geography is a statistical/cartographic frame, not a jurisdiction or utility service territory. Population ≠ household ≠ housing unit ≠ worker ≠ job ≠ commuter; this row carries no numeric future value. No vulnerability/EJ score or protected-class ranking is represented."
PFS-A2075-26091,A2075,Connected Reconcentration,2075,POP-ZONE-26091,"Lenawee County, MI",county,county_population_zone,"CURRENT FACT (2026 baseline): Lenawee County, MI is represented as a Census county-scale population-zone node with a generalized settlement context; no future value is implied.",mature connected reconcentration with selected infill and secondary-center continuity,"connected hub network with durable infill, reuse, and linked smaller centers",infill and reuse are established alongside selected new housing at connected secondary centers,"employment anchors and linked secondary centers form a connected, nonuniform geography",commuting and service interfaces are mature across connected centers; commuting remains distinct from migration,selected service investments follow the connected network while operator and territory boundaries remain unknown,EXPLICIT SCENARIO HORIZON; no official local 2075 projection and no mechanical extrapolation,"higher-uncertainty long-horizon scenario mechanism; not a migration count, causal claim, or population-growth assumption",S11C-A2075-01,S11C-BASELINE-11A;S11C-POP-PROJ-TABLES;S11C-CLIMATE,moderate,fictional,scenario,qualitative scenario delta over accepted 2026 baseline,false,"County geography is a statistical/cartographic frame, not a jurisdiction or utility service territory. Population ≠ household ≠ housing unit ≠ worker ≠ job ≠ commuter; this row carries no numeric future value. No vulnerability/EJ score or protected-class ranking is represented."
PFS-A2075-26115,A2075,Connected Reconcentration,2075,POP-ZONE-26115,"Monroe County, MI",county,county_population_zone,"CURRENT FACT (2026 baseline): Monroe County, MI is represented as a Census county-scale population-zone node with a generalized settlement context; no future value is implied.",mature connected reconcentration with selected infill and secondary-center continuity,"connected hub network with durable infill, reuse, and linked smaller centers",infill and reuse are established alongside selected new housing at connected secondary centers,"employment anchors and linked secondary centers form a connected, nonuniform geography",commuting and service interfaces are mature across connected centers; commuting remains distinct from migration,selected service investments follow the connected network while operator and territory boundaries remain unknown,EXPLICIT SCENARIO HORIZON; no official local 2075 projection and no mechanical extrapolation,"higher-uncertainty long-horizon scenario mechanism; not a migration count, causal claim, or population-growth assumption",S11C-A2075-01,S11C-BASELINE-11A;S11C-POP-PROJ-TABLES;S11C-CLIMATE,moderate,fictional,scenario,qualitative scenario delta over accepted 2026 baseline,false,"County geography is a statistical/cartographic frame, not a jurisdiction or utility service territory. Population ≠ household ≠ housing unit ≠ worker ≠ job ≠ commuter; this row carries no numeric future value. No vulnerability/EJ score or protected-class ranking is represented."
PFS-A2075-18003,A2075,Connected Reconcentration,2075,POP-ZONE-18003,"Allen County, IN",county,county_population_zone,"CURRENT FACT (2026 baseline): Allen County, IN is represented as a Census county-scale population-zone node with a generalized settlement context; no future value is implied.",mature connected reconcentration with selected infill and secondary-center continuity,"connected hub network with durable infill, reuse, and linked smaller centers",infill and reuse are established alongside selected new housing at connected secondary centers,"employment anchors and linked secondary centers form a connected, nonuniform geography",commuting and service interfaces are mature across connected centers; commuting remains distinct from migration,selected service investments follow the connected network while operator and territory boundaries remain unknown,EXPLICIT SCENARIO HORIZON; no official local 2075 projection and no mechanical extrapolation,"higher-uncertainty long-horizon scenario mechanism; not a migration count, causal claim, or population-growth assumption",S11C-A2075-01,S11C-BASELINE-11A;S11C-POP-PROJ-TABLES;S11C-CLIMATE,moderate,fictional,scenario,qualitative scenario delta over accepted 2026 baseline,false,"County geography is a statistical/cartographic frame, not a jurisdiction or utility service territory. Population ≠ household ≠ housing unit ≠ worker ≠ job ≠ commuter; this row carries no numeric future value. No vulnerability/EJ score or protected-class ranking is represented."
PFS-A2075-18033,A2075,Connected Reconcentration,2075,POP-ZONE-18033,"DeKalb County, IN",county,county_population_zone,"CURRENT FACT (2026 baseline): DeKalb County, IN is represented as a Census county-scale population-zone node with a generalized settlement context; no future value is implied.",mature connected reconcentration with selected infill and secondary-center continuity,"connected hub network with durable infill, reuse, and linked smaller centers",infill and reuse are established alongside selected new housing at connected secondary centers,"employment anchors and linked secondary centers form a connected, nonuniform geography",commuting and service interfaces are mature across connected centers; commuting remains distinct from migration,selected service investments follow the connected network while operator and territory boundaries remain unknown,EXPLICIT SCENARIO HORIZON; no official local 2075 projection and no mechanical extrapolation,"higher-uncertainty long-horizon scenario mechanism; not a migration count, causal claim, or population-growth assumption",S11C-A2075-01,S11C-BASELINE-11A;S11C-POP-PROJ-TABLES;S11C-CLIMATE,moderate,fictional,scenario,qualitative scenario delta over accepted 2026 baseline,false,"County geography is a statistical/cartographic frame, not a jurisdiction or utility service territory. Population ≠ household ≠ housing unit ≠ worker ≠ job ≠ commuter; this row carries no numeric future value. No vulnerability/EJ score or protected-class ranking is represented."
PFS-A2075-18151,A2075,Connected Reconcentration,2075,POP-ZONE-18151,"Steuben County, IN",county,county_population_zone,"CURRENT FACT (2026 baseline): Steuben County, IN is represented as a Census county-scale population-zone node with a generalized settlement context; no future value is implied.",mature connected reconcentration with selected infill and secondary-center continuity,"connected hub network with durable infill, reuse, and linked smaller centers",infill and reuse are established alongside selected new housing at connected secondary centers,"employment anchors and linked secondary centers form a connected, nonuniform geography",commuting and service interfaces are mature across connected centers; commuting remains distinct from migration,selected service investments follow the connected network while operator and territory boundaries remain unknown,EXPLICIT SCENARIO HORIZON; no official local 2075 projection and no mechanical extrapolation,"higher-uncertainty long-horizon scenario mechanism; not a migration count, causal claim, or population-growth assumption",S11C-A2075-01,S11C-BASELINE-11A;S11C-POP-PROJ-TABLES;S11C-CLIMATE,moderate,fictional,scenario,qualitative scenario delta over accepted 2026 baseline,false,"County geography is a statistical/cartographic frame, not a jurisdiction or utility service territory. Population ≠ household ≠ housing unit ≠ worker ≠ job ≠ commuter; this row carries no numeric future value. No vulnerability/EJ score or protected-class ranking is represented."
PFS-B2050-39039,B2050,Polycentric Adaptive Basin,2050,POP-ZONE-39039,"Defiance County, OH",county,county_population_zone,"CURRENT FACT (2026 baseline): Defiance County, OH is represented as a Census county-scale population-zone node with a generalized settlement context; no future value is implied.",relative rebalancing among several centers and adaptive town/county nodes,"polycentric centers, town networks, and adaptive corridors develop unevenly","mixed infill, incremental reuse, and locally varied housing forms",employment functions are distributed across several anchors and specialized local nodes,commuting interfaces remain cross-county and networked; commuting is not migration and no individual path is modeled,service adaptation is polycentric and negotiated across operators and jurisdictions without exact territory assignment,OFFICIAL PROJECTION CONTEXT AVAILABLE AT NATIONAL SCALE; no selected-county numeric projection adopted,high-uncertainty scenario mechanism that may alter housing and settlement demand; not a population-growth assumption,S11C-B2050-01,S11C-BASELINE-11A;S11C-POP-PROJ-TABLES;S11C-CLIMATE,moderate,fictional,scenario,qualitative scenario delta over accepted 2026 baseline,false,"County geography is a statistical/cartographic frame, not a jurisdiction or utility service territory. Population ≠ household ≠ housing unit ≠ worker ≠ job ≠ commuter; this row carries no numeric future value. No vulnerability/EJ score or protected-class ranking is represented."
PFS-B2050-39051,B2050,Polycentric Adaptive Basin,2050,POP-ZONE-39051,"Fulton County, OH",county,county_population_zone,"CURRENT FACT (2026 baseline): Fulton County, OH is represented as a Census county-scale population-zone node with a generalized settlement context; no future value is implied.",relative rebalancing among several centers and adaptive town/county nodes,"polycentric centers, town networks, and adaptive corridors develop unevenly","mixed infill, incremental reuse, and locally varied housing forms",employment functions are distributed across several anchors and specialized local nodes,commuting interfaces remain cross-county and networked; commuting is not migration and no individual path is modeled,service adaptation is polycentric and negotiated across operators and jurisdictions without exact territory assignment,OFFICIAL PROJECTION CONTEXT AVAILABLE AT NATIONAL SCALE; no selected-county numeric projection adopted,high-uncertainty scenario mechanism that may alter housing and settlement demand; not a population-growth assumption,S11C-B2050-01,S11C-BASELINE-11A;S11C-POP-PROJ-TABLES;S11C-CLIMATE,moderate,fictional,scenario,qualitative scenario delta over accepted 2026 baseline,false,"County geography is a statistical/cartographic frame, not a jurisdiction or utility service territory. Population ≠ household ≠ housing unit ≠ worker ≠ job ≠ commuter; this row carries no numeric future value. No vulnerability/EJ score or protected-class ranking is represented."
PFS-B2050-39063,B2050,Polycentric Adaptive Basin,2050,POP-ZONE-39063,"Hancock County, OH",county,county_population_zone,"CURRENT FACT (2026 baseline): Hancock County, OH is represented as a Census county-scale population-zone node with a generalized settlement context; no future value is implied.",relative rebalancing among several centers and adaptive town/county nodes,"polycentric centers, town networks, and adaptive corridors develop unevenly","mixed infill, incremental reuse, and locally varied housing forms",employment functions are distributed across several anchors and specialized local nodes,commuting interfaces remain cross-county and networked; commuting is not migration and no individual path is modeled,service adaptation is polycentric and negotiated across operators and jurisdictions without exact territory assignment,OFFICIAL PROJECTION CONTEXT AVAILABLE AT NATIONAL SCALE; no selected-county numeric projection adopted,high-uncertainty scenario mechanism that may alter housing and settlement demand; not a population-growth assumption,S11C-B2050-01,S11C-BASELINE-11A;S11C-POP-PROJ-TABLES;S11C-CLIMATE,moderate,fictional,scenario,qualitative scenario delta over accepted 2026 baseline,false,"County geography is a statistical/cartographic frame, not a jurisdiction or utility service territory. Population ≠ household ≠ housing unit ≠ worker ≠ job ≠ commuter; this row carries no numeric future value. No vulnerability/EJ score or protected-class ranking is represented."
PFS-B2050-39069,B2050,Polycentric Adaptive Basin,2050,POP-ZONE-39069,"Henry County, OH",county,county_population_zone,"CURRENT FACT (2026 baseline): Henry County, OH is represented as a Census county-scale population-zone node with a generalized settlement context; no future value is implied.",relative rebalancing among several centers and adaptive town/county nodes,"polycentric centers, town networks, and adaptive corridors develop unevenly","mixed infill, incremental reuse, and locally varied housing forms",employment functions are distributed across several anchors and specialized local nodes,commuting interfaces remain cross-county and networked; commuting is not migration and no individual path is modeled,service adaptation is polycentric and negotiated across operators and jurisdictions without exact territory assignment,OFFICIAL PROJECTION CONTEXT AVAILABLE AT NATIONAL SCALE; no selected-county numeric projection adopted,high-uncertainty scenario mechanism that may alter housing and settlement demand; not a population-growth assumption,S11C-B2050-01,S11C-BASELINE-11A;S11C-POP-PROJ-TABLES;S11C-CLIMATE,moderate,fictional,scenario,qualitative scenario delta over accepted 2026 baseline,false,"County geography is a statistical/cartographic frame, not a jurisdiction or utility service territory. Population ≠ household ≠ housing unit ≠ worker ≠ job ≠ commuter; this row carries no numeric future value. No vulnerability/EJ score or protected-class ranking is represented."
PFS-B2050-39095,B2050,Polycentric Adaptive Basin,2050,POP-ZONE-39095,"Lucas County, OH",county,county_population_zone,"CURRENT FACT (2026 baseline): Lucas County, OH is represented as a Census county-scale population-zone node with a generalized settlement context; no future value is implied.",relative rebalancing among several centers and adaptive town/county nodes,"polycentric centers, town networks, and adaptive corridors develop unevenly","mixed infill, incremental reuse, and locally varied housing forms",employment functions are distributed across several anchors and specialized local nodes,commuting interfaces remain cross-county and networked; commuting is not migration and no individual path is modeled,service adaptation is polycentric and negotiated across operators and jurisdictions without exact territory assignment,OFFICIAL PROJECTION CONTEXT AVAILABLE AT NATIONAL SCALE; no selected-county numeric projection adopted,high-uncertainty scenario mechanism that may alter housing and settlement demand; not a population-growth assumption,S11C-B2050-01,S11C-BASELINE-11A;S11C-POP-PROJ-TABLES;S11C-CLIMATE,moderate,fictional,scenario,qualitative scenario delta over accepted 2026 baseline,false,"County geography is a statistical/cartographic frame, not a jurisdiction or utility service territory. Population ≠ household ≠ housing unit ≠ worker ≠ job ≠ commuter; this row carries no numeric future value. No vulnerability/EJ score or protected-class ranking is represented."
PFS-B2050-39123,B2050,Polycentric Adaptive Basin,2050,POP-ZONE-39123,"Ottawa County, OH",county,county_population_zone,"CURRENT FACT (2026 baseline): Ottawa County, OH is represented as a Census county-scale population-zone node with a generalized settlement context; no future value is implied.",relative rebalancing among several centers and adaptive town/county nodes,"polycentric centers, town networks, and adaptive corridors develop unevenly","mixed infill, incremental reuse, and locally varied housing forms",employment functions are distributed across several anchors and specialized local nodes,commuting interfaces remain cross-county and networked; commuting is not migration and no individual path is modeled,service adaptation is polycentric and negotiated across operators and jurisdictions without exact territory assignment,OFFICIAL PROJECTION CONTEXT AVAILABLE AT NATIONAL SCALE; no selected-county numeric projection adopted,high-uncertainty scenario mechanism that may alter housing and settlement demand; not a population-growth assumption,S11C-B2050-01,S11C-BASELINE-11A;S11C-POP-PROJ-TABLES;S11C-CLIMATE,moderate,fictional,scenario,qualitative scenario delta over accepted 2026 baseline,false,"County geography is a statistical/cartographic frame, not a jurisdiction or utility service territory. Population ≠ household ≠ housing unit ≠ worker ≠ job ≠ commuter; this row carries no numeric future value. No vulnerability/EJ score or protected-class ranking is represented."
PFS-B2050-39125,B2050,Polycentric Adaptive Basin,2050,POP-ZONE-39125,"Paulding County, OH",county,county_population_zone,"CURRENT FACT (2026 baseline): Paulding County, OH is represented as a Census county-scale population-zone node with a generalized settlement context; no future value is implied.",relative rebalancing among several centers and adaptive town/county nodes,"polycentric centers, town networks, and adaptive corridors develop unevenly","mixed infill, incremental reuse, and locally varied housing forms",employment functions are distributed across several anchors and specialized local nodes,commuting interfaces remain cross-county and networked; commuting is not migration and no individual path is modeled,service adaptation is polycentric and negotiated across operators and jurisdictions without exact territory assignment,OFFICIAL PROJECTION CONTEXT AVAILABLE AT NATIONAL SCALE; no selected-county numeric projection adopted,high-uncertainty scenario mechanism that may alter housing and settlement demand; not a population-growth assumption,S11C-B2050-01,S11C-BASELINE-11A;S11C-POP-PROJ-TABLES;S11C-CLIMATE,moderate,fictional,scenario,qualitative scenario delta over accepted 2026 baseline,false,"County geography is a statistical/cartographic frame, not a jurisdiction or utility service territory. Population ≠ household ≠ housing unit ≠ worker ≠ job ≠ commuter; this row carries no numeric future value. No vulnerability/EJ score or protected-class ranking is represented."
PFS-B2050-39137,B2050,Polycentric Adaptive Basin,2050,POP-ZONE-39137,"Putnam County, OH",county,county_population_zone,"CURRENT FACT (2026 baseline): Putnam County, OH is represented as a Census county-scale population-zone node with a generalized settlement context; no future value is implied.",relative rebalancing among several centers and adaptive town/county nodes,"polycentric centers, town networks, and adaptive corridors develop unevenly","mixed infill, incremental reuse, and locally varied housing forms",employment functions are distributed across several anchors and specialized local nodes,commuting interfaces remain cross-county and networked; commuting is not migration and no individual path is modeled,service adaptation is polycentric and negotiated across operators and jurisdictions without exact territory assignment,OFFICIAL PROJECTION CONTEXT AVAILABLE AT NATIONAL SCALE; no selected-county numeric projection adopted,high-uncertainty scenario mechanism that may alter housing and settlement demand; not a population-growth assumption,S11C-B2050-01,S11C-BASELINE-11A;S11C-POP-PROJ-TABLES;S11C-CLIMATE,moderate,fictional,scenario,qualitative scenario delta over accepted 2026 baseline,false,"County geography is a statistical/cartographic frame, not a jurisdiction or utility service territory. Population ≠ household ≠ housing unit ≠ worker ≠ job ≠ commuter; this row carries no numeric future value. No vulnerability/EJ score or protected-class ranking is represented."
PFS-B2050-39143,B2050,Polycentric Adaptive Basin,2050,POP-ZONE-39143,"Sandusky County, OH",county,county_population_zone,"CURRENT FACT (2026 baseline): Sandusky County, OH is represented as a Census county-scale population-zone node with a generalized settlement context; no future value is implied.",relative rebalancing among several centers and adaptive town/county nodes,"polycentric centers, town networks, and adaptive corridors develop unevenly","mixed infill, incremental reuse, and locally varied housing forms",employment functions are distributed across several anchors and specialized local nodes,commuting interfaces remain cross-county and networked; commuting is not migration and no individual path is modeled,service adaptation is polycentric and negotiated across operators and jurisdictions without exact territory assignment,OFFICIAL PROJECTION CONTEXT AVAILABLE AT NATIONAL SCALE; no selected-county numeric projection adopted,high-uncertainty scenario mechanism that may alter housing and settlement demand; not a population-growth assumption,S11C-B2050-01,S11C-BASELINE-11A;S11C-POP-PROJ-TABLES;S11C-CLIMATE,moderate,fictional,scenario,qualitative scenario delta over accepted 2026 baseline,false,"County geography is a statistical/cartographic frame, not a jurisdiction or utility service territory. Population ≠ household ≠ housing unit ≠ worker ≠ job ≠ commuter; this row carries no numeric future value. No vulnerability/EJ score or protected-class ranking is represented."
PFS-B2050-39147,B2050,Polycentric Adaptive Basin,2050,POP-ZONE-39147,"Seneca County, OH",county,county_population_zone,"CURRENT FACT (2026 baseline): Seneca County, OH is represented as a Census county-scale population-zone node with a generalized settlement context; no future value is implied.",relative rebalancing among several centers and adaptive town/county nodes,"polycentric centers, town networks, and adaptive corridors develop unevenly","mixed infill, incremental reuse, and locally varied housing forms",employment functions are distributed across several anchors and specialized local nodes,commuting interfaces remain cross-county and networked; commuting is not migration and no individual path is modeled,service adaptation is polycentric and negotiated across operators and jurisdictions without exact territory assignment,OFFICIAL PROJECTION CONTEXT AVAILABLE AT NATIONAL SCALE; no selected-county numeric projection adopted,high-uncertainty scenario mechanism that may alter housing and settlement demand; not a population-growth assumption,S11C-B2050-01,S11C-BASELINE-11A;S11C-POP-PROJ-TABLES;S11C-CLIMATE,moderate,fictional,scenario,qualitative scenario delta over accepted 2026 baseline,false,"County geography is a statistical/cartographic frame, not a jurisdiction or utility service territory. Population ≠ household ≠ housing unit ≠ worker ≠ job ≠ commuter; this row carries no numeric future value. No vulnerability/EJ score or protected-class ranking is represented."
PFS-B2050-39161,B2050,Polycentric Adaptive Basin,2050,POP-ZONE-39161,"Van Wert County, OH",county,county_population_zone,"CURRENT FACT (2026 baseline): Van Wert County, OH is represented as a Census county-scale population-zone node with a generalized settlement context; no future value is implied.",relative rebalancing among several centers and adaptive town/county nodes,"polycentric centers, town networks, and adaptive corridors develop unevenly","mixed infill, incremental reuse, and locally varied housing forms",employment functions are distributed across several anchors and specialized local nodes,commuting interfaces remain cross-county and networked; commuting is not migration and no individual path is modeled,service adaptation is polycentric and negotiated across operators and jurisdictions without exact territory assignment,OFFICIAL PROJECTION CONTEXT AVAILABLE AT NATIONAL SCALE; no selected-county numeric projection adopted,high-uncertainty scenario mechanism that may alter housing and settlement demand; not a population-growth assumption,S11C-B2050-01,S11C-BASELINE-11A;S11C-POP-PROJ-TABLES;S11C-CLIMATE,moderate,fictional,scenario,qualitative scenario delta over accepted 2026 baseline,false,"County geography is a statistical/cartographic frame, not a jurisdiction or utility service territory. Population ≠ household ≠ housing unit ≠ worker ≠ job ≠ commuter; this row carries no numeric future value. No vulnerability/EJ score or protected-class ranking is represented."
PFS-B2050-39171,B2050,Polycentric Adaptive Basin,2050,POP-ZONE-39171,"Williams County, OH",county,county_population_zone,"CURRENT FACT (2026 baseline): Williams County, OH is represented as a Census county-scale population-zone node with a generalized settlement context; no future value is implied.",relative rebalancing among several centers and adaptive town/county nodes,"polycentric centers, town networks, and adaptive corridors develop unevenly","mixed infill, incremental reuse, and locally varied housing forms",employment functions are distributed across several anchors and specialized local nodes,commuting interfaces remain cross-county and networked; commuting is not migration and no individual path is modeled,service adaptation is polycentric and negotiated across operators and jurisdictions without exact territory assignment,OFFICIAL PROJECTION CONTEXT AVAILABLE AT NATIONAL SCALE; no selected-county numeric projection adopted,high-uncertainty scenario mechanism that may alter housing and settlement demand; not a population-growth assumption,S11C-B2050-01,S11C-BASELINE-11A;S11C-POP-PROJ-TABLES;S11C-CLIMATE,moderate,fictional,scenario,qualitative scenario delta over accepted 2026 baseline,false,"County geography is a statistical/cartographic frame, not a jurisdiction or utility service territory. Population ≠ household ≠ housing unit ≠ worker ≠ job ≠ commuter; this row carries no numeric future value. No vulnerability/EJ score or protected-class ranking is represented."
