state_id,scenario_id,scenario,horizon,archetype,baseline_dependency_id,dependency_domain,object_a,object_b,relationship_type,spatial_scale,current_fact,scenario_assumption,scenario_consequence,dependency_state,assumption_id,source_or_basis,plausibility,uncertainty,reality_status,canon_status,relationship_basis,notes
IDFD-C2050-IDB-013,C2050,Higher Transmission Opportunity / Response Strain,2050,foodborne/enteric,IDB-013,food/freight interface,EXT-FOOD-PRODUCTION,EXT-FOOD-PROCESSING,connects_food_system,regional/agricultural/bulk generalized,CURRENT FACT (2026 baseline): EXT-FOOD-PRODUCTION -> EXT-FOOD-PROCESSING is a connects_food_system interface at regional/agricultural/bulk generalized; evidence is inferred.,"SCENARIO ASSUMPTION: Mobility and freight connectivity remain consequential pathways while infrastructure disruption and access constraints increase selected interface friction; the pattern is emerging and selective, not an outbreak claim. 2050 is an intermediate trajectory in which selected environmental and infrastructure pressures widen opportunity seams while response strain begins to appear.","SCENARIO CONSEQUENCE: Selected foodborne/enteric dependencies become harder to coordinate under environmental, mobility, or infrastructure pressure, while capable local interfaces persist. Dependency change is not a disease outcome, and no local or individual inference is made.",selected_dependency_strained,IDFA-C2050-02,phase5_freight_context,exploratory,high,fictional,scenario,scenario_assumption,"Dependency state preserves the accepted native scale and does not convert infrastructure stress, mobility, or environmental change into illness or outbreak certainty."
IDFD-C2050-IDB-020,C2050,Higher Transmission Opportunity / Response Strain,2050,respiratory,IDB-020,mobility interface,EXT-MOBILITY,EXT-CONTACT-STRUCTURE,connects_contact_opportunity,county/place/generalized mobility,CURRENT FACT (2026 baseline): EXT-MOBILITY -> EXT-CONTACT-STRUCTURE is a connects_contact_opportunity interface at county/place/generalized mobility; evidence is inferred.,"SCENARIO ASSUMPTION: Mobility and freight connectivity remain consequential pathways while infrastructure disruption and access constraints increase selected interface friction; the pattern is emerging and selective, not an outbreak claim. 2050 is an intermediate trajectory in which selected environmental and infrastructure pressures widen opportunity seams while response strain begins to appear.","SCENARIO CONSEQUENCE: Selected respiratory dependencies become harder to coordinate under environmental, mobility, or infrastructure pressure, while capable local interfaces persist. Dependency change is not a disease outcome, and no local or individual inference is made.",selected_dependency_strained,IDFA-C2050-02,phase11_mobility_context,exploratory,high,fictional,scenario,scenario_assumption,"Dependency state preserves the accepted native scale and does not convert infrastructure stress, mobility, or environmental change into illness or outbreak certainty."
IDFD-C2050-IDB-026,C2050,Higher Transmission Opportunity / Response Strain,2050,zoonotic,IDB-026,population/contact interface,EXT-ANIMAL-HOSTS,DID-010,frames_animal_human_opportunity,wildlife/domestic animal/exposure investigation,CURRENT FACT (2026 baseline): EXT-ANIMAL-HOSTS -> DID-010 is a frames_animal_human_opportunity interface at wildlife/domestic animal/exposure investigation; evidence is documented.,"SCENARIO ASSUMPTION: Warmer and more variable conditions, flooding/runoff contrasts, water-system interruptions, host interfaces, and developed-edge maintenance gaps create more permissive opportunity in selected systems; this pressure is emerging and selective. 2050 is an intermediate trajectory in which selected environmental and infrastructure pressures widen opportunity seams while response strain begins to appear.","SCENARIO CONSEQUENCE: Selected zoonotic dependencies become harder to coordinate under environmental, mobility, or infrastructure pressure, while capable local interfaces persist. Dependency change is not a disease outcome, and no local or individual inference is made.",selected_dependency_strained,IDFA-C2050-01,s13_cdc_rabies,exploratory,high,fictional,scenario,scenario_assumption,"Dependency state preserves the accepted native scale and does not convert infrastructure stress, mobility, or environmental change into illness or outbreak certainty."
IDFD-C2050-IDB-033,C2050,Higher Transmission Opportunity / Response Strain,2050,healthcare/AMR,IDB-033,infrastructure dependency,EXT-INFRASTRUCTURE,EXT-HEALTHCARE,supports_service_continuity,regional/generalized infrastructure,CURRENT FACT (2026 baseline): EXT-INFRASTRUCTURE -> EXT-HEALTHCARE is a supports_service_continuity interface at regional/generalized infrastructure; evidence is inferred.,"SCENARIO ASSUMPTION: Treatment resilience, cold chain, laboratory continuity, energy, communications, and facility dependencies become more consequential where maintenance or access lags; this dependency pattern is emerging and selective. 2050 is an intermediate trajectory in which selected environmental and infrastructure pressures widen opportunity seams while response strain begins to appear.","SCENARIO CONSEQUENCE: Selected healthcare/AMR dependencies become harder to coordinate under environmental, mobility, or infrastructure pressure, while capable local interfaces persist. Dependency change is not a disease outcome, and no local or individual inference is made.",selected_dependency_strained,IDFA-C2050-05,phase3_energy_context,exploratory,high,fictional,scenario,scenario_assumption,"Dependency state preserves the accepted native scale and does not convert infrastructure stress, mobility, or environmental change into illness or outbreak certainty."
IDFD-C2075-IDB-004,C2075,Higher Transmission Opportunity / Response Strain,2075,vector-borne,IDB-004,ecological mediator,EXT-VECTOR-ECOLOGY,DID-001,frames_transmission_opportunity,county/habitat/program,CURRENT FACT (2026 baseline): EXT-VECTOR-ECOLOGY -> DID-001 is a frames_transmission_opportunity interface at county/habitat/program; evidence is inferred.,"SCENARIO ASSUMPTION: Warmer and more variable conditions, flooding/runoff contrasts, water-system interruptions, host interfaces, and developed-edge maintenance gaps create more permissive opportunity in selected systems; this pressure is institutionalized in selected interfaces. 2075 is a matured or diverged state in which selected opportunity windows and disruptions are more consequential while capable programs persist amid coordination strain.","SCENARIO CONSEQUENCE: Selected vector-borne dependencies become harder to coordinate under environmental, mobility, or infrastructure pressure, while capable local interfaces persist. Dependency change is not a disease outcome, and no local or individual inference is made.",entrenched_selected_dependency_strain,IDFA-C2075-01,phase12_vector_dependency_context,exploratory,high,fictional,scenario,scenario_assumption,"Dependency state preserves the accepted native scale and does not convert infrastructure stress, mobility, or environmental change into illness or outbreak certainty."
IDFD-C2075-IDB-010,C2075,Higher Transmission Opportunity / Response Strain,2075,waterborne/environmental,IDB-010,population/contact interface,ENV-001,DID-004,frames_exposure_opportunity,source/recreational-water/investigation,CURRENT FACT (2026 baseline): ENV-001 -> DID-004 is a frames_exposure_opportunity interface at source/recreational-water/investigation; evidence is documented.,"SCENARIO ASSUMPTION: Warmer and more variable conditions, flooding/runoff contrasts, water-system interruptions, host interfaces, and developed-edge maintenance gaps create more permissive opportunity in selected systems; this pressure is institutionalized in selected interfaces. 2075 is a matured or diverged state in which selected opportunity windows and disruptions are more consequential while capable programs persist amid coordination strain.","SCENARIO CONSEQUENCE: Selected waterborne/environmental dependencies become harder to coordinate under environmental, mobility, or infrastructure pressure, while capable local interfaces persist. Dependency change is not a disease outcome, and no local or individual inference is made.",entrenched_selected_dependency_strain,IDFA-C2075-01,s13_cdc_water_surv,exploratory,high,fictional,scenario,scenario_assumption,"Dependency state preserves the accepted native scale and does not convert infrastructure stress, mobility, or environmental change into illness or outbreak certainty."
IDFD-C2075-IDB-013,C2075,Higher Transmission Opportunity / Response Strain,2075,foodborne/enteric,IDB-013,food/freight interface,EXT-FOOD-PRODUCTION,EXT-FOOD-PROCESSING,connects_food_system,regional/agricultural/bulk generalized,CURRENT FACT (2026 baseline): EXT-FOOD-PRODUCTION -> EXT-FOOD-PROCESSING is a connects_food_system interface at regional/agricultural/bulk generalized; evidence is inferred.,"SCENARIO ASSUMPTION: Mobility and freight connectivity remain consequential pathways while infrastructure disruption and access constraints increase selected interface friction; the pattern is institutionalized in selected interfaces, not an outbreak claim. 2075 is a matured or diverged state in which selected opportunity windows and disruptions are more consequential while capable programs persist amid coordination strain.","SCENARIO CONSEQUENCE: Selected foodborne/enteric dependencies become harder to coordinate under environmental, mobility, or infrastructure pressure, while capable local interfaces persist. Dependency change is not a disease outcome, and no local or individual inference is made.",entrenched_selected_dependency_strain,IDFA-C2075-02,phase5_freight_context,exploratory,high,fictional,scenario,scenario_assumption,"Dependency state preserves the accepted native scale and does not convert infrastructure stress, mobility, or environmental change into illness or outbreak certainty."
IDFD-C2075-IDB-020,C2075,Higher Transmission Opportunity / Response Strain,2075,respiratory,IDB-020,mobility interface,EXT-MOBILITY,EXT-CONTACT-STRUCTURE,connects_contact_opportunity,county/place/generalized mobility,CURRENT FACT (2026 baseline): EXT-MOBILITY -> EXT-CONTACT-STRUCTURE is a connects_contact_opportunity interface at county/place/generalized mobility; evidence is inferred.,"SCENARIO ASSUMPTION: Mobility and freight connectivity remain consequential pathways while infrastructure disruption and access constraints increase selected interface friction; the pattern is institutionalized in selected interfaces, not an outbreak claim. 2075 is a matured or diverged state in which selected opportunity windows and disruptions are more consequential while capable programs persist amid coordination strain.","SCENARIO CONSEQUENCE: Selected respiratory dependencies become harder to coordinate under environmental, mobility, or infrastructure pressure, while capable local interfaces persist. Dependency change is not a disease outcome, and no local or individual inference is made.",entrenched_selected_dependency_strain,IDFA-C2075-02,phase11_mobility_context,exploratory,high,fictional,scenario,scenario_assumption,"Dependency state preserves the accepted native scale and does not convert infrastructure stress, mobility, or environmental change into illness or outbreak certainty."
IDFD-C2075-IDB-026,C2075,Higher Transmission Opportunity / Response Strain,2075,zoonotic,IDB-026,population/contact interface,EXT-ANIMAL-HOSTS,DID-010,frames_animal_human_opportunity,wildlife/domestic animal/exposure investigation,CURRENT FACT (2026 baseline): EXT-ANIMAL-HOSTS -> DID-010 is a frames_animal_human_opportunity interface at wildlife/domestic animal/exposure investigation; evidence is documented.,"SCENARIO ASSUMPTION: Warmer and more variable conditions, flooding/runoff contrasts, water-system interruptions, host interfaces, and developed-edge maintenance gaps create more permissive opportunity in selected systems; this pressure is institutionalized in selected interfaces. 2075 is a matured or diverged state in which selected opportunity windows and disruptions are more consequential while capable programs persist amid coordination strain.","SCENARIO CONSEQUENCE: Selected zoonotic dependencies become harder to coordinate under environmental, mobility, or infrastructure pressure, while capable local interfaces persist. Dependency change is not a disease outcome, and no local or individual inference is made.",entrenched_selected_dependency_strain,IDFA-C2075-01,s13_cdc_rabies,exploratory,high,fictional,scenario,scenario_assumption,"Dependency state preserves the accepted native scale and does not convert infrastructure stress, mobility, or environmental change into illness or outbreak certainty."
IDFD-C2075-IDB-033,C2075,Higher Transmission Opportunity / Response Strain,2075,healthcare/AMR,IDB-033,infrastructure dependency,EXT-INFRASTRUCTURE,EXT-HEALTHCARE,supports_service_continuity,regional/generalized infrastructure,CURRENT FACT (2026 baseline): EXT-INFRASTRUCTURE -> EXT-HEALTHCARE is a supports_service_continuity interface at regional/generalized infrastructure; evidence is inferred.,"SCENARIO ASSUMPTION: Treatment resilience, cold chain, laboratory continuity, energy, communications, and facility dependencies become more consequential where maintenance or access lags; this dependency pattern is institutionalized in selected interfaces. 2075 is a matured or diverged state in which selected opportunity windows and disruptions are more consequential while capable programs persist amid coordination strain.","SCENARIO CONSEQUENCE: Selected healthcare/AMR dependencies become harder to coordinate under environmental, mobility, or infrastructure pressure, while capable local interfaces persist. Dependency change is not a disease outcome, and no local or individual inference is made.",entrenched_selected_dependency_strain,IDFA-C2075-05,phase3_energy_context,exploratory,high,fictional,scenario,scenario_assumption,"Dependency state preserves the accepted native scale and does not convert infrastructure stress, mobility, or environmental change into illness or outbreak certainty."
