state_id,scenario_id,scenario_family,horizon,technology_family,baseline_2026_status,baseline_2026_relevance,capability_state,maturity_state,adoption_state,infrastructure_state,interoperability_state,governance_state,trust_legitimacy_state,cybersecurity_state,workforce_state,energy_compute_material_state,privacy_surveillance_state,uncertainty,evidence_basis,assumption_id,source_or_basis,reality_status,canon_status,relationship_basis,notes
TFS-B2075-01,B2075,Uneven Networked Modernization,2075,AI / ADVANCED COMPUTE / AUTOMATION,commercially emerging,emerging,"decision support, optimization, and bounded automation is available in strong nodes but translation, adoption, and maintenance differ across the network.",mature pockets coexist with uneven capability and standards,strong nodes remain connected through weaker surrounding systems,maintenance and fallback capacity remain uneven across networks,interoperability persists through negotiated adapters and partial translation,Governance is negotiated by domain; standards and oversight are inconsistent across nodes and operators.,"legitimacy varies with performance, access, and local stewardship",strong defensive nodes coexist with weaker legacy interfaces,maintenance and access remain differentiated by node and sector,Energy/compute/material requirements remain explicit: maintenance and access remain differentiated by node and sector,"Privacy and surveillance practices vary by institution, purpose, and public trust; interoperability is partial.","Uncertainty is high around uneven access, node-to-node transfer, and human review, data quality, compute, energy, and operator trust.","Phase 15A accepted/frozen baseline plus explicit scenario construction; this is a scenario state, not a forecast.",TFA-B2075-01,EXT-DOE-AI-RECOMMENDATIONS,scenario,scenario,scenario_assumption,Capability is not deployment; deployment is not adoption; adoption is not benefit. No basin-specific deployment is inferred from national or general evidence.
TFS-B2075-02,B2075,Uneven Networked Modernization,2075,ADVANCED SENSING / AUTONOMOUS SYSTEMS,established,current; emerging,"networked measurement, inspection, and autonomous observation is available in strong nodes but translation, adoption, and maintenance differ across the network.",mature pockets coexist with uneven capability and standards,strong nodes remain connected through weaker surrounding systems,maintenance and fallback capacity remain uneven across networks,interoperability persists through negotiated adapters and partial translation,Governance is negotiated by domain; standards and oversight are inconsistent across nodes and operators.,"legitimacy varies with performance, access, and local stewardship",strong defensive nodes coexist with weaker legacy interfaces,maintenance and access remain differentiated by node and sector,Energy/compute/material requirements remain explicit: maintenance and access remain differentiated by node and sector,"Privacy and surveillance practices vary by institution, purpose, and public trust; interoperability is partial.","Uncertainty is high around uneven access, node-to-node transfer, and calibration, coverage, energy, communications, retrieval, and interpretation.","Phase 15A accepted/frozen baseline plus explicit scenario construction; this is a scenario state, not a forecast.",TFA-B2075-01,EXT-NOAA-IOOS,scenario,scenario,scenario_assumption,Capability is not deployment; deployment is not adoption; adoption is not benefit. No basin-specific deployment is inferred from national or general evidence.
TFS-B2075-03,B2075,Uneven Networked Modernization,2075,CYBERSECURITY / DIGITAL RESILIENCE,commercially emerging; established,current; emerging,"defensive continuity, authentication, recovery, and incident communication is available in strong nodes but translation, adoption, and maintenance differ across the network.",mature pockets coexist with uneven capability and standards,strong nodes remain connected through weaker surrounding systems,maintenance and fallback capacity remain uneven across networks,interoperability persists through negotiated adapters and partial translation,Governance is negotiated by domain; standards and oversight are inconsistent across nodes and operators.,"legitimacy varies with performance, access, and local stewardship",strong defensive nodes coexist with weaker legacy interfaces,maintenance and access remain differentiated by node and sector,Energy/compute/material requirements remain explicit: maintenance and access remain differentiated by node and sector,"Privacy and surveillance practices vary by institution, purpose, and public trust; interoperability is partial.","Uncertainty is high around uneven access, node-to-node transfer, and asset inventories, legacy interfaces, workforce, coordination, and maintenance.","Phase 15A accepted/frozen baseline plus explicit scenario construction; this is a scenario state, not a forecast.",TFA-B2075-01,EXT-CISA-CPG,scenario,scenario,scenario_assumption,Capability is not deployment; deployment is not adoption; adoption is not benefit. No basin-specific deployment is inferred from national or general evidence.
TFS-B2075-04,B2075,Uneven Networked Modernization,2075,ADVANCED ENERGY,commercially emerging; demonstration / pilot; research-stage,emerging; speculative,"storage, distributed energy, advanced nuclear, hydrogen, and long-horizon options is available in strong nodes but translation, adoption, and maintenance differ across the network.",mature pockets coexist with uneven capability and standards,strong nodes remain connected through weaker surrounding systems,maintenance and fallback capacity remain uneven across networks,interoperability persists through negotiated adapters and partial translation,Governance is negotiated by domain; standards and oversight are inconsistent across nodes and operators.,"legitimacy varies with performance, access, and local stewardship",strong defensive nodes coexist with weaker legacy interfaces,maintenance and access remain differentiated by node and sector,Energy/compute/material requirements remain explicit: maintenance and access remain differentiated by node and sector,"Privacy and surveillance practices vary by institution, purpose, and public trust; interoperability is partial.","Uncertainty is high around uneven access, node-to-node transfer, and siting, regulation, materials, water, interconnection, economics, and public legitimacy.","Phase 15A accepted/frozen baseline plus explicit scenario construction; this is a scenario state, not a forecast.",TFA-B2075-01,EXT-DOE-ENERGY-STORAGE,scenario,scenario,scenario_assumption,Capability is not deployment; deployment is not adoption; adoption is not benefit. No basin-specific deployment is inferred from national or general evidence.
TFS-B2075-05,B2075,Uneven Networked Modernization,2075,ADVANCED MATERIALS / MANUFACTURING,commercially emerging; established,emerging,"advanced process control, materials qualification, circularity, and industrial automation is available in strong nodes but translation, adoption, and maintenance differ across the network.",mature pockets coexist with uneven capability and standards,strong nodes remain connected through weaker surrounding systems,maintenance and fallback capacity remain uneven across networks,interoperability persists through negotiated adapters and partial translation,Governance is negotiated by domain; standards and oversight are inconsistent across nodes and operators.,"legitimacy varies with performance, access, and local stewardship",strong defensive nodes coexist with weaker legacy interfaces,maintenance and access remain differentiated by node and sector,Energy/compute/material requirements remain explicit: maintenance and access remain differentiated by node and sector,"Privacy and surveillance practices vary by institution, purpose, and public trust; interoperability is partial.","Uncertainty is high around uneven access, node-to-node transfer, and feedstock, equipment, workforce, energy, quality, markets, and supply chains.","Phase 15A accepted/frozen baseline plus explicit scenario construction; this is a scenario state, not a forecast.",TFA-B2075-01,EXT-NIST-MANUFACTURING,scenario,scenario,scenario_assumption,Capability is not deployment; deployment is not adoption; adoption is not benefit. No basin-specific deployment is inferred from national or general evidence.
TFS-B2075-06,B2075,Uneven Networked Modernization,2075,QUANTUM TECHNOLOGIES,research-stage,speculative,"bounded sensing, timing, cryptographic transition, and niche compute possibilities is available in strong nodes but translation, adoption, and maintenance differ across the network.",mature pockets coexist with uneven capability and standards,strong nodes remain connected through weaker surrounding systems,maintenance and fallback capacity remain uneven across networks,interoperability persists through negotiated adapters and partial translation,Governance is negotiated by domain; standards and oversight are inconsistent across nodes and operators.,"legitimacy varies with performance, access, and local stewardship",strong defensive nodes coexist with weaker legacy interfaces,maintenance and access remain differentiated by node and sector,Energy/compute/material requirements remain explicit: maintenance and access remain differentiated by node and sector,"Privacy and surveillance practices vary by institution, purpose, and public trust; interoperability is partial.","Uncertainty is high around uneven access, node-to-node transfer, and error correction, calibration, useful advantage, cost, access, workforce, and integration.","Phase 15A accepted/frozen baseline plus explicit scenario construction; this is a scenario state, not a forecast.",TFA-B2075-01,EXT-NIST-QIS,scenario,scenario,scenario_assumption,Capability is not deployment; deployment is not adoption; adoption is not benefit. No basin-specific deployment is inferred from national or general evidence.
TFS-B2075-07,B2075,Uneven Networked Modernization,2075,BIOTECHNOLOGY / GENETIC ENGINEERING,commercially emerging,emerging; speculative,"diagnostics, molecular monitoring, biomanufacturing, and One Health interfaces is available in strong nodes but translation, adoption, and maintenance differ across the network.",mature pockets coexist with uneven capability and standards,strong nodes remain connected through weaker surrounding systems,maintenance and fallback capacity remain uneven across networks,interoperability persists through negotiated adapters and partial translation,Governance is negotiated by domain; standards and oversight are inconsistent across nodes and operators.,"legitimacy varies with performance, access, and local stewardship",strong defensive nodes coexist with weaker legacy interfaces,maintenance and access remain differentiated by node and sector,Energy/compute/material requirements remain explicit: maintenance and access remain differentiated by node and sector,"Privacy and surveillance practices vary by institution, purpose, and public trust; interoperability is partial.","Uncertainty is high around uneven access, node-to-node transfer, and sampling, laboratory capacity, attribution, governance, privacy, energy, water, and communication.","Phase 15A accepted/frozen baseline plus explicit scenario construction; this is a scenario state, not a forecast.",TFA-B2075-01,EXT-CDC-AMD,scenario,scenario,scenario_assumption,Capability is not deployment; deployment is not adoption; adoption is not benefit. No basin-specific deployment is inferred from national or general evidence.
TFS-B2075-08,B2075,Uneven Networked Modernization,2075,PRIVACY / SURVEILLANCE / DATA GOVERNANCE,established,current,"data stewardship, privacy, provenance, accountable access, and retention is available in strong nodes but translation, adoption, and maintenance differ across the network.",mature pockets coexist with uneven capability and standards,strong nodes remain connected through weaker surrounding systems,maintenance and fallback capacity remain uneven across networks,interoperability persists through negotiated adapters and partial translation,Governance is negotiated by domain; standards and oversight are inconsistent across nodes and operators.,"legitimacy varies with performance, access, and local stewardship",strong defensive nodes coexist with weaker legacy interfaces,maintenance and access remain differentiated by node and sector,Energy/compute/material requirements remain explicit: maintenance and access remain differentiated by node and sector,"Privacy and surveillance practices vary by institution, purpose, and public trust; interoperability is partial.","Uncertainty is high around uneven access, node-to-node transfer, and legal basis, consent, interoperability, public trust, and institutional authority.","Phase 15A accepted/frozen baseline plus explicit scenario construction; this is a scenario state, not a forecast.",TFA-B2075-01,EXT-NIST-PRIVACY,scenario,scenario,scenario_assumption,Capability is not deployment; deployment is not adoption; adoption is not benefit. No basin-specific deployment is inferred from national or general evidence.
TFS-C2050-01,C2050,High Capability / High Friction Basin,2050,AI / ADVANCED COMPUTE / AUTOMATION,commercially emerging,emerging,"decision support, optimization, and bounded automation can be substantial in selected systems, but technical capability is coupled to brittle infrastructure and delayed or contested governance.",high capability is present in selected systems while governance lags,"adoption is selective, unequal, and sometimes accelerated without integration",infrastructure mismatch creates brittle interfaces without assumed collapse,weak interoperability and incompatible data lineages increase friction,Governance and oversight lag or fragment relative to capability; technical systems do not acquire legal authority.,institutional mistrust and contested data use limit legitimacy,cyber stress and uneven defensive continuity expose coupled dependencies,"workforce, energy, compute, and materials bottlenecks are unevenly managed","Energy/compute/material requirements remain explicit: workforce, energy, compute, and materials bottlenecks are unevenly managed","Privacy and surveillance boundaries are contested, with observability sometimes increasing without legitimacy or control.","Uncertainty is high around coupled failure, public legitimacy, and human review, data quality, compute, energy, and operator trust; no collapse is inferred.","Phase 15A accepted/frozen baseline plus explicit scenario construction; this is a scenario state, not a forecast.",TFA-C2050-01,EXT-DOE-AI-RECOMMENDATIONS,scenario,scenario,scenario_assumption,Capability is not deployment; deployment is not adoption; adoption is not benefit. No basin-specific deployment is inferred from national or general evidence.
TFS-C2050-02,C2050,High Capability / High Friction Basin,2050,ADVANCED SENSING / AUTONOMOUS SYSTEMS,established,current; emerging,"networked measurement, inspection, and autonomous observation can be substantial in selected systems, but technical capability is coupled to brittle infrastructure and delayed or contested governance.",high capability is present in selected systems while governance lags,"adoption is selective, unequal, and sometimes accelerated without integration",infrastructure mismatch creates brittle interfaces without assumed collapse,weak interoperability and incompatible data lineages increase friction,Governance and oversight lag or fragment relative to capability; technical systems do not acquire legal authority.,institutional mistrust and contested data use limit legitimacy,cyber stress and uneven defensive continuity expose coupled dependencies,"workforce, energy, compute, and materials bottlenecks are unevenly managed","Energy/compute/material requirements remain explicit: workforce, energy, compute, and materials bottlenecks are unevenly managed","Privacy and surveillance boundaries are contested, with observability sometimes increasing without legitimacy or control.","Uncertainty is high around coupled failure, public legitimacy, and calibration, coverage, energy, communications, retrieval, and interpretation; no collapse is inferred.","Phase 15A accepted/frozen baseline plus explicit scenario construction; this is a scenario state, not a forecast.",TFA-C2050-01,EXT-NOAA-IOOS,scenario,scenario,scenario_assumption,Capability is not deployment; deployment is not adoption; adoption is not benefit. No basin-specific deployment is inferred from national or general evidence.
TFS-C2050-03,C2050,High Capability / High Friction Basin,2050,CYBERSECURITY / DIGITAL RESILIENCE,commercially emerging; established,current; emerging,"defensive continuity, authentication, recovery, and incident communication can be substantial in selected systems, but technical capability is coupled to brittle infrastructure and delayed or contested governance.",high capability is present in selected systems while governance lags,"adoption is selective, unequal, and sometimes accelerated without integration",infrastructure mismatch creates brittle interfaces without assumed collapse,weak interoperability and incompatible data lineages increase friction,Governance and oversight lag or fragment relative to capability; technical systems do not acquire legal authority.,institutional mistrust and contested data use limit legitimacy,cyber stress and uneven defensive continuity expose coupled dependencies,"workforce, energy, compute, and materials bottlenecks are unevenly managed","Energy/compute/material requirements remain explicit: workforce, energy, compute, and materials bottlenecks are unevenly managed","Privacy and surveillance boundaries are contested, with observability sometimes increasing without legitimacy or control.","Uncertainty is high around coupled failure, public legitimacy, and asset inventories, legacy interfaces, workforce, coordination, and maintenance; no collapse is inferred.","Phase 15A accepted/frozen baseline plus explicit scenario construction; this is a scenario state, not a forecast.",TFA-C2050-01,EXT-CISA-CPG,scenario,scenario,scenario_assumption,Capability is not deployment; deployment is not adoption; adoption is not benefit. No basin-specific deployment is inferred from national or general evidence.
TFS-C2050-04,C2050,High Capability / High Friction Basin,2050,ADVANCED ENERGY,commercially emerging; demonstration / pilot; research-stage,emerging; speculative,"storage, distributed energy, advanced nuclear, hydrogen, and long-horizon options can be substantial in selected systems, but technical capability is coupled to brittle infrastructure and delayed or contested governance.",high capability is present in selected systems while governance lags,"adoption is selective, unequal, and sometimes accelerated without integration",infrastructure mismatch creates brittle interfaces without assumed collapse,weak interoperability and incompatible data lineages increase friction,Governance and oversight lag or fragment relative to capability; technical systems do not acquire legal authority.,institutional mistrust and contested data use limit legitimacy,cyber stress and uneven defensive continuity expose coupled dependencies,"workforce, energy, compute, and materials bottlenecks are unevenly managed","Energy/compute/material requirements remain explicit: workforce, energy, compute, and materials bottlenecks are unevenly managed","Privacy and surveillance boundaries are contested, with observability sometimes increasing without legitimacy or control.","Uncertainty is high around coupled failure, public legitimacy, and siting, regulation, materials, water, interconnection, economics, and public legitimacy; no collapse is inferred.","Phase 15A accepted/frozen baseline plus explicit scenario construction; this is a scenario state, not a forecast.",TFA-C2050-01,EXT-DOE-ENERGY-STORAGE,scenario,scenario,scenario_assumption,Capability is not deployment; deployment is not adoption; adoption is not benefit. No basin-specific deployment is inferred from national or general evidence.
TFS-C2050-05,C2050,High Capability / High Friction Basin,2050,ADVANCED MATERIALS / MANUFACTURING,commercially emerging; established,emerging,"advanced process control, materials qualification, circularity, and industrial automation can be substantial in selected systems, but technical capability is coupled to brittle infrastructure and delayed or contested governance.",high capability is present in selected systems while governance lags,"adoption is selective, unequal, and sometimes accelerated without integration",infrastructure mismatch creates brittle interfaces without assumed collapse,weak interoperability and incompatible data lineages increase friction,Governance and oversight lag or fragment relative to capability; technical systems do not acquire legal authority.,institutional mistrust and contested data use limit legitimacy,cyber stress and uneven defensive continuity expose coupled dependencies,"workforce, energy, compute, and materials bottlenecks are unevenly managed","Energy/compute/material requirements remain explicit: workforce, energy, compute, and materials bottlenecks are unevenly managed","Privacy and surveillance boundaries are contested, with observability sometimes increasing without legitimacy or control.","Uncertainty is high around coupled failure, public legitimacy, and feedstock, equipment, workforce, energy, quality, markets, and supply chains; no collapse is inferred.","Phase 15A accepted/frozen baseline plus explicit scenario construction; this is a scenario state, not a forecast.",TFA-C2050-01,EXT-NIST-MANUFACTURING,scenario,scenario,scenario_assumption,Capability is not deployment; deployment is not adoption; adoption is not benefit. No basin-specific deployment is inferred from national or general evidence.
TFS-C2050-06,C2050,High Capability / High Friction Basin,2050,QUANTUM TECHNOLOGIES,research-stage,speculative,"bounded sensing, timing, cryptographic transition, and niche compute possibilities can be substantial in selected systems, but technical capability is coupled to brittle infrastructure and delayed or contested governance.",high capability is present in selected systems while governance lags,"adoption is selective, unequal, and sometimes accelerated without integration",infrastructure mismatch creates brittle interfaces without assumed collapse,weak interoperability and incompatible data lineages increase friction,Governance and oversight lag or fragment relative to capability; technical systems do not acquire legal authority.,institutional mistrust and contested data use limit legitimacy,cyber stress and uneven defensive continuity expose coupled dependencies,"workforce, energy, compute, and materials bottlenecks are unevenly managed","Energy/compute/material requirements remain explicit: workforce, energy, compute, and materials bottlenecks are unevenly managed","Privacy and surveillance boundaries are contested, with observability sometimes increasing without legitimacy or control.","Uncertainty is high around coupled failure, public legitimacy, and error correction, calibration, useful advantage, cost, access, workforce, and integration; no collapse is inferred.","Phase 15A accepted/frozen baseline plus explicit scenario construction; this is a scenario state, not a forecast.",TFA-C2050-01,EXT-NIST-QIS,scenario,scenario,scenario_assumption,Capability is not deployment; deployment is not adoption; adoption is not benefit. No basin-specific deployment is inferred from national or general evidence.
TFS-C2050-07,C2050,High Capability / High Friction Basin,2050,BIOTECHNOLOGY / GENETIC ENGINEERING,commercially emerging,emerging; speculative,"diagnostics, molecular monitoring, biomanufacturing, and One Health interfaces can be substantial in selected systems, but technical capability is coupled to brittle infrastructure and delayed or contested governance.",high capability is present in selected systems while governance lags,"adoption is selective, unequal, and sometimes accelerated without integration",infrastructure mismatch creates brittle interfaces without assumed collapse,weak interoperability and incompatible data lineages increase friction,Governance and oversight lag or fragment relative to capability; technical systems do not acquire legal authority.,institutional mistrust and contested data use limit legitimacy,cyber stress and uneven defensive continuity expose coupled dependencies,"workforce, energy, compute, and materials bottlenecks are unevenly managed","Energy/compute/material requirements remain explicit: workforce, energy, compute, and materials bottlenecks are unevenly managed","Privacy and surveillance boundaries are contested, with observability sometimes increasing without legitimacy or control.","Uncertainty is high around coupled failure, public legitimacy, and sampling, laboratory capacity, attribution, governance, privacy, energy, water, and communication; no collapse is inferred.","Phase 15A accepted/frozen baseline plus explicit scenario construction; this is a scenario state, not a forecast.",TFA-C2050-01,EXT-CDC-AMD,scenario,scenario,scenario_assumption,Capability is not deployment; deployment is not adoption; adoption is not benefit. No basin-specific deployment is inferred from national or general evidence.
TFS-C2050-08,C2050,High Capability / High Friction Basin,2050,PRIVACY / SURVEILLANCE / DATA GOVERNANCE,established,current,"data stewardship, privacy, provenance, accountable access, and retention can be substantial in selected systems, but technical capability is coupled to brittle infrastructure and delayed or contested governance.",high capability is present in selected systems while governance lags,"adoption is selective, unequal, and sometimes accelerated without integration",infrastructure mismatch creates brittle interfaces without assumed collapse,weak interoperability and incompatible data lineages increase friction,Governance and oversight lag or fragment relative to capability; technical systems do not acquire legal authority.,institutional mistrust and contested data use limit legitimacy,cyber stress and uneven defensive continuity expose coupled dependencies,"workforce, energy, compute, and materials bottlenecks are unevenly managed","Energy/compute/material requirements remain explicit: workforce, energy, compute, and materials bottlenecks are unevenly managed","Privacy and surveillance boundaries are contested, with observability sometimes increasing without legitimacy or control.","Uncertainty is high around coupled failure, public legitimacy, and legal basis, consent, interoperability, public trust, and institutional authority; no collapse is inferred.","Phase 15A accepted/frozen baseline plus explicit scenario construction; this is a scenario state, not a forecast.",TFA-C2050-01,EXT-NIST-PRIVACY,scenario,scenario,scenario_assumption,Capability is not deployment; deployment is not adoption; adoption is not benefit. No basin-specific deployment is inferred from national or general evidence.
TFS-C2075-01,C2075,High Capability / High Friction Basin,2075,AI / ADVANCED COMPUTE / AUTOMATION,commercially emerging,emerging,"decision support, optimization, and bounded automation can be substantial in selected systems, but technical capability is coupled to brittle infrastructure and delayed or contested governance.",powerful technical capability persists amid wider structural uncertainty,access remains unequal and concentrated in capable nodes,"technical capacity is constrained by legacy, maintenance, and access mismatches",fragmented standards remain a structural coupling constraint,Governance and oversight lag or fragment relative to capability; technical systems do not acquire legal authority.,legitimacy is episodic and dependent on local accountability,defensive capability is substantial but brittle across seams,maintenance and supply-chain mismatch remain persistent constraints,Energy/compute/material requirements remain explicit: maintenance and supply-chain mismatch remain persistent constraints,"Privacy and surveillance boundaries are contested, with observability sometimes increasing without legitimacy or control.","Uncertainty is high around coupled failure, public legitimacy, and human review, data quality, compute, energy, and operator trust; no collapse is inferred.","Phase 15A accepted/frozen baseline plus explicit scenario construction; this is a scenario state, not a forecast.",TFA-C2075-01,EXT-DOE-AI-RECOMMENDATIONS,scenario,scenario,scenario_assumption,Capability is not deployment; deployment is not adoption; adoption is not benefit. No basin-specific deployment is inferred from national or general evidence.
TFS-C2075-02,C2075,High Capability / High Friction Basin,2075,ADVANCED SENSING / AUTONOMOUS SYSTEMS,established,current; emerging,"networked measurement, inspection, and autonomous observation can be substantial in selected systems, but technical capability is coupled to brittle infrastructure and delayed or contested governance.",powerful technical capability persists amid wider structural uncertainty,access remains unequal and concentrated in capable nodes,"technical capacity is constrained by legacy, maintenance, and access mismatches",fragmented standards remain a structural coupling constraint,Governance and oversight lag or fragment relative to capability; technical systems do not acquire legal authority.,legitimacy is episodic and dependent on local accountability,defensive capability is substantial but brittle across seams,maintenance and supply-chain mismatch remain persistent constraints,Energy/compute/material requirements remain explicit: maintenance and supply-chain mismatch remain persistent constraints,"Privacy and surveillance boundaries are contested, with observability sometimes increasing without legitimacy or control.","Uncertainty is high around coupled failure, public legitimacy, and calibration, coverage, energy, communications, retrieval, and interpretation; no collapse is inferred.","Phase 15A accepted/frozen baseline plus explicit scenario construction; this is a scenario state, not a forecast.",TFA-C2075-01,EXT-NOAA-IOOS,scenario,scenario,scenario_assumption,Capability is not deployment; deployment is not adoption; adoption is not benefit. No basin-specific deployment is inferred from national or general evidence.
TFS-C2075-03,C2075,High Capability / High Friction Basin,2075,CYBERSECURITY / DIGITAL RESILIENCE,commercially emerging; established,current; emerging,"defensive continuity, authentication, recovery, and incident communication can be substantial in selected systems, but technical capability is coupled to brittle infrastructure and delayed or contested governance.",powerful technical capability persists amid wider structural uncertainty,access remains unequal and concentrated in capable nodes,"technical capacity is constrained by legacy, maintenance, and access mismatches",fragmented standards remain a structural coupling constraint,Governance and oversight lag or fragment relative to capability; technical systems do not acquire legal authority.,legitimacy is episodic and dependent on local accountability,defensive capability is substantial but brittle across seams,maintenance and supply-chain mismatch remain persistent constraints,Energy/compute/material requirements remain explicit: maintenance and supply-chain mismatch remain persistent constraints,"Privacy and surveillance boundaries are contested, with observability sometimes increasing without legitimacy or control.","Uncertainty is high around coupled failure, public legitimacy, and asset inventories, legacy interfaces, workforce, coordination, and maintenance; no collapse is inferred.","Phase 15A accepted/frozen baseline plus explicit scenario construction; this is a scenario state, not a forecast.",TFA-C2075-01,EXT-CISA-CPG,scenario,scenario,scenario_assumption,Capability is not deployment; deployment is not adoption; adoption is not benefit. No basin-specific deployment is inferred from national or general evidence.
TFS-C2075-04,C2075,High Capability / High Friction Basin,2075,ADVANCED ENERGY,commercially emerging; demonstration / pilot; research-stage,emerging; speculative,"storage, distributed energy, advanced nuclear, hydrogen, and long-horizon options can be substantial in selected systems, but technical capability is coupled to brittle infrastructure and delayed or contested governance.",powerful technical capability persists amid wider structural uncertainty,access remains unequal and concentrated in capable nodes,"technical capacity is constrained by legacy, maintenance, and access mismatches",fragmented standards remain a structural coupling constraint,Governance and oversight lag or fragment relative to capability; technical systems do not acquire legal authority.,legitimacy is episodic and dependent on local accountability,defensive capability is substantial but brittle across seams,maintenance and supply-chain mismatch remain persistent constraints,Energy/compute/material requirements remain explicit: maintenance and supply-chain mismatch remain persistent constraints,"Privacy and surveillance boundaries are contested, with observability sometimes increasing without legitimacy or control.","Uncertainty is high around coupled failure, public legitimacy, and siting, regulation, materials, water, interconnection, economics, and public legitimacy; no collapse is inferred.","Phase 15A accepted/frozen baseline plus explicit scenario construction; this is a scenario state, not a forecast.",TFA-C2075-01,EXT-DOE-ENERGY-STORAGE,scenario,scenario,scenario_assumption,Capability is not deployment; deployment is not adoption; adoption is not benefit. No basin-specific deployment is inferred from national or general evidence.
TFS-C2075-05,C2075,High Capability / High Friction Basin,2075,ADVANCED MATERIALS / MANUFACTURING,commercially emerging; established,emerging,"advanced process control, materials qualification, circularity, and industrial automation can be substantial in selected systems, but technical capability is coupled to brittle infrastructure and delayed or contested governance.",powerful technical capability persists amid wider structural uncertainty,access remains unequal and concentrated in capable nodes,"technical capacity is constrained by legacy, maintenance, and access mismatches",fragmented standards remain a structural coupling constraint,Governance and oversight lag or fragment relative to capability; technical systems do not acquire legal authority.,legitimacy is episodic and dependent on local accountability,defensive capability is substantial but brittle across seams,maintenance and supply-chain mismatch remain persistent constraints,Energy/compute/material requirements remain explicit: maintenance and supply-chain mismatch remain persistent constraints,"Privacy and surveillance boundaries are contested, with observability sometimes increasing without legitimacy or control.","Uncertainty is high around coupled failure, public legitimacy, and feedstock, equipment, workforce, energy, quality, markets, and supply chains; no collapse is inferred.","Phase 15A accepted/frozen baseline plus explicit scenario construction; this is a scenario state, not a forecast.",TFA-C2075-01,EXT-NIST-MANUFACTURING,scenario,scenario,scenario_assumption,Capability is not deployment; deployment is not adoption; adoption is not benefit. No basin-specific deployment is inferred from national or general evidence.
TFS-C2075-06,C2075,High Capability / High Friction Basin,2075,QUANTUM TECHNOLOGIES,research-stage,speculative,"bounded sensing, timing, cryptographic transition, and niche compute possibilities can be substantial in selected systems, but technical capability is coupled to brittle infrastructure and delayed or contested governance.",powerful technical capability persists amid wider structural uncertainty,access remains unequal and concentrated in capable nodes,"technical capacity is constrained by legacy, maintenance, and access mismatches",fragmented standards remain a structural coupling constraint,Governance and oversight lag or fragment relative to capability; technical systems do not acquire legal authority.,legitimacy is episodic and dependent on local accountability,defensive capability is substantial but brittle across seams,maintenance and supply-chain mismatch remain persistent constraints,Energy/compute/material requirements remain explicit: maintenance and supply-chain mismatch remain persistent constraints,"Privacy and surveillance boundaries are contested, with observability sometimes increasing without legitimacy or control.","Uncertainty is high around coupled failure, public legitimacy, and error correction, calibration, useful advantage, cost, access, workforce, and integration; no collapse is inferred.","Phase 15A accepted/frozen baseline plus explicit scenario construction; this is a scenario state, not a forecast.",TFA-C2075-01,EXT-NIST-QIS,scenario,scenario,scenario_assumption,Capability is not deployment; deployment is not adoption; adoption is not benefit. No basin-specific deployment is inferred from national or general evidence.
TFS-C2075-07,C2075,High Capability / High Friction Basin,2075,BIOTECHNOLOGY / GENETIC ENGINEERING,commercially emerging,emerging; speculative,"diagnostics, molecular monitoring, biomanufacturing, and One Health interfaces can be substantial in selected systems, but technical capability is coupled to brittle infrastructure and delayed or contested governance.",powerful technical capability persists amid wider structural uncertainty,access remains unequal and concentrated in capable nodes,"technical capacity is constrained by legacy, maintenance, and access mismatches",fragmented standards remain a structural coupling constraint,Governance and oversight lag or fragment relative to capability; technical systems do not acquire legal authority.,legitimacy is episodic and dependent on local accountability,defensive capability is substantial but brittle across seams,maintenance and supply-chain mismatch remain persistent constraints,Energy/compute/material requirements remain explicit: maintenance and supply-chain mismatch remain persistent constraints,"Privacy and surveillance boundaries are contested, with observability sometimes increasing without legitimacy or control.","Uncertainty is high around coupled failure, public legitimacy, and sampling, laboratory capacity, attribution, governance, privacy, energy, water, and communication; no collapse is inferred.","Phase 15A accepted/frozen baseline plus explicit scenario construction; this is a scenario state, not a forecast.",TFA-C2075-01,EXT-CDC-AMD,scenario,scenario,scenario_assumption,Capability is not deployment; deployment is not adoption; adoption is not benefit. No basin-specific deployment is inferred from national or general evidence.
TFS-C2075-08,C2075,High Capability / High Friction Basin,2075,PRIVACY / SURVEILLANCE / DATA GOVERNANCE,established,current,"data stewardship, privacy, provenance, accountable access, and retention can be substantial in selected systems, but technical capability is coupled to brittle infrastructure and delayed or contested governance.",powerful technical capability persists amid wider structural uncertainty,access remains unequal and concentrated in capable nodes,"technical capacity is constrained by legacy, maintenance, and access mismatches",fragmented standards remain a structural coupling constraint,Governance and oversight lag or fragment relative to capability; technical systems do not acquire legal authority.,legitimacy is episodic and dependent on local accountability,defensive capability is substantial but brittle across seams,maintenance and supply-chain mismatch remain persistent constraints,Energy/compute/material requirements remain explicit: maintenance and supply-chain mismatch remain persistent constraints,"Privacy and surveillance boundaries are contested, with observability sometimes increasing without legitimacy or control.","Uncertainty is high around coupled failure, public legitimacy, and legal basis, consent, interoperability, public trust, and institutional authority; no collapse is inferred.","Phase 15A accepted/frozen baseline plus explicit scenario construction; this is a scenario state, not a forecast.",TFA-C2075-01,EXT-NIST-PRIVACY,scenario,scenario,scenario_assumption,Capability is not deployment; deployment is not adoption; adoption is not benefit. No basin-specific deployment is inferred from national or general evidence.
