state_id,scenario_id,scenario,horizon,baseline_dependency_id,object_a,object_b,system_a,system_b,relationship_type,spatial_scale,current_fact,scenario_assumption,scenario_consequence,dependency_state,assumption_id,source_or_basis,plausibility,uncertainty,reality_status,canon_status,relationship_basis,notes
VECDEPSTATE-A2075-012,A2075,Managed Ecological Adaptation,2075,VDE-012,host_ecology,tick_lifecycle,ecology,vector_ecology,host_association,regional ecology,CURRENT FACT (2026 baseline): host_ecology to tick_lifecycle is recorded as a host_association interface at regional ecology; evidence class is documented.,"SCENARIO ASSUMPTION: Forest-edge stewardship and ecological monitoring improve attention to humidity, host, and edge conditions without controlling tick or mosquito presence. By 2075, this is the A scenario's matured or diverged ecological state: selected maintenance and recurring review routines are institutionalized while residual habitat remains; it is not an observed distribution or forecast.","SCENARIO CONSEQUENCE: By 2075, this is the A scenario's matured or diverged ecological state: selected maintenance and recurring review routines are institutionalized while residual habitat remains; it is not an observed distribution or forecast. monitoring, habitat management, and decision handoffs are more connected in selected systems; the underlying evidence limits remain; no abundance, contact, infection, disease, or probability is inferred.",selected_interface_routinized,VEFA-A2075-03,VFS-008,moderate,moderate,fictional,scenario,scenario_assumption,"Dependency future state preserves documented-versus-inferred and scale limits; no dependency becomes a risk score, control proof, contact estimate, or disease forecast."
VECDEPSTATE-A2075-013,A2075,Managed Ecological Adaptation,2075,VDE-013,population_concentration,potential_contact_interface,population_settlement,vector_ecology,potential_interface,county/place/generalized,CURRENT FACT (2026 baseline): population_concentration to potential_contact_interface is recorded as a potential_interface interface at county/place/generalized; evidence class is inferred.,"SCENARIO ASSUMPTION: Settlement and infrastructure planning uses generalized vector-habitat interfaces to target maintenance and monitoring without assigning residents to contact, exposure, or infection. By 2075, this is the A scenario's matured or diverged ecological state: selected maintenance and recurring review routines are institutionalized while residual habitat remains; it is not an observed distribution or forecast.","SCENARIO CONSEQUENCE: By 2075, this is the A scenario's matured or diverged ecological state: selected maintenance and recurring review routines are institutionalized while residual habitat remains; it is not an observed distribution or forecast. monitoring, habitat management, and decision handoffs are more connected in selected systems; the underlying evidence limits remain; no abundance, contact, infection, disease, or probability is inferred.",selected_interface_routinized,VEFA-A2075-05,VFS-017,moderate,high,fictional,scenario,scenario_assumption,"Dependency future state preserves documented-versus-inferred and scale limits; no dependency becomes a risk score, control proof, contact estimate, or disease forecast."
VECDEPSTATE-A2075-014,A2075,Managed Ecological Adaptation,2075,VDE-014,workplace_settlement,potential_contact_interface,population_mobility,vector_ecology,potential_interface,county/place/generalized,CURRENT FACT (2026 baseline): workplace_settlement to potential_contact_interface is recorded as a potential_interface interface at county/place/generalized; evidence class is inferred.,"SCENARIO ASSUMPTION: Settlement and infrastructure planning uses generalized vector-habitat interfaces to target maintenance and monitoring without assigning residents to contact, exposure, or infection. By 2075, this is the A scenario's matured or diverged ecological state: selected maintenance and recurring review routines are institutionalized while residual habitat remains; it is not an observed distribution or forecast.","SCENARIO CONSEQUENCE: By 2075, this is the A scenario's matured or diverged ecological state: selected maintenance and recurring review routines are institutionalized while residual habitat remains; it is not an observed distribution or forecast. monitoring, habitat management, and decision handoffs are more connected in selected systems; the underlying evidence limits remain; no abundance, contact, infection, disease, or probability is inferred.",selected_interface_routinized,VEFA-A2075-05,VFS-017,moderate,high,fictional,scenario,scenario_assumption,"Dependency future state preserves documented-versus-inferred and scale limits; no dependency becomes a risk score, control proof, contact estimate, or disease forecast."
VECDEPSTATE-A2075-015,A2075,Managed Ecological Adaptation,2075,VDE-015,mosquito_surveillance,vector_detection,surveillance,vector_ecology,detection_interface,state/county/agency,CURRENT FACT (2026 baseline): mosquito_surveillance to vector_detection is recorded as a detection_interface interface at state/county/agency; evidence class is documented.,"SCENARIO ASSUMPTION: Public-health, ecological, and local infrastructure actors use more connected monitoring-to-management routines while retaining distinct authority, program limits, and uncertainty. By 2075, this is the A scenario's matured or diverged ecological state: selected maintenance and recurring review routines are institutionalized while residual habitat remains; it is not an observed distribution or forecast.","SCENARIO CONSEQUENCE: By 2075, this is the A scenario's matured or diverged ecological state: selected maintenance and recurring review routines are institutionalized while residual habitat remains; it is not an observed distribution or forecast. monitoring, habitat management, and decision handoffs are more connected in selected systems; the underlying evidence limits remain; no abundance, contact, infection, disease, or probability is inferred.",selected_interface_routinized,VEFA-A2075-06,VFS-021,moderate,moderate,fictional,scenario,scenario_assumption,"Dependency future state preserves documented-versus-inferred and scale limits; no dependency becomes a risk score, control proof, contact estimate, or disease forecast."
VECDEPSTATE-A2075-016,A2075,Managed Ecological Adaptation,2075,VDE-016,tick_surveillance,Ixodes_county_status,surveillance,vector_ecology,detection_interface,county,CURRENT FACT (2026 baseline): tick_surveillance to Ixodes_county_status is recorded as a detection_interface interface at county; evidence class is documented.,"SCENARIO ASSUMPTION: Public-health, ecological, and local infrastructure actors use more connected monitoring-to-management routines while retaining distinct authority, program limits, and uncertainty. By 2075, this is the A scenario's matured or diverged ecological state: selected maintenance and recurring review routines are institutionalized while residual habitat remains; it is not an observed distribution or forecast.","SCENARIO CONSEQUENCE: By 2075, this is the A scenario's matured or diverged ecological state: selected maintenance and recurring review routines are institutionalized while residual habitat remains; it is not an observed distribution or forecast. monitoring, habitat management, and decision handoffs are more connected in selected systems; the underlying evidence limits remain; no abundance, contact, infection, disease, or probability is inferred.",selected_interface_routinized,VEFA-A2075-06,VFS-022,moderate,moderate,fictional,scenario,scenario_assumption,"Dependency future state preserves documented-versus-inferred and scale limits; no dependency becomes a risk score, control proof, contact estimate, or disease forecast."
VECDEPSTATE-A2075-017,A2075,Managed Ecological Adaptation,2075,VDE-017,vector_detection,decision_interface,surveillance,governance,information_to_decision,agency/county/state,CURRENT FACT (2026 baseline): vector_detection to decision_interface is recorded as a information_to_decision interface at agency/county/state; evidence class is inferred.,"SCENARIO ASSUMPTION: Public-health, ecological, and local infrastructure actors use more connected monitoring-to-management routines while retaining distinct authority, program limits, and uncertainty. By 2075, this is the A scenario's matured or diverged ecological state: selected maintenance and recurring review routines are institutionalized while residual habitat remains; it is not an observed distribution or forecast.","SCENARIO CONSEQUENCE: By 2075, this is the A scenario's matured or diverged ecological state: selected maintenance and recurring review routines are institutionalized while residual habitat remains; it is not an observed distribution or forecast. monitoring, habitat management, and decision handoffs are more connected in selected systems; the underlying evidence limits remain; no abundance, contact, infection, disease, or probability is inferred.",selected_interface_routinized,VEFA-A2075-06,VFS-016,moderate,high,fictional,scenario,scenario_assumption,"Dependency future state preserves documented-versus-inferred and scale limits; no dependency becomes a risk score, control proof, contact estimate, or disease forecast."
VECDEPSTATE-A2075-018,A2075,Managed Ecological Adaptation,2075,VDE-018,data_sensors,surveillance_detection,information,surveillance,observation_interface,station/program/county,CURRENT FACT (2026 baseline): data_sensors to surveillance_detection is recorded as a observation_interface interface at station/program/county; evidence class is documented_plus_inferred.,"SCENARIO ASSUMPTION: Public-health, ecological, and local infrastructure actors use more connected monitoring-to-management routines while retaining distinct authority, program limits, and uncertainty. By 2075, this is the A scenario's matured or diverged ecological state: selected maintenance and recurring review routines are institutionalized while residual habitat remains; it is not an observed distribution or forecast.","SCENARIO CONSEQUENCE: By 2075, this is the A scenario's matured or diverged ecological state: selected maintenance and recurring review routines are institutionalized while residual habitat remains; it is not an observed distribution or forecast. monitoring, habitat management, and decision handoffs are more connected in selected systems; the underlying evidence limits remain; no abundance, contact, infection, disease, or probability is inferred.",selected_interface_routinized,VEFA-A2075-06,VFS-019,moderate,moderate,fictional,scenario,scenario_assumption,"Dependency future state preserves documented-versus-inferred and scale limits; no dependency becomes a risk score, control proof, contact estimate, or disease forecast."
VECDEPSTATE-A2075-019,A2075,Managed Ecological Adaptation,2075,VDE-019,climate_hazards,seasonal_habitat_context,climate,vector_ecology,environmental_driver,station/county/wetland,CURRENT FACT (2026 baseline): climate_hazards to seasonal_habitat_context is recorded as a environmental_driver interface at station/county/wetland; evidence class is documented_plus_inferred.,"SCENARIO ASSUMPTION: Temperature and precipitation variability remain physical drivers, while adaptive water and habitat management reduces some persistent standing-water opportunities without eliminating seasonal or episodic habitat. By 2075, this is the A scenario's matured or diverged ecological state: selected maintenance and recurring review routines are institutionalized while residual habitat remains; it is not an observed distribution or forecast.","SCENARIO CONSEQUENCE: By 2075, this is the A scenario's matured or diverged ecological state: selected maintenance and recurring review routines are institutionalized while residual habitat remains; it is not an observed distribution or forecast. monitoring, habitat management, and decision handoffs are more connected in selected systems; the underlying evidence limits remain; no abundance, contact, infection, disease, or probability is inferred.",selected_interface_routinized,VEFA-A2075-01,VFS-010,moderate,moderate,fictional,scenario,scenario_assumption,"Dependency future state preserves documented-versus-inferred and scale limits; no dependency becomes a risk score, control proof, contact estimate, or disease forecast."
VECDEPSTATE-A2075-020,A2075,Managed Ecological Adaptation,2075,VDE-020,hydrography_wetlands,standing_water_context,hydrology,vector_ecology,environmental_driver,watershed/wetland,CURRENT FACT (2026 baseline): hydrography_wetlands to standing_water_context is recorded as a environmental_driver interface at watershed/wetland; evidence class is accepted_context_plus_inferred.,"SCENARIO ASSUMPTION: Temperature and precipitation variability remain physical drivers, while adaptive water and habitat management reduces some persistent standing-water opportunities without eliminating seasonal or episodic habitat. By 2075, this is the A scenario's matured or diverged ecological state: selected maintenance and recurring review routines are institutionalized while residual habitat remains; it is not an observed distribution or forecast.","SCENARIO CONSEQUENCE: By 2075, this is the A scenario's matured or diverged ecological state: selected maintenance and recurring review routines are institutionalized while residual habitat remains; it is not an observed distribution or forecast. monitoring, habitat management, and decision handoffs are more connected in selected systems; the underlying evidence limits remain; no abundance, contact, infection, disease, or probability is inferred.",selected_interface_routinized,VEFA-A2075-01,VFS-014,moderate,moderate,fictional,scenario,scenario_assumption,"Dependency future state preserves documented-versus-inferred and scale limits; no dependency becomes a risk score, control proof, contact estimate, or disease forecast."
VECDEPSTATE-A2075-021,A2075,Managed Ecological Adaptation,2075,VDE-021,ecology_landscape,host_habitat_context,ecology,vector_ecology,habitat_interface,regional/forest/wetland,CURRENT FACT (2026 baseline): ecology_landscape to host_habitat_context is recorded as a habitat_interface interface at regional/forest/wetland; evidence class is accepted_context_plus_inferred.,"SCENARIO ASSUMPTION: Forest-edge stewardship and ecological monitoring improve attention to humidity, host, and edge conditions without controlling tick or mosquito presence. By 2075, this is the A scenario's matured or diverged ecological state: selected maintenance and recurring review routines are institutionalized while residual habitat remains; it is not an observed distribution or forecast.","SCENARIO CONSEQUENCE: By 2075, this is the A scenario's matured or diverged ecological state: selected maintenance and recurring review routines are institutionalized while residual habitat remains; it is not an observed distribution or forecast. monitoring, habitat management, and decision handoffs are more connected in selected systems; the underlying evidence limits remain; no abundance, contact, infection, disease, or probability is inferred.",selected_interface_routinized,VEFA-A2075-03,VFS-015,moderate,moderate,fictional,scenario,scenario_assumption,"Dependency future state preserves documented-versus-inferred and scale limits; no dependency becomes a risk score, control proof, contact estimate, or disease forecast."
VECDEPSTATE-A2075-022,A2075,Managed Ecological Adaptation,2075,VDE-022,environmental_health_pathway,potential_contact_interface,environmental_health,vector_ecology,health_boundary,regional/pathway,CURRENT FACT (2026 baseline): environmental_health_pathway to potential_contact_interface is recorded as a health_boundary interface at regional/pathway; evidence class is inferred.,"SCENARIO ASSUMPTION: Forest-edge stewardship and ecological monitoring improve attention to humidity, host, and edge conditions without controlling tick or mosquito presence. By 2075, this is the A scenario's matured or diverged ecological state: selected maintenance and recurring review routines are institutionalized while residual habitat remains; it is not an observed distribution or forecast.","SCENARIO CONSEQUENCE: By 2075, this is the A scenario's matured or diverged ecological state: selected maintenance and recurring review routines are institutionalized while residual habitat remains; it is not an observed distribution or forecast. monitoring, habitat management, and decision handoffs are more connected in selected systems; the underlying evidence limits remain; no abundance, contact, infection, disease, or probability is inferred.",selected_interface_routinized,VEFA-A2075-03,VFS-018,moderate,high,fictional,scenario,scenario_assumption,"Dependency future state preserves documented-versus-inferred and scale limits; no dependency becomes a risk score, control proof, contact estimate, or disease forecast."
VECDEPSTATE-A2075-023,A2075,Managed Ecological Adaptation,2075,VDE-023,positive_vector_pool,human_case_context,vector_surveillance,environmental_health,separation_rule,county/program,CURRENT FACT (2026 baseline): positive_vector_pool to human_case_context is recorded as a separation_rule interface at county/program; evidence class is documented_boundary.,"SCENARIO ASSUMPTION: Forest-edge stewardship and ecological monitoring improve attention to humidity, host, and edge conditions without controlling tick or mosquito presence. By 2075, this is the A scenario's matured or diverged ecological state: selected maintenance and recurring review routines are institutionalized while residual habitat remains; it is not an observed distribution or forecast.","SCENARIO CONSEQUENCE: By 2075, this is the A scenario's matured or diverged ecological state: selected maintenance and recurring review routines are institutionalized while residual habitat remains; it is not an observed distribution or forecast. monitoring, habitat management, and decision handoffs are more connected in selected systems; the underlying evidence limits remain; no abundance, contact, infection, disease, or probability is inferred.",selected_interface_routinized,VEFA-A2075-03,VFS-023,moderate,moderate,fictional,scenario,scenario_assumption,"Dependency future state preserves documented-versus-inferred and scale limits; no dependency becomes a risk score, control proof, contact estimate, or disease forecast."
VECDEPSTATE-A2075-024,A2075,Managed Ecological Adaptation,2075,VDE-024,sampling_effort,detection_status,surveillance,data_quality,effort_detection_boundary,program/county,CURRENT FACT (2026 baseline): sampling_effort to detection_status is recorded as a effort_detection_boundary interface at program/county; evidence class is documented_boundary.,"SCENARIO ASSUMPTION: Public-health, ecological, and local infrastructure actors use more connected monitoring-to-management routines while retaining distinct authority, program limits, and uncertainty. By 2075, this is the A scenario's matured or diverged ecological state: selected maintenance and recurring review routines are institutionalized while residual habitat remains; it is not an observed distribution or forecast.","SCENARIO CONSEQUENCE: By 2075, this is the A scenario's matured or diverged ecological state: selected maintenance and recurring review routines are institutionalized while residual habitat remains; it is not an observed distribution or forecast. monitoring, habitat management, and decision handoffs are more connected in selected systems; the underlying evidence limits remain; no abundance, contact, infection, disease, or probability is inferred.",selected_interface_routinized,VEFA-A2075-06,VFS-007,moderate,moderate,fictional,scenario,scenario_assumption,"Dependency future state preserves documented-versus-inferred and scale limits; no dependency becomes a risk score, control proof, contact estimate, or disease forecast."
VECDEPSTATE-A2075-025,A2075,Managed Ecological Adaptation,2075,VDE-025,county_record,local_distribution,surveillance,spatial_scale,scale_boundary,county/local,CURRENT FACT (2026 baseline): county_record to local_distribution is recorded as a scale_boundary interface at county/local; evidence class is documented_boundary.,"SCENARIO ASSUMPTION: Public-health, ecological, and local infrastructure actors use more connected monitoring-to-management routines while retaining distinct authority, program limits, and uncertainty. By 2075, this is the A scenario's matured or diverged ecological state: selected maintenance and recurring review routines are institutionalized while residual habitat remains; it is not an observed distribution or forecast.","SCENARIO CONSEQUENCE: By 2075, this is the A scenario's matured or diverged ecological state: selected maintenance and recurring review routines are institutionalized while residual habitat remains; it is not an observed distribution or forecast. monitoring, habitat management, and decision handoffs are more connected in selected systems; the underlying evidence limits remain; no abundance, contact, infection, disease, or probability is inferred.",selected_interface_routinized,VEFA-A2075-06,VFS-022,moderate,moderate,fictional,scenario,scenario_assumption,"Dependency future state preserves documented-versus-inferred and scale limits; no dependency becomes a risk score, control proof, contact estimate, or disease forecast."
VECDEPSTATE-A2075-026,A2075,Managed Ecological Adaptation,2075,VDE-026,reported_human_case,local_transmission,environmental_health,public_health,case_transmission_boundary,county of residence,CURRENT FACT (2026 baseline): reported_human_case to local_transmission is recorded as a case_transmission_boundary interface at county of residence; evidence class is documented_boundary.,"SCENARIO ASSUMPTION: Forest-edge stewardship and ecological monitoring improve attention to humidity, host, and edge conditions without controlling tick or mosquito presence. By 2075, this is the A scenario's matured or diverged ecological state: selected maintenance and recurring review routines are institutionalized while residual habitat remains; it is not an observed distribution or forecast.","SCENARIO CONSEQUENCE: By 2075, this is the A scenario's matured or diverged ecological state: selected maintenance and recurring review routines are institutionalized while residual habitat remains; it is not an observed distribution or forecast. monitoring, habitat management, and decision handoffs are more connected in selected systems; the underlying evidence limits remain; no abundance, contact, infection, disease, or probability is inferred.",selected_interface_routinized,VEFA-A2075-03,VFS-024,moderate,moderate,fictional,scenario,scenario_assumption,"Dependency future state preserves documented-versus-inferred and scale limits; no dependency becomes a risk score, control proof, contact estimate, or disease forecast."
VECDEPSTATE-A2075-027,A2075,Managed Ecological Adaptation,2075,VDE-027,surveillance_program,control_or_response,governance,vector_management,monitoring_control_boundary,agency/program,CURRENT FACT (2026 baseline): surveillance_program to control_or_response is recorded as a monitoring_control_boundary interface at agency/program; evidence class is documented_boundary.,"SCENARIO ASSUMPTION: Public-health, ecological, and local infrastructure actors use more connected monitoring-to-management routines while retaining distinct authority, program limits, and uncertainty. By 2075, this is the A scenario's matured or diverged ecological state: selected maintenance and recurring review routines are institutionalized while residual habitat remains; it is not an observed distribution or forecast.","SCENARIO CONSEQUENCE: By 2075, this is the A scenario's matured or diverged ecological state: selected maintenance and recurring review routines are institutionalized while residual habitat remains; it is not an observed distribution or forecast. monitoring, habitat management, and decision handoffs are more connected in selected systems; the underlying evidence limits remain; no abundance, contact, infection, disease, or probability is inferred.",selected_interface_routinized,VEFA-A2075-06,VFS-016,moderate,moderate,fictional,scenario,scenario_assumption,"Dependency future state preserves documented-versus-inferred and scale limits; no dependency becomes a risk score, control proof, contact estimate, or disease forecast."
VECDEPSTATE-A2075-028,A2075,Managed Ecological Adaptation,2075,VDE-028,Great_Black_Swamp,vector_habitat_polygon,canon,spatial_boundary,hold_preservation,historical/noncanonical,CURRENT FACT (2026 baseline): Great_Black_Swamp to vector_habitat_polygon is recorded as a hold_preservation interface at historical/noncanonical; evidence class is documented_boundary.,"SCENARIO ASSUMPTION: Forest-edge stewardship and ecological monitoring improve attention to humidity, host, and edge conditions without controlling tick or mosquito presence. By 2075, this is the A scenario's matured or diverged ecological state: selected maintenance and recurring review routines are institutionalized while residual habitat remains; it is not an observed distribution or forecast.","SCENARIO CONSEQUENCE: By 2075, this is the A scenario's matured or diverged ecological state: selected maintenance and recurring review routines are institutionalized while residual habitat remains; it is not an observed distribution or forecast. monitoring, habitat management, and decision handoffs are more connected in selected systems; the underlying evidence limits remain; no abundance, contact, infection, disease, or probability is inferred.",selected_interface_routinized,VEFA-A2075-03,VFS-015,moderate,moderate,fictional,scenario,scenario_assumption,"Dependency future state preserves documented-versus-inferred and scale limits; no dependency becomes a risk score, control proof, contact estimate, or disease forecast."
VECDEPSTATE-B2050-001,B2050,Heterogeneous Adaptive Basin,2050,VDE-001,temperature,mosquito_seasonal_development,climate,vector_ecology,seasonal_development,station/regional,CURRENT FACT (2026 baseline): temperature to mosquito_seasonal_development is recorded as a seasonal_development interface at station/regional; evidence class is documented.,"SCENARIO ASSUMPTION: Climate and hydrologic conditions become more permissive for some vectors in some settings, but urban, wetland, agricultural, forest-edge, and suburban responses remain different and are not averaged. This is the B scenario's intermediate 2050 ecological trajectory: local habitat and program differences are emerging and remain structurally uneven; it is not an observed distribution or forecast.","SCENARIO CONSEQUENCE: This is the B scenario's intermediate 2050 ecological trajectory: local habitat and program differences are emerging and remain structurally uneven; it is not an observed distribution or forecast. the dependency is handled differently by habitat and institution, preserving local adaptation alongside uneven coverage and negotiation friction; no abundance, contact, infection, disease, or probability is inferred.",habitat_specific_networked,VEFA-B2050-01,VFS-002,high,high,fictional,scenario,scenario_assumption,"Dependency future state preserves documented-versus-inferred and scale limits; no dependency becomes a risk score, control proof, contact estimate, or disease forecast."
VECDEPSTATE-B2050-002,B2050,Heterogeneous Adaptive Basin,2050,VDE-002,temperature,Aedes_lifecycle,climate,vector_ecology,seasonal_development,regional,CURRENT FACT (2026 baseline): temperature to Aedes_lifecycle is recorded as a seasonal_development interface at regional; evidence class is documented.,"SCENARIO ASSUMPTION: Climate and hydrologic conditions become more permissive for some vectors in some settings, but urban, wetland, agricultural, forest-edge, and suburban responses remain different and are not averaged. This is the B scenario's intermediate 2050 ecological trajectory: local habitat and program differences are emerging and remain structurally uneven; it is not an observed distribution or forecast.","SCENARIO CONSEQUENCE: This is the B scenario's intermediate 2050 ecological trajectory: local habitat and program differences are emerging and remain structurally uneven; it is not an observed distribution or forecast. the dependency is handled differently by habitat and institution, preserving local adaptation alongside uneven coverage and negotiation friction; no abundance, contact, infection, disease, or probability is inferred.",habitat_specific_networked,VEFA-B2050-01,VFS-005,high,high,fictional,scenario,scenario_assumption,"Dependency future state preserves documented-versus-inferred and scale limits; no dependency becomes a risk score, control proof, contact estimate, or disease forecast."
VECDEPSTATE-B2050-003,B2050,Heterogeneous Adaptive Basin,2050,VDE-003,temperature,Ixodes_activity,climate,vector_ecology,seasonal_development,regional,CURRENT FACT (2026 baseline): temperature to Ixodes_activity is recorded as a seasonal_development interface at regional; evidence class is documented.,"SCENARIO ASSUMPTION: Climate and hydrologic conditions become more permissive for some vectors in some settings, but urban, wetland, agricultural, forest-edge, and suburban responses remain different and are not averaged. This is the B scenario's intermediate 2050 ecological trajectory: local habitat and program differences are emerging and remain structurally uneven; it is not an observed distribution or forecast.","SCENARIO CONSEQUENCE: This is the B scenario's intermediate 2050 ecological trajectory: local habitat and program differences are emerging and remain structurally uneven; it is not an observed distribution or forecast. the dependency is handled differently by habitat and institution, preserving local adaptation alongside uneven coverage and negotiation friction; no abundance, contact, infection, disease, or probability is inferred.",habitat_specific_networked,VEFA-B2050-01,VFS-008,high,high,fictional,scenario,scenario_assumption,"Dependency future state preserves documented-versus-inferred and scale limits; no dependency becomes a risk score, control proof, contact estimate, or disease forecast."
VECDEPSTATE-B2050-004,B2050,Heterogeneous Adaptive Basin,2050,VDE-004,precipitation,temporary_standing_water,climate,hydrology,habitat_opportunity,station/wetland/watershed,CURRENT FACT (2026 baseline): precipitation to temporary_standing_water is recorded as a habitat_opportunity interface at station/wetland/watershed; evidence class is documented_plus_inferred.,"SCENARIO ASSUMPTION: Climate and hydrologic conditions become more permissive for some vectors in some settings, but urban, wetland, agricultural, forest-edge, and suburban responses remain different and are not averaged. This is the B scenario's intermediate 2050 ecological trajectory: local habitat and program differences are emerging and remain structurally uneven; it is not an observed distribution or forecast.","SCENARIO CONSEQUENCE: This is the B scenario's intermediate 2050 ecological trajectory: local habitat and program differences are emerging and remain structurally uneven; it is not an observed distribution or forecast. the dependency is handled differently by habitat and institution, preserving local adaptation alongside uneven coverage and negotiation friction; no abundance, contact, infection, disease, or probability is inferred.",habitat_specific_networked,VEFA-B2050-01,VFS-014,high,high,fictional,scenario,scenario_assumption,"Dependency future state preserves documented-versus-inferred and scale limits; no dependency becomes a risk score, control proof, contact estimate, or disease forecast."
VECDEPSTATE-B2050-005,B2050,Heterogeneous Adaptive Basin,2050,VDE-005,standing_water,mosquito_habitat,hydrology,vector_ecology,habitat_association,wetland/ditch/container,CURRENT FACT (2026 baseline): standing_water to mosquito_habitat is recorded as a habitat_association interface at wetland/ditch/container; evidence class is documented.,"SCENARIO ASSUMPTION: Climate and hydrologic conditions become more permissive for some vectors in some settings, but urban, wetland, agricultural, forest-edge, and suburban responses remain different and are not averaged. This is the B scenario's intermediate 2050 ecological trajectory: local habitat and program differences are emerging and remain structurally uneven; it is not an observed distribution or forecast.","SCENARIO CONSEQUENCE: This is the B scenario's intermediate 2050 ecological trajectory: local habitat and program differences are emerging and remain structurally uneven; it is not an observed distribution or forecast. the dependency is handled differently by habitat and institution, preserving local adaptation alongside uneven coverage and negotiation friction; no abundance, contact, infection, disease, or probability is inferred.",habitat_specific_networked,VEFA-B2050-01,VFS-001,high,high,fictional,scenario,scenario_assumption,"Dependency future state preserves documented-versus-inferred and scale limits; no dependency becomes a risk score, control proof, contact estimate, or disease forecast."
VECDEPSTATE-B2050-006,B2050,Heterogeneous Adaptive Basin,2050,VDE-006,wetlands,mosquito_habitat,ecology,vector_ecology,habitat_interface,wetland/watershed,CURRENT FACT (2026 baseline): wetlands to mosquito_habitat is recorded as a habitat_interface interface at wetland/watershed; evidence class is documented_plus_inferred.,"SCENARIO ASSUMPTION: Forest and edge conditions form a patchwork of moisture, vegetation, host, and access contexts, so tick and woodland-mosquito opportunities diverge locally. This is the B scenario's intermediate 2050 ecological trajectory: local habitat and program differences are emerging and remain structurally uneven; it is not an observed distribution or forecast.","SCENARIO CONSEQUENCE: This is the B scenario's intermediate 2050 ecological trajectory: local habitat and program differences are emerging and remain structurally uneven; it is not an observed distribution or forecast. the dependency is handled differently by habitat and institution, preserving local adaptation alongside uneven coverage and negotiation friction; no abundance, contact, infection, disease, or probability is inferred.",habitat_specific_networked,VEFA-B2050-03,VFS-015,high,high,fictional,scenario,scenario_assumption,"Dependency future state preserves documented-versus-inferred and scale limits; no dependency becomes a risk score, control proof, contact estimate, or disease forecast."
VECDEPSTATE-B2050-007,B2050,Heterogeneous Adaptive Basin,2050,VDE-007,urban_containers,Aedes_albopictus,settlement,vector_ecology,container_habitat,urban/suburban,CURRENT FACT (2026 baseline): urban_containers to Aedes_albopictus is recorded as a container_habitat interface at urban/suburban; evidence class is documented.,"SCENARIO ASSUMPTION: Population concentration, workplace form, and land-cover interfaces differ across the basin; these differences guide potential monitoring interfaces rather than human-contact estimates. This is the B scenario's intermediate 2050 ecological trajectory: local habitat and program differences are emerging and remain structurally uneven; it is not an observed distribution or forecast.","SCENARIO CONSEQUENCE: This is the B scenario's intermediate 2050 ecological trajectory: local habitat and program differences are emerging and remain structurally uneven; it is not an observed distribution or forecast. the dependency is handled differently by habitat and institution, preserving local adaptation alongside uneven coverage and negotiation friction; no abundance, contact, infection, disease, or probability is inferred.",habitat_specific_networked,VEFA-B2050-05,VFS-001,high,high,fictional,scenario,scenario_assumption,"Dependency future state preserves documented-versus-inferred and scale limits; no dependency becomes a risk score, control proof, contact estimate, or disease forecast."
VECDEPSTATE-B2050-008,B2050,Heterogeneous Adaptive Basin,2050,VDE-008,urban_containers,Aedes_japonicus,settlement,vector_ecology,container_habitat,study-area/generalized,CURRENT FACT (2026 baseline): urban_containers to Aedes_japonicus is recorded as a container_habitat interface at study-area/generalized; evidence class is documented.,"SCENARIO ASSUMPTION: Population concentration, workplace form, and land-cover interfaces differ across the basin; these differences guide potential monitoring interfaces rather than human-contact estimates. This is the B scenario's intermediate 2050 ecological trajectory: local habitat and program differences are emerging and remain structurally uneven; it is not an observed distribution or forecast.","SCENARIO CONSEQUENCE: This is the B scenario's intermediate 2050 ecological trajectory: local habitat and program differences are emerging and remain structurally uneven; it is not an observed distribution or forecast. the dependency is handled differently by habitat and institution, preserving local adaptation alongside uneven coverage and negotiation friction; no abundance, contact, infection, disease, or probability is inferred.",habitat_specific_networked,VEFA-B2050-05,VFS-003,high,high,fictional,scenario,scenario_assumption,"Dependency future state preserves documented-versus-inferred and scale limits; no dependency becomes a risk score, control proof, contact estimate, or disease forecast."
VECDEPSTATE-B2050-009,B2050,Heterogeneous Adaptive Basin,2050,VDE-009,forest_edge,Ixodes_host_interface,ecology,vector_ecology,questing_habitat,forest/edge,CURRENT FACT (2026 baseline): forest_edge to Ixodes_host_interface is recorded as a questing_habitat interface at forest/edge; evidence class is documented.,"SCENARIO ASSUMPTION: Forest and edge conditions form a patchwork of moisture, vegetation, host, and access contexts, so tick and woodland-mosquito opportunities diverge locally. This is the B scenario's intermediate 2050 ecological trajectory: local habitat and program differences are emerging and remain structurally uneven; it is not an observed distribution or forecast.","SCENARIO CONSEQUENCE: This is the B scenario's intermediate 2050 ecological trajectory: local habitat and program differences are emerging and remain structurally uneven; it is not an observed distribution or forecast. the dependency is handled differently by habitat and institution, preserving local adaptation alongside uneven coverage and negotiation friction; no abundance, contact, infection, disease, or probability is inferred.",habitat_specific_networked,VEFA-B2050-03,VFS-008,high,high,fictional,scenario,scenario_assumption,"Dependency future state preserves documented-versus-inferred and scale limits; no dependency becomes a risk score, control proof, contact estimate, or disease forecast."
