state_id,scenario_id,scenario,horizon,archetype,baseline_surveillance_ids,surveillance_capacity_state,detection_latency_state,coverage_and_method_state,observation_interface,reported_observation_boundary,current_fact,scenario_assumption,scenario_consequence,assumption_id,source_or_basis,plausibility,uncertainty,reality_status,canon_status,relationship_basis,notes
IDFS-B2075-respiratory,B2075,Networked but Uneven Adaptation,2075,respiratory,SUR-008;SUR-009,"surveillance coverage is heterogeneous across jurisdictions, habitats, laboratories, wastewater programs, veterinary systems, and healthcare settings",detection latency remains persistently uneven across the network,"multiple methods and denominators remain non-comparable, with strong coverage in some nodes and gaps in others","Observation interfaces for respiratory retain native program, laboratory, sewershed, facility, animal, county, and regional scales.","reported observations differ with effort, participation, testing, and reporting practice rather than tracking one underlying disease state",CURRENT FACT (2026 baseline): Phase 13A/13B provide surveillance and observation interfaces for respiratory; these do not form a complete disease denominator.,"SCENARIO ASSUMPTION: Surveillance coverage, laboratory participation, wastewater observation, vector programs, veterinary reporting, and HAI/AMR detection remain heterogeneous and institutionalized in selected interfaces across nodes. 2075 is a matured mosaic in which strong and weak nodes remain connected through overlapping networks, local friction, and reporting differences.","SCENARIO CONSEQUENCE: 2075 is a matured mosaic in which strong and weak nodes remain connected through overlapping networks, local friction, and reporting differences. Detection timing and coverage change qualitatively; Surveillance sensitivity is not disease intensity; uneven coverage is not evidence of absence or prevalence.",IDFA-B2075-03,s13_nndss_about,high,high,fictional,scenario,scenario_assumption,Surveillance sensitivity is not disease intensity; uneven coverage is not evidence of absence or prevalence. More detection can produce more reported observations without implying more underlying disease.
IDFS-B2075-zoonotic,B2075,Networked but Uneven Adaptation,2075,zoonotic,SUR-010,"surveillance coverage is heterogeneous across jurisdictions, habitats, laboratories, wastewater programs, veterinary systems, and healthcare settings",detection latency remains persistently uneven across the network,"multiple methods and denominators remain non-comparable, with strong coverage in some nodes and gaps in others","Observation interfaces for zoonotic retain native program, laboratory, sewershed, facility, animal, county, and regional scales.","reported observations differ with effort, participation, testing, and reporting practice rather than tracking one underlying disease state",CURRENT FACT (2026 baseline): Phase 13A/13B provide surveillance and observation interfaces for zoonotic; these do not form a complete disease denominator.,"SCENARIO ASSUMPTION: Surveillance coverage, laboratory participation, wastewater observation, vector programs, veterinary reporting, and HAI/AMR detection remain heterogeneous and institutionalized in selected interfaces across nodes. 2075 is a matured mosaic in which strong and weak nodes remain connected through overlapping networks, local friction, and reporting differences.","SCENARIO CONSEQUENCE: 2075 is a matured mosaic in which strong and weak nodes remain connected through overlapping networks, local friction, and reporting differences. Detection timing and coverage change qualitatively; Surveillance sensitivity is not disease intensity; uneven coverage is not evidence of absence or prevalence.",IDFA-B2075-03,s13_nndss_about,high,high,fictional,scenario,scenario_assumption,Surveillance sensitivity is not disease intensity; uneven coverage is not evidence of absence or prevalence. More detection can produce more reported observations without implying more underlying disease.
IDFS-B2075-healthcareAMR,B2075,Networked but Uneven Adaptation,2075,healthcare/AMR,SUR-011;SUR-012,"surveillance coverage is heterogeneous across jurisdictions, habitats, laboratories, wastewater programs, veterinary systems, and healthcare settings",detection latency remains persistently uneven across the network,"multiple methods and denominators remain non-comparable, with strong coverage in some nodes and gaps in others","Observation interfaces for healthcare/AMR retain native program, laboratory, sewershed, facility, animal, county, and regional scales.","reported observations differ with effort, participation, testing, and reporting practice rather than tracking one underlying disease state",CURRENT FACT (2026 baseline): Phase 13A/13B provide surveillance and observation interfaces for healthcare/AMR; these do not form a complete disease denominator.,"SCENARIO ASSUMPTION: Surveillance coverage, laboratory participation, wastewater observation, vector programs, veterinary reporting, and HAI/AMR detection remain heterogeneous and institutionalized in selected interfaces across nodes. 2075 is a matured mosaic in which strong and weak nodes remain connected through overlapping networks, local friction, and reporting differences.","SCENARIO CONSEQUENCE: 2075 is a matured mosaic in which strong and weak nodes remain connected through overlapping networks, local friction, and reporting differences. Detection timing and coverage change qualitatively; Surveillance sensitivity is not disease intensity; uneven coverage is not evidence of absence or prevalence.",IDFA-B2075-03,s13_nndss_about,high,high,fictional,scenario,scenario_assumption,Surveillance sensitivity is not disease intensity; uneven coverage is not evidence of absence or prevalence. More detection can produce more reported observations without implying more underlying disease.
IDFS-C2050-vectorborne,C2050,Higher Transmission Opportunity / Response Strain,2050,vector-borne,SUR-001;SUR-002;SUR-003,"selected surveillance programs face coverage, laboratory, wastewater, vector, veterinary, or healthcare reporting strain while capable programs persist elsewhere",detection latency worsens at selected seams and during disruptions,"method, effort, reporting, and access gaps become more consequential but remain unmeasured and heterogeneous","Observation interfaces for vector-borne retain native program, laboratory, sewershed, facility, animal, county, and regional scales.","fewer observations may reflect lag or coverage limits, while more targeted detection may also increase reports without implying more disease",CURRENT FACT (2026 baseline): Phase 13A/13B provide surveillance and observation interfaces for vector-borne; these do not form a complete disease denominator.,"SCENARIO ASSUMPTION: Environmental, vector, wastewater, laboratory, veterinary, and healthcare/AMR surveillance face selected coverage and reporting lags relative to changing interfaces; capable programs persist but the lag is emerging and selective. 2050 is an intermediate trajectory in which selected environmental and infrastructure pressures widen opportunity seams while response strain begins to appear.","SCENARIO CONSEQUENCE: 2050 is an intermediate trajectory in which selected environmental and infrastructure pressures widen opportunity seams while response strain begins to appear. Detection timing and coverage change qualitatively; Surveillance lag is not disease absence, and response strain is not prevalence, incidence, or burden.",IDFA-C2050-03,s13_nndss_about,exploratory,high,fictional,scenario,scenario_assumption,"Surveillance lag is not disease absence, and response strain is not prevalence, incidence, or burden. More detection can produce more reported observations without implying more underlying disease."
IDFS-C2050-waterborneenvironmental,C2050,Higher Transmission Opportunity / Response Strain,2050,waterborne/environmental,SUR-004;SUR-005,"selected surveillance programs face coverage, laboratory, wastewater, vector, veterinary, or healthcare reporting strain while capable programs persist elsewhere",detection latency worsens at selected seams and during disruptions,"method, effort, reporting, and access gaps become more consequential but remain unmeasured and heterogeneous","Observation interfaces for waterborne/environmental retain native program, laboratory, sewershed, facility, animal, county, and regional scales.","fewer observations may reflect lag or coverage limits, while more targeted detection may also increase reports without implying more disease",CURRENT FACT (2026 baseline): Phase 13A/13B provide surveillance and observation interfaces for waterborne/environmental; these do not form a complete disease denominator.,"SCENARIO ASSUMPTION: Environmental, vector, wastewater, laboratory, veterinary, and healthcare/AMR surveillance face selected coverage and reporting lags relative to changing interfaces; capable programs persist but the lag is emerging and selective. 2050 is an intermediate trajectory in which selected environmental and infrastructure pressures widen opportunity seams while response strain begins to appear.","SCENARIO CONSEQUENCE: 2050 is an intermediate trajectory in which selected environmental and infrastructure pressures widen opportunity seams while response strain begins to appear. Detection timing and coverage change qualitatively; Surveillance lag is not disease absence, and response strain is not prevalence, incidence, or burden.",IDFA-C2050-03,s13_nndss_about,exploratory,high,fictional,scenario,scenario_assumption,"Surveillance lag is not disease absence, and response strain is not prevalence, incidence, or burden. More detection can produce more reported observations without implying more underlying disease."
IDFS-C2050-foodborneenteric,C2050,Higher Transmission Opportunity / Response Strain,2050,foodborne/enteric,SUR-006;SUR-007,"selected surveillance programs face coverage, laboratory, wastewater, vector, veterinary, or healthcare reporting strain while capable programs persist elsewhere",detection latency worsens at selected seams and during disruptions,"method, effort, reporting, and access gaps become more consequential but remain unmeasured and heterogeneous","Observation interfaces for foodborne/enteric retain native program, laboratory, sewershed, facility, animal, county, and regional scales.","fewer observations may reflect lag or coverage limits, while more targeted detection may also increase reports without implying more disease",CURRENT FACT (2026 baseline): Phase 13A/13B provide surveillance and observation interfaces for foodborne/enteric; these do not form a complete disease denominator.,"SCENARIO ASSUMPTION: Environmental, vector, wastewater, laboratory, veterinary, and healthcare/AMR surveillance face selected coverage and reporting lags relative to changing interfaces; capable programs persist but the lag is emerging and selective. 2050 is an intermediate trajectory in which selected environmental and infrastructure pressures widen opportunity seams while response strain begins to appear.","SCENARIO CONSEQUENCE: 2050 is an intermediate trajectory in which selected environmental and infrastructure pressures widen opportunity seams while response strain begins to appear. Detection timing and coverage change qualitatively; Surveillance lag is not disease absence, and response strain is not prevalence, incidence, or burden.",IDFA-C2050-03,s13_nndss_about,exploratory,high,fictional,scenario,scenario_assumption,"Surveillance lag is not disease absence, and response strain is not prevalence, incidence, or burden. More detection can produce more reported observations without implying more underlying disease."
IDFS-C2050-respiratory,C2050,Higher Transmission Opportunity / Response Strain,2050,respiratory,SUR-008;SUR-009,"selected surveillance programs face coverage, laboratory, wastewater, vector, veterinary, or healthcare reporting strain while capable programs persist elsewhere",detection latency worsens at selected seams and during disruptions,"method, effort, reporting, and access gaps become more consequential but remain unmeasured and heterogeneous","Observation interfaces for respiratory retain native program, laboratory, sewershed, facility, animal, county, and regional scales.","fewer observations may reflect lag or coverage limits, while more targeted detection may also increase reports without implying more disease",CURRENT FACT (2026 baseline): Phase 13A/13B provide surveillance and observation interfaces for respiratory; these do not form a complete disease denominator.,"SCENARIO ASSUMPTION: Environmental, vector, wastewater, laboratory, veterinary, and healthcare/AMR surveillance face selected coverage and reporting lags relative to changing interfaces; capable programs persist but the lag is emerging and selective. 2050 is an intermediate trajectory in which selected environmental and infrastructure pressures widen opportunity seams while response strain begins to appear.","SCENARIO CONSEQUENCE: 2050 is an intermediate trajectory in which selected environmental and infrastructure pressures widen opportunity seams while response strain begins to appear. Detection timing and coverage change qualitatively; Surveillance lag is not disease absence, and response strain is not prevalence, incidence, or burden.",IDFA-C2050-03,s13_nndss_about,exploratory,high,fictional,scenario,scenario_assumption,"Surveillance lag is not disease absence, and response strain is not prevalence, incidence, or burden. More detection can produce more reported observations without implying more underlying disease."
IDFS-C2050-zoonotic,C2050,Higher Transmission Opportunity / Response Strain,2050,zoonotic,SUR-010,"selected surveillance programs face coverage, laboratory, wastewater, vector, veterinary, or healthcare reporting strain while capable programs persist elsewhere",detection latency worsens at selected seams and during disruptions,"method, effort, reporting, and access gaps become more consequential but remain unmeasured and heterogeneous","Observation interfaces for zoonotic retain native program, laboratory, sewershed, facility, animal, county, and regional scales.","fewer observations may reflect lag or coverage limits, while more targeted detection may also increase reports without implying more disease",CURRENT FACT (2026 baseline): Phase 13A/13B provide surveillance and observation interfaces for zoonotic; these do not form a complete disease denominator.,"SCENARIO ASSUMPTION: Environmental, vector, wastewater, laboratory, veterinary, and healthcare/AMR surveillance face selected coverage and reporting lags relative to changing interfaces; capable programs persist but the lag is emerging and selective. 2050 is an intermediate trajectory in which selected environmental and infrastructure pressures widen opportunity seams while response strain begins to appear.","SCENARIO CONSEQUENCE: 2050 is an intermediate trajectory in which selected environmental and infrastructure pressures widen opportunity seams while response strain begins to appear. Detection timing and coverage change qualitatively; Surveillance lag is not disease absence, and response strain is not prevalence, incidence, or burden.",IDFA-C2050-03,s13_nndss_about,exploratory,high,fictional,scenario,scenario_assumption,"Surveillance lag is not disease absence, and response strain is not prevalence, incidence, or burden. More detection can produce more reported observations without implying more underlying disease."
IDFS-C2050-healthcareAMR,C2050,Higher Transmission Opportunity / Response Strain,2050,healthcare/AMR,SUR-011;SUR-012,"selected surveillance programs face coverage, laboratory, wastewater, vector, veterinary, or healthcare reporting strain while capable programs persist elsewhere",detection latency worsens at selected seams and during disruptions,"method, effort, reporting, and access gaps become more consequential but remain unmeasured and heterogeneous","Observation interfaces for healthcare/AMR retain native program, laboratory, sewershed, facility, animal, county, and regional scales.","fewer observations may reflect lag or coverage limits, while more targeted detection may also increase reports without implying more disease",CURRENT FACT (2026 baseline): Phase 13A/13B provide surveillance and observation interfaces for healthcare/AMR; these do not form a complete disease denominator.,"SCENARIO ASSUMPTION: Environmental, vector, wastewater, laboratory, veterinary, and healthcare/AMR surveillance face selected coverage and reporting lags relative to changing interfaces; capable programs persist but the lag is emerging and selective. 2050 is an intermediate trajectory in which selected environmental and infrastructure pressures widen opportunity seams while response strain begins to appear.","SCENARIO CONSEQUENCE: 2050 is an intermediate trajectory in which selected environmental and infrastructure pressures widen opportunity seams while response strain begins to appear. Detection timing and coverage change qualitatively; Surveillance lag is not disease absence, and response strain is not prevalence, incidence, or burden.",IDFA-C2050-03,s13_nndss_about,exploratory,high,fictional,scenario,scenario_assumption,"Surveillance lag is not disease absence, and response strain is not prevalence, incidence, or burden. More detection can produce more reported observations without implying more underlying disease."
IDFS-C2075-vectorborne,C2075,Higher Transmission Opportunity / Response Strain,2075,vector-borne,SUR-001;SUR-002;SUR-003,"selected surveillance programs face coverage, laboratory, wastewater, vector, veterinary, or healthcare reporting strain while capable programs persist elsewhere",detection lag is entrenched in selected seams despite capable programs elsewhere,"method, effort, reporting, and access gaps become more consequential but remain unmeasured and heterogeneous","Observation interfaces for vector-borne retain native program, laboratory, sewershed, facility, animal, county, and regional scales.","fewer observations may reflect lag or coverage limits, while more targeted detection may also increase reports without implying more disease",CURRENT FACT (2026 baseline): Phase 13A/13B provide surveillance and observation interfaces for vector-borne; these do not form a complete disease denominator.,"SCENARIO ASSUMPTION: Environmental, vector, wastewater, laboratory, veterinary, and healthcare/AMR surveillance face selected coverage and reporting lags relative to changing interfaces; capable programs persist but the lag is institutionalized in selected interfaces. 2075 is a matured or diverged state in which selected opportunity windows and disruptions are more consequential while capable programs persist amid coordination strain.","SCENARIO CONSEQUENCE: 2075 is a matured or diverged state in which selected opportunity windows and disruptions are more consequential while capable programs persist amid coordination strain. Detection timing and coverage change qualitatively; Surveillance lag is not disease absence, and response strain is not prevalence, incidence, or burden.",IDFA-C2075-03,s13_nndss_about,exploratory,high,fictional,scenario,scenario_assumption,"Surveillance lag is not disease absence, and response strain is not prevalence, incidence, or burden. More detection can produce more reported observations without implying more underlying disease."
IDFS-C2075-waterborneenvironmental,C2075,Higher Transmission Opportunity / Response Strain,2075,waterborne/environmental,SUR-004;SUR-005,"selected surveillance programs face coverage, laboratory, wastewater, vector, veterinary, or healthcare reporting strain while capable programs persist elsewhere",detection lag is entrenched in selected seams despite capable programs elsewhere,"method, effort, reporting, and access gaps become more consequential but remain unmeasured and heterogeneous","Observation interfaces for waterborne/environmental retain native program, laboratory, sewershed, facility, animal, county, and regional scales.","fewer observations may reflect lag or coverage limits, while more targeted detection may also increase reports without implying more disease",CURRENT FACT (2026 baseline): Phase 13A/13B provide surveillance and observation interfaces for waterborne/environmental; these do not form a complete disease denominator.,"SCENARIO ASSUMPTION: Environmental, vector, wastewater, laboratory, veterinary, and healthcare/AMR surveillance face selected coverage and reporting lags relative to changing interfaces; capable programs persist but the lag is institutionalized in selected interfaces. 2075 is a matured or diverged state in which selected opportunity windows and disruptions are more consequential while capable programs persist amid coordination strain.","SCENARIO CONSEQUENCE: 2075 is a matured or diverged state in which selected opportunity windows and disruptions are more consequential while capable programs persist amid coordination strain. Detection timing and coverage change qualitatively; Surveillance lag is not disease absence, and response strain is not prevalence, incidence, or burden.",IDFA-C2075-03,s13_nndss_about,exploratory,high,fictional,scenario,scenario_assumption,"Surveillance lag is not disease absence, and response strain is not prevalence, incidence, or burden. More detection can produce more reported observations without implying more underlying disease."
IDFS-C2075-foodborneenteric,C2075,Higher Transmission Opportunity / Response Strain,2075,foodborne/enteric,SUR-006;SUR-007,"selected surveillance programs face coverage, laboratory, wastewater, vector, veterinary, or healthcare reporting strain while capable programs persist elsewhere",detection lag is entrenched in selected seams despite capable programs elsewhere,"method, effort, reporting, and access gaps become more consequential but remain unmeasured and heterogeneous","Observation interfaces for foodborne/enteric retain native program, laboratory, sewershed, facility, animal, county, and regional scales.","fewer observations may reflect lag or coverage limits, while more targeted detection may also increase reports without implying more disease",CURRENT FACT (2026 baseline): Phase 13A/13B provide surveillance and observation interfaces for foodborne/enteric; these do not form a complete disease denominator.,"SCENARIO ASSUMPTION: Environmental, vector, wastewater, laboratory, veterinary, and healthcare/AMR surveillance face selected coverage and reporting lags relative to changing interfaces; capable programs persist but the lag is institutionalized in selected interfaces. 2075 is a matured or diverged state in which selected opportunity windows and disruptions are more consequential while capable programs persist amid coordination strain.","SCENARIO CONSEQUENCE: 2075 is a matured or diverged state in which selected opportunity windows and disruptions are more consequential while capable programs persist amid coordination strain. Detection timing and coverage change qualitatively; Surveillance lag is not disease absence, and response strain is not prevalence, incidence, or burden.",IDFA-C2075-03,s13_nndss_about,exploratory,high,fictional,scenario,scenario_assumption,"Surveillance lag is not disease absence, and response strain is not prevalence, incidence, or burden. More detection can produce more reported observations without implying more underlying disease."
IDFS-C2075-respiratory,C2075,Higher Transmission Opportunity / Response Strain,2075,respiratory,SUR-008;SUR-009,"selected surveillance programs face coverage, laboratory, wastewater, vector, veterinary, or healthcare reporting strain while capable programs persist elsewhere",detection lag is entrenched in selected seams despite capable programs elsewhere,"method, effort, reporting, and access gaps become more consequential but remain unmeasured and heterogeneous","Observation interfaces for respiratory retain native program, laboratory, sewershed, facility, animal, county, and regional scales.","fewer observations may reflect lag or coverage limits, while more targeted detection may also increase reports without implying more disease",CURRENT FACT (2026 baseline): Phase 13A/13B provide surveillance and observation interfaces for respiratory; these do not form a complete disease denominator.,"SCENARIO ASSUMPTION: Environmental, vector, wastewater, laboratory, veterinary, and healthcare/AMR surveillance face selected coverage and reporting lags relative to changing interfaces; capable programs persist but the lag is institutionalized in selected interfaces. 2075 is a matured or diverged state in which selected opportunity windows and disruptions are more consequential while capable programs persist amid coordination strain.","SCENARIO CONSEQUENCE: 2075 is a matured or diverged state in which selected opportunity windows and disruptions are more consequential while capable programs persist amid coordination strain. Detection timing and coverage change qualitatively; Surveillance lag is not disease absence, and response strain is not prevalence, incidence, or burden.",IDFA-C2075-03,s13_nndss_about,exploratory,high,fictional,scenario,scenario_assumption,"Surveillance lag is not disease absence, and response strain is not prevalence, incidence, or burden. More detection can produce more reported observations without implying more underlying disease."
IDFS-C2075-zoonotic,C2075,Higher Transmission Opportunity / Response Strain,2075,zoonotic,SUR-010,"selected surveillance programs face coverage, laboratory, wastewater, vector, veterinary, or healthcare reporting strain while capable programs persist elsewhere",detection lag is entrenched in selected seams despite capable programs elsewhere,"method, effort, reporting, and access gaps become more consequential but remain unmeasured and heterogeneous","Observation interfaces for zoonotic retain native program, laboratory, sewershed, facility, animal, county, and regional scales.","fewer observations may reflect lag or coverage limits, while more targeted detection may also increase reports without implying more disease",CURRENT FACT (2026 baseline): Phase 13A/13B provide surveillance and observation interfaces for zoonotic; these do not form a complete disease denominator.,"SCENARIO ASSUMPTION: Environmental, vector, wastewater, laboratory, veterinary, and healthcare/AMR surveillance face selected coverage and reporting lags relative to changing interfaces; capable programs persist but the lag is institutionalized in selected interfaces. 2075 is a matured or diverged state in which selected opportunity windows and disruptions are more consequential while capable programs persist amid coordination strain.","SCENARIO CONSEQUENCE: 2075 is a matured or diverged state in which selected opportunity windows and disruptions are more consequential while capable programs persist amid coordination strain. Detection timing and coverage change qualitatively; Surveillance lag is not disease absence, and response strain is not prevalence, incidence, or burden.",IDFA-C2075-03,s13_nndss_about,exploratory,high,fictional,scenario,scenario_assumption,"Surveillance lag is not disease absence, and response strain is not prevalence, incidence, or burden. More detection can produce more reported observations without implying more underlying disease."
IDFS-C2075-healthcareAMR,C2075,Higher Transmission Opportunity / Response Strain,2075,healthcare/AMR,SUR-011;SUR-012,"selected surveillance programs face coverage, laboratory, wastewater, vector, veterinary, or healthcare reporting strain while capable programs persist elsewhere",detection lag is entrenched in selected seams despite capable programs elsewhere,"method, effort, reporting, and access gaps become more consequential but remain unmeasured and heterogeneous","Observation interfaces for healthcare/AMR retain native program, laboratory, sewershed, facility, animal, county, and regional scales.","fewer observations may reflect lag or coverage limits, while more targeted detection may also increase reports without implying more disease",CURRENT FACT (2026 baseline): Phase 13A/13B provide surveillance and observation interfaces for healthcare/AMR; these do not form a complete disease denominator.,"SCENARIO ASSUMPTION: Environmental, vector, wastewater, laboratory, veterinary, and healthcare/AMR surveillance face selected coverage and reporting lags relative to changing interfaces; capable programs persist but the lag is institutionalized in selected interfaces. 2075 is a matured or diverged state in which selected opportunity windows and disruptions are more consequential while capable programs persist amid coordination strain.","SCENARIO CONSEQUENCE: 2075 is a matured or diverged state in which selected opportunity windows and disruptions are more consequential while capable programs persist amid coordination strain. Detection timing and coverage change qualitatively; Surveillance lag is not disease absence, and response strain is not prevalence, incidence, or burden.",IDFA-C2075-03,s13_nndss_about,exploratory,high,fictional,scenario,scenario_assumption,"Surveillance lag is not disease absence, and response strain is not prevalence, incidence, or burden. More detection can produce more reported observations without implying more underlying disease."
