uncertainty_state_id,scenario_id,scenario_family,horizon,uncertainty_domain,subject,uncertainty_level,uncertainty,scenario_dependence,what_is_not_inferred,evidence_basis,assumption_id,source_or_basis,reality_status,canon_status,relationship_basis,notes
TUS-C2050-03,C2050,High Capability / High Friction Basin,2050,infrastructure_and_interoperability,"digital, energy, and physical interfaces",high,High uncertainty remains around infrastructure and interoperability; the horizon does not add precision.,Depends on the scenario family and horizon; 2075 divergence is wider than 2050 without becoming more precise.,"No exact deployment, adoption percentage, capacity, probability, health outcome, or composite risk/resilience/readiness score is inferred.",Phase 15A accepted/frozen baseline and explicit scenario construction.,TFA-C2050-01,EXT-CISA-CPG,scenario,scenario,scenario_assumption,"Unknown is retained as unknown; it is not low risk, absence, or a guaranteed bottleneck. 2050 is a bounded high-capability trajectory with substantial technical options but high friction, cyber stress, and delayed governance at selected seams."
TUS-C2050-04,C2050,High Capability / High Friction Basin,2050,governance_and_oversight,authority and oversight interfaces,high,High uncertainty remains around governance and oversight; the horizon does not add precision.,Depends on the scenario family and horizon; 2075 divergence is wider than 2050 without becoming more precise.,"No exact deployment, adoption percentage, capacity, probability, health outcome, or composite risk/resilience/readiness score is inferred.",Phase 15A accepted/frozen baseline and explicit scenario construction.,TFA-C2050-01,EXT-NIST-PRIVACY,scenario,scenario,scenario_assumption,"Unknown is retained as unknown; it is not low risk, absence, or a guaranteed bottleneck. 2050 is a bounded high-capability trajectory with substantial technical options but high friction, cyber stress, and delayed governance at selected seams."
TUS-C2050-05,C2050,High Capability / High Friction Basin,2050,trust_and_legitimacy,public and institutional legitimacy,high,High uncertainty remains around trust and legitimacy; the horizon does not add precision.,Depends on the scenario family and horizon; 2075 divergence is wider than 2050 without becoming more precise.,"No exact deployment, adoption percentage, capacity, probability, health outcome, or composite risk/resilience/readiness score is inferred.",Phase 15A accepted/frozen baseline and explicit scenario construction.,TFA-C2050-01,EXT-NIST-PRIVACY,scenario,scenario,scenario_assumption,"Unknown is retained as unknown; it is not low risk, absence, or a guaranteed bottleneck. 2050 is a bounded high-capability trajectory with substantial technical options but high friction, cyber stress, and delayed governance at selected seams."
TUS-C2050-06,C2050,High Capability / High Friction Basin,2050,cybersecurity_and_continuity,defensive digital continuity,high,High uncertainty remains around cybersecurity and continuity; the horizon does not add precision.,Depends on the scenario family and horizon; 2075 divergence is wider than 2050 without becoming more precise.,"No exact deployment, adoption percentage, capacity, probability, health outcome, or composite risk/resilience/readiness score is inferred.",Phase 15A accepted/frozen baseline and explicit scenario construction.,TFA-C2050-01,EXT-CISA-CPG,scenario,scenario,scenario_assumption,"Unknown is retained as unknown; it is not low risk, absence, or a guaranteed bottleneck. 2050 is a bounded high-capability trajectory with substantial technical options but high friction, cyber stress, and delayed governance at selected seams."
TUS-C2050-07,C2050,High Capability / High Friction Basin,2050,workforce_and_maintenance,workforce and maintenance systems,high,High uncertainty remains around workforce and maintenance; the horizon does not add precision.,Depends on the scenario family and horizon; 2075 divergence is wider than 2050 without becoming more precise.,"No exact deployment, adoption percentage, capacity, probability, health outcome, or composite risk/resilience/readiness score is inferred.",Phase 15A accepted/frozen baseline and explicit scenario construction.,TFA-C2050-01,EXT-NIST-MANUFACTURING,scenario,scenario,scenario_assumption,"Unknown is retained as unknown; it is not low risk, absence, or a guaranteed bottleneck. 2050 is a bounded high-capability trajectory with substantial technical options but high friction, cyber stress, and delayed governance at selected seams."
TUS-C2050-08,C2050,High Capability / High Friction Basin,2050,energy_and_compute,"energy, compute, and communications",high,High uncertainty remains around energy and compute; the horizon does not add precision.,Depends on the scenario family and horizon; 2075 divergence is wider than 2050 without becoming more precise.,"No exact deployment, adoption percentage, capacity, probability, health outcome, or composite risk/resilience/readiness score is inferred.",Phase 15A accepted/frozen baseline and explicit scenario construction.,TFA-C2050-01,EXT-DOE-ENERGY-STORAGE,scenario,scenario,scenario_assumption,"Unknown is retained as unknown; it is not low risk, absence, or a guaranteed bottleneck. 2050 is a bounded high-capability trajectory with substantial technical options but high friction, cyber stress, and delayed governance at selected seams."
TUS-C2050-09,C2050,High Capability / High Friction Basin,2050,materials_and_supply_chain,qualified materials and supply chains,high,High uncertainty remains around materials and supply chain; the horizon does not add precision.,Depends on the scenario family and horizon; 2075 divergence is wider than 2050 without becoming more precise.,"No exact deployment, adoption percentage, capacity, probability, health outcome, or composite risk/resilience/readiness score is inferred.",Phase 15A accepted/frozen baseline and explicit scenario construction.,TFA-C2050-01,EXT-NIST-MANUFACTURING,scenario,scenario,scenario_assumption,"Unknown is retained as unknown; it is not low risk, absence, or a guaranteed bottleneck. 2050 is a bounded high-capability trajectory with substantial technical options but high friction, cyber stress, and delayed governance at selected seams."
TUS-C2050-10,C2050,High Capability / High Friction Basin,2050,biosecurity_attribution_and_response,"diagnostic, environmental, food/agricultural, and public-health interfaces",high,"Diagnostic speed, sampling, attribution, laboratory capacity, public communication, supply-chain resilience, dual-use governance, and response coordination remain uncertain.",Depends on the scenario family and horizon; 2075 divergence is wider than 2050 without becoming more precise.,"No pathogen design, engineering method, harmful-agent optimization, evasion method, attack scenario, wet-lab procedure, incidence, or health outcome is inferred.",Phase 15A accepted/frozen baseline and explicit scenario construction.,TFA-C2050-01,EXT-CDC-AMD,scenario,scenario,scenario_assumption,"Unknown is retained as unknown; it is not low risk, absence, or a guaranteed bottleneck. 2050 is a bounded high-capability trajectory with substantial technical options but high friction, cyber stress, and delayed governance at selected seams."
TUS-C2075-01,C2075,High Capability / High Friction Basin,2075,technology_maturity_and_capability,all Phase 15A families,high,High uncertainty remains around technology maturity and capability; the horizon does not add precision.,Depends on the scenario family and horizon; 2075 divergence is wider than 2050 without becoming more precise.,"No exact deployment, adoption percentage, capacity, probability, health outcome, or composite risk/resilience/readiness score is inferred.",Phase 15A accepted/frozen baseline and explicit scenario construction.,TFA-C2075-01,EXT-DOE-AI-RECOMMENDATIONS,scenario,scenario,scenario_assumption,"Unknown is retained as unknown; it is not low risk, absence, or a guaranteed bottleneck. 2075 is a wider-uncertainty state in which powerful technologies coexist with brittle dependencies, contested legitimacy, and fragmented oversight without assumed collapse."
TUS-C2075-02,C2075,High Capability / High Friction Basin,2075,regional_adoption,regional nodes and institutions,high,High uncertainty remains around regional adoption; the horizon does not add precision.,Depends on the scenario family and horizon; 2075 divergence is wider than 2050 without becoming more precise.,"No exact deployment, adoption percentage, capacity, probability, health outcome, or composite risk/resilience/readiness score is inferred.",Phase 15A accepted/frozen baseline and explicit scenario construction.,TFA-C2075-01,EXT-NOAA-IOOS,scenario,scenario,scenario_assumption,"Unknown is retained as unknown; it is not low risk, absence, or a guaranteed bottleneck. 2075 is a wider-uncertainty state in which powerful technologies coexist with brittle dependencies, contested legitimacy, and fragmented oversight without assumed collapse."
TUS-C2075-03,C2075,High Capability / High Friction Basin,2075,infrastructure_and_interoperability,"digital, energy, and physical interfaces",high,High uncertainty remains around infrastructure and interoperability; the horizon does not add precision.,Depends on the scenario family and horizon; 2075 divergence is wider than 2050 without becoming more precise.,"No exact deployment, adoption percentage, capacity, probability, health outcome, or composite risk/resilience/readiness score is inferred.",Phase 15A accepted/frozen baseline and explicit scenario construction.,TFA-C2075-01,EXT-CISA-CPG,scenario,scenario,scenario_assumption,"Unknown is retained as unknown; it is not low risk, absence, or a guaranteed bottleneck. 2075 is a wider-uncertainty state in which powerful technologies coexist with brittle dependencies, contested legitimacy, and fragmented oversight without assumed collapse."
TUS-C2075-04,C2075,High Capability / High Friction Basin,2075,governance_and_oversight,authority and oversight interfaces,high,High uncertainty remains around governance and oversight; the horizon does not add precision.,Depends on the scenario family and horizon; 2075 divergence is wider than 2050 without becoming more precise.,"No exact deployment, adoption percentage, capacity, probability, health outcome, or composite risk/resilience/readiness score is inferred.",Phase 15A accepted/frozen baseline and explicit scenario construction.,TFA-C2075-01,EXT-NIST-PRIVACY,scenario,scenario,scenario_assumption,"Unknown is retained as unknown; it is not low risk, absence, or a guaranteed bottleneck. 2075 is a wider-uncertainty state in which powerful technologies coexist with brittle dependencies, contested legitimacy, and fragmented oversight without assumed collapse."
TUS-C2075-05,C2075,High Capability / High Friction Basin,2075,trust_and_legitimacy,public and institutional legitimacy,high,High uncertainty remains around trust and legitimacy; the horizon does not add precision.,Depends on the scenario family and horizon; 2075 divergence is wider than 2050 without becoming more precise.,"No exact deployment, adoption percentage, capacity, probability, health outcome, or composite risk/resilience/readiness score is inferred.",Phase 15A accepted/frozen baseline and explicit scenario construction.,TFA-C2075-01,EXT-NIST-PRIVACY,scenario,scenario,scenario_assumption,"Unknown is retained as unknown; it is not low risk, absence, or a guaranteed bottleneck. 2075 is a wider-uncertainty state in which powerful technologies coexist with brittle dependencies, contested legitimacy, and fragmented oversight without assumed collapse."
TUS-C2075-06,C2075,High Capability / High Friction Basin,2075,cybersecurity_and_continuity,defensive digital continuity,high,High uncertainty remains around cybersecurity and continuity; the horizon does not add precision.,Depends on the scenario family and horizon; 2075 divergence is wider than 2050 without becoming more precise.,"No exact deployment, adoption percentage, capacity, probability, health outcome, or composite risk/resilience/readiness score is inferred.",Phase 15A accepted/frozen baseline and explicit scenario construction.,TFA-C2075-01,EXT-CISA-CPG,scenario,scenario,scenario_assumption,"Unknown is retained as unknown; it is not low risk, absence, or a guaranteed bottleneck. 2075 is a wider-uncertainty state in which powerful technologies coexist with brittle dependencies, contested legitimacy, and fragmented oversight without assumed collapse."
TUS-C2075-07,C2075,High Capability / High Friction Basin,2075,workforce_and_maintenance,workforce and maintenance systems,high,High uncertainty remains around workforce and maintenance; the horizon does not add precision.,Depends on the scenario family and horizon; 2075 divergence is wider than 2050 without becoming more precise.,"No exact deployment, adoption percentage, capacity, probability, health outcome, or composite risk/resilience/readiness score is inferred.",Phase 15A accepted/frozen baseline and explicit scenario construction.,TFA-C2075-01,EXT-NIST-MANUFACTURING,scenario,scenario,scenario_assumption,"Unknown is retained as unknown; it is not low risk, absence, or a guaranteed bottleneck. 2075 is a wider-uncertainty state in which powerful technologies coexist with brittle dependencies, contested legitimacy, and fragmented oversight without assumed collapse."
TUS-C2075-08,C2075,High Capability / High Friction Basin,2075,energy_and_compute,"energy, compute, and communications",high,High uncertainty remains around energy and compute; the horizon does not add precision.,Depends on the scenario family and horizon; 2075 divergence is wider than 2050 without becoming more precise.,"No exact deployment, adoption percentage, capacity, probability, health outcome, or composite risk/resilience/readiness score is inferred.",Phase 15A accepted/frozen baseline and explicit scenario construction.,TFA-C2075-01,EXT-DOE-ENERGY-STORAGE,scenario,scenario,scenario_assumption,"Unknown is retained as unknown; it is not low risk, absence, or a guaranteed bottleneck. 2075 is a wider-uncertainty state in which powerful technologies coexist with brittle dependencies, contested legitimacy, and fragmented oversight without assumed collapse."
TUS-C2075-09,C2075,High Capability / High Friction Basin,2075,materials_and_supply_chain,qualified materials and supply chains,high,High uncertainty remains around materials and supply chain; the horizon does not add precision.,Depends on the scenario family and horizon; 2075 divergence is wider than 2050 without becoming more precise.,"No exact deployment, adoption percentage, capacity, probability, health outcome, or composite risk/resilience/readiness score is inferred.",Phase 15A accepted/frozen baseline and explicit scenario construction.,TFA-C2075-01,EXT-NIST-MANUFACTURING,scenario,scenario,scenario_assumption,"Unknown is retained as unknown; it is not low risk, absence, or a guaranteed bottleneck. 2075 is a wider-uncertainty state in which powerful technologies coexist with brittle dependencies, contested legitimacy, and fragmented oversight without assumed collapse."
TUS-C2075-10,C2075,High Capability / High Friction Basin,2075,biosecurity_attribution_and_response,"diagnostic, environmental, food/agricultural, and public-health interfaces",high,"Diagnostic speed, sampling, attribution, laboratory capacity, public communication, supply-chain resilience, dual-use governance, and response coordination remain uncertain.",Depends on the scenario family and horizon; 2075 divergence is wider than 2050 without becoming more precise.,"No pathogen design, engineering method, harmful-agent optimization, evasion method, attack scenario, wet-lab procedure, incidence, or health outcome is inferred.",Phase 15A accepted/frozen baseline and explicit scenario construction.,TFA-C2075-01,EXT-CDC-AMD,scenario,scenario,scenario_assumption,"Unknown is retained as unknown; it is not low risk, absence, or a guaranteed bottleneck. 2075 is a wider-uncertainty state in which powerful technologies coexist with brittle dependencies, contested legitimacy, and fragmented oversight without assumed collapse."
