state_id,scenario_id,scenario_family,horizon,system_id,technology_family,convergence_mechanism,state_direction,dependency_change,governance_effect,uncertainty,evidence_basis,assumption_id,source_or_basis,reality_status,canon_status,relationship_basis,notes
TSS-B2050-06,B2050,Uneven Networked Modernization,2050,SYS-ECOLOGY,ADVANCED SENSING / AUTONOMOUS SYSTEMS;BIOTECHNOLOGY / GENETIC ENGINEERING;PRIVACY / SURVEILLANCE / DATA GOVERNANCE,sensing + genomic diagnostics + data governance,more observable,"Dependencies move across strong nodes, weaker surrounding systems, and negotiated interfaces; fallback paths coexist with duplication and friction.","Institutional and public trust varies by node; standards, authority, privacy, and communication remain domain-specific and nonuniform.",High uncertainty: 2050 remains a bounded extrapolation from current/emerging capability.,Phase 14 frozen systems ontology plus Phase 15A technology interfaces and explicit scenario construction; no system is redefined.,TFA-B2050-04,REG-PHASE14B-ATLAS,scenario,scenario,scenario_assumption,"Qualitative effect on Ecology / Biodiversity; state direction is not a score, forecast, causal estimate, or geographic deployment. 2050 is a plausible uneven trajectory in which strong nodes connect through weaker infrastructure, standards, and workforce capacity."
TSS-B2050-07,B2050,Uneven Networked Modernization,2050,SYS-EXPOSURE,ADVANCED SENSING / AUTONOMOUS SYSTEMS;BIOTECHNOLOGY / GENETIC ENGINEERING;PRIVACY / SURVEILLANCE / DATA GOVERNANCE,sensing + genomic diagnostics + privacy,more fragmented,"Dependencies move across strong nodes, weaker surrounding systems, and negotiated interfaces; fallback paths coexist with duplication and friction.","Institutional and public trust varies by node; standards, authority, privacy, and communication remain domain-specific and nonuniform.",High uncertainty: 2050 remains a bounded extrapolation from current/emerging capability.,Phase 14 frozen systems ontology plus Phase 15A technology interfaces and explicit scenario construction; no system is redefined.,TFA-B2050-04,REG-PHASE14B-ATLAS,scenario,scenario,scenario_assumption,"Qualitative effect on Exposure / Environmental Health; state direction is not a score, forecast, causal estimate, or geographic deployment. 2050 is a plausible uneven trajectory in which strong nodes connect through weaker infrastructure, standards, and workforce capacity."
TSS-B2050-08,B2050,Uneven Networked Modernization,2050,SYS-BIOGEOCHEMISTRY,ADVANCED SENSING / AUTONOMOUS SYSTEMS;AI / ADVANCED COMPUTE / AUTOMATION;BIOTECHNOLOGY / GENETIC ENGINEERING,AI + sensing + biotechnology,redistributed,"Dependencies move across strong nodes, weaker surrounding systems, and negotiated interfaces; fallback paths coexist with duplication and friction.","Institutional and public trust varies by node; standards, authority, privacy, and communication remain domain-specific and nonuniform.",High uncertainty: 2050 remains a bounded extrapolation from current/emerging capability.,Phase 14 frozen systems ontology plus Phase 15A technology interfaces and explicit scenario construction; no system is redefined.,TFA-B2050-04,REG-PHASE14B-ATLAS,scenario,scenario,scenario_assumption,"Qualitative effect on Nutrients / Biogeochemistry; state direction is not a score, forecast, causal estimate, or geographic deployment. 2050 is a plausible uneven trajectory in which strong nodes connect through weaker infrastructure, standards, and workforce capacity."
TSS-B2050-09,B2050,Uneven Networked Modernization,2050,SYS-CLIMATE,ADVANCED SENSING / AUTONOMOUS SYSTEMS;AI / ADVANCED COMPUTE / AUTOMATION;ADVANCED ENERGY,AI + sensing + advanced energy,more observable,"Dependencies move across strong nodes, weaker surrounding systems, and negotiated interfaces; fallback paths coexist with duplication and friction.","Institutional and public trust varies by node; standards, authority, privacy, and communication remain domain-specific and nonuniform.",High uncertainty: 2050 remains a bounded extrapolation from current/emerging capability.,Phase 14 frozen systems ontology plus Phase 15A technology interfaces and explicit scenario construction; no system is redefined.,TFA-B2050-04,REG-PHASE14B-ATLAS,scenario,scenario,scenario_assumption,"Qualitative effect on Climate / Natural Hazards; state direction is not a score, forecast, causal estimate, or geographic deployment. 2050 is a plausible uneven trajectory in which strong nodes connect through weaker infrastructure, standards, and workforce capacity."
TSS-B2050-10,B2050,Uneven Networked Modernization,2050,SYS-GOVERNANCE,PRIVACY / SURVEILLANCE / DATA GOVERNANCE;CYBERSECURITY / DIGITAL RESILIENCE;AI / ADVANCED COMPUTE / AUTOMATION,privacy/data governance + cyber + human-supervised AI,more fragmented,"Dependencies move across strong nodes, weaker surrounding systems, and negotiated interfaces; fallback paths coexist with duplication and friction.","Institutional and public trust varies by node; standards, authority, privacy, and communication remain domain-specific and nonuniform.",High uncertainty: 2050 remains a bounded extrapolation from current/emerging capability.,Phase 14 frozen systems ontology plus Phase 15A technology interfaces and explicit scenario construction; no system is redefined.,TFA-B2050-04,REG-PHASE14B-ATLAS,scenario,scenario,scenario_assumption,"Qualitative effect on Governance / Jurisdiction; state direction is not a score, forecast, causal estimate, or geographic deployment. 2050 is a plausible uneven trajectory in which strong nodes connect through weaker infrastructure, standards, and workforce capacity."
TSS-B2050-11,B2050,Uneven Networked Modernization,2050,SYS-POPULATION,AI / ADVANCED COMPUTE / AUTOMATION;PRIVACY / SURVEILLANCE / DATA GOVERNANCE;ADVANCED MATERIALS / MANUFACTURING,automation + data governance,redistributed,"Dependencies move across strong nodes, weaker surrounding systems, and negotiated interfaces; fallback paths coexist with duplication and friction.","Institutional and public trust varies by node; standards, authority, privacy, and communication remain domain-specific and nonuniform.",High uncertainty: 2050 remains a bounded extrapolation from current/emerging capability.,Phase 14 frozen systems ontology plus Phase 15A technology interfaces and explicit scenario construction; no system is redefined.,TFA-B2050-04,REG-PHASE14B-ATLAS,scenario,scenario,scenario_assumption,"Qualitative effect on Population / Settlement / Mobility; state direction is not a score, forecast, causal estimate, or geographic deployment. 2050 is a plausible uneven trajectory in which strong nodes connect through weaker infrastructure, standards, and workforce capacity."
TSS-B2050-12,B2050,Uneven Networked Modernization,2050,SYS-VECTOR-ECOLOGY,ADVANCED SENSING / AUTONOMOUS SYSTEMS;BIOTECHNOLOGY / GENETIC ENGINEERING;PRIVACY / SURVEILLANCE / DATA GOVERNANCE,sensing + genomic diagnostics,more observable,"Dependencies move across strong nodes, weaker surrounding systems, and negotiated interfaces; fallback paths coexist with duplication and friction.","Institutional and public trust varies by node; standards, authority, privacy, and communication remain domain-specific and nonuniform.",High uncertainty: 2050 remains a bounded extrapolation from current/emerging capability.,Phase 14 frozen systems ontology plus Phase 15A technology interfaces and explicit scenario construction; no system is redefined.,TFA-B2050-04,REG-PHASE14B-ATLAS,scenario,scenario,scenario_assumption,"Qualitative effect on Vector Ecology; state direction is not a score, forecast, causal estimate, or geographic deployment. 2050 is a plausible uneven trajectory in which strong nodes connect through weaker infrastructure, standards, and workforce capacity."
TSS-B2050-13,B2050,Uneven Networked Modernization,2050,SYS-INFECTIOUS-DISEASE,BIOTECHNOLOGY / GENETIC ENGINEERING;ADVANCED SENSING / AUTONOMOUS SYSTEMS;CYBERSECURITY / DIGITAL RESILIENCE;PRIVACY / SURVEILLANCE / DATA GOVERNANCE,genomic diagnostics + sensing + cyber + privacy,more fragmented,"Dependencies move across strong nodes, weaker surrounding systems, and negotiated interfaces; fallback paths coexist with duplication and friction.","Institutional and public trust varies by node; standards, authority, privacy, and communication remain domain-specific and nonuniform.",High uncertainty: 2050 remains a bounded extrapolation from current/emerging capability.,Phase 14 frozen systems ontology plus Phase 15A technology interfaces and explicit scenario construction; no system is redefined.,TFA-B2050-04,REG-PHASE14B-ATLAS,scenario,scenario,scenario_assumption,"Qualitative effect on Infectious Disease Systems; state direction is not a score, forecast, causal estimate, or geographic deployment. 2050 is a plausible uneven trajectory in which strong nodes connect through weaker infrastructure, standards, and workforce capacity."
TSS-B2075-01,B2075,Uneven Networked Modernization,2075,SYS-WATER,ADVANCED SENSING / AUTONOMOUS SYSTEMS;AI / ADVANCED COMPUTE / AUTOMATION;CYBERSECURITY / DIGITAL RESILIENCE,AI + sensing + defensive cyber,redistributed,"Dependencies move across strong nodes, weaker surrounding systems, and negotiated interfaces; fallback paths coexist with duplication and friction.","Institutional and public trust varies by node; standards, authority, privacy, and communication remain domain-specific and nonuniform.",High uncertainty: 2075 carries wider structural uncertainty; divergence is broader and no added precision is implied.,Phase 14 frozen systems ontology plus Phase 15A technology interfaces and explicit scenario construction; no system is redefined.,TFA-B2075-04,REG-PHASE14B-ATLAS,scenario,scenario,scenario_assumption,"Qualitative effect on Water / Hydrology; state direction is not a score, forecast, causal estimate, or geographic deployment. 2075 is a wider-uncertainty mosaic in which strong and weak nodes remain coupled through negotiated standards and uneven access."
TSS-B2075-02,B2075,Uneven Networked Modernization,2075,SYS-MATERIALS,ADVANCED MATERIALS / MANUFACTURING;AI / ADVANCED COMPUTE / AUTOMATION;ADVANCED ENERGY,automation + advanced manufacturing + energy,redistributed,"Dependencies move across strong nodes, weaker surrounding systems, and negotiated interfaces; fallback paths coexist with duplication and friction.","Institutional and public trust varies by node; standards, authority, privacy, and communication remain domain-specific and nonuniform.",High uncertainty: 2075 carries wider structural uncertainty; divergence is broader and no added precision is implied.,Phase 14 frozen systems ontology plus Phase 15A technology interfaces and explicit scenario construction; no system is redefined.,TFA-B2075-04,REG-PHASE14B-ATLAS,scenario,scenario,scenario_assumption,"Qualitative effect on Geology / Minerals / Strategic Materials; state direction is not a score, forecast, causal estimate, or geographic deployment. 2075 is a wider-uncertainty mosaic in which strong and weak nodes remain coupled through negotiated standards and uneven access."
TSS-B2075-03,B2075,Uneven Networked Modernization,2075,SYS-ENERGY,ADVANCED ENERGY;AI / ADVANCED COMPUTE / AUTOMATION;CYBERSECURITY / DIGITAL RESILIENCE,AI + grid/storage + cyber,redistributed,"Dependencies move across strong nodes, weaker surrounding systems, and negotiated interfaces; fallback paths coexist with duplication and friction.","Institutional and public trust varies by node; standards, authority, privacy, and communication remain domain-specific and nonuniform.",High uncertainty: 2075 carries wider structural uncertainty; divergence is broader and no added precision is implied.,Phase 14 frozen systems ontology plus Phase 15A technology interfaces and explicit scenario construction; no system is redefined.,TFA-B2075-04,REG-PHASE14B-ATLAS,scenario,scenario,scenario_assumption,"Qualitative effect on Energy / Grid / Compute; state direction is not a score, forecast, causal estimate, or geographic deployment. 2075 is a wider-uncertainty mosaic in which strong and weak nodes remain coupled through negotiated standards and uneven access."
TSS-B2075-04,B2075,Uneven Networked Modernization,2075,SYS-DATA,AI / ADVANCED COMPUTE / AUTOMATION;ADVANCED SENSING / AUTONOMOUS SYSTEMS;PRIVACY / SURVEILLANCE / DATA GOVERNANCE;CYBERSECURITY / DIGITAL RESILIENCE,AI + sensing + privacy/data governance + PQC,more fragmented,"Dependencies move across strong nodes, weaker surrounding systems, and negotiated interfaces; fallback paths coexist with duplication and friction.","Institutional and public trust varies by node; standards, authority, privacy, and communication remain domain-specific and nonuniform.",High uncertainty: 2075 carries wider structural uncertainty; divergence is broader and no added precision is implied.,Phase 14 frozen systems ontology plus Phase 15A technology interfaces and explicit scenario construction; no system is redefined.,TFA-B2075-04,REG-PHASE14B-ATLAS,scenario,scenario,scenario_assumption,"Qualitative effect on Data / Sensors / Observation & Decision Infrastructure; state direction is not a score, forecast, causal estimate, or geographic deployment. 2075 is a wider-uncertainty mosaic in which strong and weak nodes remain coupled through negotiated standards and uneven access."
TSS-B2075-05,B2075,Uneven Networked Modernization,2075,SYS-FREIGHT,AI / ADVANCED COMPUTE / AUTOMATION;ADVANCED MATERIALS / MANUFACTURING;CYBERSECURITY / DIGITAL RESILIENCE,automation + manufacturing + cyber,redistributed,"Dependencies move across strong nodes, weaker surrounding systems, and negotiated interfaces; fallback paths coexist with duplication and friction.","Institutional and public trust varies by node; standards, authority, privacy, and communication remain domain-specific and nonuniform.",High uncertainty: 2075 carries wider structural uncertainty; divergence is broader and no added precision is implied.,Phase 14 frozen systems ontology plus Phase 15A technology interfaces and explicit scenario construction; no system is redefined.,TFA-B2075-04,REG-PHASE14B-ATLAS,scenario,scenario,scenario_assumption,"Qualitative effect on Freight / Industry / Material Flows; state direction is not a score, forecast, causal estimate, or geographic deployment. 2075 is a wider-uncertainty mosaic in which strong and weak nodes remain coupled through negotiated standards and uneven access."
TSS-B2075-06,B2075,Uneven Networked Modernization,2075,SYS-ECOLOGY,ADVANCED SENSING / AUTONOMOUS SYSTEMS;BIOTECHNOLOGY / GENETIC ENGINEERING;PRIVACY / SURVEILLANCE / DATA GOVERNANCE,sensing + genomic diagnostics + data governance,more observable,"Dependencies move across strong nodes, weaker surrounding systems, and negotiated interfaces; fallback paths coexist with duplication and friction.","Institutional and public trust varies by node; standards, authority, privacy, and communication remain domain-specific and nonuniform.",High uncertainty: 2075 carries wider structural uncertainty; divergence is broader and no added precision is implied.,Phase 14 frozen systems ontology plus Phase 15A technology interfaces and explicit scenario construction; no system is redefined.,TFA-B2075-04,REG-PHASE14B-ATLAS,scenario,scenario,scenario_assumption,"Qualitative effect on Ecology / Biodiversity; state direction is not a score, forecast, causal estimate, or geographic deployment. 2075 is a wider-uncertainty mosaic in which strong and weak nodes remain coupled through negotiated standards and uneven access."
TSS-B2075-07,B2075,Uneven Networked Modernization,2075,SYS-EXPOSURE,ADVANCED SENSING / AUTONOMOUS SYSTEMS;BIOTECHNOLOGY / GENETIC ENGINEERING;PRIVACY / SURVEILLANCE / DATA GOVERNANCE,sensing + genomic diagnostics + privacy,more fragmented,"Dependencies move across strong nodes, weaker surrounding systems, and negotiated interfaces; fallback paths coexist with duplication and friction.","Institutional and public trust varies by node; standards, authority, privacy, and communication remain domain-specific and nonuniform.",High uncertainty: 2075 carries wider structural uncertainty; divergence is broader and no added precision is implied.,Phase 14 frozen systems ontology plus Phase 15A technology interfaces and explicit scenario construction; no system is redefined.,TFA-B2075-04,REG-PHASE14B-ATLAS,scenario,scenario,scenario_assumption,"Qualitative effect on Exposure / Environmental Health; state direction is not a score, forecast, causal estimate, or geographic deployment. 2075 is a wider-uncertainty mosaic in which strong and weak nodes remain coupled through negotiated standards and uneven access."
TSS-B2075-08,B2075,Uneven Networked Modernization,2075,SYS-BIOGEOCHEMISTRY,ADVANCED SENSING / AUTONOMOUS SYSTEMS;AI / ADVANCED COMPUTE / AUTOMATION;BIOTECHNOLOGY / GENETIC ENGINEERING,AI + sensing + biotechnology,redistributed,"Dependencies move across strong nodes, weaker surrounding systems, and negotiated interfaces; fallback paths coexist with duplication and friction.","Institutional and public trust varies by node; standards, authority, privacy, and communication remain domain-specific and nonuniform.",High uncertainty: 2075 carries wider structural uncertainty; divergence is broader and no added precision is implied.,Phase 14 frozen systems ontology plus Phase 15A technology interfaces and explicit scenario construction; no system is redefined.,TFA-B2075-04,REG-PHASE14B-ATLAS,scenario,scenario,scenario_assumption,"Qualitative effect on Nutrients / Biogeochemistry; state direction is not a score, forecast, causal estimate, or geographic deployment. 2075 is a wider-uncertainty mosaic in which strong and weak nodes remain coupled through negotiated standards and uneven access."
TSS-B2075-09,B2075,Uneven Networked Modernization,2075,SYS-CLIMATE,ADVANCED SENSING / AUTONOMOUS SYSTEMS;AI / ADVANCED COMPUTE / AUTOMATION;ADVANCED ENERGY,AI + sensing + advanced energy,more observable,"Dependencies move across strong nodes, weaker surrounding systems, and negotiated interfaces; fallback paths coexist with duplication and friction.","Institutional and public trust varies by node; standards, authority, privacy, and communication remain domain-specific and nonuniform.",High uncertainty: 2075 carries wider structural uncertainty; divergence is broader and no added precision is implied.,Phase 14 frozen systems ontology plus Phase 15A technology interfaces and explicit scenario construction; no system is redefined.,TFA-B2075-04,REG-PHASE14B-ATLAS,scenario,scenario,scenario_assumption,"Qualitative effect on Climate / Natural Hazards; state direction is not a score, forecast, causal estimate, or geographic deployment. 2075 is a wider-uncertainty mosaic in which strong and weak nodes remain coupled through negotiated standards and uneven access."
TSS-B2075-10,B2075,Uneven Networked Modernization,2075,SYS-GOVERNANCE,PRIVACY / SURVEILLANCE / DATA GOVERNANCE;CYBERSECURITY / DIGITAL RESILIENCE;AI / ADVANCED COMPUTE / AUTOMATION,privacy/data governance + cyber + human-supervised AI,more fragmented,"Dependencies move across strong nodes, weaker surrounding systems, and negotiated interfaces; fallback paths coexist with duplication and friction.","Institutional and public trust varies by node; standards, authority, privacy, and communication remain domain-specific and nonuniform.",High uncertainty: 2075 carries wider structural uncertainty; divergence is broader and no added precision is implied.,Phase 14 frozen systems ontology plus Phase 15A technology interfaces and explicit scenario construction; no system is redefined.,TFA-B2075-04,REG-PHASE14B-ATLAS,scenario,scenario,scenario_assumption,"Qualitative effect on Governance / Jurisdiction; state direction is not a score, forecast, causal estimate, or geographic deployment. 2075 is a wider-uncertainty mosaic in which strong and weak nodes remain coupled through negotiated standards and uneven access."
TSS-B2075-11,B2075,Uneven Networked Modernization,2075,SYS-POPULATION,AI / ADVANCED COMPUTE / AUTOMATION;PRIVACY / SURVEILLANCE / DATA GOVERNANCE;ADVANCED MATERIALS / MANUFACTURING,automation + data governance,redistributed,"Dependencies move across strong nodes, weaker surrounding systems, and negotiated interfaces; fallback paths coexist with duplication and friction.","Institutional and public trust varies by node; standards, authority, privacy, and communication remain domain-specific and nonuniform.",High uncertainty: 2075 carries wider structural uncertainty; divergence is broader and no added precision is implied.,Phase 14 frozen systems ontology plus Phase 15A technology interfaces and explicit scenario construction; no system is redefined.,TFA-B2075-04,REG-PHASE14B-ATLAS,scenario,scenario,scenario_assumption,"Qualitative effect on Population / Settlement / Mobility; state direction is not a score, forecast, causal estimate, or geographic deployment. 2075 is a wider-uncertainty mosaic in which strong and weak nodes remain coupled through negotiated standards and uneven access."
TSS-B2075-12,B2075,Uneven Networked Modernization,2075,SYS-VECTOR-ECOLOGY,ADVANCED SENSING / AUTONOMOUS SYSTEMS;BIOTECHNOLOGY / GENETIC ENGINEERING;PRIVACY / SURVEILLANCE / DATA GOVERNANCE,sensing + genomic diagnostics,more observable,"Dependencies move across strong nodes, weaker surrounding systems, and negotiated interfaces; fallback paths coexist with duplication and friction.","Institutional and public trust varies by node; standards, authority, privacy, and communication remain domain-specific and nonuniform.",High uncertainty: 2075 carries wider structural uncertainty; divergence is broader and no added precision is implied.,Phase 14 frozen systems ontology plus Phase 15A technology interfaces and explicit scenario construction; no system is redefined.,TFA-B2075-04,REG-PHASE14B-ATLAS,scenario,scenario,scenario_assumption,"Qualitative effect on Vector Ecology; state direction is not a score, forecast, causal estimate, or geographic deployment. 2075 is a wider-uncertainty mosaic in which strong and weak nodes remain coupled through negotiated standards and uneven access."
TSS-B2075-13,B2075,Uneven Networked Modernization,2075,SYS-INFECTIOUS-DISEASE,BIOTECHNOLOGY / GENETIC ENGINEERING;ADVANCED SENSING / AUTONOMOUS SYSTEMS;CYBERSECURITY / DIGITAL RESILIENCE;PRIVACY / SURVEILLANCE / DATA GOVERNANCE,genomic diagnostics + sensing + cyber + privacy,more fragmented,"Dependencies move across strong nodes, weaker surrounding systems, and negotiated interfaces; fallback paths coexist with duplication and friction.","Institutional and public trust varies by node; standards, authority, privacy, and communication remain domain-specific and nonuniform.",High uncertainty: 2075 carries wider structural uncertainty; divergence is broader and no added precision is implied.,Phase 14 frozen systems ontology plus Phase 15A technology interfaces and explicit scenario construction; no system is redefined.,TFA-B2075-04,REG-PHASE14B-ATLAS,scenario,scenario,scenario_assumption,"Qualitative effect on Infectious Disease Systems; state direction is not a score, forecast, causal estimate, or geographic deployment. 2075 is a wider-uncertainty mosaic in which strong and weak nodes remain coupled through negotiated standards and uneven access."
TSS-C2050-01,C2050,High Capability / High Friction Basin,2050,SYS-WATER,ADVANCED SENSING / AUTONOMOUS SYSTEMS;AI / ADVANCED COMPUTE / AUTOMATION;CYBERSECURITY / DIGITAL RESILIENCE,AI + sensing + defensive cyber,more dependent,"System capability and systemic coupling increase together; brittle energy, compute, communications, workforce, and governance dependencies remain.","Technical systems remain subject to human authority, but delayed oversight, contested legitimacy, and uneven privacy protection constrain use.",High uncertainty: 2050 remains a bounded extrapolation from current/emerging capability.,Phase 14 frozen systems ontology plus Phase 15A technology interfaces and explicit scenario construction; no system is redefined.,TFA-C2050-04,REG-PHASE14B-ATLAS,scenario,scenario,scenario_assumption,"Qualitative effect on Water / Hydrology; state direction is not a score, forecast, causal estimate, or geographic deployment. 2050 is a bounded high-capability trajectory with substantial technical options but high friction, cyber stress, and delayed governance at selected seams."
TSS-C2050-02,C2050,High Capability / High Friction Basin,2050,SYS-MATERIALS,ADVANCED MATERIALS / MANUFACTURING;AI / ADVANCED COMPUTE / AUTOMATION;ADVANCED ENERGY,automation + advanced manufacturing + energy,more dependent,"System capability and systemic coupling increase together; brittle energy, compute, communications, workforce, and governance dependencies remain.","Technical systems remain subject to human authority, but delayed oversight, contested legitimacy, and uneven privacy protection constrain use.",High uncertainty: 2050 remains a bounded extrapolation from current/emerging capability.,Phase 14 frozen systems ontology plus Phase 15A technology interfaces and explicit scenario construction; no system is redefined.,TFA-C2050-04,REG-PHASE14B-ATLAS,scenario,scenario,scenario_assumption,"Qualitative effect on Geology / Minerals / Strategic Materials; state direction is not a score, forecast, causal estimate, or geographic deployment. 2050 is a bounded high-capability trajectory with substantial technical options but high friction, cyber stress, and delayed governance at selected seams."
TSS-C2050-03,C2050,High Capability / High Friction Basin,2050,SYS-ENERGY,ADVANCED ENERGY;AI / ADVANCED COMPUTE / AUTOMATION;CYBERSECURITY / DIGITAL RESILIENCE,AI + grid/storage + cyber,more dependent,"System capability and systemic coupling increase together; brittle energy, compute, communications, workforce, and governance dependencies remain.","Technical systems remain subject to human authority, but delayed oversight, contested legitimacy, and uneven privacy protection constrain use.",High uncertainty: 2050 remains a bounded extrapolation from current/emerging capability.,Phase 14 frozen systems ontology plus Phase 15A technology interfaces and explicit scenario construction; no system is redefined.,TFA-C2050-04,REG-PHASE14B-ATLAS,scenario,scenario,scenario_assumption,"Qualitative effect on Energy / Grid / Compute; state direction is not a score, forecast, causal estimate, or geographic deployment. 2050 is a bounded high-capability trajectory with substantial technical options but high friction, cyber stress, and delayed governance at selected seams."
TSS-C2050-04,C2050,High Capability / High Friction Basin,2050,SYS-DATA,AI / ADVANCED COMPUTE / AUTOMATION;ADVANCED SENSING / AUTONOMOUS SYSTEMS;PRIVACY / SURVEILLANCE / DATA GOVERNANCE;CYBERSECURITY / DIGITAL RESILIENCE,AI + sensing + privacy/data governance + PQC,more contested,"System capability and systemic coupling increase together; brittle energy, compute, communications, workforce, and governance dependencies remain.","Technical systems remain subject to human authority, but delayed oversight, contested legitimacy, and uneven privacy protection constrain use.",High uncertainty: 2050 remains a bounded extrapolation from current/emerging capability.,Phase 14 frozen systems ontology plus Phase 15A technology interfaces and explicit scenario construction; no system is redefined.,TFA-C2050-04,REG-PHASE14B-ATLAS,scenario,scenario,scenario_assumption,"Qualitative effect on Data / Sensors / Observation & Decision Infrastructure; state direction is not a score, forecast, causal estimate, or geographic deployment. 2050 is a bounded high-capability trajectory with substantial technical options but high friction, cyber stress, and delayed governance at selected seams."
TSS-C2050-05,C2050,High Capability / High Friction Basin,2050,SYS-FREIGHT,AI / ADVANCED COMPUTE / AUTOMATION;ADVANCED MATERIALS / MANUFACTURING;CYBERSECURITY / DIGITAL RESILIENCE,automation + manufacturing + cyber,more automated,"System capability and systemic coupling increase together; brittle energy, compute, communications, workforce, and governance dependencies remain.","Technical systems remain subject to human authority, but delayed oversight, contested legitimacy, and uneven privacy protection constrain use.",High uncertainty: 2050 remains a bounded extrapolation from current/emerging capability.,Phase 14 frozen systems ontology plus Phase 15A technology interfaces and explicit scenario construction; no system is redefined.,TFA-C2050-04,REG-PHASE14B-ATLAS,scenario,scenario,scenario_assumption,"Qualitative effect on Freight / Industry / Material Flows; state direction is not a score, forecast, causal estimate, or geographic deployment. 2050 is a bounded high-capability trajectory with substantial technical options but high friction, cyber stress, and delayed governance at selected seams."
TSS-C2050-06,C2050,High Capability / High Friction Basin,2050,SYS-ECOLOGY,ADVANCED SENSING / AUTONOMOUS SYSTEMS;BIOTECHNOLOGY / GENETIC ENGINEERING;PRIVACY / SURVEILLANCE / DATA GOVERNANCE,sensing + genomic diagnostics + data governance,more contested,"System capability and systemic coupling increase together; brittle energy, compute, communications, workforce, and governance dependencies remain.","Technical systems remain subject to human authority, but delayed oversight, contested legitimacy, and uneven privacy protection constrain use.",High uncertainty: 2050 remains a bounded extrapolation from current/emerging capability.,Phase 14 frozen systems ontology plus Phase 15A technology interfaces and explicit scenario construction; no system is redefined.,TFA-C2050-04,REG-PHASE14B-ATLAS,scenario,scenario,scenario_assumption,"Qualitative effect on Ecology / Biodiversity; state direction is not a score, forecast, causal estimate, or geographic deployment. 2050 is a bounded high-capability trajectory with substantial technical options but high friction, cyber stress, and delayed governance at selected seams."
TSS-C2050-07,C2050,High Capability / High Friction Basin,2050,SYS-EXPOSURE,ADVANCED SENSING / AUTONOMOUS SYSTEMS;BIOTECHNOLOGY / GENETIC ENGINEERING;PRIVACY / SURVEILLANCE / DATA GOVERNANCE,sensing + genomic diagnostics + privacy,more contested,"System capability and systemic coupling increase together; brittle energy, compute, communications, workforce, and governance dependencies remain.","Technical systems remain subject to human authority, but delayed oversight, contested legitimacy, and uneven privacy protection constrain use.",High uncertainty: 2050 remains a bounded extrapolation from current/emerging capability.,Phase 14 frozen systems ontology plus Phase 15A technology interfaces and explicit scenario construction; no system is redefined.,TFA-C2050-04,REG-PHASE14B-ATLAS,scenario,scenario,scenario_assumption,"Qualitative effect on Exposure / Environmental Health; state direction is not a score, forecast, causal estimate, or geographic deployment. 2050 is a bounded high-capability trajectory with substantial technical options but high friction, cyber stress, and delayed governance at selected seams."
TSS-C2050-08,C2050,High Capability / High Friction Basin,2050,SYS-BIOGEOCHEMISTRY,ADVANCED SENSING / AUTONOMOUS SYSTEMS;AI / ADVANCED COMPUTE / AUTOMATION;BIOTECHNOLOGY / GENETIC ENGINEERING,AI + sensing + biotechnology,more dependent,"System capability and systemic coupling increase together; brittle energy, compute, communications, workforce, and governance dependencies remain.","Technical systems remain subject to human authority, but delayed oversight, contested legitimacy, and uneven privacy protection constrain use.",High uncertainty: 2050 remains a bounded extrapolation from current/emerging capability.,Phase 14 frozen systems ontology plus Phase 15A technology interfaces and explicit scenario construction; no system is redefined.,TFA-C2050-04,REG-PHASE14B-ATLAS,scenario,scenario,scenario_assumption,"Qualitative effect on Nutrients / Biogeochemistry; state direction is not a score, forecast, causal estimate, or geographic deployment. 2050 is a bounded high-capability trajectory with substantial technical options but high friction, cyber stress, and delayed governance at selected seams."
TSS-C2050-09,C2050,High Capability / High Friction Basin,2050,SYS-CLIMATE,ADVANCED SENSING / AUTONOMOUS SYSTEMS;AI / ADVANCED COMPUTE / AUTOMATION;ADVANCED ENERGY,AI + sensing + advanced energy,more observable,"System capability and systemic coupling increase together; brittle energy, compute, communications, workforce, and governance dependencies remain.","Technical systems remain subject to human authority, but delayed oversight, contested legitimacy, and uneven privacy protection constrain use.",High uncertainty: 2050 remains a bounded extrapolation from current/emerging capability.,Phase 14 frozen systems ontology plus Phase 15A technology interfaces and explicit scenario construction; no system is redefined.,TFA-C2050-04,REG-PHASE14B-ATLAS,scenario,scenario,scenario_assumption,"Qualitative effect on Climate / Natural Hazards; state direction is not a score, forecast, causal estimate, or geographic deployment. 2050 is a bounded high-capability trajectory with substantial technical options but high friction, cyber stress, and delayed governance at selected seams."
