governance_state_id,scenario_id,scenario_family,horizon,governance_domain,technology_family,governance_state,oversight_capacity,trust_legitimacy_state,privacy_surveillance_balance,public_communication_state,workforce_maintenance_state,human_authority_boundary,uncertainty,evidence_basis,assumption_id,source_or_basis,reality_status,canon_status,relationship_basis,notes
TGS-B2075-07,B2075,Uneven Networked Modernization,2075,privacy_surveillance_balance,PRIVACY / SURVEILLANCE / DATA GOVERNANCE,durable_but_nonuniform_networked_oversight,"Oversight is strong in some nodes, negotiated in others, and inconsistent across standards, vendors, and jurisdictions.","Legitimacy varies with local performance, access, and whether data use is understood and contestable.",mixed privacy and surveillance practices with partial standards and local variation,public communication is uneven and may not translate across institutions or methods,workforce and maintenance capacity are stronger in connected nodes and weaker at surrounding interfaces,"Technical capability, governance capacity, and legitimacy remain distinct; no composite score is created.",high,"Phase 15A governance boundaries, Phase 14 system/authority distinctions, and explicit qualitative scenario construction.",TFA-B2075-05,REG-PHASE10A-GOVERNANCE,scenario,scenario,scenario_assumption,Governance effects are qualitative and scenario-dependent; optimization is not legitimacy and prediction is not certainty. 2075 is a wider-uncertainty mosaic in which strong and weak nodes remain coupled through negotiated standards and uneven access.
TGS-B2075-08,B2075,Uneven Networked Modernization,2075,cross_system_interoperability,AI / ADVANCED COMPUTE / AUTOMATION,durable_but_nonuniform_networked_oversight,"Oversight is strong in some nodes, negotiated in others, and inconsistent across standards, vendors, and jurisdictions.","Legitimacy varies with local performance, access, and whether data use is understood and contestable.",mixed privacy and surveillance practices with partial standards and local variation,public communication is uneven and may not translate across institutions or methods,workforce and maintenance capacity are stronger in connected nodes and weaker at surrounding interfaces,"Technical capability, governance capacity, and legitimacy remain distinct; no composite score is created.",high,"Phase 15A governance boundaries, Phase 14 system/authority distinctions, and explicit qualitative scenario construction.",TFA-B2075-05,REG-PHASE10A-GOVERNANCE,scenario,scenario,scenario_assumption,Governance effects are qualitative and scenario-dependent; optimization is not legitimacy and prediction is not certainty. 2075 is a wider-uncertainty mosaic in which strong and weak nodes remain coupled through negotiated standards and uneven access.
TGS-C2050-01,C2050,High Capability / High Friction Basin,2050,human_authority_and_AI,AI / ADVANCED COMPUTE / AUTOMATION,capability_ahead_of_contested_oversight,"Technical capability is substantial, but oversight, procurement, maintenance, and accountability lag or fragment at selected seams.",Institutional mistrust and contested use constrain legitimacy; capable institutions still operate in places.,contested surveillance and data use with uneven privacy protection and recourse,"public communication is episodic, contested, or delayed at high-friction interfaces","specialized capability persists while maintenance, training, and replacement capacity remain brittle","AI recommendation remains advisory; automation does not remove human, legal, or institutional authority.",high,"Phase 15A governance boundaries, Phase 14 system/authority distinctions, and explicit qualitative scenario construction.",TFA-C2050-05,REG-PHASE10A-GOVERNANCE,scenario,scenario,scenario_assumption,"Governance effects are qualitative and scenario-dependent; optimization is not legitimacy and prediction is not certainty. 2050 is a bounded high-capability trajectory with substantial technical options but high friction, cyber stress, and delayed governance at selected seams."
TGS-C2050-02,C2050,High Capability / High Friction Basin,2050,sensing_data_legitimacy,ADVANCED SENSING / AUTONOMOUS SYSTEMS,capability_ahead_of_contested_oversight,"Technical capability is substantial, but oversight, procurement, maintenance, and accountability lag or fragment at selected seams.",Institutional mistrust and contested use constrain legitimacy; capable institutions still operate in places.,contested surveillance and data use with uneven privacy protection and recourse,"public communication is episodic, contested, or delayed at high-friction interfaces","specialized capability persists while maintenance, training, and replacement capacity remain brittle","Measurement and observability do not create enforcement, permission, or decision authority.",high,"Phase 15A governance boundaries, Phase 14 system/authority distinctions, and explicit qualitative scenario construction.",TFA-C2050-05,REG-PHASE10A-GOVERNANCE,scenario,scenario,scenario_assumption,"Governance effects are qualitative and scenario-dependent; optimization is not legitimacy and prediction is not certainty. 2050 is a bounded high-capability trajectory with substantial technical options but high friction, cyber stress, and delayed governance at selected seams."
TGS-C2050-03,C2050,High Capability / High Friction Basin,2050,defensive_cyber_coordination,CYBERSECURITY / DIGITAL RESILIENCE,capability_ahead_of_contested_oversight,"Technical capability is substantial, but oversight, procurement, maintenance, and accountability lag or fragment at selected seams.",Institutional mistrust and contested use constrain legitimacy; capable institutions still operate in places.,contested surveillance and data use with uneven privacy protection and recourse,"public communication is episodic, contested, or delayed at high-friction interfaces","specialized capability persists while maintenance, training, and replacement capacity remain brittle","Technical capability, governance capacity, and legitimacy remain distinct; no composite score is created.",high,"Phase 15A governance boundaries, Phase 14 system/authority distinctions, and explicit qualitative scenario construction.",TFA-C2050-05,REG-PHASE10A-GOVERNANCE,scenario,scenario,scenario_assumption,"Governance effects are qualitative and scenario-dependent; optimization is not legitimacy and prediction is not certainty. 2050 is a bounded high-capability trajectory with substantial technical options but high friction, cyber stress, and delayed governance at selected seams."
TGS-C2050-04,C2050,High Capability / High Friction Basin,2050,energy_compute_stewardship,ADVANCED ENERGY,capability_ahead_of_contested_oversight,"Technical capability is substantial, but oversight, procurement, maintenance, and accountability lag or fragment at selected seams.",Institutional mistrust and contested use constrain legitimacy; capable institutions still operate in places.,contested surveillance and data use with uneven privacy protection and recourse,"public communication is episodic, contested, or delayed at high-friction interfaces","specialized capability persists while maintenance, training, and replacement capacity remain brittle","Technical capability, governance capacity, and legitimacy remain distinct; no composite score is created.",high,"Phase 15A governance boundaries, Phase 14 system/authority distinctions, and explicit qualitative scenario construction.",TFA-C2050-05,REG-PHASE10A-GOVERNANCE,scenario,scenario,scenario_assumption,"Governance effects are qualitative and scenario-dependent; optimization is not legitimacy and prediction is not certainty. 2050 is a bounded high-capability trajectory with substantial technical options but high friction, cyber stress, and delayed governance at selected seams."
TGS-C2050-05,C2050,High Capability / High Friction Basin,2050,manufacturing_workforce_oversight,ADVANCED MATERIALS / MANUFACTURING,capability_ahead_of_contested_oversight,"Technical capability is substantial, but oversight, procurement, maintenance, and accountability lag or fragment at selected seams.",Institutional mistrust and contested use constrain legitimacy; capable institutions still operate in places.,contested surveillance and data use with uneven privacy protection and recourse,"public communication is episodic, contested, or delayed at high-friction interfaces","specialized capability persists while maintenance, training, and replacement capacity remain brittle","Technical capability, governance capacity, and legitimacy remain distinct; no composite score is created.",high,"Phase 15A governance boundaries, Phase 14 system/authority distinctions, and explicit qualitative scenario construction.",TFA-C2050-05,REG-PHASE10A-GOVERNANCE,scenario,scenario,scenario_assumption,"Governance effects are qualitative and scenario-dependent; optimization is not legitimacy and prediction is not certainty. 2050 is a bounded high-capability trajectory with substantial technical options but high friction, cyber stress, and delayed governance at selected seams."
TGS-C2050-06,C2050,High Capability / High Friction Basin,2050,biosecurity_and_public_health,BIOTECHNOLOGY / GENETIC ENGINEERING,capability_ahead_of_contested_oversight,"Technical capability is substantial, but oversight, procurement, maintenance, and accountability lag or fragment at selected seams.",Institutional mistrust and contested use constrain legitimacy; capable institutions still operate in places.,contested surveillance and data use with uneven privacy protection and recourse,"public communication is episodic, contested, or delayed at high-friction interfaces","specialized capability persists while maintenance, training, and replacement capacity remain brittle","Detection, attribution, communication, and response coordination remain distinct; no harmful biological operational detail is modeled.",high,"Phase 15A governance boundaries, Phase 14 system/authority distinctions, and explicit qualitative scenario construction.",TFA-C2050-05,REG-PHASE10A-GOVERNANCE,scenario,scenario,scenario_assumption,"Governance effects are qualitative and scenario-dependent; optimization is not legitimacy and prediction is not certainty. 2050 is a bounded high-capability trajectory with substantial technical options but high friction, cyber stress, and delayed governance at selected seams."
TGS-C2050-07,C2050,High Capability / High Friction Basin,2050,privacy_surveillance_balance,PRIVACY / SURVEILLANCE / DATA GOVERNANCE,capability_ahead_of_contested_oversight,"Technical capability is substantial, but oversight, procurement, maintenance, and accountability lag or fragment at selected seams.",Institutional mistrust and contested use constrain legitimacy; capable institutions still operate in places.,contested surveillance and data use with uneven privacy protection and recourse,"public communication is episodic, contested, or delayed at high-friction interfaces","specialized capability persists while maintenance, training, and replacement capacity remain brittle","Technical capability, governance capacity, and legitimacy remain distinct; no composite score is created.",high,"Phase 15A governance boundaries, Phase 14 system/authority distinctions, and explicit qualitative scenario construction.",TFA-C2050-05,REG-PHASE10A-GOVERNANCE,scenario,scenario,scenario_assumption,"Governance effects are qualitative and scenario-dependent; optimization is not legitimacy and prediction is not certainty. 2050 is a bounded high-capability trajectory with substantial technical options but high friction, cyber stress, and delayed governance at selected seams."
TGS-C2050-08,C2050,High Capability / High Friction Basin,2050,cross_system_interoperability,AI / ADVANCED COMPUTE / AUTOMATION,capability_ahead_of_contested_oversight,"Technical capability is substantial, but oversight, procurement, maintenance, and accountability lag or fragment at selected seams.",Institutional mistrust and contested use constrain legitimacy; capable institutions still operate in places.,contested surveillance and data use with uneven privacy protection and recourse,"public communication is episodic, contested, or delayed at high-friction interfaces","specialized capability persists while maintenance, training, and replacement capacity remain brittle","Technical capability, governance capacity, and legitimacy remain distinct; no composite score is created.",high,"Phase 15A governance boundaries, Phase 14 system/authority distinctions, and explicit qualitative scenario construction.",TFA-C2050-05,REG-PHASE10A-GOVERNANCE,scenario,scenario,scenario_assumption,"Governance effects are qualitative and scenario-dependent; optimization is not legitimacy and prediction is not certainty. 2050 is a bounded high-capability trajectory with substantial technical options but high friction, cyber stress, and delayed governance at selected seams."
TGS-C2075-01,C2075,High Capability / High Friction Basin,2075,human_authority_and_AI,AI / ADVANCED COMPUTE / AUTOMATION,persistent_oversight_lag_and_contestation,"Technical capability is substantial, but oversight, procurement, maintenance, and accountability lag or fragment at selected seams.",Institutional mistrust and contested use constrain legitimacy; capable institutions still operate in places.,contested surveillance and data use with uneven privacy protection and recourse,"public communication is episodic, contested, or delayed at high-friction interfaces","specialized capability persists while maintenance, training, and replacement capacity remain brittle","AI recommendation remains advisory; automation does not remove human, legal, or institutional authority.",high,"Phase 15A governance boundaries, Phase 14 system/authority distinctions, and explicit qualitative scenario construction.",TFA-C2075-05,REG-PHASE10A-GOVERNANCE,scenario,scenario,scenario_assumption,"Governance effects are qualitative and scenario-dependent; optimization is not legitimacy and prediction is not certainty. 2075 is a wider-uncertainty state in which powerful technologies coexist with brittle dependencies, contested legitimacy, and fragmented oversight without assumed collapse."
TGS-C2075-02,C2075,High Capability / High Friction Basin,2075,sensing_data_legitimacy,ADVANCED SENSING / AUTONOMOUS SYSTEMS,persistent_oversight_lag_and_contestation,"Technical capability is substantial, but oversight, procurement, maintenance, and accountability lag or fragment at selected seams.",Institutional mistrust and contested use constrain legitimacy; capable institutions still operate in places.,contested surveillance and data use with uneven privacy protection and recourse,"public communication is episodic, contested, or delayed at high-friction interfaces","specialized capability persists while maintenance, training, and replacement capacity remain brittle","Measurement and observability do not create enforcement, permission, or decision authority.",high,"Phase 15A governance boundaries, Phase 14 system/authority distinctions, and explicit qualitative scenario construction.",TFA-C2075-05,REG-PHASE10A-GOVERNANCE,scenario,scenario,scenario_assumption,"Governance effects are qualitative and scenario-dependent; optimization is not legitimacy and prediction is not certainty. 2075 is a wider-uncertainty state in which powerful technologies coexist with brittle dependencies, contested legitimacy, and fragmented oversight without assumed collapse."
TGS-C2075-03,C2075,High Capability / High Friction Basin,2075,defensive_cyber_coordination,CYBERSECURITY / DIGITAL RESILIENCE,persistent_oversight_lag_and_contestation,"Technical capability is substantial, but oversight, procurement, maintenance, and accountability lag or fragment at selected seams.",Institutional mistrust and contested use constrain legitimacy; capable institutions still operate in places.,contested surveillance and data use with uneven privacy protection and recourse,"public communication is episodic, contested, or delayed at high-friction interfaces","specialized capability persists while maintenance, training, and replacement capacity remain brittle","Technical capability, governance capacity, and legitimacy remain distinct; no composite score is created.",high,"Phase 15A governance boundaries, Phase 14 system/authority distinctions, and explicit qualitative scenario construction.",TFA-C2075-05,REG-PHASE10A-GOVERNANCE,scenario,scenario,scenario_assumption,"Governance effects are qualitative and scenario-dependent; optimization is not legitimacy and prediction is not certainty. 2075 is a wider-uncertainty state in which powerful technologies coexist with brittle dependencies, contested legitimacy, and fragmented oversight without assumed collapse."
TGS-C2075-04,C2075,High Capability / High Friction Basin,2075,energy_compute_stewardship,ADVANCED ENERGY,persistent_oversight_lag_and_contestation,"Technical capability is substantial, but oversight, procurement, maintenance, and accountability lag or fragment at selected seams.",Institutional mistrust and contested use constrain legitimacy; capable institutions still operate in places.,contested surveillance and data use with uneven privacy protection and recourse,"public communication is episodic, contested, or delayed at high-friction interfaces","specialized capability persists while maintenance, training, and replacement capacity remain brittle","Technical capability, governance capacity, and legitimacy remain distinct; no composite score is created.",high,"Phase 15A governance boundaries, Phase 14 system/authority distinctions, and explicit qualitative scenario construction.",TFA-C2075-05,REG-PHASE10A-GOVERNANCE,scenario,scenario,scenario_assumption,"Governance effects are qualitative and scenario-dependent; optimization is not legitimacy and prediction is not certainty. 2075 is a wider-uncertainty state in which powerful technologies coexist with brittle dependencies, contested legitimacy, and fragmented oversight without assumed collapse."
TGS-C2075-05,C2075,High Capability / High Friction Basin,2075,manufacturing_workforce_oversight,ADVANCED MATERIALS / MANUFACTURING,persistent_oversight_lag_and_contestation,"Technical capability is substantial, but oversight, procurement, maintenance, and accountability lag or fragment at selected seams.",Institutional mistrust and contested use constrain legitimacy; capable institutions still operate in places.,contested surveillance and data use with uneven privacy protection and recourse,"public communication is episodic, contested, or delayed at high-friction interfaces","specialized capability persists while maintenance, training, and replacement capacity remain brittle","Technical capability, governance capacity, and legitimacy remain distinct; no composite score is created.",high,"Phase 15A governance boundaries, Phase 14 system/authority distinctions, and explicit qualitative scenario construction.",TFA-C2075-05,REG-PHASE10A-GOVERNANCE,scenario,scenario,scenario_assumption,"Governance effects are qualitative and scenario-dependent; optimization is not legitimacy and prediction is not certainty. 2075 is a wider-uncertainty state in which powerful technologies coexist with brittle dependencies, contested legitimacy, and fragmented oversight without assumed collapse."
TGS-C2075-06,C2075,High Capability / High Friction Basin,2075,biosecurity_and_public_health,BIOTECHNOLOGY / GENETIC ENGINEERING,persistent_oversight_lag_and_contestation,"Technical capability is substantial, but oversight, procurement, maintenance, and accountability lag or fragment at selected seams.",Institutional mistrust and contested use constrain legitimacy; capable institutions still operate in places.,contested surveillance and data use with uneven privacy protection and recourse,"public communication is episodic, contested, or delayed at high-friction interfaces","specialized capability persists while maintenance, training, and replacement capacity remain brittle","Detection, attribution, communication, and response coordination remain distinct; no harmful biological operational detail is modeled.",high,"Phase 15A governance boundaries, Phase 14 system/authority distinctions, and explicit qualitative scenario construction.",TFA-C2075-05,REG-PHASE10A-GOVERNANCE,scenario,scenario,scenario_assumption,"Governance effects are qualitative and scenario-dependent; optimization is not legitimacy and prediction is not certainty. 2075 is a wider-uncertainty state in which powerful technologies coexist with brittle dependencies, contested legitimacy, and fragmented oversight without assumed collapse."
TGS-C2075-07,C2075,High Capability / High Friction Basin,2075,privacy_surveillance_balance,PRIVACY / SURVEILLANCE / DATA GOVERNANCE,persistent_oversight_lag_and_contestation,"Technical capability is substantial, but oversight, procurement, maintenance, and accountability lag or fragment at selected seams.",Institutional mistrust and contested use constrain legitimacy; capable institutions still operate in places.,contested surveillance and data use with uneven privacy protection and recourse,"public communication is episodic, contested, or delayed at high-friction interfaces","specialized capability persists while maintenance, training, and replacement capacity remain brittle","Technical capability, governance capacity, and legitimacy remain distinct; no composite score is created.",high,"Phase 15A governance boundaries, Phase 14 system/authority distinctions, and explicit qualitative scenario construction.",TFA-C2075-05,REG-PHASE10A-GOVERNANCE,scenario,scenario,scenario_assumption,"Governance effects are qualitative and scenario-dependent; optimization is not legitimacy and prediction is not certainty. 2075 is a wider-uncertainty state in which powerful technologies coexist with brittle dependencies, contested legitimacy, and fragmented oversight without assumed collapse."
TGS-C2075-08,C2075,High Capability / High Friction Basin,2075,cross_system_interoperability,AI / ADVANCED COMPUTE / AUTOMATION,persistent_oversight_lag_and_contestation,"Technical capability is substantial, but oversight, procurement, maintenance, and accountability lag or fragment at selected seams.",Institutional mistrust and contested use constrain legitimacy; capable institutions still operate in places.,contested surveillance and data use with uneven privacy protection and recourse,"public communication is episodic, contested, or delayed at high-friction interfaces","specialized capability persists while maintenance, training, and replacement capacity remain brittle","Technical capability, governance capacity, and legitimacy remain distinct; no composite score is created.",high,"Phase 15A governance boundaries, Phase 14 system/authority distinctions, and explicit qualitative scenario construction.",TFA-C2075-05,REG-PHASE10A-GOVERNANCE,scenario,scenario,scenario_assumption,"Governance effects are qualitative and scenario-dependent; optimization is not legitimacy and prediction is not certainty. 2075 is a wider-uncertainty state in which powerful technologies coexist with brittle dependencies, contested legitimacy, and fragmented oversight without assumed collapse."
